0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39218,0.34106,0.31724,0.37709,0.33778,0.34082,0.3512,0.40177,0.31901,0.39854,0.42241,0.36644,0.42562,0.39262,0.4259,0.45362,0.51004
0.3839,0.33248,0.30713,0.37033,0.32841,0.3232,0.33287,0.37979,0.30386,0.38113,0.40822,0.34696,0.40994,0.37375,0.40183,0.43915,0.49277
0.37385,0.32625,0.29439,0.35779,0.31548,0.30595,0.3139,0.36116,0.29254,0.3653,0.39134,0.33193,0.39463,0.35789,0.38303,0.42439,0.47381
0.36328,0.31854,0.28549,0.35128,0.30593,0.29229,0.30118,0.34219,0.27959,0.34989,0.37817,0.31874,0.38051,0.34259,0.36506,0.4085,0.45701
0.35462,0.31184,0.27704,0.3407,0.29503,0.28181,0.28936,0.32716,0.2685,0.33464,0.36614,0.30703,0.36861,0.33085,0.35069,0.3964,0.44433
0.34692,0.30707,0.26761,0.33196,0.28574,0.27158,0.28047,0.31262,0.25609,0.32222,0.35259,0.29712,0.35616,0.31846,0.33333,0.38497,0.42824
0.34017,0.30007,0.26765,0.32369,0.27704,0.26214,0.27057,0.30278,0.24688,0.31189,0.3433,0.28838,0.34509,0.30921,0.32196,0.37102,0.41913
0.33584,0.29713,0.26691,0.31583,0.26968,0.25596,0.26241,0.29536,0.23957,0.30492,0.33619,0.28197,0.33737,0.30062,0.31294,0.36061,0.41116
0.33174,0.28948,0.26571,0.30703,0.26658,0.25352,0.25886,0.28975,0.23372,0.29855,0.33061,0.27621,0.33063,0.295,0.30442,0.35555,0.40358
0.32628,0.28184,0.2599,0.30189,0.25993,0.24671,0.25033,0.28339,0.22819,0.28997,0.32459,0.27014,0.32335,0.28681,0.30014,0.34836,0.39386
0.32303,0.27749,0.25736,0.29667,0.25793,0.24824,0.24816,0.28075,0.22567,0.28409,0.3204,0.26624,0.31973,0.28151,0.29508,0.34018,0.38869
0.31943,0.27149,0.25242,0.29352,0.25388,0.24639,0.24814,0.2772,0.22396,0.28283,0.3172,0.26252,0.31548,0.27412,0.28246,0.3321,0.38205
0.315,0.27081,0.24846,0.2906,0.25073,0.24352,0.24384,0.27372,0.22069,0.27664,0.31028,0.25716,0.30906,0.26636,0.27424,0.32309,0.37358
0.31563,0.27025,0.24796,0.28578,0.24813,0.2432,0.24182,0.26961,0.21726,0.27217,0.30477,0.25238,0.30387,0.25992,0.26832,0.31775,0.3675
0.30939,0.26204,0.23972,0.27968,0.24286,0.23791,0.24028,0.26496,0.21364,0.26862,0.30128,0.24809,0.29931,0.25606,0.26224,0.31316,0.36062
0.30798,0.26251,0.2398,0.27801,0.24152,0.2335,0.23105,0.26,0.20511,0.26136,0.29391,0.24232,0.29028,0.24885,0.24937,0.30104,0.3455
0.30029,0.25575,0.23246,0.26963,0.23313,0.22659,0.22064,0.25222,0.19632,0.25179,0.28337,0.23298,0.27747,0.23849,0.23748,0.29179,0.3206
0.2929,0.25336,0.23434,0.26495,0.23165,0.22401,0.21518,0.24688,0.19278,0.24379,0.27447,0.22455,0.26845,0.23022,0.22712,0.28139,0.30957
0.28898,0.24945,0.22913,0.26009,0.22631,0.22042,0.21064,0.24027,0.18942,0.23985,0.26962,0.21949,0.26298,0.2253,0.22319,0.27323,0.31035
0.28812,0.24856,0.2308,0.25767,0.22459,0.21757,0.20896,0.2352,0.18641,0.23545,0.26523,0.21551,0.25818,0.22117,0.21762,0.26736,0.30677
0.28189,0.24336,0.22549,0.252,0.21872,0.21002,0.20496,0.22851,0.17904,0.22685,0.25909,0.20941,0.25132,0.21558,0.21105,0.26068,0.3019
0.27744,0.2396,0.21905,0.24741,0.21375,0.20693,0.20314,0.22259,0.17749,0.22308,0.25527,0.20675,0.24835,0.2112,0.20973,0.25731,0.29844
0.26933,0.23305,0.21409,0.24205,0.20854,0.19943,0.19522,0.21696,0.1718,0.21607,0.24994,0.20172,0.24281,0.2063,0.20413,0.25269,0.29322
0.26346,0.22727,0.20771,0.23727,0.20302,0.19557,0.19164,0.21244,0.16795,0.21144,0.24531,0.19717,0.23845,0.20235,0.20436,0.24745,0.28962
0.25845,0.22143,0.20504,0.23145,0.20032,0.19241,0.18759,0.20678,0.16638,0.20747,0.24092,0.1927,0.23376,0.19799,0.19935,0.24216,0.28678
0.25363,0.21555,0.19641,0.22709,0.1928,0.18594,0.18329,0.20079,0.16063,0.20192,0.23572,0.18788,0.229,0.19404,0.19969,0.23767,0.28357
0.24474,0.21227,0.19665,0.22421,0.18943,0.17859,0.17558,0.19738,0.15615,0.19577,0.22941,0.18027,0.22199,0.18664,0.18695,0.23362,0.27139
0.24091,0.20602,0.18785,0.21715,0.1828,0.17295,0.17002,0.19032,0.15198,0.18963,0.22235,0.17576,0.21488,0.18148,0.17933,0.22676,0.262
0.23686,0.20179,0.18767,0.21486,0.18286,0.17295,0.16635,0.18618,0.1491,0.18507,0.21599,0.17041,0.2093,0.17694,0.17123,0.22111,0.25248
0.22492,0.19742,0.17976,0.20956,0.17573,0.16911,0.16482,0.18109,0.14702,0.18128,0.21139,0.16869,0.20398,0.17308,0.16687,0.21478,0.24722
0.22158,0.19507,0.18224,0.20711,0.17499,0.16709,0.16225,0.17785,0.14472,0.17713,0.20743,0.16573,0.2002,0.16913,0.1626,0.21054,0.24336
0.22188,0.19327,0.17882,0.20278,0.17098,0.16289,0.15885,0.17282,0.14199,0.17306,0.20397,0.16228,0.19593,0.16586,0.16224,0.20706,0.24124
0.21722,0.19226,0.17734,0.20113,0.17094,0.16366,0.15726,0.17205,0.14084,0.17207,0.20166,0.16024,0.19312,0.16435,0.15871,0.20329,0.23955
0.2131,0.18712,0.1685,0.19619,0.16416,0.15928,0.15327,0.16631,0.13821,0.16934,0.199,0.15798,0.19165,0.16145,0.15815,0.19951,0.23857
0.2087,0.18153,0.1656,0.19236,0.16074,0.154,0.14974,0.1629,0.13441,0.16416,0.19498,0.1541,0.18656,0.15835,0.15484,0.19606,0.2338
