diaAño,mes,diaMes,diaSemana,hora,minuto,visperaFestivo,tMed,tMax,tMin,prec,ocupacion
004,01,04,1,09,00,0,21.4,21.9,20.7,0.0,34.93333333333334
004,01,04,1,09,15,0,21.4,21.9,20.7,0.0,37.733333333333334
004,01,04,1,09,30,0,21.4,21.9,20.7,0.0,38.733333333333334
004,01,04,1,09,45,0,21.4,21.9,20.7,0.0,35.4
004,01,04,1,10,00,0,22.2,22.5,21.8,0.0,34.06666666666667
004,01,04,1,10,15,0,22.2,22.5,21.8,0.0,31.333333333333332
004,01,04,1,10,30,0,22.2,22.5,21.8,0.0,27.266666666666666
004,01,04,1,10,45,0,22.2,22.5,21.8,0.0,26.133333333333336
004,01,04,1,11,00,0,22.6,23.0,22.3,0.0,22.066666666666666
004,01,04,1,11,15,0,22.6,23.0,22.3,0.0,20.933333333333334
004,01,04,1,11,30,0,22.6,23.0,22.3,0.0,20.799999999999997
004,01,04,1,11,45,0,22.6,23.0,22.3,0.0,20.93333333333333
004,01,04,1,12,00,0,22.8,23.1,22.6,0.0,23.999999999999996
004,01,04,1,12,15,0,22.8,23.1,22.6,0.0,19.666666666666664
004,01,04,1,12,30,0,22.8,23.1,22.6,0.0,17.466666666666665
004,01,04,1,12,45,0,22.8,23.1,22.6,0.0,19.666666666666664
004,01,04,1,13,00,0,23.2,23.4,23.0,0.0,19.8
004,01,04,1,13,15,0,23.2,23.4,23.0,0.0,24.000000000000004
004,01,04,1,13,30,0,23.2,23.4,23.0,0.0,26.400000000000006
004,01,04,1,13,45,0,23.2,23.4,23.0,0.0,22.8
004,01,04,1,16,30,0,24.0,24.2,23.7,0.0,51.4
004,01,04,1,16,45,0,24.0,24.2,23.7,0.0,57.33333333333333
004,01,04,1,17,00,0,23.3,23.8,22.4,0.0,56.53333333333333
004,01,04,1,17,15,0,23.3,23.8,22.4,0.0,56.93333333333333
004,01,04,1,17,30,0,23.3,23.8,22.4,0.0,50.66666666666667
004,01,04,1,17,45,0,23.3,23.8,22.4,0.0,49.333333333333336
004,01,04,1,18,00,0,21.9,22.5,21.2,0.0,49.13333333333334
004,01,04,1,18,15,0,21.9,22.5,21.2,0.0,45.533333333333324
004,01,04,1,18,30,0,21.9,22.5,21.2,0.0,44.0
004,01,04,1,18,45,0,21.9,22.5,21.2,0.0,42.53333333333333
004,01,04,1,19,00,0,21.0,21.2,20.7,0.0,44.666666666666664
004,01,04,1,19,15,0,21.0,21.2,20.7,0.0,41.93333333333333
004,01,04,1,19,30,0,21.0,21.2,20.7,0.0,33.333333333333336
004,01,04,1,19,45,0,21.0,21.2,20.7,0.0,24.4
005,01,05,2,09,00,0,13.5,13.9,13.2,0.0,42.2
005,01,05,2,09,15,0,13.5,13.9,13.2,0.0,47.93333333333333
005,01,05,2,09,30,0,13.5,13.9,13.2,0.0,51.13333333333333
005,01,05,2,09,45,0,13.5,13.9,13.2,0.0,57.8
005,01,05,2,10,00,0,14.8,15.9,13.8,0.0,57.46666666666667
005,01,05,2,10,15,0,14.8,15.9,13.8,0.0,56.06666666666667
005,01,05,2,10,30,0,14.8,15.9,13.8,0.0,54.13333333333333
005,01,05,2,10,45,0,14.8,15.9,13.8,0.0,57.53333333333333
005,01,05,2,11,00,0,16.8,17.4,15.3,0.0,54.466666666666676
005,01,05,2,11,15,0,16.8,17.4,15.3,0.0,53.06666666666667
