diaAño,mes,diaMes,diaSemana,hora,minuto,visperaFestivo,tMed,tMax,tMin,prec,ocupacion
004,01,04,1,09,00,0,21.4,21.9,20.7,0.0,6.733333333333333
004,01,04,1,09,15,0,21.4,21.9,20.7,0.0,9.0
004,01,04,1,09,30,0,21.4,21.9,20.7,0.0,9.0
004,01,04,1,09,45,0,21.4,21.9,20.7,0.0,8.2
004,01,04,1,10,00,0,22.2,22.5,21.8,0.0,7.933333333333334
004,01,04,1,10,15,0,22.2,22.5,21.8,0.0,9.066666666666666
004,01,04,1,10,30,0,22.2,22.5,21.8,0.0,6.533333333333333
004,01,04,1,10,45,0,22.2,22.5,21.8,0.0,6.866666666666666
004,01,04,1,11,00,0,22.6,23.0,22.3,0.0,6.266666666666667
004,01,04,1,11,15,0,22.6,23.0,22.3,0.0,5.066666666666667
004,01,04,1,11,30,0,22.6,23.0,22.3,0.0,6.2
004,01,04,1,11,45,0,22.6,23.0,22.3,0.0,5.4
004,01,04,1,12,00,0,22.8,23.1,22.6,0.0,5.666666666666666
004,01,04,1,12,15,0,22.8,23.1,22.6,0.0,3.8666666666666667
004,01,04,1,12,30,0,22.8,23.1,22.6,0.0,2.3333333333333335
004,01,04,1,12,45,0,22.8,23.1,22.6,0.0,3.0
004,01,04,1,13,00,0,23.2,23.4,23.0,0.0,3.0
004,01,04,1,13,15,0,23.2,23.4,23.0,0.0,1.7333333333333334
004,01,04,1,13,30,0,23.2,23.4,23.0,0.0,2.0
004,01,04,1,13,45,0,23.2,23.4,23.0,0.0,2.6666666666666665
004,01,04,1,16,30,0,24.0,24.2,23.7,0.0,5.7333333333333325
004,01,04,1,16,45,0,24.0,24.2,23.7,0.0,6.666666666666666
004,01,04,1,17,00,0,23.3,23.8,22.4,0.0,7.4
004,01,04,1,17,15,0,23.3,23.8,22.4,0.0,6.666666666666667
004,01,04,1,17,30,0,23.3,23.8,22.4,0.0,7.0
004,01,04,1,17,45,0,23.3,23.8,22.4,0.0,7.866666666666667
004,01,04,1,18,00,0,21.9,22.5,21.2,0.0,7.0
004,01,04,1,18,15,0,21.9,22.5,21.2,0.0,7.933333333333334
004,01,04,1,18,30,0,21.9,22.5,21.2,0.0,6.933333333333334
004,01,04,1,18,45,0,21.9,22.5,21.2,0.0,5.066666666666667
004,01,04,1,19,00,0,21.0,21.2,20.7,0.0,5.666666666666667
004,01,04,1,19,15,0,21.0,21.2,20.7,0.0,6.8
004,01,04,1,19,30,0,21.0,21.2,20.7,0.0,7.0
004,01,04,1,19,45,0,21.0,21.2,20.7,0.0,6.2
005,01,05,2,09,00,0,13.5,13.9,13.2,0.0,9.533333333333333
005,01,05,2,09,15,0,13.5,13.9,13.2,0.0,10.266666666666666
005,01,05,2,09,30,0,13.5,13.9,13.2,0.0,10.133333333333333
005,01,05,2,09,45,0,13.5,13.9,13.2,0.0,9.866666666666665
005,01,05,2,10,00,0,14.8,15.9,13.8,0.0,7.3999999999999995
005,01,05,2,10,15,0,14.8,15.9,13.8,0.0,7.333333333333332
005,01,05,2,10,30,0,14.8,15.9,13.8,0.0,5.8
005,01,05,2,10,45,0,14.8,15.9,13.8,0.0,6.866666666666667
005,01,05,2,11,00,0,16.8,17.4,15.3,0.0,8.333333333333334
005,01,05,2,11,15,0,16.8,17.4,15.3,0.0,7.066666666666667
005,01,05,2,11,30,0,16.8,17.4,15.3,0.0,6.7333333333333325
005,01,05,2,11,45,0,16.8,17.4,15.3,0.0,8.4
