diaAño,mes,diaMes,diaSemana,hora,minuto,visperaFestivo,tMed,tMax,tMin,prec,ocupacion
004,01,04,1,09,00,0,21.4,21.9,20.7,0.0,48.4
004,01,04,1,09,15,0,21.4,21.9,20.7,0.0,66.19999999999999
004,01,04,1,09,30,0,21.4,21.9,20.7,0.0,75.6
004,01,04,1,09,45,0,21.4,21.9,20.7,0.0,89.33333333333333
004,01,04,1,10,00,0,22.2,22.5,21.8,0.0,100.39999999999999
004,01,04,1,10,15,0,22.2,22.5,21.8,0.0,100.46666666666667
004,01,04,1,10,30,0,22.2,22.5,21.8,0.0,94.93333333333332
004,01,04,1,10,45,0,22.2,22.5,21.8,0.0,97.06666666666666
004,01,04,1,11,00,0,22.6,23.0,22.3,0.0,98.19999999999999
004,01,04,1,11,15,0,22.6,23.0,22.3,0.0,98.26666666666667
004,01,04,1,11,30,0,22.6,23.0,22.3,0.0,96.33333333333334
004,01,04,1,11,45,0,22.6,23.0,22.3,0.0,96.00000000000001
004,01,04,1,12,00,0,22.8,23.1,22.6,0.0,93.46666666666667
004,01,04,1,12,15,0,22.8,23.1,22.6,0.0,94.46666666666667
004,01,04,1,12,30,0,22.8,23.1,22.6,0.0,92.06666666666665
004,01,04,1,12,45,0,22.8,23.1,22.6,0.0,89.19999999999999
004,01,04,1,13,00,0,23.2,23.4,23.0,0.0,83.53333333333333
004,01,04,1,13,15,0,23.2,23.4,23.0,0.0,76.99999999999999
004,01,04,1,13,30,0,23.2,23.4,23.0,0.0,73.6
004,01,04,1,13,45,0,23.2,23.4,23.0,0.0,57.6
004,01,04,1,16,30,0,24.0,24.2,23.7,0.0,73.99999999999999
004,01,04,1,16,45,0,24.0,24.2,23.7,0.0,68.8
004,01,04,1,17,00,0,23.3,23.8,22.4,0.0,71.73333333333333
004,01,04,1,17,15,0,23.3,23.8,22.4,0.0,85.66666666666667
004,01,04,1,17,30,0,23.3,23.8,22.4,0.0,92.66666666666667
004,01,04,1,17,45,0,23.3,23.8,22.4,0.0,99.33333333333333
004,01,04,1,18,00,0,21.9,22.5,21.2,0.0,93.46666666666667
004,01,04,1,18,15,0,21.9,22.5,21.2,0.0,93.86666666666667
004,01,04,1,18,30,0,21.9,22.5,21.2,0.0,89.93333333333335
004,01,04,1,18,45,0,21.9,22.5,21.2,0.0,92.13333333333334
004,01,04,1,19,00,0,21.0,21.2,20.7,0.0,87.66666666666667
004,01,04,1,19,15,0,21.0,21.2,20.7,0.0,87.06666666666665
004,01,04,1,19,30,0,21.0,21.2,20.7,0.0,78.0
004,01,04,1,19,45,0,21.0,21.2,20.7,0.0,58.66666666666667
005,01,05,2,09,00,0,13.5,13.9,13.2,0.0,72.66666666666667
005,01,05,2,09,15,0,13.5,13.9,13.2,0.0,83.53333333333333
005,01,05,2,09,30,0,13.5,13.9,13.2,0.0,92.26666666666667
005,01,05,2,09,45,0,13.5,13.9,13.2,0.0,100.19999999999999
005,01,05,2,10,00,0,14.8,15.9,13.8,0.0,107.13333333333333
005,01,05,2,10,15,0,14.8,15.9,13.8,0.0,107.8
005,01,05,2,10,30,0,14.8,15.9,13.8,0.0,100.26666666666667
