diaAño,mes,diaMes,diaSemana,hora,minuto,visperaFestivo,tMed,tMax,tMin,prec,ocupacion
004,01,04,1,09,00,0,21.4,21.9,20.7,0.0,30.333333333333332
004,01,04,1,09,15,0,21.4,21.9,20.7,0.0,34.33333333333333
004,01,04,1,09,30,0,21.4,21.9,20.7,0.0,38.6
004,01,04,1,09,45,0,21.4,21.9,20.7,0.0,37.733333333333334
004,01,04,1,10,00,0,22.2,22.5,21.8,0.0,37.400000000000006
004,01,04,1,10,15,0,22.2,22.5,21.8,0.0,35.8
004,01,04,1,10,30,0,22.2,22.5,21.8,0.0,35.4
004,01,04,1,10,45,0,22.2,22.5,21.8,0.0,35.13333333333333
004,01,04,1,11,00,0,22.6,23.0,22.3,0.0,33.733333333333334
004,01,04,1,11,15,0,22.6,23.0,22.3,0.0,34.86666666666667
004,01,04,1,11,30,0,22.6,23.0,22.3,0.0,35.0
004,01,04,1,11,45,0,22.6,23.0,22.3,0.0,34.86666666666667
004,01,04,1,12,00,0,22.8,23.1,22.6,0.0,33.6
004,01,04,1,12,15,0,22.8,23.1,22.6,0.0,33.13333333333333
004,01,04,1,12,30,0,22.8,23.1,22.6,0.0,35.0
004,01,04,1,12,45,0,22.8,23.1,22.6,0.0,35.266666666666666
004,01,04,1,13,00,0,23.2,23.4,23.0,0.0,36.0
004,01,04,1,13,15,0,23.2,23.4,23.0,0.0,36.33333333333333
004,01,04,1,13,30,0,23.2,23.4,23.0,0.0,38.06666666666666
004,01,04,1,13,45,0,23.2,23.4,23.0,0.0,40.333333333333336
004,01,04,1,16,30,0,24.0,24.2,23.7,0.0,33.6
004,01,04,1,16,45,0,24.0,24.2,23.7,0.0,33.666666666666664
004,01,04,1,17,00,0,23.3,23.8,22.4,0.0,37.13333333333333
004,01,04,1,17,15,0,23.3,23.8,22.4,0.0,38.666666666666664
004,01,04,1,17,30,0,23.3,23.8,22.4,0.0,37.26666666666667
004,01,04,1,17,45,0,23.3,23.8,22.4,0.0,40.46666666666667
004,01,04,1,18,00,0,21.9,22.5,21.2,0.0,41.06666666666667
004,01,04,1,18,15,0,21.9,22.5,21.2,0.0,40.6
004,01,04,1,18,30,0,21.9,22.5,21.2,0.0,41.2
004,01,04,1,18,45,0,21.9,22.5,21.2,0.0,41.266666666666666
004,01,04,1,19,00,0,21.0,21.2,20.7,0.0,43.599999999999994
004,01,04,1,19,15,0,21.0,21.2,20.7,0.0,45.199999999999996
004,01,04,1,19,30,0,21.0,21.2,20.7,0.0,43.666666666666664
004,01,04,1,19,45,0,21.0,21.2,20.7,0.0,39.333333333333336
005,01,05,2,09,00,0,13.5,13.9,13.2,0.0,30.333333333333336
005,01,05,2,09,15,0,13.5,13.9,13.2,0.0,34.66666666666667
005,01,05,2,09,30,0,13.5,13.9,13.2,0.0,34.2
005,01,05,2,09,45,0,13.5,13.9,13.2,0.0,34.0
005,01,05,2,10,00,0,14.8,15.9,13.8,0.0,34.13333333333333
005,01,05,2,10,15,0,14.8,15.9,13.8,0.0,34.199999999999996
005,01,05,2,10,30,0,14.8,15.9,13.8,0.0,30.0
005,01,05,2,10,45,0,14.8,15.9,13.8,0.0,29.466666666666665
005,01,05,2,11,00,0,16.8,17.4,15.3,0.0,30.466666666666665
005,01,05,2,11,15,0,16.8,17.4,15.3,0.0,30.133333333333333
005,01,05,2,11,30,0,16.8,17.4,15.3,0.0,29.599999999999998
005,01,05,2,11,45,0,16.8,17.4,15.3,0.0,27.666666666666664
005,01,05,2,12,00,0,17.4,18.1,17.0,0.0,28.0
005,01,05,2,12,15,0,17.4,18.1,17.0,0.0,27.733333333333334
005,01,05,2,12,30,0,17.4,18.1,17.0,0.0,29.466666666666665
005,01,05,2,12,45,0,17.4,18.1,17.0,0.0,30.933333333333334
005,01,05,2,13,00,0,18.4,19.0,17.6,0.0,31.200000000000003
005,01,05,2,13,15,0,18.4,19.0,17.6,0.0,32.4
005,01,05,2,13,30,0,18.4,19.0,17.6,0.0,32.46666666666667
005,01,05,2,13,45,0,18.4,19.0,17.6,0.0,30.133333333333333
005,01,05,2,16,30,0,17.1,17.9,16.5,0.0,35.66666666666667
005,01,05,2,16,45,0,17.1,17.9,16.5,0.0,35.53333333333333
005,01,05,2,17,00,0,15.8,16.5,15.0,0.0,36.33333333333333
005,01,05,2,17,15,0,15.8,16.5,15.0,0.0,37.46666666666667
005,01,05,2,17,30,0,15.8,16.5,15.0,0.0,37.266666666666666
005,01,05,2,17,45,0,15.8,16.5,15.0,0.0,35.2
005,01,05,2,18,00,0,14.5,15.1,13.8,0.0,36.4
005,01,05,2,18,15,0,14.5,15.1,13.8,0.0,35.2
005,01,05,2,18,30,0,14.5,15.1,13.8,0.0,34.6
005,01,05,2,18,45,0,14.5,15.1,13.8,0.0,32.733333333333334
005,01,05,2,19,00,0,13.5,13.9,12.9,0.0,32.13333333333333
005,01,05,2,19,15,0,13.5,13.9,12.9,0.0,32.266666666666666
005,01,05,2,19,30,0,13.5,13.9,12.9,0.0,31.200000000000003
005,01,05,2,19,45,0,13.5,13.9,12.9,0.0,29.333333333333336
