diaAño,mes,diaMes,diaSemana,hora,minuto,visperaFestivo,tMed,tMax,tMin,prec,ocupacion
004,01,04,1,09,00,0,21.4,21.9,20.7,0.0,95.66666666666667
004,01,04,1,09,15,0,21.4,21.9,20.7,0.0,118.2
004,01,04,1,09,30,0,21.4,21.9,20.7,0.0,110.53333333333333
004,01,04,1,09,45,0,21.4,21.9,20.7,0.0,110.46666666666665
004,01,04,1,10,00,0,22.2,22.5,21.8,0.0,90.86666666666666
004,01,04,1,10,15,0,22.2,22.5,21.8,0.0,82.8
004,01,04,1,10,30,0,22.2,22.5,21.8,0.0,61.93333333333333
004,01,04,1,10,45,0,22.2,22.5,21.8,0.0,57.266666666666666
004,01,04,1,11,00,0,22.6,23.0,22.3,0.0,65.86666666666667
004,01,04,1,11,15,0,22.6,23.0,22.3,0.0,67.53333333333335
004,01,04,1,11,30,0,22.6,23.0,22.3,0.0,74.2
004,01,04,1,11,45,0,22.6,23.0,22.3,0.0,82.66666666666667
004,01,04,1,12,00,0,22.8,23.1,22.6,0.0,84.80000000000001
004,01,04,1,12,15,0,22.8,23.1,22.6,0.0,86.66666666666667
004,01,04,1,12,30,0,22.8,23.1,22.6,0.0,89.6
004,01,04,1,12,45,0,22.8,23.1,22.6,0.0,90.26666666666668
004,01,04,1,13,00,0,23.2,23.4,23.0,0.0,91.53333333333335
004,01,04,1,13,15,0,23.2,23.4,23.0,0.0,83.66666666666667
004,01,04,1,13,30,0,23.2,23.4,23.0,0.0,84.93333333333334
004,01,04,1,13,45,0,23.2,23.4,23.0,0.0,68.53333333333333
004,01,04,1,16,30,0,24.0,24.2,23.7,0.0,91.46666666666667
004,01,04,1,16,45,0,24.0,24.2,23.7,0.0,92.13333333333334
004,01,04,1,17,00,0,23.3,23.8,22.4,0.0,103.4
004,01,04,1,17,15,0,23.3,23.8,22.4,0.0,110.19999999999999
004,01,04,1,17,30,0,23.3,23.8,22.4,0.0,105.26666666666665
004,01,04,1,17,45,0,23.3,23.8,22.4,0.0,104.06666666666666
004,01,04,1,18,00,0,21.9,22.5,21.2,0.0,104.80000000000001
004,01,04,1,18,15,0,21.9,22.5,21.2,0.0,110.0
004,01,04,1,18,30,0,21.9,22.5,21.2,0.0,99.6
004,01,04,1,18,45,0,21.9,22.5,21.2,0.0,100.46666666666664
004,01,04,1,19,00,0,21.0,21.2,20.7,0.0,100.0
004,01,04,1,19,15,0,21.0,21.2,20.7,0.0,98.6
004,01,04,1,19,30,0,21.0,21.2,20.7,0.0,86.73333333333332
