diaAño,mes,diaMes,diaSemana,hora,minuto,visperaFestivo,tMed,tMax,tMin,prec,ocupacion
004,01,04,1,09,00,0,21.4,21.9,20.7,0.0,2.0
004,01,04,1,09,15,0,21.4,21.9,20.7,0.0,2.2
004,01,04,1,09,30,0,21.4,21.9,20.7,0.0,2.533333333333333
004,01,04,1,09,45,0,21.4,21.9,20.7,0.0,1.7333333333333334
004,01,04,1,10,00,0,22.2,22.5,21.8,0.0,4.266666666666667
004,01,04,1,10,15,0,22.2,22.5,21.8,0.0,6.6
004,01,04,1,10,30,0,22.2,22.5,21.8,0.0,8.333333333333334
004,01,04,1,10,45,0,22.2,22.5,21.8,0.0,10.0
004,01,04,1,11,00,0,22.6,23.0,22.3,0.0,11.133333333333333
004,01,04,1,11,15,0,22.6,23.0,22.3,0.0,11.266666666666666
004,01,04,1,11,30,0,22.6,23.0,22.3,0.0,10.666666666666666
004,01,04,1,11,45,0,22.6,23.0,22.3,0.0,12.133333333333333
004,01,04,1,12,00,0,22.8,23.1,22.6,0.0,10.733333333333333
004,01,04,1,12,15,0,22.8,23.1,22.6,0.0,10.399999999999999
004,01,04,1,12,30,0,22.8,23.1,22.6,0.0,9.666666666666666
004,01,04,1,12,45,0,22.8,23.1,22.6,0.0,8.266666666666666
004,01,04,1,13,00,0,23.2,23.4,23.0,0.0,6.4
004,01,04,1,13,15,0,23.2,23.4,23.0,0.0,7.0
004,01,04,1,13,30,0,23.2,23.4,23.0,0.0,8.066666666666666
004,01,04,1,13,45,0,23.2,23.4,23.0,0.0,7.333333333333334
004,01,04,1,16,30,0,24.0,24.2,23.7,0.0,6.333333333333334
004,01,04,1,16,45,0,24.0,24.2,23.7,0.0,6.8
004,01,04,1,17,00,0,23.3,23.8,22.4,0.0,5.466666666666667
004,01,04,1,17,15,0,23.3,23.8,22.4,0.0,4.466666666666667
004,01,04,1,17,30,0,23.3,23.8,22.4,0.0,1.7333333333333334
004,01,04,1,17,45,0,23.3,23.8,22.4,0.0,0.2
004,01,04,1,18,00,0,21.9,22.5,21.2,0.0,0.4666666666666667
004,01,04,1,18,15,0,21.9,22.5,21.2,0.0,4.2666666666666675
004,01,04,1,18,30,0,21.9,22.5,21.2,0.0,7.0
004,01,04,1,18,45,0,21.9,22.5,21.2,0.0,7.6
004,01,04,1,19,00,0,21.0,21.2,20.7,0.0,9.933333333333334
004,01,04,1,19,15,0,21.0,21.2,20.7,0.0,11.333333333333332
004,01,04,1,19,30,0,21.0,21.2,20.7,0.0,11.600000000000001
004,01,04,1,19,45,0,21.0,21.2,20.7,0.0,9.8
005,01,05,2,09,00,0,13.5,13.9,13.2,0.0,8.0
005,01,05,2,09,15,0,13.5,13.9,13.2,0.0,6.866666666666667
005,01,05,2,09,30,0,13.5,13.9,13.2,0.0,6.133333333333334
005,01,05,2,09,45,0,13.5,13.9,13.2,0.0,6.800000000000001
005,01,05,2,10,00,0,14.8,15.9,13.8,0.0,5.2666666666666675
005,01,05,2,10,15,0,14.8,15.9,13.8,0.0,4.333333333333333
005,01,05,2,10,30,0,14.8,15.9,13.8,0.0,3.1333333333333337
005,01,05,2,10,45,0,14.8,15.9,13.8,0.0,4.333333333333333
005,01,05,2,11,00,0,16.8,17.4,15.3,0.0,6.533333333333333
005,01,05,2,11,15,0,16.8,17.4,15.3,0.0,7.4
005,01,05,2,11,30,0,16.8,17.4,15.3,0.0,7.666666666666667
005,01,05,2,11,45,0,16.8,17.4,15.3,0.0,8.533333333333335
005,01,05,2,12,00,0,17.4,18.1,17.0,0.0,11.733333333333334
005,01,05,2,12,15,0,17.4,18.1,17.0,0.0,14.666666666666668
005,01,05,2,12,30,0,17.4,18.1,17.0,0.0,13.933333333333334
005,01,05,2,12,45,0,17.4,18.1,17.0,0.0,11.933333333333332
005,01,05,2,13,00,0,18.4,19.0,17.6,0.0,8.6
005,01,05,2,13,15,0,18.4,19.0,17.6,0.0,6.466666666666667
005,01,05,2,13,30,0,18.4,19.0,17.6,0.0,4.8
005,01,05,2,13,45,0,18.4,19.0,17.6,0.0,3.9333333333333336
005,01,05,2,16,30,0,17.1,17.9,16.5,0.0,4.333333333333333
005,01,05,2,16,45,0,17.1,17.9,16.5,0.0,4.733333333333333
005,01,05,2,17,00,0,15.8,16.5,15.0,0.0,3.6666666666666665
005,01,05,2,17,15,0,15.8,16.5,15.0,0.0,3.0
005,01,05,2,17,30,0,15.8,16.5,15.0,0.0,2.1333333333333333
005,01,05,2,17,45,0,15.8,16.5,15.0,0.0,1.6
005,01,05,2,18,00,0,14.5,15.1,13.8,0.0,2.0
005,01,05,2,18,15,0,14.5,15.1,13.8,0.0,3.733333333333333
005,01,05,2,18,30,0,14.5,15.1,13.8,0.0,8.933333333333334
005,01,05,2,18,45,0,14.5,15.1,13.8,0.0,13.6
005,01,05,2,19,00,0,13.5,13.9,12.9,0.0,14.733333333333334
005,01,05,2,19,15,0,13.5,13.9,12.9,0.0,13.666666666666668
005,01,05,2,19,30,0,13.5,13.9,12.9,0.0,10.133333333333333
005,01,05,2,19,45,0,13.5,13.9,12.9,0.0,8.200000000000001
007,01,07,4,09,00,1,15.6,16.3,14.3,0.0,15.0
007,01,07,4,09,15,1,15.6,16.3,14.3,0.0,16.933333333333334
007,01,07,4,09,30,1,15.6,16.3,14.3,0.0,15.466666666666665
007,01,07,4,09,45,1,15.6,16.3,14.3,0.0,12.733333333333334
007,01,07,4,10,00,1,18.8,19.9,16.2,0.0,10.066666666666666
007,01,07,4,10,15,1,18.8,19.9,16.2,0.0,8.8
007,01,07,4,10,30,1,18.8,19.9,16.2,0.0,10.266666666666666
007,01,07,4,10,45,1,18.8,19.9,16.2,0.0,12.733333333333334
007,01,07,4,11,00,1,19.3,20.3,18.4,0.0,13.400000000000002
007,01,07,4,11,15,1,19.3,20.3,18.4,0.0,10.0
007,01,07,4,11,30,1,19.3,20.3,18.4,0.0,9.4
007,01,07,4,11,45,1,19.3,20.3,18.4,0.0,11.4
007,01,07,4,12,00,1,20.5,21.5,19.7,0.0,13.333333333333336
007,01,07,4,12,15,1,20.5,21.5,19.7,0.0,12.133333333333335
007,01,07,4,12,30,1,20.5,21.5,19.7,0.0,12.866666666666667
007,01,07,4,12,45,1,20.5,21.5,19.7,0.0,15.000000000000002
007,01,07,4,13,00,1,21.8,22.4,21.2,0.0,13.200000000000001
007,01,07,4,13,15,1,21.8,22.4,21.2,0.0,8.733333333333334
007,01,07,4,13,30,1,21.8,22.4,21.2,0.0,6.999999999999999
007,01,07,4,13,45,1,21.8,22.4,21.2,0.0,5.866666666666667
007,01,07,4,16,30,1,23.6,24.2,22.7,0.0,5.466666666666667
007,01,07,4,16,45,1,23.6,24.2,22.7,0.0,4.733333333333333
007,01,07,4,17,00,1,19.4,22.7,17.3,0.0,4.533333333333333
007,01,07,4,17,15,1,19.4,22.7,17.3,0.0,4.0
007,01,07,4,17,30,1,19.4,22.7,17.3,0.0,5.6
007,01,07,4,17,45,1,19.4,22.7,17.3,0.0,5.933333333333334
007,01,07,4,18,00,1,17.1,17.6,15.9,0.0,6.533333333333334
007,01,07,4,18,15,1,17.1,17.6,15.9,0.0,5.533333333333333
007,01,07,4,18,30,1,17.1,17.6,15.9,0.0,5.666666666666666
007,01,07,4,18,45,1,17.1,17.6,15.9,0.0,5.933333333333333
007,01,07,4,19,00,1,15.4,16.2,14.3,0.0,6.0
007,01,07,4,19,15,1,15.4,16.2,14.3,0.0,5.800000000000001
007,01,07,4,19,30,1,15.4,16.2,14.3,0.0,4.333333333333333
007,01,07,4,19,45,1,15.4,16.2,14.3,0.0,3.8666666666666667
008,01,08,5,09,00,0,10.1,12.5,8.1,0.0,5.0
008,01,08,5,09,15,0,10.1,12.5,8.1,0.0,5.466666666666667
008,01,08,5,09,30,0,10.1,12.5,8.1,0.0,5.666666666666667
008,01,08,5,09,45,0,10.1,12.5,8.1,0.0,7.866666666666666
008,01,08,5,10,00,0,14.5,16.4,12.5,0.0,8.133333333333333
008,01,08,5,10,15,0,14.5,16.4,12.5,0.0,9.6
008,01,08,5,10,30,0,14.5,16.4,12.5,0.0,10.466666666666669
008,01,08,5,10,45,0,14.5,16.4,12.5,0.0,13.200000000000003
008,01,08,5,11,00,0,16.9,18.2,16.4,0.0,13.333333333333336
008,01,08,5,11,15,0,16.9,18.2,16.4,0.0,14.600000000000001
008,01,08,5,11,30,0,16.9,18.2,16.4,0.0,13.8
008,01,08,5,11,45,0,16.9,18.2,16.4,0.0,13.0
008,01,08,5,12,00,0,18.7,19.7,17.9,0.0,11.666666666666666
008,01,08,5,12,15,0,18.7,19.7,17.9,0.0,10.333333333333332
008,01,08,5,12,30,0,18.7,19.7,17.9,0.0,10.600000000000001
008,01,08,5,12,45,0,18.7,19.7,17.9,0.0,8.6
008,01,08,5,13,00,0,20.7,22.4,19.6,0.0,8.4
008,01,08,5,13,15,0,20.7,22.4,19.6,0.0,6.6000000000000005
008,01,08,5,13,30,0,20.7,22.4,19.6,0.0,2.666666666666667
008,01,08,5,13,45,0,20.7,22.4,19.6,0.0,1.5333333333333332
008,01,08,5,16,30,0,22.5,23.5,22.1,0.0,3.0
008,01,08,5,16,45,0,22.5,23.5,22.1,0.0,2.933333333333333
008,01,08,5,17,00,0,19.1,22.8,16.6,0.0,2.466666666666667
008,01,08,5,17,15,0,19.1,22.8,16.6,0.0,2.0
008,01,08,5,17,30,0,19.1,22.8,16.6,0.0,2.0
008,01,08,5,17,45,0,19.1,22.8,16.6,0.0,2.0
008,01,08,5,18,00,0,15.4,16.6,14.3,0.0,2.0
008,01,08,5,18,15,0,15.4,16.6,14.3,0.0,1.6666666666666665
008,01,08,5,18,30,0,15.4,16.6,14.3,0.0,1.4666666666666668
008,01,08,5,18,45,0,15.4,16.6,14.3,0.0,3.0
008,01,08,5,19,00,0,14.4,15.1,13.9,0.0,5.2
008,01,08,5,19,15,0,14.4,15.1,13.9,0.0,6.800000000000001
008,01,08,5,19,30,0,14.4,15.1,13.9,0.0,5.666666666666666
008,01,08,5,19,45,0,14.4,15.1,13.9,0.0,5.6
009,01,09,6,09,00,0,13.6,14.8,12.8,0.0,4.066666666666666
009,01,09,6,09,15,0,13.6,14.8,12.8,0.0,4.0
009,01,09,6,09,30,0,13.6,14.8,12.8,0.0,3.2
009,01,09,6,09,45,0,13.6,14.8,12.8,0.0,1.3333333333333333
009,01,09,6,10,00,0,15.0,16.5,14.4,0.0,1.0
009,01,09,6,10,15,0,15.0,16.5,14.4,0.0,0.06666666666666667
009,01,09,6,10,30,0,15.0,16.5,14.4,0.0,0.0
009,01,09,6,10,45,0,15.0,16.5,14.4,0.0,0.0
009,01,09,6,11,00,0,16.9,17.7,16.2,0.0,0.0
009,01,09,6,11,15,0,16.9,17.7,16.2,0.0,0.0
009,01,09,6,11,30,0,16.9,17.7,16.2,0.0,0.0
009,01,09,6,11,45,0,16.9,17.7,16.2,0.0,0.0
009,01,09,6,12,00,0,18.7,20.8,17.7,0.0,0.0
009,01,09,6,12,15,0,18.7,20.8,17.7,0.0,0.0
009,01,09,6,12,30,0,18.7,20.8,17.7,0.0,0.0
009,01,09,6,12,45,0,18.7,20.8,17.7,0.0,1.4
009,01,09,6,13,00,0,22.3,23.4,20.8,0.0,2.0
009,01,09,6,13,15,0,22.3,23.4,20.8,0.0,2.333333333333333
009,01,09,6,13,30,0,22.3,23.4,20.8,0.0,3.0
009,01,09,6,13,45,0,22.3,23.4,20.8,0.0,3.0
011,01,11,1,09,00,0,19.2,19.5,19.0,0.0,6.866666666666666
011,01,11,1,09,15,0,19.2,19.5,19.0,0.0,10.0
011,01,11,1,09,30,0,19.2,19.5,19.0,0.0,15.2
011,01,11,1,09,45,0,19.2,19.5,19.0,0.0,15.066666666666666
011,01,11,1,10,00,0,20.1,20.7,19.5,0.0,14.066666666666666
011,01,11,1,10,15,0,20.1,20.7,19.5,0.0,16.133333333333333
011,01,11,1,10,30,0,20.1,20.7,19.5,0.0,13.8
011,01,11,1,10,45,0,20.1,20.7,19.5,0.0,13.266666666666667
011,01,11,1,11,00,0,21.8,22.9,20.7,0.0,13.266666666666667
011,01,11,1,11,15,0,21.8,22.9,20.7,0.0,12.0
011,01,11,1,11,30,0,21.8,22.9,20.7,0.0,14.333333333333334
011,01,11,1,11,45,0,21.8,22.9,20.7,0.0,13.733333333333334
011,01,11,1,12,00,0,23.3,23.9,22.9,0.0,12.6
011,01,11,1,12,15,0,23.3,23.9,22.9,0.0,11.533333333333335
011,01,11,1,12,30,0,23.3,23.9,22.9,0.0,12.333333333333332
011,01,11,1,12,45,0,23.3,23.9,22.9,0.0,11.866666666666665
011,01,11,1,13,00,0,22.0,23.7,19.1,0.0,8.0
011,01,11,1,13,15,0,22.0,23.7,19.1,0.0,7.666666666666666
011,01,11,1,13,30,0,22.0,23.7,19.1,0.0,7.599999999999999
011,01,11,1,13,45,0,22.0,23.7,19.1,0.0,7.533333333333333
011,01,11,1,16,30,0,19.8,20.4,19.1,0.0,6.133333333333333
011,01,11,1,16,45,0,19.8,20.4,19.1,0.0,2.533333333333333
011,01,11,1,17,00,0,18.8,19.7,17.5,0.0,5.0
011,01,11,1,17,15,0,18.8,19.7,17.5,0.0,7.133333333333334
011,01,11,1,17,30,0,18.8,19.7,17.5,0.0,6.333333333333333
011,01,11,1,17,45,0,18.8,19.7,17.5,0.0,5.666666666666666
011,01,11,1,18,00,0,16.6,17.5,15.7,0.0,5.733333333333334
011,01,11,1,18,15,0,16.6,17.5,15.7,0.0,6.0
011,01,11,1,18,30,0,16.6,17.5,15.7,0.0,4.6
011,01,11,1,18,45,0,16.6,17.5,15.7,0.0,4.0
011,01,11,1,19,00,0,15.4,15.8,15.0,0.0,3.9333333333333336
011,01,11,1,19,15,0,15.4,15.8,15.0,0.0,3.8666666666666667
011,01,11,1,19,30,0,15.4,15.8,15.0,0.0,2.333333333333333
011,01,11,1,19,45,0,15.4,15.8,15.0,0.0,2.0
012,01,12,2,09,00,0,8.9,11.5,6.9,0.0,6.0
012,01,12,2,09,15,0,8.9,11.5,6.9,0.0,11.133333333333333
012,01,12,2,09,30,0,8.9,11.5,6.9,0.0,13.533333333333333
012,01,12,2,09,45,0,8.9,11.5,6.9,0.0,13.933333333333334
012,01,12,2,10,00,0,13.7,15.3,11.4,0.0,15.0
012,01,12,2,10,15,0,13.7,15.3,11.4,0.0,12.466666666666667
012,01,12,2,10,30,0,13.7,15.3,11.4,0.0,13.133333333333333
012,01,12,2,10,45,0,13.7,15.3,11.4,0.0,12.533333333333331
012,01,12,2,11,00,0,15.2,15.8,14.7,0.0,13.733333333333334
012,01,12,2,11,15,0,15.2,15.8,14.7,0.0,13.066666666666666
012,01,12,2,11,30,0,15.2,15.8,14.7,0.0,11.866666666666667
012,01,12,2,11,45,0,15.2,15.8,14.7,0.0,14.599999999999998
012,01,12,2,12,00,0,16.3,16.8,15.5,0.0,16.46666666666667
012,01,12,2,12,15,0,16.3,16.8,15.5,0.0,15.2
012,01,12,2,12,30,0,16.3,16.8,15.5,0.0,12.533333333333333
012,01,12,2,12,45,0,16.3,16.8,15.5,0.0,11.466666666666665
012,01,12,2,13,00,0,17.2,17.8,16.5,0.0,11.866666666666667
012,01,12,2,13,15,0,17.2,17.8,16.5,0.0,9.733333333333333
012,01,12,2,13,30,0,17.2,17.8,16.5,0.0,6.933333333333334
012,01,12,2,13,45,0,17.2,17.8,16.5,0.0,5.133333333333333
012,01,12,2,16,30,0,17.9,18.2,17.5,0.0,3.0666666666666664
012,01,12,2,16,45,0,17.9,18.2,17.5,0.0,2.666666666666667
012,01,12,2,17,00,0,16.5,17.5,15.6,0.0,2.466666666666667
012,01,12,2,17,15,0,16.5,17.5,15.6,0.0,2.8666666666666667
012,01,12,2,17,30,0,16.5,17.5,15.6,0.0,2.9999999999999996
012,01,12,2,17,45,0,16.5,17.5,15.6,0.0,6.0
012,01,12,2,18,00,0,14.3,15.6,12.7,0.0,6.0
012,01,12,2,18,15,0,14.3,15.6,12.7,0.0,5.333333333333333
012,01,12,2,18,30,0,14.3,15.6,12.7,0.0,5.0
012,01,12,2,18,45,0,14.3,15.6,12.7,0.0,6.333333333333334
012,01,12,2,19,00,0,12.0,12.7,11.3,0.0,7.2
012,01,12,2,19,15,0,12.0,12.7,11.3,0.0,5.466666666666666
012,01,12,2,19,30,0,12.0,12.7,11.3,0.0,4.666666666666667
012,01,12,2,19,45,0,12.0,12.7,11.3,0.0,6.066666666666666
013,01,13,3,09,00,0,7.2,9.0,5.5,0.0,8.0
