,,,,,,,,,,1.1476,133.94
,,,,,,,,,,1.1268,131.34
,,,,,,,,,,1.1666,129.36
,,,,,,,,,,1.1135,126.4
,,,,,,,,,,1.2252,123.29
,,,,,,,,,,1.4088,121.49
,,,,,,,,,,1.2758,128.26
,,,,,,,,,,1.1298,121.2
,,,,,,,,,,1.2962,124.08
,,,,,,,,,,1.3009,121.3
,,,,,,,,,,1.3685,117.57
,,,,,,,,,,1.4168,117.56
,,,,,,,,,,1.2446,114.3
,,,,,,,,,,1.2863,112.03
,,,,,,,,,,1.2341,114.42
,,,,,,,,,,1.2248,118.91
,,,,,,,,,,1.2557,116.62
,,,,,,,,,,1.3067,114.61
,,,,,,,,,,1.5004,107.64
,,,,,,,,,,1.5655,109.59
,,,,,,,,,,1.3431,107.59
,,,,,,,,,,1.3955,105.47
,,,,,,,,,,1.356,104.99
,,,,,,,,,,1.5588,103.37
,,,,,,,,,,1.2685,102.96
,,,,,,,,,,1.3564,100.29
,,,,,,,,,,1.3783,99.605
,,,,,,,,,,1.492,98.726
0.71973,0.54917,0.94449,1.4608,0.73304,2.2142,1.5954,NaN,1.9899,1.8723,,91.818
0.68075,0.53064,0.9975,1.3448,0.75744,1.5534,1.6236,3.2767,1.2457,1.2524,,88.777
0.71313,0.51634,1.0566,1.4946,0.73744,1.4949,1.6135,2.7455,1.289,1.3044,,89.777
0.82176,0.55414,1.0759,1.5532,0.80409,3.1653,1.5735,NaN,1.3531,1.225,,87.571
0.72909,0.56826,0.94469,1.6997,0.78652,1.4817,1.6058,NaN,1.3213,1.6373,,85.689
0.79508,0.58775,1.1463,1.3087,0.76178,2.1591,1.577,NaN,1.298,1.9755,,83.164
0.8013,0.57813,1.1255,2.6235,0.77147,1.7077,1.5911,NaN,1.3634,1.3044,,81.902
0.83406,0.50947,1.3733,1.556,0.7703,1.5373,1.5992,3.4228,1.3846,1.3261,,80.506
0.86318,0.58213,1.0917,1.5115,0.91354,2.1022,1.6535,2.9215,1.507,1.3219,,79.198
0.98605,0.92127,0.99635,3.3438,0.83696,1.5697,1.6353,NaN,1.3762,1.5407,,77.651
0.99374,0.53388,1.0223,1.7216,0.83741,3.2025,1.5897,NaN,1.3917,1.3529,,80.689
0.86567,0.60435,1.0977,1.5521,0.90953,1.6273,1.6053,NaN,1.525,1.4654,,75.366
0.87043,0.60045,1.0513,1.6316,0.94455,1.6737,1.624,4.7956,1.4785,1.5647,,74.341
0.94258,0.57856,1.0935,1.8353,0.81243,3.2448,1.6136,NaN,1.4565,2.0559,,73.378
0.93146,0.6495,1.0593,1.9955,0.89873,1.7405,1.6327,3.3211,1.5437,1.6101,,71.95
1.1205,0.65552,1.1025,1.9557,0.89137,1.9777,1.5808,NaN,1.6076,2.6887,,70.495
0.94401,0.6598,1.1094,1.6842,0.95156,1.9646,1.678,3.9927,1.5444,2.5089,,69.461
1.0537,0.56095,1.1559,1.6733,0.91459,1.9776,1.6777,NaN,1.5751,2.0495,,68.961
1.0292,0.68922,1.2567,2.141,1.2904,1.8152,1.6039,NaN,1.6266,1.9568,,68.155
1.0967,0.79859,1.258,1.8681,1.2068,1.9401,1.6789,NaN,1.6107,1.6501,,66.238
1.1698,1.4029,1.2932,1.826,1.0487,1.8886,1.6555,NaN,1.5775,1.8699,,64.655
1.186,0.74937,1.2761,1.9468,0.97116,1.9321,1.6442,NaN,1.6636,2.411,,135.59
1.2288,0.83172,1.1755,1.7883,1.1024,2.2755,1.6452,NaN,1.7069,1.6474,,67.924
1.2317,1.9769,1.1573,1.6926,1.0668,2.1088,1.6912,NaN,1.5346,1.601,,63.139
1.1779,1.0277,1.3188,2.1987,1.2009,1.931,1.6335,NaN,1.8045,2.5183,,60.33
1.2697,0.91753,1.2025,2.1705,1.078,2.0555,1.6771,NaN,1.8265,1.613,,59.388
1.2598,1.0496,1.2806,1.7965,1.1391,2.093,1.9466,NaN,1.6858,1.717,,58.015
1.3735,0.92888,1.2777,1.9696,1.3062,2.0873,1.6467,NaN,1.8155,1.5605,,56.078
1.4566,1.0696,1.3087,2.0697,1.081,2.2203,1.661,NaN,3.2204,1.6076,,54.869
1.3898,1.0033,1.2957,1.737,1.1715,2.0034,1.7446,NaN,1.9087,2.3082,,53.68
1.3688,0.90053,1.3933,2.0648,1.3138,2.1231,1.6966,NaN,2.0522,1.9632,,52.659
1.4448,1.092,1.3679,2.1063,1.3171,2.1268,1.7119,NaN,2.1643,1.8213,,51.467
1.4672,1.1279,1.5381,2.028,1.4081,2.2624,1.9273,NaN,2.1358,2.5388,,50.372
1.4233,1.1593,1.5177,2.3248,1.2386,2.3521,1.6948,NaN,2.0851,1.5249,,49.188
1.5338,1.6031,1.3835,2.0041,1.5499,2.3846,1.6867,NaN,2.0992,1.7296,,47.849
1.5314,1.178,1.5482,2.0091,1.3542,2.4176,1.8749,NaN,3.4186,2.4997,,46.736
1.5946,1.4594,1.5358,2.3782,1.5528,2.5183,1.8818,NaN,2.3521,2.1441,,45.533
1.7485,1.4463,1.557,2.0636,1.4383,2.4259,1.7132,NaN,2.4727,1.6693,,44.408
1.8352,1.4053,1.6961,2.1376,1.5369,2.4179,1.8227,NaN,2.4265,2.2196,,43.169
1.714,1.6738,1.6947,2.4408,1.4872,2.5393,1.8508,NaN,2.4196,NaN,,42.16
1.8313,1.7183,1.6791,2.1364,1.7102,2.4074,2.092,NaN,2.5324,2.0712,,40.918
1.6864,1.6867,1.7849,2.1137,1.7316,2.5087,1.8853,NaN,2.3695,2.401,,39.697
1.9189,1.7957,1.8836,NaN,1.7115,2.4689,1.8865,NaN,2.5978,NaN,,38.64
