0.012569,  0.88864 ,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,  1.      ,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,  0.521793,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,  0.908252,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan
nan,  0.88864 ,       nan,       nan,       nan,       nan,              nan,  0.487045,       nan,       nan,       nan,       nan,              nan,       nan,  0.517774,       nan,       nan,       nan,              nan,  0.407914,       nan,       nan,       nan,       nan,         0.036209,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,  0.370282,  0.      ,              nan,       nan,       nan,       nan,  0.900572,       nan,              nan,       nan,       nan,       nan,       nan
nan,       nan,       nan,       nan,       nan,       nan,         0.464378,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,  0.407914,       nan,       nan,       nan,       nan,              nan,  0.810348,       nan,       nan,       nan,  0.835215,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,  0.015105,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan,       nan,              nan,       nan,       nan,       nan,       nan
