0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
4,4,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
1,2,1,2,3,1,2,5,6,1,2,3,6,7,1,2,3,4,7,8,2,3,4,5,6,7,8,1,2,4,5,6,7,8,9,1,2,4,5,6,7,8,9,10,11,1,2,3,4,5,7,8,9,10,11,1,2,3,5,6,7,8,9,11,12,13,1,2,3,4,5,7,8,9,10,11,12,13,14,1,3,4,5,6,7,8,9,10,11,12,13,14,15,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,18,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20
0.461479902,0.42101993,0.54151427,0.644033874,0.516114574,0.386467048,0.430199149,0.527029461,0.486342262,0.542441053,0.491787579,0.498724166,0.623546992,0.602532392,0.352907111,0.439719764,0.554650551,0.447537779,0.443123086,0.438835983,0.561172872,0.60302865,0.488103608,0.650172274,0.498424945,0.573143318,0.647581324,0.500039964,0.570761654,0.366485825,0.447617205,0.353753195,0.548438662,0.243090126,0.369960436,0.419275847,0.533240265,0.28352149,0.626408486,0.438893207,0.632632366,0.509756959,0.355689848,0.665048565,0.64216743,0.614287522,0.662578169,0.390009845,0.551608289,0.518649463,0.435697248,0.652953229,0.640021553,0.529122154,0.586758136,0.656745936,0.588962095,0.388295221,0.441240444,0.446872945,0.662459514,0.498093361,0.366311379,0.564700468,0.55345565,0.607105364,0.48404426,0.591917408,0.419486022,0.388199352,0.357061618,0.35833126,0.63958806,0.684758051,0.306754878,0.418676363,0.491880991,0.434591608,0.659940709,0.573428618,0.640899303,0.562537216,0.460484823,0.651132172,0.492553129,0.319684575,0.541869208,0.470043814,0.514537198,0.315484075,0.38789343,0.608983962,0.31899242,0.35139203,0.575687103,0.646857282,0.642531777,0.625338063,0.532629777,0.372477983,0.607268543,0.414262317,0.520377279,0.717470573,0.370949487,0.569149252,0.579734308,0.59990897,0.385164645,0.371416466,0.36826827,0.686255753,0.591870545,0.532131629,0.654961739,0.542480585,0.313725322,0.386910085,0.606742454,0.647675926,0.516274055,0.703085213,0.637766552,0.576506417,0.327379018,0.654096617,0.497938423,0.513719323,0.641513758,0.557848489,0.652618749,0.274548861,0.51073904,0.652254503,0.634553891,0.515863784,0.663034569,0.614491781,0.534400538,0.648716405,0.341689447,0.559536192,0.37090584,0.65263911,0.522475131,0.575890335,0.430778553,0.652148573,0.354491379,0.582533157,0.637598913,0.518947129,0.671221468,0.533418834,0.622978295,0.362583939,0.383434585,0.66909813,0.429738365,0.517040411,0.3981865,0.70296289,0.555781478,0.656278687,0.675510154,0.582800944,0.556559606,0.346839339,0.632116584,0.663088091,0.658728236,0.604938994,0.387815592,0.629968497,0.396950572,0.599189666,0.495190287
inf,inf,,inf,,inf,inf,,,inf,,,inf,inf,inf,,,inf,inf,,inf,inf,,inf,,,,inf,,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,,inf,inf,inf,inf,,inf,,inf,inf,inf,inf,,,,inf,inf,,inf,inf,,inf,inf,inf,,inf,,inf,inf,inf,,inf,,inf,inf,inf,,,inf,inf,,inf,inf,,inf,,inf,inf,inf,,inf,inf,inf,,inf,inf,,,,inf,inf,inf,inf,,,inf,inf,,inf,inf,inf,,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,,inf,,,inf,inf,inf,inf,inf,inf,inf,inf,inf,,,,inf,inf,,inf,inf,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf
0,0,,0,,0,0,,,0,,,0,0,0,,,0,0,,0,0,,0,,,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,,0,0,0,0,,,,0,0,,0,0,,0,0,0,,0,,0,0,0,,0,,0,0,0,,,0,0,,0,0,,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0,0,,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0
inf,inf,,inf,,inf,inf,,,inf,,,inf,inf,inf,,,inf,inf,,inf,inf,,inf,,,,inf,,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,,inf,inf,inf,inf,,inf,,inf,inf,inf,inf,,,,inf,inf,,inf,inf,,inf,inf,inf,,inf,,inf,inf,inf,,inf,,inf,inf,inf,,,inf,inf,,inf,inf,,inf,,inf,inf,inf,,inf,inf,inf,,inf,inf,,,,inf,inf,inf,inf,,,inf,inf,,inf,inf,inf,,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,,inf,,,inf,inf,inf,inf,inf,inf,inf,inf,inf,,,,inf,inf,,inf,inf,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf
32.42582897,50.53547523,42.74004684,5.108194658,35.07604563,55.9483935,32.36509692,44.93187105,51.95236015,21.70126019,50.17123288,41.0349646,6.244916928,25.61725067,70.51530583,43.72940466,45.72182067,34.25804763,45.40706052,32.32323232,30.11609252,8.128041363,45.13976131,33.60670194,40.96839527,43.69583957,29.37384899,43.28410078,45.24538259,61.74325651,34.82072756,64.25518273,29.89410335,77.7006689,62.55695315,45.74084199,43.21024642,70.11720581,5.722086674,50.25990903,14.02096791,49.73353963,30.05277164,23.24651185,32.01166181,6.71983185,39.57084632,55.22887979,46.49517685,43.84001417,49.5704253,26.75271253,34.82785779,30.26466326,43.84400879,23.73824999,34.11041586,57.53722084,43.70606327,46.57286546,37.4039628,40.98535161,27.98844495,43.19600044,22.47373687,7.54180602,44.4041393,38.05929919,52.4319786,57.33983758,64.6153311,63.41601902,32.71137026,23.61527967,64.89680083,39.95407578,51.50905039,36.36769299,40.28132992,43.80472755,18.72160372,48.25820219,49.08894749,17.97205758,51.16110872,63.15063997,42.94481705,45.82588488,23.14361294,56.77852349,57.52312204,7.572992701,75.42685443,69.16007082,47.23252708,22.28011672,18.47882634,25.0977326,43.20650139,61.06214191,7.7090301,52.59100481,43.62082517,20.36750484,62.02659888,45.30870712,27.96184739,43.12501653,57.84928157,61.99344238,30.56828598,15.92150329,45.24296675,44.53227525,26.62078821,21.75420947,63.82796436,57.67256937,7.626216545,21.50916784,42.34683502,20.74885494,23.79154079,36.14035088,48.23091599,26.61589404,49.23660457,39.80915893,18.55859605,40.61080836,26.806367,70.45164039,39.61347555,22.59541574,35.26665167,43.98341388,37.55560049,6.633283877,45.90649943,21.13242574,60.93959732,43.17396313,34.32305871,33.1973172,23.37233187,16.4288284,49.39495062,22.21563821,64.15366531,27.49748996,49.78417266,43.90975612,30.73350923,38.97802008,33.8114997,66.61560585,24.91383336,36.14905344,51.25103563,42.37424512,55.51691661,19.09692931,40.28723887,26.76744886,21.82958108,43.17042324,33.38609943,68.01848049,14.48427407,20.1463618,37.00259258,8.120437956,57.08922583,39.39816428,55.95747075,41.52327477,43.47029264
,,,min,max,avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,32.42582897,32.42582897,50.53547523,41.4806521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,50.53547523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,42.74004684,5.108194658,42.74004684,27.64142904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,5.108194658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,35.07604563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,55.9483935,32.36509692,55.9483935,46.29943041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,32.36509692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,44.93187105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,51.95236015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,21.70126019,6.244916928,50.17123288,28.95392505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,50.17123288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
