vol_x,temp_y,hum_y,light_y,vol_y,temp,hum,light,vol
0.972356757745,0.150664697194,0.56465237167,0.0849194729136,0.42088530203,0.105721393035,0.584395672085,0.243619489559,0.420953279849
0.917778488531,0.0738552437223,0.575711500975,0.0849194729136,0.42088530203,0.0422885572139,0.593514823643,0.243619489559,0.420953279849
1.0,0.809453471196,0.26935022742,1.0,1.0,0.649253731343,0.289328851871,1.0,1.0
1.0,0.833087149188,0.248986354776,0.953147877013,1.0,0.666666666667,0.26601542623,1.0,1.0
0.972356757745,0.794682422452,0.264827810266,0.613469985359,1.0,0.628109452736,0.298642170385,0.85150812065,1.0
0.944941972037,0.676514032496,0.325763482781,0.361639824305,0.707874786011,0.526119402985,0.345121722596,0.591647331787,0.707881075979
0.864159736818,0.41211225997,0.538070175439,0.095168374817,0.707874786011,0.333333333333,0.543272449717,0.271461716937,0.707881075979
0.759755094581,0.0531757754801,0.762358674464,0.0849194729136,0.279408168256,0.0385572139303,0.770193363507,0.243619489559,0.279377064653
0.683793292516,0.175775480059,0.808070175439,0.0893118594436,0.279408168256,0.136815920398,0.824098127963,0.252900232019,0.13909863143
0.658914374486,0.15952732644,0.836283300845,0.0893118594436,0.279408168256,0.116915422886,0.864377728381,0.252900232019,0.13909863143
0.634241067349,0.115214180207,0.892527615335,0.0893118594436,0.139031548056,0.0970149253731,0.891172768419,0.243619489559,0.13909863143
0.585511285753,0.0,1.0,0.106881405564,0.0,0.0,1.0,0.271461716937,0.0
0.708900667093,1.0,0.381955815465,0.279648609078,0.707874786011,1.0,0.212257960845,0.489559164733,1.0
0.398565292881,0.644017725258,0.319005847953,0.472913616398,0.42088530203,0.613184079602,0.219281448352,0.262180974478,0.420953279849
0.398565292881,0.788774002954,0.146718648473,0.953147877013,0.563707507948,0.669154228856,0.118294544578,0.508120649652,0.707881075979
0.398565292881,0.793205317578,0.151280051982,0.953147877013,0.563707507948,0.669154228856,0.118294544578,0.508120649652,0.707881075979
0.0,0.283604135894,0.0,0.0,0.0,0.208955223881,0.0,0.0,0.13909863143
