temp_x,hum_x,light_x,vol_x,temp_y,hum_y,light_y,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1,temp_x.2,hum_x.2,light_x.2,vol_x.2,temp_y.2,hum_y.2,light_y.2,vol_y.2,temp_x.3,hum_x.3,light_x.3,vol_x.3,temp_y.3,hum_y.3,light_y.3,vol_y.3
0.0552636087884,0.646942252144,0.174887892377,0.911523026944,0.0506918641775,0.678578573585,0.135027404086,0.932435314188,0.0617286254719,0.631716395598,0.0887337986042,0.892919905373,0.0466637335177,0.715028814597,0.105635971666,1.0,0.0494766996625,0.684171744962,0.105354919054,0.97555943501,0.047057902585,0.768541782068,0.135242839352,1.0,0.0510006590656,0.67673650606,0.0774595267746,1.0,0.0490363093283,0.748940402963,0.152966214419,1.0
0.0525880751409,0.656739808432,0.142999501744,0.889911922589,0.0475352279467,0.691186214489,0.121076233184,0.910328404891,0.0593509302686,0.642453167332,0.0847457627119,0.892919905373,0.0444238743089,0.715028814597,0.0957807206652,0.975494595544,0.0472530277675,0.689414620583,0.0894146948941,0.97555943501,0.045186813019,0.771764717807,0.127272727273,1.0,0.0490462542474,0.67954127469,0.0694894146949,0.976291214027,0.0474454366974,0.750172754031,0.144453312051,1.0
0.0407788231794,0.695105376857,0.0582959641256,0.868509285479,0.0371368968333,0.717402632421,0.0772296960638,0.888434745522,0.0464565062811,0.678696212123,0.0608175473579,0.872102061507,0.0354644374735,0.745103879663,0.0649830612873,0.951223319156,0.0367832392622,0.723593160298,0.0326276463263,0.97555943501,0.0369540189286,0.795539734743,0.093399750934,1.0,0.0386227618836,0.71135592563,0.040597758406,0.95281113017,0.038929589085,0.776566655531,0.112529928172,1.0
0.0389336275604,0.702081655606,0.0582959641256,0.868509285479,0.0354657364758,0.725341641873,0.0772296960638,0.910328404891,0.0451762088639,0.680814839321,0.0608175473579,0.851453193647,0.0335978881327,0.752584959017,0.0649830612873,0.951223319156,0.0349301793497,0.731655477747,0.0326276463263,0.97555943501,0.0353635927975,0.799380227768,0.093399750934,0.979488160894,0.0366683570654,0.715797082026,0.040597758406,0.95281113017,0.0374322971972,0.780846601796,0.112529928172,0.976652089863
0.0341361189511,0.714922512399,0.0582959641256,0.847280371072,0.0298023597087,0.745673047964,0.0772296960638,0.866718794427,0.0429814132916,0.686107504171,0.0608175473579,0.851453193647,0.0285582049128,0.774942833947,0.0674468740376,0.927186170835,0.0300195705817,0.751728346611,0.0326276463263,0.95131725123,0.0301245420126,0.826802399126,0.093399750934,0.979488160894,0.0298744736497,0.736261747423,0.040597758406,0.929521631408,0.0317238718746,0.801559095012,0.112529928172,0.953529400724
0.0336748200464,0.71919011097,0.0582959641256,0.868509285479,0.0298952019508,0.744546769826,0.0772296960638,0.888434745522,0.0424327143985,0.687164475883,0.0608175473579,0.851453193647,0.0283715499788,0.775562170694,0.0674468740376,0.927186170835,0.0295563056036,0.754586712306,0.0326276463263,0.927313124901,0.0293761061862,0.827436850075,0.093399750934,0.979488160894,0.0297814067536,0.737914499067,0.040597758406,0.929521631408,0.0313495489026,0.801559095012,0.112529928172,0.953529400724
0.0299844288084,0.725582786496,0.0582959641256,0.847280371072,0.0273884614146,0.745109074615,0.0772296960638,0.866718794427,0.0398721195641,0.692446211927,0.0608175473579,0.851453193647,0.0265983281051,0.77618150744,0.0674468740376,0.927186170835,0.027239980713,0.757443385659,0.0326276463263,0.927313124901,0.0270372442287,0.828073178098,0.093399750934,0.959167696028,0.0267101991822,0.742871117609,0.040597758406,0.929521631408,0.0293843532998,0.801559095012,0.112529928172,0.953529400724
0.0295231299037,0.723985807023,0.0582959641256,0.847280371072,0.0266457234779,0.746799326102,0.0772296960638,0.888434745522,0.0394148704865,0.695084738062,0.0608175473579,0.851453193647,0.0260383633029,0.77865703819,0.0674468740376,0.927186170835,0.0267767157349,0.758013704924,0.0326276463263,0.95131725123,0.0265694718372,0.833150662767,0.093399750934,0.959167696028,0.026617132286,0.744522232864,0.040597758406,0.95281113017,0.0285421266128,0.804595895893,0.112529928172,0.953529400724
0.023526244142,0.730368967279,0.0483308420528,0.847280371072,0.0214465579212,0.753546983569,0.0582959641256,0.845216093261,0.0350252793419,0.699826278815,0.0608175473579,0.831007096992,0.0217452998192,0.784837691999,0.0649830612873,0.903344129239,0.0229779429144,0.763716897578,0.0326276463263,0.927313124901,0.0217981934439,0.839489541039,0.0894146948941,0.959167696028,0.0217776536886,0.752213255363,0.040597758406,0.906460834763,0.0242374124352,0.816111631937,0.112529928172,0.953529400724
0.0232494647991,0.731962774995,0.0483308420528,0.847280371072,0.021168031195,0.75747644285,0.0582959641256,0.845216093261,0.0358483276815,0.696666292485,0.0608175473579,0.831007096992,0.0217452998192,0.784837691999,0.0649830612873,0.927186170835,0.0224220249407,0.764287216844,0.0326276463263,0.927313124901,0.0216110844873,0.840123991988,0.0894146948941,0.959167696028,0.0214053861042,0.753311271553,0.040597758406,0.906460834763,0.0239566702062,0.812479344627,0.112529928172,0.953529400724
