0.268344,0.481837,0.752846,0.901951,0.042305,0.726642,0.808670,0.922300,0.361559,0.307455,0.744956,0.932639,0.326137,0.332344,0.647480,0.906393,0.049305,0.317494,0.585244,0.910719,0.333333,0.351772,0.722881,0.899336,0.325465,0.383843,0.659484,0.934233,0.284225,0.465703,0.617435,0.869776,0.283792,0.427510,0.671690,0.872795,0.346071,0.392782,0.812865,0.872795,0.222603,0.376231,0.776837,0.806187,0.222222,0.466969,0.466002,0.866375
0.527254,0.424287,0.466667,1.000000,0.059675,0.731873,0.274539,1.000000,0.459005,0.352281,0.191034,1.000000,0.494988,0.297277,0.272928,1.000000,0.065060,0.356757,0.258225,0.969983,0.527969,0.307631,0.489517,1.000000,0.515737,0.357760,0.293429,1.000000,0.527450,0.379389,0.370361,1.000000,0.517262,0.318747,0.640911,0.967749,0.565249,0.326333,0.611336,1.000000,0.539954,0.128601,1.000000,1.000000,0.571234,0.274282,0.418182,1.000000
0.500000,0.445900,0.414634,0.967031,0.055940,0.744917,0.238665,1.000000,0.433468,0.380557,0.159153,1.000000,0.470316,0.330596,0.237676,1.000000,0.061168,0.390270,0.222333,1.000000,0.501149,0.324001,0.460346,0.966122,0.487840,0.392064,0.263634,0.966959,0.499653,0.401363,0.338481,0.966993,0.489175,0.341308,0.558833,0.967749,0.537851,0.344995,0.582546,0.967749,0.501712,0.174532,1.000000,0.934196,0.550102,0.294165,0.354421,0.966122
0.464361,0.476451,0.343089,0.967031,0.052017,0.769587,0.190832,0.973868,0.403898,0.420588,0.127273,0.966156,0.450270,0.428199,0.202424,0.968497,0.056627,0.425044,0.190429,0.969983,0.470498,0.359924,0.423883,0.966122,0.457797,0.416678,0.221069,0.966959,0.469076,0.436638,0.290660,0.966993,0.452896,0.385104,0.456236,1.000000,0.511896,0.366265,0.524966,0.967749,0.457763,0.240797,0.744956,0.934196,0.519427,0.319671,0.258780,0.966122
0.422432,0.521226,0.252033,0.967031,0.046507,0.776052,0.117090,0.947975,0.360215,0.467806,0.061519,0.966156,0.399383,0.405619,0.140733,0.968497,0.049398,0.484526,0.126620,0.910719,0.424521,0.411954,0.336372,0.966122,0.401288,0.467051,0.129556,0.966959,0.407922,0.497064,0.230884,0.934304,0.388531,0.454159,0.317730,0.935807,0.452055,0.419212,0.445794,0.904173,0.388128,0.322594,0.199004,0.934196,0.464213,0.374674,0.143213,0.966122
0.332285,0.599588,0.226016,0.901951,0.034460,0.818468,0.093174,0.947975,0.254032,0.581868,0.040598,0.932639,0.292984,0.524913,0.116497,0.906393,0.035218,0.588653,0.096710,0.910719,0.307280,0.532830,0.292616,0.899336,0.279685,0.578950,0.065709,0.901823,0.269632,0.620013,0.025156,0.869776,0.253365,0.588025,0.002244,0.872795,0.283345,0.585061,0.025641,0.872795,0.251142,0.498223,0.000996,0.837745,0.309475,0.529333,0.000249,0.899336
0.329140,0.596036,0.226016,0.901951,0.034180,0.818468,0.093174,0.922300,0.252688,0.578960,0.040598,0.899393,0.293755,0.514591,0.116497,0.937295,0.034940,0.585928,0.096710,0.910719,0.304215,0.534435,0.292616,0.899336,0.275393,0.578950,0.065709,0.901823,0.265462,0.623561,0.025156,0.901881,0.244587,0.594538,0.002244,0.872795,0.276136,0.591522,0.025641,0.904173,0.245434,0.503925,0.000996,0.837745,0.300613,0.532096,0.000249,0.866375
0.298742,0.617316,0.226016,0.901951,0.031192,0.831229,0.093174,0.922300,0.227151,0.599288,0.040598,0.932639,0.271396,0.535219,0.116497,0.906393,0.033179,0.591374,0.096710,0.910719,0.275096,0.555230,0.292616,0.899336,0.251788,0.596342,0.065709,0.901823,0.241835,0.635383,0.024159,0.869776,0.212405,0.620531,0.002244,0.872795,0.239366,0.617307,0.025641,0.872795,0.209475,0.538039,0.000996,0.837745,0.256987,0.567904,0.000249,0.866375
0.263103,0.629711,0.213008,0.901951,0.026989,0.836322,0.093174,0.896864,0.196909,0.629684,0.040598,0.866474,0.234387,0.572934,0.116497,0.906393,0.028452,0.618551,0.096710,0.881472,0.240613,0.579174,0.292616,0.866375,0.216738,0.615026,0.065709,0.869676,0.207088,0.658965,0.024159,0.869776,0.186074,0.641034,0.002244,0.841726,0.206200,0.639157,0.025641,0.841726,0.183219,0.559289,0.000996,0.774889,0.221541,0.593977,0.000249,0.866375
0.254717,0.631477,0.213008,0.901951,0.026242,0.839502,0.089188,0.896864,0.188172,0.632574,0.040598,0.899393,0.233616,0.562663,0.116497,0.906393,0.028174,0.617195,0.096710,0.881472,0.239080,0.579174,0.292616,0.866375,0.211016,0.627017,0.065709,0.869676,0.198054,0.668376,0.024159,0.869776,0.178467,0.650725,0.002244,0.841726,0.198991,0.643006,0.025641,0.841726,0.174658,0.572018,0.000996,0.806187,0.214724,0.595347,0.000249,0.833738
