"idx_tbl_db_version";"create_date";"create_user";"change_date";"change_user";"protected";"copyright";"db_version";"db_type";"db_type_name";"software_version";"time_stamp";"GUID"
1;42791;"Trendline Version 3.6.0.226";42791;"Trendline Version 3.6.0.226";0;"FAG Industrial Services";22;4;"Trendline";"3.6.0";4279087387405;"{A20433FE-A8D1-44FE-859A-D0DFAF5246D9}"
