temp_x,hum_x,vol_x,temp_y,hum_y,light_y,vol_y,temp,hum,light,vol
0.0262773368014,0.703344002264,0.833965571962,0.0219133500067,0.740212438783,0.0582959641256,0.83943370715,0.032989248515,0.700925621432,0.0608175473579,0.0335505004993
0.0260026608069,0.707365175525,0.79439902066,0.0217292042083,0.738630515025,0.0582959641256,0.83943370715,0.0327150996354,0.698823140692,0.0578265204387,0.0342945517426
0.0259111021421,0.707365175525,0.833965571962,0.0216371313091,0.741792783775,0.056302939711,0.858872186431,0.0327150996354,0.69934837124,0.0578265204387,0.0342945517426
0.025453308818,0.705858176486,0.814091616667,0.0209005481156,0.739685130864,0.0582959641256,0.83943370715,0.0326237166755,0.698823140692,0.0608175473579,0.0335505004993
0.0253617501532,0.705858176486,0.814091616667,0.0209005481156,0.740212438783,0.0582959641256,0.83943370715,0.0323495677959,0.698823140692,0.0608175473579,0.0342945517426
0.0253617501532,0.702839661926,0.833965571962,0.0207164023172,0.738630515025,0.0582959641256,0.83943370715,0.032258184836,0.697771121048,0.0608175473579,0.0335505004993
0.0251786328236,0.705355341642,0.814091616667,0.0205322565189,0.734407315371,0.0582959641256,0.83943370715,0.0320754189163,0.697771121048,0.0608175473579,0.0335505004993
0.024995515494,0.705858176486,0.79439902066,0.0204401836197,0.734407315371,0.0582959641256,0.820186113099,0.0318012700366,0.698823140692,0.0608175473579,0.0335505004993
0.0244461635051,0.707365175525,0.814091616667,0.0202560378213,0.735992396662,0.0582959641256,0.83943370715,0.0314357381971,0.697244331952,0.0608175473579,0.0335505004993
0.0245377221699,0.70636101133,0.814091616667,0.0202560378213,0.735463509976,0.0582959641256,0.83943370715,0.031527121157,0.700925621432,0.0608175473579,0.0335505004993
0.0234390181921,0.705355341642,0.814091616667,0.0198877462245,0.732822234081,0.0582959641256,0.83943370715,0.0314357381971,0.695665523212,0.0608175473579,0.0328137558148
0.023530576857,0.70636101133,0.814091616667,0.0197036004262,0.732822234081,0.0582959641256,0.83943370715,0.0313443552373,0.695665523212,0.0608175473579,0.0342945517426
0.0233474595273,0.705858176486,0.814091616667,0.0198877462245,0.733351120766,0.0582959641256,0.83943370715,0.0314357381971,0.695665523212,0.0608175473579,0.0342945517426
0.022523431544,0.70786801037,0.814091616667,0.019611527527,0.735463509976,0.0582959641256,0.820186113099,0.0311615893175,0.698823140692,0.0608175473579,0.0335505004993
0.0226149902088,0.70786801037,0.814091616667,0.0195194546278,0.735463509976,0.0582959641256,0.83943370715,0.0312529722774,0.698823140692,0.0608175473579,0.0335505004993
0.0226149902088,0.70786801037,0.833965571962,0.0189670172327,0.735463509976,0.0582959641256,0.83943370715,0.0307046745181,0.697771121048,0.0608175473579,0.0335505004993
0.0226149902088,0.70636101133,0.814091616667,0.0187828714343,0.734936202057,0.0582959641256,0.83943370715,0.0303391426786,0.697771121048,0.0608175473579,0.0335505004993
0.0224318728792,0.70636101133,0.814091616667,0.0188749443335,0.734407315371,0.0582959641256,0.83943370715,0.0303391426786,0.697771121048,0.0608175473579,0.0335505004993
0.022523431544,0.70636101133,0.814091616667,0.0187828714343,0.735463509976,0.0582959641256,0.820186113099,0.0303391426786,0.697771121048,0.0608175473579,0.0335505004993
0.0221571968848,0.70636101133,0.814091616667,0.0180462882408,0.735463509976,0.0582959641256,0.83943370715,0.0298822278793,0.697771121048,0.0608175473579,0.0328137558148
0.0213331689014,0.705858176486,0.814091616667,0.0174938508457,0.735992396662,0.0582959641256,0.820186113099,0.02933393012,0.697771121048,0.0608175473579,0.0335505004993
0.0207838169126,0.70636101133,0.79439902066,0.0167572676522,0.735463509976,0.0582959641256,0.820186113099,0.0287856323608,0.697244331952,0.0608175473579,0.0335505004993
0.0202344649237,0.705858176486,0.833965571962,0.0163889760554,0.735463509976,0.0582959641256,0.820186113099,0.0281459516416,0.697771121048,0.0608175473579,0.0335505004993
0.0201429062589,0.70636101133,0.814091616667,0.0162969031562,0.735463509976,0.0582959641256,0.83943370715,0.0280545686818,0.697244331952,0.0608175473579,0.0328137558148
0.0195019956052,0.707365175525,0.79439902066,0.0156523928619,0.737575899186,0.0582959641256,0.83943370715,0.0277804198021,0.697771121048,0.0608175473579,0.0328137558148
0.0194104369404,0.707365175525,0.814091616667,0.0155603199627,0.736519704581,0.0582959641256,0.820186113099,0.0276890368423,0.697771121048,0.0608175473579,0.0328137558148
0.0193188782756,0.70636101133,0.814091616667,0.0154682470635,0.736519704581,0.0582959641256,0.820186113099,0.0275976538824,0.698823140692,0.0608175473579,0.0328137558148
