0.027801,0.028536,0.028151,0.026919,0.026374,0.027381,0.026671,0.026899,0.026495,0.027841,0.02848,0.028818,0.028548,0.028605,0.02781
0.027735,0.028429,0.028084,0.0268,0.026207,0.027236,0.026407,0.026729,0.026277,0.027717,0.02827,0.028671,0.028469,0.028451,0.027612
0.02763,0.0283,0.027948,0.026616,0.026005,0.026982,0.026174,0.026498,0.026093,0.027521,0.028028,0.028473,0.028222,0.028339,0.027363
0.027507,0.028165,0.027868,0.026334,0.025748,0.02676,0.025976,0.026322,0.025858,0.027321,0.02784,0.028374,0.028076,0.028201,0.027188
0.027401,0.028054,0.027746,0.026177,0.025565,0.026635,0.025791,0.026186,0.025576,0.027136,0.027687,0.028282,0.027915,0.028081,0.027023
0.02731,0.027955,0.027669,0.026035,0.025367,0.02646,0.025618,0.026018,0.0253,0.026978,0.027535,0.028141,0.027798,0.027995,0.026838
0.027223,0.027868,0.027611,0.025942,0.025243,0.026292,0.025487,0.025892,0.025233,0.026862,0.027439,0.028036,0.027748,0.02787,0.026839
0.027134,0.027813,0.027537,0.025875,0.025161,0.026224,0.02537,0.025801,0.025125,0.026771,0.027322,0.027953,0.027595,0.027817,0.026824
0.027068,0.02776,0.02749,0.025791,0.025069,0.026086,0.025273,0.025689,0.025135,0.026692,0.027252,0.027893,0.027567,0.02768,0.026801
0.026986,0.02769,0.027417,0.025708,0.025043,0.026059,0.025269,0.025637,0.025087,0.026567,0.027154,0.027764,0.02739,0.027543,0.026687
0.026931,0.027649,0.02736,0.025663,0.024967,0.025998,0.025157,0.025619,0.02504,0.026552,0.027085,0.027689,0.027264,0.027465,0.026637
0.026869,0.027602,0.027301,0.025632,0.024891,0.025984,0.02511,0.025563,0.025043,0.02647,0.027044,0.027593,0.027181,0.027357,0.02654
0.026832,0.027546,0.027288,0.02558,0.024883,0.025931,0.025114,0.025519,0.025019,0.026418,0.026995,0.027554,0.027112,0.027345,0.026463
0.026783,0.027554,0.027252,0.025502,0.024905,0.025995,0.025128,0.025489,0.025001,0.026392,0.026923,0.027525,0.027076,0.027335,0.026453
0.026756,0.027474,0.027187,0.025395,0.024825,0.025793,0.025048,0.025364,0.024968,0.026321,0.026839,0.027415,0.026903,0.027188,0.026291
0.026702,0.027456,0.027172,0.025331,0.024759,0.025721,0.024876,0.025291,0.024929,0.026245,0.026833,0.02741,0.026969,0.027196,0.026293
0.026629,0.027357,0.027105,0.025196,0.024611,0.025622,0.024785,0.02513,0.024899,0.026166,0.02671,0.027277,0.026765,0.027075,0.026149
0.026556,0.027262,0.02702,0.025146,0.024563,0.025555,0.024739,0.025054,0.024831,0.026106,0.026599,0.027219,0.026676,0.027032,0.026186
0.026483,0.027212,0.026971,0.025073,0.02448,0.025504,0.024668,0.025024,0.024717,0.026033,0.026494,0.027093,0.026534,0.026962,0.026084
0.026458,0.027201,0.026922,0.024957,0.024365,0.025381,0.024523,0.024936,0.024666,0.026014,0.026416,0.027056,0.026492,0.026946,0.026117
0.026367,0.027121,0.026842,0.024869,0.024253,0.02528,0.02437,0.024826,0.024557,0.025903,0.026318,0.026954,0.026346,0.026853,0.026012
0.026302,0.027064,0.026806,0.024789,0.024157,0.025204,0.024264,0.024796,0.024461,0.025856,0.026234,0.026862,0.026257,0.026785,0.025886
0.026221,0.02696,0.026743,0.024708,0.024028,0.025126,0.024168,0.024668,0.024378,0.025794,0.026158,0.026779,0.026179,0.026668,0.025789
0.026139,0.026884,0.026635,0.024611,0.02391,0.025057,0.024072,0.024582,0.024333,0.025694,0.026072,0.026666,0.026068,0.026564,0.025664
0.026058,0.02682,0.026542,0.024456,0.023747,0.024899,0.023972,0.024463,0.024242,0.025591,0.025978,0.02657,0.026006,0.026459,0.025612
0.02599,0.026758,0.026456,0.02433,0.023603,0.024786,0.023829,0.02437,0.024122,0.025513,0.025895,0.026469,0.025886,0.026354,0.025443
0.025906,0.026644,0.026405,0.024169,0.023465,0.024625,0.023719,0.024194,0.024118,0.025453,0.02579,0.02641,0.02577,0.026295,0.025447
0.025842,0.026595,0.026355,0.02404,0.023368,0.024362,0.023615,0.024106,0.024081,0.025385,0.025716,0.026289,0.025629,0.026183,0.025275
0.025798,0.026543,0.026264,0.023912,0.023261,0.024186,0.023516,0.02407,0.024043,0.025331,0.025678,0.026251,0.02561,0.026107,0.025271
0.0257,0.02639,0.026203,0.023797,0.023146,0.024071,0.02342,0.024006,0.023987,0.025228,0.025596,0.02613,0.02551,0.026029,0.025117
0.025669,0.026347,0.026127,0.023669,0.023032,0.023924,0.023335,0.023953,0.023866,0.025155,0.025557,0.026075,0.025505,0.025986,0.025165
0.025641,0.026351,0.026072,0.023561,0.02291,0.023822,0.02328,0.023865,0.023801,0.025138,0.025494,0.026032,0.025402,0.025954,0.025098
0.025582,0.026291,0.026061,0.023443,0.022808,0.023706,0.023235,0.023807,0.023814,0.025084,0.025423,0.025993,0.025385,0.025936,0.025069
0.025523,0.026238,0.025989,0.023325,0.022669,0.023605,0.023185,0.023716,0.023723,0.024983,0.025365,0.02592,0.025296,0.025844,0.024896
0.025446,0.026182,0.025939,0.023184,0.022535,0.023535,0.023102,0.023678,0.02369,0.024946,0.025311,0.025859,0.025203,0.025744,0.024839
0.025386,0.026101,0.025828,0.023066,0.022394,0.023394,0.023,0.023586,0.023549,0.024836,0.025233,0.025756,0.025133,0.02564,0.024669
0.025332,0.026019,0.025793,0.022919,0.022259,0.023279,0.022946,0.023528,0.023445,0.024768,0.025153,0.025689,0.025069,0.025544,0.024627
0.02527,0.025954,0.025773,0.02281,0.022286,0.023234,0.022962,0.023507,0.023442,0.024722,0.025078,0.025639,0.024998,0.02552,0.024752
0.025192,0.025929,0.025699,0.022745,0.022206,0.023155,0.022914,0.023435,0.023423,0.024669,0.025027,0.025568,0.02494,0.025451,0.024716
0.025143,0.025859,0.025637,0.022676,0.022198,0.023097,0.022875,0.023395,0.023351,0.024603,0.024942,0.025514,0.024858,0.025392,0.024668
0.02508,0.025774,0.025548,0.022566,0.022015,0.023002,0.022717,0.023312,0.023154,0.024517,0.024877,0.025412,0.024777,0.025301,0.024566
0.024997,0.025657,0.025433,0.022274,0.021594,0.022799,0.02248,0.023172,0.022983,0.024397,0.024784,0.025317,0.024711,0.025192,0.024411
0.024884,0.025601,0.025319,0.021907,0.021234,0.02261,0.022223,0.023055,0.022877,0.024312,0.024647,0.025228,0.024596,0.025127,0.024282
0.024803,0.025504,0.025229,0.021688,0.021228,0.02244,0.022158,0.022949,0.022799,0.02423,0.024497,0.025149,0.024459,0.02506,0.024076
0.024724,0.025434,0.025137,0.021587,0.021184,0.022323,0.022091,0.02285,0.022696,0.024142,0.024422,0.025048,0.024373,0.024957,0.023986
0.024626,0.025375,0.025086,0.021431,0.02111,0.02223,0.022019,0.022808,0.022653,0.024056,0.024335,0.02497,0.024293,0.024881,0.023939
0.024567,0.025304,0.025005,0.021316,0.020984,0.022106,0.021901,0.022741,0.022527,0.023946,0.024243,0.024905,0.024222,0.024768,0.023795
0.024498,0.025225,0.024962,0.021187,0.020893,0.022019,0.021831,0.022658,0.022486,0.023906,0.024179,0.02483,0.024139,0.024704,0.023715
0.024431,0.025165,0.024875,0.021016,0.020763,0.021925,0.021774,0.022593,0.022423,0.023834,0.024109,0.02477,0.024088,0.024632,0.023664
0.024372,0.025114,0.024815,0.020845,0.020649,0.021833,0.021669,0.022506,0.022312,0.02374,0.024057,0.024687,0.024003,0.024571,0.023516
0.024307,0.025058,0.024727,0.020715,0.020595,0.021735,0.021592,0.022453,0.022245,0.02368,0.023964,0.02462,0.023947,0.024487,0.023496
0.024252,0.024964,0.024668,0.020512,0.020442,0.021626,0.021497,0.022361,0.022149,0.023596,0.023878,0.024538,0.023827,0.024421,0.023325
0.024145,0.024885,0.024538,0.020333,0.020339,0.021539,0.021408,0.022296,0.022029,0.023503,0.023761,0.024456,0.023755,0.024295,0.023296
0.024079,0.024806,0.024494,0.02017,0.020233,0.021433,0.021324,0.022191,0.021961,0.023436,0.02368,0.02436,0.023676,0.02427,0.023106
0.02403,0.024724,0.02439,0.020068,0.020161,0.02132,0.021232,0.022117,0.021889,0.02333,0.023598,0.024278,0.023606,0.024145,0.023149
0.023967,0.02467,0.02433,0.019947,0.02013,0.021268,0.021178,0.022039,0.021838,0.023282,0.023543,0.024225,0.023532,0.024149,0.023055
0.023929,0.024637,0.02426,0.019977,0.020196,0.021235,0.021168,0.022027,0.021795,0.023207,0.023486,0.024169,0.0235,0.024106,0.023142
0.023906,0.024616,0.024213,0.02002,0.020183,0.021231,0.021144,0.022008,0.021779,0.023196,0.023491,0.024154,0.023474,0.024066,0.023074
0.023853,0.024527,0.024174,0.0199,0.020082,0.021145,0.021058,0.021972,0.021718,0.023134,0.023429,0.024092,0.023424,0.02398,0.022998
0.023773,0.024486,0.024143,0.01972,0.019988,0.021091,0.021024,0.021882,0.021684,0.023084,0.023367,0.024042,0.02336,0.023915,0.022872
0.023746,0.024432,0.024077,0.019627,0.019962,0.021025,0.020968,0.021857,0.021597,0.023019,0.023314,0.023981,0.023314,0.023868,0.022808
0.023699,0.024384,0.024022,0.019648,0.019882,0.020974,0.020865,0.021775,0.021574,0.022942,0.023251,0.023946,0.02327,0.02381,0.0228
0.023649,0.024327,0.023962,0.019507,0.019846,0.020891,0.020829,0.021755,0.021504,0.022911,0.023225,0.023894,0.023204,0.023768,0.022663
0.023598,0.024267,0.023925,0.019428,0.019778,0.020858,0.020786,0.021693,0.021482,0.022879,0.023148,0.023837,0.023159,0.023662,0.022691
0.023552,0.024247,0.023859,0.019346,0.019728,0.020789,0.020728,0.021658,0.021411,0.022808,0.023118,0.023784,0.023097,0.023643,0.022549
0.023509,0.024191,0.023795,0.019216,0.019704,0.020741,0.020707,0.021592,0.021379,0.022747,0.023048,0.023718,0.02307,0.023585,0.022578
0.023479,0.024164,0.023762,0.019213,0.019707,0.020688,0.020672,0.021563,0.021333,0.022726,0.023035,0.023688,0.023011,0.023545,0.022487
0.023431,0.024113,0.02371,0.019162,0.019644,0.020659,0.020614,0.021509,0.021295,0.022684,0.022957,0.023647,0.022976,0.023506,0.022529
0.023391,0.024051,0.023684,0.019131,0.019576,0.020632,0.020589,0.021486,0.021251,0.022638,0.022933,0.023619,0.022935,0.023506,0.022477
0.02333,0.023993,0.023601,0.019014,0.019476,0.020541,0.020492,0.021407,0.021191,0.022553,0.022856,0.023535,0.022862,0.023459,0.022395
0.023279,0.023969,0.023591,0.019014,0.019437,0.020497,0.020469,0.021372,0.021154,0.022525,0.022815,0.023489,0.02282,0.023376,0.022325
0.023214,0.023874,0.023522,0.019014,0.019301,0.020387,0.020347,0.021276,0.021047,0.022472,0.022738,0.023405,0.02272,0.023301,0.022161
0.023145,0.023824,0.023484,0.018996,0.019248,0.020351,0.020279,0.021226,0.021001,0.022401,0.022661,0.023348,0.022651,0.023184,0.022172
0.023101,0.023732,0.023413,0.018867,0.019138,0.020258,0.02023,0.021143,0.020932,0.022276,0.022612,0.023256,0.02259,0.023152,0.022007
0.023065,0.023714,0.023381,0.018789,0.019139,0.020195,0.020194,0.021113,0.020911,0.022287,0.022567,0.023221,0.022558,0.023094,0.02206
0.023051,0.023709,0.023371,0.018937,0.019233,0.020209,0.020239,0.021121,0.020917,0.022262,0.022589,0.023248,0.022547,0.023064,0.022034
0.023045,0.023713,0.023327,0.019012,0.01931,0.020215,0.020275,0.021111,0.02092,0.022247,0.022614,0.02325,0.022556,0.023039,0.022086
0.023074,0.023714,0.023448,0.018975,0.019275,0.020244,0.02026,0.021137,0.020911,0.022281,0.022637,0.023249,0.02254,0.023029,0.022086
0.023039,0.023715,0.023509,0.018962,0.019228,0.020205,0.02025,0.021111,0.020923,0.022279,0.02264,0.023237,0.022492,0.023017,0.02202
0.023027,0.023685,0.023468,0.019008,0.019308,0.020209,0.02028,0.021103,0.020943,0.022288,0.022612,0.02326,0.02251,0.022984,0.022084
0.023011,0.023677,0.023382,0.019014,0.019353,0.020222,0.020292,0.021098,0.020918,0.02225,0.022602,0.023242,0.022528,0.023047,0.02209
0.023013,0.023678,0.02339,0.019083,0.01953,0.020362,0.020388,0.021151,0.020991,0.022303,0.022643,0.023269,0.022598,0.023074,0.022175
0.023044,0.023676,0.023352,0.019398,0.019736,0.020513,0.020524,0.02124,0.021098,0.022313,0.022732,0.023287,0.022676,0.023116,0.022199
0.02309,0.023742,0.023388,0.01961,0.019901,0.020629,0.020659,0.021298,0.021196,0.022348,0.022841,0.023353,0.022785,0.023159,0.02231
0.023152,0.023747,0.023416,0.019878,0.020143,0.02077,0.020884,0.02144,0.021355,0.022372,0.022997,0.023453,0.022939,0.023244,0.022438
