21.605,21.316,21.276,20.989,21.106,21.081,20.264,19.861,20.465,21.267,21.252,21.687,20.456
21.547,21.25,21.231,20.899,21.025,21.011,20.08,19.734,20.358,21.172,21.093,21.547,20.256
21.464,21.158,21.143,20.809,20.925,20.919,19.973,19.634,20.256,21.038,20.966,21.416,20.059
21.387,21.092,21.081,20.724,20.833,20.829,19.879,19.549,20.211,20.93,20.827,21.288,19.908
21.302,21,20.987,20.647,20.757,20.745,19.783,19.5,20.139,20.819,20.725,21.186,19.737
21.222,20.93,20.89,20.549,20.664,20.666,19.686,19.441,20.08,20.735,20.741,21.102,19.578
21.164,20.871,20.84,20.497,20.62,20.625,19.619,19.346,19.996,20.678,20.879,21.031,19.436
21.118,20.816,20.775,20.433,20.556,20.569,19.564,19.298,19.933,20.614,20.573,20.945,19.314
21.074,20.773,20.747,20.397,20.523,20.506,19.504,19.222,19.868,20.562,20.428,20.888,19.204
21.029,20.729,20.694,20.34,20.461,20.447,19.429,19.141,19.79,20.505,20.369,20.83,19.062
20.986,20.677,20.666,20.292,20.414,20.407,19.57,19.038,19.702,20.457,20.239,20.758,18.938
20.951,20.636,20.65,20.251,20.381,20.394,19.965,19.015,19.659,20.371,20.142,20.663,18.738
20.934,20.633,20.643,20.222,20.384,20.393,20.147,19.044,19.629,20.343,20.017,20.647,18.621
20.917,20.596,20.619,20.205,20.36,20.373,20.229,19.04,19.674,20.302,20.181,20.575,18.509
20.872,20.569,20.566,20.15,20.305,20.316,20.246,19.032,19.645,20.212,19.985,20.494,18.426
20.848,20.527,20.531,20.105,20.257,20.293,20.257,18.99,19.617,20.148,19.777,20.448,18.22
20.802,20.487,20.493,20.05,20.183,20.219,20.231,18.934,19.56,20.034,19.703,20.347,17.966
20.755,20.427,20.449,20.01,20.163,20.237,20.088,18.853,19.453,19.963,19.577,20.268,17.775
20.708,20.376,20.42,19.976,20.115,20.092,19.964,18.798,19.284,19.887,19.525,20.2,17.747
20.684,20.368,20.403,19.958,20.104,20.12,20.017,18.796,19.333,19.917,19.516,20.186,17.709
20.628,20.313,20.341,19.894,20.043,20.066,20.116,18.824,19.351,19.927,19.54,20.128,17.663
20.602,20.272,20.301,19.868,20.014,20.04,19.923,18.749,19.332,19.888,19.509,20.061,17.646
20.542,20.195,20.211,19.801,19.954,19.984,19.425,18.616,19.257,19.836,19.475,19.993,17.6
20.489,20.135,20.163,19.742,19.892,19.926,19.108,18.519,19.157,19.795,19.433,19.961,17.551
20.448,20.087,20.1,19.688,19.82,19.892,18.95,18.426,19.111,19.726,19.38,19.885,17.512
20.388,20.028,20.052,19.623,19.764,19.787,18.845,18.376,19.06,19.636,19.335,19.813,17.475
20.334,19.965,19.991,19.578,19.701,19.723,18.864,18.343,18.967,19.557,19.229,19.762,17.355
20.295,19.922,19.942,19.522,19.645,19.628,19.203,18.391,18.943,19.498,19.158,19.683,17.209
20.249,19.892,19.897,19.477,19.604,19.626,19.519,18.36,18.923,19.449,19.054,19.602,17.086
20.162,19.811,19.851,19.417,19.532,19.53,19.302,18.189,18.783,19.331,18.955,19.513,17.012
20.128,19.779,19.839,19.396,19.494,19.487,18.772,17.997,18.665,19.081,18.751,19.361,16.983
20.131,19.737,19.787,19.358,19.476,19.468,18.548,17.909,18.661,18.92,18.554,19.238,16.956
20.106,19.72,19.759,19.32,19.452,19.461,18.414,17.804,18.519,18.764,18.301,19.102,16.916
20.035,19.656,19.681,19.271,19.38,19.388,18.314,17.685,18.461,18.658,18.117,18.997,16.901
19.994,19.607,19.636,19.205,19.33,19.311,18.24,17.597,18.399,18.566,18.009,18.903,16.853
19.956,19.541,19.567,19.148,19.249,19.254,18.136,17.552,18.317,18.504,17.952,18.797,16.82
19.908,19.505,19.542,19.112,19.221,19.231,18.088,17.499,18.315,18.437,17.897,18.724,16.842
19.87,19.454,19.501,19.074,19.183,19.187,18.024,17.438,18.236,18.378,17.829,18.65,16.761
19.835,19.415,19.466,19.03,19.139,19.105,17.947,17.293,18.126,18.238,17.651,18.603,16.653
19.783,19.356,19.394,18.976,19.067,19.046,17.877,17.247,18.122,18.142,17.676,18.529,16.582
19.727,19.305,19.332,18.908,18.993,18.993,17.812,17.243,18.106,18.112,17.607,18.439,16.537
19.642,19.211,19.246,18.831,18.94,18.947,17.768,17.206,18.069,18.01,17.496,18.317,16.619
19.558,19.126,19.17,18.758,18.846,18.913,17.749,17.231,17.87,17.941,17.381,18.121,16.7
19.486,19.037,19.106,18.694,18.776,18.863,17.713,17.208,17.815,17.86,17.228,17.971,16.7
19.412,18.975,19.04,18.627,18.713,18.765,17.648,17.121,17.788,17.808,17.142,17.891,16.647
19.37,18.932,18.992,18.572,18.672,18.705,17.584,17.061,17.738,17.702,17.062,17.799,16.616
19.319,18.881,18.944,18.522,18.614,18.649,17.531,17.022,17.677,17.642,16.985,17.689,16.578
19.27,18.834,18.902,18.474,18.57,18.611,17.477,16.943,17.621,17.567,16.901,17.609,16.546
19.212,18.769,18.841,18.428,18.516,18.561,17.412,16.881,17.553,17.516,16.8,17.533,16.505
19.162,18.723,18.8,18.384,18.487,18.522,17.347,16.819,17.487,17.391,16.695,17.43,16.48
19.112,18.67,18.741,18.332,18.415,18.47,17.288,16.752,17.461,17.308,16.615,17.34,16.44
19.042,18.615,18.684,18.276,18.373,18.422,17.243,16.679,17.386,17.221,16.537,17.219,16.39
18.986,18.541,18.623,18.219,18.299,18.346,17.149,16.602,17.297,17.122,16.45,17.144,16.334
18.939,18.479,18.551,18.163,18.25,18.304,17.081,16.534,17.2,17.043,16.358,17.035,16.298
18.896,18.424,18.502,18.108,18.187,18.23,17.03,16.448,17.175,16.959,16.282,16.978,16.247
18.839,18.385,18.464,18.071,18.146,18.187,16.973,16.39,17.16,16.913,16.215,16.905,16.205
18.809,18.357,18.434,18.022,18.099,18.149,16.948,16.329,17.171,16.856,16.133,16.891,16.179
18.781,18.335,18.408,17.998,18.077,18.132,16.924,16.288,17.117,16.833,16.094,16.861,16.136
18.739,18.298,18.365,17.956,18.043,18.087,16.87,16.256,17.052,16.783,16.072,16.799,16.094
18.714,18.262,18.324,17.925,18.005,18.033,16.819,16.197,17.014,16.725,15.998,16.733,16.064
18.667,18.209,18.29,17.877,17.965,17.996,16.769,16.15,16.977,16.666,15.933,16.682,16.022
18.629,18.175,18.251,17.844,17.935,17.957,16.733,16.096,16.919,16.614,15.867,16.643,15.984
18.589,18.146,18.225,17.81,17.898,17.936,16.688,16.051,16.89,16.565,15.821,16.605,15.942
18.549,18.097,18.175,17.769,17.853,17.894,16.636,16.031,16.827,16.523,15.758,16.542,15.903
18.515,18.067,18.153,17.742,17.819,17.881,16.603,15.988,16.802,16.476,15.71,16.486,15.865
18.484,18.012,18.108,17.697,17.785,17.809,16.534,15.928,16.769,16.421,15.634,16.448,15.829
18.46,18.013,18.095,17.674,17.771,17.802,16.512,15.882,16.751,16.379,15.605,16.375,15.791
18.415,17.967,18.053,17.638,17.725,17.755,16.49,15.859,16.706,16.337,15.548,16.322,15.756
18.39,17.948,18.041,17.614,17.704,17.722,16.446,15.812,16.659,16.295,15.512,16.28,15.729
18.335,17.89,17.969,17.562,17.647,17.674,16.377,15.777,16.582,16.247,15.425,16.239,15.688
18.303,17.856,17.939,17.527,17.622,17.633,16.34,15.731,16.563,16.209,15.349,16.204,15.658
18.252,17.793,17.884,17.473,17.565,17.603,16.284,15.698,16.521,16.165,15.324,16.139,15.618
18.207,17.743,17.857,17.435,17.536,17.549,16.234,15.663,16.506,16.117,15.227,16.065,15.574
18.16,17.699,17.802,17.387,17.482,17.472,16.193,15.599,16.446,16.074,15.14,16.009,15.542
18.157,17.692,17.801,17.372,17.446,17.46,16.167,15.523,16.371,15.979,15.118,16.033,15.498
18.133,17.687,17.809,17.369,17.454,17.47,16.165,15.518,16.416,15.966,15.336,16.257,15.468
18.132,17.699,17.807,17.374,17.473,17.466,16.193,15.535,16.416,15.953,15.637,16.342,15.451
18.301,17.865,18.332,17.506,17.827,17.786,16.228,15.564,16.586,15.965,15.229,16.08,15.431
18.38,17.953,18.194,17.573,17.821,17.739,16.276,15.585,16.641,15.953,15.118,16.057,15.415
