0,0,0,0,0,0,0,0,0,0,0,0,0
0.37037,0.41309,0.40413,0.41932,0.38303,0.43319,0.37153,0.39979,0.44382,0.48014,0.51004,0.5135,0.53904
0.36421,0.40555,0.39899,0.40939,0.37454,0.42481,0.35595,0.38973,0.4335,0.47177,0.49277,0.49803,0.5234
0.35559,0.39521,0.38871,0.39945,0.36406,0.41387,0.34695,0.38189,0.42354,0.46002,0.47381,0.48034,0.50802
0.34751,0.38774,0.38155,0.39011,0.35449,0.40303,0.33899,0.37518,0.41917,0.45053,0.45701,0.46784,0.49619
0.33863,0.3773,0.37059,0.38165,0.3465,0.39296,0.3308,0.37131,0.41221,0.44078,0.44433,0.45071,0.48279
0.33025,0.36939,0.35937,0.37079,0.3367,0.38357,0.32265,0.36661,0.4065,0.43341,0.42824,0.43958,0.47038
0.32417,0.36275,0.35355,0.36507,0.3322,0.37861,0.31697,0.35908,0.3983,0.42834,0.41913,0.43217,0.45926
0.31929,0.35648,0.34597,0.358,0.32545,0.37191,0.31232,0.35535,0.39219,0.42275,0.41116,0.42148,0.44965
0.31473,0.35166,0.34273,0.35396,0.32195,0.36443,0.30723,0.34936,0.38588,0.41815,0.40358,0.41347,0.4411
0.30995,0.34661,0.33662,0.34775,0.31555,0.35732,0.30087,0.34295,0.37829,0.41315,0.39386,0.40063,0.42998
0.30546,0.3408,0.33339,0.34237,0.31061,0.35263,0.3128,0.33478,0.3698,0.40892,0.38869,0.39136,0.42021
0.30184,0.33613,0.33156,0.33788,0.30714,0.35103,0.34622,0.33296,0.36565,0.40137,0.38205,0.37737,0.40463
0.30004,0.33575,0.33071,0.33466,0.3075,0.35089,0.36166,0.33524,0.36273,0.3989,0.37358,0.37001,0.39546
0.2983,0.3316,0.3279,0.33283,0.30496,0.34845,0.36857,0.33494,0.36706,0.39534,0.3675,0.36429,0.38664
0.29358,0.32852,0.32177,0.3268,0.29919,0.34173,0.37007,0.33435,0.36429,0.38742,0.36062,0.3596,0.38015
0.29106,0.32383,0.31774,0.32183,0.29414,0.33893,0.37097,0.33103,0.36151,0.38183,0.3455,0.33852,0.36401
0.28618,0.31928,0.31333,0.31577,0.28643,0.33004,0.36876,0.3266,0.35602,0.37181,0.3206,0.31535,0.34417
