temp_x,hum_x,light_x,vol_x,temp_y,hum_y,light_y,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1,temp_x.2,hum_x.2,light_x.2,vol_x.2,temp_y.2,hum_y.2,light_y.2,vol_y.2
0.160477453581,0.546730627354,0.0705109905795,0.763651836793,0.149911816578,0.537843148765,0.0657268813771,0.681170714811,0.153668399769,0.608519985878,0.042818265462,0.629651981493,0.167224080268,0.557228854553,0.132703553756,0.775175856592,0.197222222222,0.641423007779,0.123232323232,0.706122250813,0.13855843247,0.748726122511,0.00423412204234,0.648828143799
0.155172413793,0.552242686609,0.0705109905795,0.763651836793,0.146972369195,0.541627882925,0.0657268813771,0.629692167814,0.152512998267,0.610535622147,0.042818265462,0.629651981493,0.167892976589,0.557228854553,0.139901034638,0.720263217608,0.197222222222,0.642608613053,0.123232323232,0.706122250813,0.137158852344,0.745249186305,0.00423412204234,0.648828143799
0.0895225464191,0.595074897055,0.0670853554096,0.705876790695,0.0881834215168,0.577443096214,0.0617427742614,0.629692167814,0.0935875216638,0.654698574873,0.0408262119042,0.569855159928,0.0876254180602,0.609053784197,0.132703553756,0.665804402088,0.116666666667,0.705245159951,0.115151515152,0.648880904986,0.0594821553534,0.811014764637,0.00373599003736,0.592088165937
0.0828912466844,0.598360682377,0.0670853554096,0.705876790695,0.082304526749,0.581199878128,0.0617427742614,0.629692167814,0.0878105141537,0.656699124043,0.0408262119042,0.569855159928,0.0802675585284,0.611972396363,0.132703553756,0.665804402088,0.109027777778,0.707598779917,0.115151515152,0.648880904986,0.0517844646606,0.808715614124,0.00373599003736,0.648828143799
0.07824933687,0.600547955891,0.0670853554096,0.705876790695,0.0776014109347,0.582139073607,0.0617427742614,0.629692167814,0.0808781051415,0.66169597084,0.0408262119042,0.510561255281,0.0769230769231,0.611972396363,0.132703553756,0.665804402088,0.104861111111,0.709952399883,0.115151515152,0.648880904986,0.0482855143457,0.816752062007,0.00373599003736,0.648828143799
0.0457559681698,0.623480202412,0.0705109905795,0.64866909366,0.0470311581423,0.605557465626,0.0657268813771,0.578646577478,0.0600808781051,0.683629593644,0.0448103190198,0.569855159928,0.0515050167224,0.627521904083,0.139901034638,0.611844792376,0.0868055555556,0.721699391014,0.123232323232,0.592173617517,0.036389083275,0.817898110959,0.00672478206725,0.592088165937
0.0490716180371,0.62020741723,0.0705109905795,0.64866909366,0.0482069370958,0.605557465626,0.0657268813771,0.629692167814,0.0589254766031,0.683629593644,0.0487944261355,0.510561255281,0.0535117056856,0.626550965577,0.139901034638,0.665804402088,0.0902777777778,0.719349289165,0.123232323232,0.592173617517,0.0405878236529,0.820193735167,0.00871731008717,0.535877568699
0.0497347480106,0.62020741723,0.0842135312589,0.64866909366,0.047619047619,0.605557465626,0.0736950956084,0.578646577478,0.0647024841132,0.680642348277,0.0736950956084,0.510561255281,0.0555183946488,0.624609088564,0.154295996401,0.611844792376,0.0944444444444,0.714652603582,0.147474747475,0.592173617517,0.0398880335899,0.814456437798,0.0261519302615,0.535877568699
0.0457559681698,0.624568964116,0.0933485583785,0.64866909366,0.0452674897119,0.607427470909,0.0816633098397,0.528077239468,0.0612362796072,0.681638096732,0.089631524071,0.510561255281,0.0521739130435,0.627521904083,0.168690958165,0.611844792376,0.0888888888889,0.719349289165,0.155555555556,0.592173617517,0.0307907627712,0.822485833072,0.0386052303861,0.592088165937
0.0444297082228,0.625657725821,0.0979160719383,0.64866909366,0.0435038212816,0.609297476192,0.0816633098397,0.578646577478,0.0589254766031,0.682633845188,0.0975997383024,0.510561255281,0.0515050167224,0.626550965577,0.168690958165,0.611844792376,0.0875,0.721699391014,0.163636363636,0.592173617517,0.0307907627712,0.815606013054,0.0425902864259,0.535877568699
0.310344827586,0.481349674509,0.424493291464,0.821899673774,0.326278659612,0.434752468882,0.434256789576,0.785513270122,0.340843443096,0.480195166697,1.0,0.690002011668,0.311036789298,0.509899225278,0.640125955915,0.83063308373,0.336111111111,0.594969796969,0.709090909091,0.706122250813,0.282015395381,0.648339286911,1.0,0.648828143799
0.350795755968,0.45904468473,0.424493291464,0.821899673774,0.358612580835,0.421254329104,0.434256789576,0.785513270122,0.37723859041,0.457516241261,1.0,0.750854958761,0.351170568562,0.491060119933,0.640125955915,0.83063308373,0.373611111111,0.568633176543,0.709090909091,0.763849104238,0.315605318404,0.620065377685,1.0,0.763799990375
0.443633952255,0.426570335631,0.424493291464,0.940097394922,0.436801881246,0.39416860236,0.498002503426,0.838420574101,0.480647024841,0.399412810153,1.0,0.874270770469,0.458193979933,0.44220887061,0.697705802969,0.886544134332,0.493055555556,0.507217416084,0.773737373737,0.880856435403,0.455563331001,0.539330636886,1.0,0.763799990375
0.460875331565,0.417583989028,0.424493291464,0.880714859818,0.450323339212,0.390288830562,0.498002503426,0.838420574101,0.49740034662,0.391069645061,1.0,0.874270770469,0.476923076923,0.434195005029,0.668915879442,0.886544134332,0.5125,0.499956023543,0.741414141414,0.880856435403,0.485654303709,0.517809600717,1.0,0.822031859089
0.464854111406,0.418708501116,0.424493291464,0.940097394922,0.45620223398,0.390288830562,0.52190714612,0.838420574101,0.506643558637,0.386893536386,1.0,0.874270770469,0.482274247492,0.43218936489,0.668915879442,0.83063308373,0.521527777778,0.495111577066,0.741414141414,0.822110016022,0.495451364591,0.510619465906,1.0,0.880841233938
0.466843501326,0.418708501116,0.424493291464,0.940097394922,0.460905349794,0.385433525365,0.498002503426,0.89176083474,0.507221259388,0.386893536386,1.0,0.812311406156,0.486287625418,0.431186544821,0.668915879442,0.886544134332,0.527777777778,0.490267130589,0.741414141414,0.880856435403,0.499650104969,0.510619465906,1.0,0.822031859089
0.474801061008,0.414210452762,0.406223237225,0.880714859818,0.462081128748,0.387376206489,0.482066074964,0.838420574101,0.511842865396,0.386893536386,1.0,0.874270770469,0.492307692308,0.428178084614,0.640125955915,0.886544134332,0.533333333333,0.487843148292,0.709090909091,0.880856435403,0.506648005598,0.503425804791,1.0,0.822031859089
0.476790450928,0.411961428585,0.424493291464,0.940097394922,0.466784244562,0.386406263539,0.482066074964,0.838420574101,0.5141536684,0.386893536386,1.0,0.874270770469,0.496989966555,0.425166726082,0.640125955915,0.886544134332,0.538194444444,0.485415647879,0.709090909091,0.940185463903,0.515045486354,0.497424034586,1.0,0.822031859089
0.500663129973,0.398451033349,0.461033399943,0.880714859818,0.506172839506,0.361112275788,0.553780003046,0.89176083474,0.536683997689,0.373303078673,1.0,0.874270770469,0.522408026756,0.412106878592,0.697705802969,0.942999773088,0.563888888889,0.465985090222,0.741414141414,0.822110016022,0.550734779566,0.46974959712,1.0,0.880841233938
0.501326259947,0.400706557595,0.442763345704,1.0,0.503233392122,0.365984352332,0.553780003046,0.89176083474,0.536683997689,0.372259051504,1.0,0.874270770469,0.522408026756,0.411101160199,0.697705802969,0.886544134332,0.565277777778,0.465985090222,0.741414141414,0.880856435403,0.555633310007,0.467337604863,1.0,0.880841233938
0.509283819629,0.398451033349,0.461033399943,0.940097394922,0.493827160494,0.380578220169,0.553780003046,0.838420574101,0.539572501444,0.376444212438,1.0,0.936833635083,0.523745819398,0.414118315378,0.697705802969,0.886544134332,0.565277777778,0.469633377075,0.741414141414,0.880856435403,0.537438768369,0.480589457055,1.0,0.880841233938
0.531167108753,0.381528101427,0.442763345704,0.940097394922,0.515579071135,0.357210142193,0.52190714612,0.89176083474,0.555170421722,0.367023828562,1.0,0.936833635083,0.549163879599,0.401032382973,0.640125955915,0.942999773088,0.583333333333,0.461119535046,0.676767676768,0.940185463903,0.552134359692,0.480589457055,1.0,0.880841233938
