0.57919,0.22675,0.1981,0.15974,0.24174,0.13758,0.27447,0.20468,0.19547,0.14898,0.18101,0.15765,0.17953,0.23176,0.20713,0.30398,0.39433,0.20221,0.16645,0.17274,0.18249,0.22056,0.21085,0.21659,0.2149,0.20758,0.21163,0.20838,0.18705,0.19972,0.2142,0.19302,0.19416,0.17857,0.18816,0.19177,0.19155,0.17566,0.2112,0.21169,0.18741,0.18005,0.22385,0.19229,0.16589,0.16422,0.28028,0.23875,0.28604
0.27325,0.28409,0.28018,0.28303,0.29,0.27432,0.28487,0.27748,0.29024,0.30062,0.2947,0.34607,0.37826,0.30722,0.31595,0.36495,0.37168,0.34012,0.3032,0.30908,0.38959,0.3992,0.30494,0.30768,0.30653,0.30948,0.31845,0.33405,0.34921,0.35315,0.33268,0.33091,0.32555,0.3132,0.33355,0.37166,0.3412,0.34735,0.33718,0.44777,0.53714,0.51075,0.39696,0.33279,0.31754,0.31032,0.32455,0.26841,0.30685
0.38583,0.39133,0.39191,0.39474,0.39213,0.40035,0.38963,0.39224,0.39532,0.39572,0.4025,0.3987,0.39824,0.41126,0.41952,0.41679,0.42665,0.42323,0.41795,0.42319,0.41847,0.42927,0.42558,0.424,0.42765,0.42736,0.43081,0.43304,0.43594,0.43729,0.43481,0.43505,0.43778,0.4365,0.44044,0.44968,0.44512,0.44802,0.45582,0.45567,0.46039,0.45501,0.45523,0.46091,0.45607,0.45338,0.46381,0.40494,0.40218
0.51121,0.5266,0.52202,0.52666,0.52914,0.52214,0.52186,0.52954,0.532,0.53926,0.53577,0.53778,0.53203,0.55073,0.55517,0.56531,0.55787,0.55948,0.55927,0.56421,0.57145,0.57919,0.56998,0.5748,0.58156,0.57865,0.5899,0.58104,0.58215,0.58956,0.62818,0.59232,0.58618,0.81995,0.66071,0.8999,0.67352,0.74605,0.6104,0.61011,0.6492,0.77453,0.90188,0.64568,0.72941,0.63684,0.65932,0.55625,0.55279
0.63973,0.64452,0.65299,0.6507,0.64953,0.65002,0.65044,0.73627,0.81846,0.75661,0.73906,0.74688,0.69663,0.7238,0.74278,0.7136,0.74178,0.69581,0.70799,0.71157,0.70156,0.78098,0.71329,0.70531,0.71404,0.71494,0.71643,0.71606,0.71554,0.7269,0.72576,0.73089,0.72893,0.73402,0.74035,0.74217,0.73945,0.74209,0.74362,0.74691,0.74889,0.77196,0.77229,0.76562,0.76262,0.7662,0.77454,0.67986,0.67799
0.76753,0.77749,0.77109,0.77531,0.78222,0.78139,0.77475,0.80128,0.78695,0.79365,0.7912,0.79658,0.81747,1.318,1.3557,1.2577,1.1045,1.0822,1.1995,1.0172,1.2209,1.1683,1.1393,1.1471,1.0798,1.0135,1.0258,0.97086,1.0658,1.232,1.1004,0.97344,0.96813,0.97801,1.0128,0.99464,0.9821,1.0022,0.98628,1.0295,1.0256,1.0535,1.051,1.1162,1.2385,1.4486,1.0752,0.9362,0.92273
0.98042,1.0029,0.98587,0.97739,1.0053,1.0601,1.0182,1.0357,1.0336,1.1091,1.0371,1.0264,1.0682,1.5568,1.2586,1.6534,1.602,1.1835,1.6444,1.5225,1.7481,1.1056,1.5305,1.2316,1.1197,1.1735,1.1164,1.2043,1.1518,1.1552,1.108,1.1107,1.1205,1.1108,1.1025,1.1195,1.129,1.1244,1.1269,1.1202,1.1232,1.13,1.1415,1.1527,1.1785,1.184,1.5408,1.3735,1.0551
1.1238,1.1386,1.1726,1.1597,1.1651,1.159,1.2711,1.3095,1.1742,1.1809,1.2938,1.2614,1.1326,1.1878,1.1942,1.2097,1.2084,1.2527,1.2744,1.2551,1.2836,1.2746,1.2321,1.2487,1.2403,1.2444,1.2403,1.2787,1.251,1.2757,1.2845,1.3205,1.279,1.2907,1.2898,1.1879,1.2278,1.2229,1.2634,1.3077,1.2051,1.2444,1.3211,1.3407,1.3236,1.2401,1.2209,1.1452,1.1232
1.1705,1.208,1.1581,1.1667,1.2445,1.1417,1.1649,1.2055,1.1709,1.2696,1.2341,1.1773,1.1985,1.2419,1.2452,1.4576,1.6407,1.6081,1.96,2.0108,1.4992,1.3633,1.3632,1.2621,1.2505,1.2397,1.2621,1.2518,1.2878,1.3543,1.2824,1.2771,1.3031,1.436,1.2869,1.3514,1.2843,1.3496,1.3737,1.3424,1.3665,1.3441,1.3618,1.4345,1.3641,1.5421,1.6734,1.2156,1.2576
1.3121,1.227,1.2277,1.2849,1.3549,1.2673,1.3994,1.3324,1.4729,1.2986,1.6251,1.3191,1.2622,1.3218,1.3191,1.3237,1.3324,1.3334,1.4598,1.4421,1.4948,1.3557,1.3877,1.506,1.3866,1.4001,1.4006,1.4097,1.4297,1.4153,1.4025,1.4112,1.4572,1.4473,1.439,1.4785,1.5855,1.4848,1.4863,1.4603,1.5869,1.6451,1.5835,1.5682,1.6009,1.6,1.6626,1.4366,1.5556
