0.40413,0.41932,0.38303,0.43319,0.37153,0.5135,0.53904
0.39899,0.40939,0.37454,0.42481,0.35595,0.49803,0.5234
0.38871,0.39945,0.36406,0.41387,0.34695,0.48034,0.50802
0.38155,0.39011,0.35449,0.40303,0.33899,0.46784,0.49619
0.37059,0.38165,0.3465,0.39296,0.3308,0.45071,0.48279
0.35937,0.37079,0.3367,0.38357,0.32265,0.43958,0.47038
0.35355,0.36507,0.3322,0.37861,0.31697,0.43217,0.45926
0.34597,0.358,0.32545,0.37191,0.31232,0.42148,0.44965
0.34273,0.35396,0.32195,0.36443,0.30723,0.41347,0.4411
0.33662,0.34775,0.31555,0.35732,0.30087,0.40063,0.42998
0.33339,0.34237,0.31061,0.35263,0.3128,0.39136,0.42021
0.33156,0.33788,0.30714,0.35103,0.34622,0.37737,0.40463
0.33071,0.33466,0.3075,0.35089,0.36166,0.37001,0.39546
0.3279,0.33283,0.30496,0.34845,0.36857,0.36429,0.38664
0.32177,0.3268,0.29919,0.34173,0.37007,0.3596,0.38015
0.31774,0.32183,0.29414,0.33893,0.37097,0.33852,0.36401
0.31333,0.31577,0.28643,0.33004,0.36876,0.31535,0.34417
0.30813,0.31136,0.28429,0.33227,0.35663,0.30595,0.32923
0.30484,0.30759,0.27931,0.31492,0.34612,0.30595,0.32701
0.30284,0.30561,0.27812,0.31825,0.35068,0.30389,0.32408
0.2956,0.29847,0.27173,0.31179,0.35908,0.30027,0.32046
0.29101,0.29565,0.26876,0.30871,0.3427,0.2986,0.31913
0.28059,0.28829,0.26247,0.302,0.3005,0.29517,0.31551
0.27501,0.28169,0.25593,0.29497,0.27364,0.2906,0.31166
0.26764,0.27574,0.24847,0.29093,0.26025,0.28778,0.30865
0.26212,0.26864,0.24253,0.27835,0.25139,0.28563,0.30573
0.25501,0.26368,0.23599,0.27074,0.25299,0.27547,0.29637
0.2494,0.25743,0.23009,0.2594,0.2817,0.26425,0.28489
0.24407,0.25249,0.22584,0.25911,0.30846,0.25475,0.27528
0.2388,0.24587,0.21829,0.24768,0.29013,0.24866,0.26952
0.23742,0.2435,0.21433,0.2425,0.24523,0.2465,0.26724
0.23138,0.23935,0.21242,0.24021,0.22622,0.24424,0.2651
0.22815,0.23512,0.20992,0.23945,0.21489,0.24172,0.26198
0.21909,0.22976,0.20234,0.23061,0.20645,0.24138,0.26076
0.21378,0.2225,0.19712,0.22144,0.20018,0.23824,0.25708
0.20582,0.21622,0.18871,0.21464,0.1913,0.23592,0.25443
0.20294,0.21223,0.18572,0.21184,0.18726,0.23886,0.25615
0.19819,0.20797,0.18181,0.20664,0.18187,0.23121,0.24987
0.19406,0.20311,0.17717,0.19682,0.17533,0.22319,0.24137
0.18574,0.19721,0.16965,0.18977,0.16936,0.21826,0.23586
0.17852,0.18966,0.16187,0.18342,0.16387,0.21441,0.23227
