,0
3,0.33099
3,0.28685
3,0.28115
3,0.2117
3,0.20153
3,0.016794
3,0.23456
3,0.30362
3,0.31856
3,0.25068
3,0.23864000000000002
3,0.23025
3,0.22341999999999998
3,0.21771
3,0.21703000000000003
3,0.18261
3,0.17839000000000002
3,0.13625
3,0.066781
3,0.05329
3,0.027742000000000003
3,0.023857
3,0.41531999999999997
3,0.48433999999999994
3,0.61843
3,0.6741
3,0.5371
3,0.446
3,0.2962
3,0.2921
3,0.22321
3,0.42253999999999997
3,0.45382
3,0.56486
3,0.55097
3,0.38883
3,0.32747
3,0.23325
3,0.22298
3,0.10003
3,0.08659
3,0.5795
3,0.61627
3,0.72742
3,0.54093
3,0.49728999999999995
3,0.53808
3,0.52541
3,0.54966
3,0.5484899999999999
3,0.5087
3,0.43713
3,0.39476
3,0.35929
3,0.22221999999999997
3,0.2007
3,0.08909700000000001
3,0.69768
3,0.6462100000000001
3,0.53704
3,0.4676
3,0.38424
3,0.34658
3,0.32975
3,0.30609000000000003
3,0.29256
3,0.26592
3,0.26404
3,0.14574
3,0.1447
3,0.7426699999999999
3,0.55433
3,0.55567
3,0.57328
3,0.51956
3,0.50065
3,0.5069100000000001
3,0.45921999999999996
3,0.38822
3,0.37921
3,0.35345
3,0.33821999999999997
3,0.32209
3,0.25582
3,0.23713
3,0.21298000000000003
3,0.20398
3,0.18378
3,0.14317
3,0.18375999999999998
3,0.35953
3,0.4281
3,0.7074199999999999
3,0.7821199999999999
3,0.84355
3,0.8407
3,0.81808
3,0.81904
3,0.67068
3,0.588
3,0.5222100000000001
3,0.5130600000000001
3,0.44113
3,0.42363
3,0.325
3,0.29405
3,0.26285
3,0.22384
3,0.22077
3,0.21589
3,0.34243
3,0.43987
3,0.46313999999999994
3,0.57899
3,0.7014100000000001
3,0.73068
3,0.85749
3,0.9619700000000001
3,0.9291200000000001
3,0.79814
3,0.62546
3,0.50154
17,0.39786
17,0.39145
17,0.37523
17,0.32799
17,0.24961999999999998
17,0.08195
17,0.0492
17,0.0081422
17,0.0038479
17,0.21184
17,0.36405
17,0.39743
17,0.39623
17,0.40668000000000004
17,0.40154
17,0.3437
17,0.32135
17,0.30856999999999996
17,0.2363
17,0.2232
17,0.19809000000000002
17,0.19187
17,0.12455999999999999
17,0.12554
17,0.11903
17,0.043503
17,0.02828
17,0.028736
17,0.48552
17,0.68567
17,0.50071
17,0.52318
17,0.49618
17,0.47916000000000003
17,0.42308
17,0.3659
17,0.30599
17,0.15367
17,0.090295
17,0.074772
17,0.048945999999999996
17,0.04463
17,0.040007
17,0.93306
17,0.5837899999999999
17,0.44213
17,0.4602
17,0.51151
17,0.53446
17,0.52284
17,0.5164300000000001
17,0.46773000000000003
17,0.331
17,0.24761
17,0.23156
17,0.16898
17,0.51254
17,0.56958
17,0.57484
17,0.6016100000000001
17,0.5372
17,0.51161
17,0.51637
17,0.55382
17,0.54186
17,0.53892
17,0.5795600000000001
17,0.19254000000000002
17,0.30387
17,0.12283
17,0.12927
17,0.38111999999999996
17,0.2759
17,0.40008
17,0.4838
17,0.58841
17,0.60283
17,0.5133300000000001
17,0.47576999999999997
17,0.41408
17,0.33446
17,0.43733999999999995
17,0.46592
17,0.37473
17,0.36756
17,0.32097
17,0.2989
17,0.25671
17,0.245
17,0.23593000000000003
17,0.22784000000000001
17,0.20788
17,0.19519
17,0.18884
17,0.17677
17,0.17875
17,0.23560999999999999
17,0.2981
17,0.40518000000000004
17,0.46345
17,0.50434
17,0.44716000000000006
17,0.48658
17,0.47346000000000005
17,0.46741000000000005
17,0.46402
17,0.44826000000000005
17,0.4835
17,0.34398
17,0.34104
17,0.2311
17,0.61916
17,0.67961
17,0.71228
17,0.7388899999999999
17,0.5797100000000001
17,0.5323
17,0.34655
17,0.21483000000000002
17,0.20007
17,0.62312
17,0.67376
17,0.73927
17,0.75056
17,0.82685
17,0.77666
17,0.73937
17,0.67581
17,0.54815
17,0.49923999999999996
17,0.4664
17,0.44103000000000003
19,0.36816
19,0.32957
19,0.20402
19,0.19954000000000002
19,0.16562000000000002
19,0.084445
19,0.046955000000000004
19,0.34498
19,0.34292
19,0.31394
19,0.36785
19,0.34835
19,0.32277
19,0.30349
19,0.23722
19,0.24747
19,0.20928000000000002
19,0.15165
19,0.11300999999999999
19,0.098946
19,0.050324
19,0.79311
19,0.82419
19,0.6637
19,0.68309
19,0.65336
19,0.44968
19,0.39575
19,0.29974
19,0.089073
19,0.076295
19,0.055153999999999995
19,0.85761
19,0.72145
19,0.71944
19,0.71194
19,0.75907
19,0.77484
19,0.7616
19,0.55808
19,0.54398
19,0.53522
19,0.43104
19,0.40312
19,0.33309
19,0.1615
19,0.17578
19,0.87203
19,0.78315
19,0.83439
19,0.61154
19,0.6029
19,0.53554
19,0.5214300000000001
19,0.22554000000000002
19,0.21516
19,0.20928000000000002
19,0.19654000000000002
19,0.14292
19,0.46566
19,0.67723
19,0.7709
19,0.9446200000000001
19,0.89036
19,0.6329199999999999
19,0.4981
19,0.44598999999999994
19,0.40584000000000003
19,0.37990999999999997
19,0.33431
19,0.33098
19,0.28279
19,0.19635999999999998
19,0.18394000000000002
19,0.72983
19,0.7663399999999999
19,0.80977
19,0.75439
19,0.6924899999999999
19,0.6621199999999999
19,0.7075199999999999
19,0.49108999999999997
19,0.47843
19,0.44166000000000005
19,0.40581999999999996
19,0.37665
19,0.33976999999999996
19,0.30864
19,0.29234
19,0.56024
19,0.55945
19,0.65964
19,0.7417100000000001
19,0.7771399999999999
19,0.79335
19,0.77107
19,0.69214
19,0.59577
19,0.57516
19,0.54767
19,0.48057
19,0.41465
19,0.37921
19,0.36989
19,0.32236
19,0.26750999999999997
19,0.43812
19,0.5625399999999999
19,0.60517
19,0.64977
19,0.67825
19,0.75543
19,0.8117800000000001
19,0.8469399999999999
19,0.8650100000000001
19,0.88994
19,0.8774799999999999
19,0.87592
19,0.7650600000000001
19,0.67819
19,0.65789
19,0.61758
19,0.59482
19,0.53659
19,0.52622
19,0.4969
19,0.47451000000000004
20,0.28033
20,0.25865
20,0.21153000000000002
20,0.08618300000000001
20,0.054935000000000005
20,0.0
20,0.052997
20,0.40131
20,0.39831
20,0.3667
20,0.31301999999999996
20,0.27874
20,0.26255
20,0.23199
20,0.20092000000000002
20,0.19907
20,0.18796
20,0.17072
20,0.14026
20,0.12646
20,0.12362999999999999
20,0.11287
20,0.088952
20,0.049696
20,0.04495
20,0.58386
20,0.6210100000000001
20,0.56285
20,0.59054
20,0.55576
20,0.57075
20,0.55408
20,0.40457
20,0.37122
20,0.36367
20,0.32697
20,0.19716
20,0.18275999999999998
20,0.16202
20,0.12732000000000002
20,0.09663300000000001
20,0.041568
20,0.69819
20,0.5536399999999999
20,0.60125
20,0.57618
20,0.52556
20,0.37246999999999997
20,0.35641999999999996
20,0.18289
20,0.13562000000000002
20,0.13502999999999998
20,0.49811000000000005
20,0.7441
20,0.65369
20,0.6926899999999999
20,0.59851
20,0.5996199999999999
20,0.62707
20,0.5494600000000001
20,0.47708999999999996
20,0.36200000000000004
20,0.3587
20,0.26921
20,0.22719
20,0.2195
20,0.17049
20,0.12544
20,0.52969
20,0.6412
20,0.73697
20,0.64522
20,0.5575600000000001
20,0.48268999999999995
20,0.42007
20,0.3745
20,0.35406
20,0.31405
20,0.29097
20,0.28037
20,0.26786
20,0.22943000000000002
20,0.19497
20,0.17615999999999998
20,0.16033
20,0.14881
20,0.14448
20,0.14515
20,0.14776
20,0.43081
20,0.43604
20,0.40114
20,0.32169000000000003
20,0.20115999999999998
20,0.20122
20,0.67285
20,0.6681
20,0.66213
20,0.6521899999999999
20,0.66885
20,0.67443
20,0.68128
20,0.62133
20,0.42253999999999997
20,0.41716000000000003
20,0.39076
20,0.37726
20,0.3006
20,0.24120999999999998
20,0.22024000000000002
20,0.20179
20,0.19780999999999999
20,0.18813
20,0.17315999999999998
20,0.74161
20,0.71922
20,0.70595
20,0.74359
20,0.7541800000000001
20,0.43322
20,0.37564000000000003
21,0.11963
21,0.10513
21,0.078635
21,0.002814
21,1.4117e-05
21,0.044066
21,0.24669000000000002
21,0.28169
21,0.28978000000000004
21,0.30104000000000003
21,0.253
21,0.24541999999999997
21,0.22871999999999998
21,0.22524
21,0.16913
21,0.16514
21,0.1489
21,0.10032999999999999
21,0.067151
21,0.039613
21,0.48993000000000003
21,0.53374
21,0.55062
21,0.67081
21,0.8791899999999999
21,0.80905
21,0.85057
21,0.3531
21,0.33754
21,0.3156
21,0.29441
21,0.21865
21,0.15145
21,0.09464199999999999
21,0.084091
21,0.08031
21,0.075539
21,0.04125
21,0.0519
21,0.82675
21,0.75668
21,0.6388699999999999
21,0.60607
21,0.5754
21,0.5858
21,0.5978600000000001
21,0.59765
21,0.55195
21,0.34064
21,0.29729
21,0.29307
21,0.28041
21,0.27608
21,0.22893000000000002
21,0.21336999999999998
21,0.13895
21,0.11842000000000001
21,0.92927
