21.097,21.503,20.966,21.779,21.485,21.977,21.18,21.868,21.643,21.455,21.057,21.794,21.245,21.783,21.748,21.659
21.047,21.422,20.812,21.668,21.426,21.858,21.029,21.777,21.5,21.18,20.747,21.489,20.957,21.512,21.54,21.326
20.968,21.325,20.634,21.518,21.24,21.773,20.839,21.608,21.303,20.912,20.426,21.231,20.742,21.265,21.293,21.068
20.874,21.223,20.496,21.443,21.13,21.666,20.706,21.52,21.157,20.699,20.211,20.968,20.495,21.025,21.1,20.842
20.794,21.139,20.382,21.374,21.009,21.574,20.58,21.378,20.991,20.536,20.011,20.759,20.284,20.787,20.923,20.642
20.725,21.065,20.271,21.267,20.921,21.508,20.439,21.26,20.849,20.376,19.861,20.557,20.048,20.593,20.724,20.472
20.659,21,20.2,21.188,20.884,21.412,20.44,21.149,20.716,20.229,19.694,20.421,19.873,20.432,20.588,20.322
20.592,20.958,20.114,21.125,20.769,21.371,20.429,21.043,20.604,20.133,19.556,20.318,19.734,20.324,20.484,20.212
20.541,20.918,20.062,21.08,20.747,21.266,20.411,20.925,20.557,20.095,19.496,20.24,19.622,20.224,20.402,20.113
20.479,20.866,19.99,20.982,20.614,21.161,20.324,20.856,20.455,19.989,19.351,20.152,19.517,20.091,20.314,20.01
20.437,20.834,19.939,20.925,20.519,21.101,20.286,20.785,20.425,20.013,19.315,20.115,19.469,19.999,20.252,19.943
20.39,20.799,19.909,20.854,20.456,21.018,20.212,20.743,20.363,19.984,19.314,20.066,19.437,19.979,20.205,19.879
20.362,20.756,19.873,20.824,20.405,21.009,20.153,20.704,20.315,19.939,19.242,20.018,19.374,19.883,20.104,19.787
20.325,20.763,19.82,20.802,20.377,21.001,20.146,20.639,20.275,19.934,19.207,19.961,19.309,19.813,20.023,19.705
20.304,20.702,19.759,20.718,20.248,20.888,20.023,20.557,20.195,19.852,19.181,19.896,19.24,19.758,19.972,19.632
20.264,20.689,19.754,20.715,20.297,20.894,20.024,20.534,20.175,19.783,19.025,19.827,19.078,19.644,19.864,19.533
20.208,20.614,19.663,20.614,20.144,20.801,19.915,20.422,20.047,19.676,18.849,19.72,18.91,19.495,19.709,19.373
