0.33902,0.39218,0.31459,0.33589,0.29219,0.34106,0.31724,0.37709,0.33778,0.34082,0.3512,0.40177,0.31901,0.39854,0.42241,0.36644
0.33462,0.3839,0.30449,0.3277,0.28857,0.33248,0.30713,0.37033,0.32841,0.3232,0.33287,0.37979,0.30386,0.38113,0.40822,0.34696
0.3276,0.37385,0.29289,0.31672,0.27725,0.32625,0.29439,0.35779,0.31548,0.30595,0.3139,0.36116,0.29254,0.3653,0.39134,0.33193
0.31935,0.36328,0.28389,0.31121,0.27059,0.31854,0.28549,0.35128,0.30593,0.29229,0.30118,0.34219,0.27959,0.34989,0.37817,0.31874
0.31227,0.35462,0.27651,0.3061,0.2632,0.31184,0.27704,0.3407,0.29503,0.28181,0.28936,0.32716,0.2685,0.33464,0.36614,0.30703
0.3062,0.34692,0.26924,0.29825,0.25782,0.30707,0.26761,0.33196,0.28574,0.27158,0.28047,0.31262,0.25609,0.32222,0.35259,0.29712
0.30039,0.34017,0.26463,0.29247,0.25557,0.30007,0.26765,0.32369,0.27704,0.26214,0.27057,0.30278,0.24688,0.31189,0.3433,0.28838
0.29449,0.33584,0.259,0.28782,0.24857,0.29713,0.26691,0.31583,0.26968,0.25596,0.26241,0.29536,0.23957,0.30492,0.33619,0.28197
0.29003,0.33174,0.25564,0.2845,0.24727,0.28948,0.26571,0.30703,0.26658,0.25352,0.25886,0.28975,0.23372,0.29855,0.33061,0.27621
0.2846,0.32628,0.25096,0.27733,0.23916,0.28184,0.2599,0.30189,0.25993,0.24671,0.25033,0.28339,0.22819,0.28997,0.32459,0.27014
0.28088,0.32303,0.24763,0.27314,0.23336,0.27749,0.25736,0.29667,0.25793,0.24824,0.24816,0.28075,0.22567,0.28409,0.3204,0.26624
0.27676,0.31943,0.24566,0.26785,0.22956,0.27149,0.25242,0.29352,0.25388,0.24639,0.24814,0.2772,0.22396,0.28283,0.3172,0.26252
0.2743,0.315,0.24332,0.26566,0.22641,0.27081,0.24846,0.2906,0.25073,0.24352,0.24384,0.27372,0.22069,0.27664,0.31028,0.25716
0.27101,0.31563,0.23987,0.26405,0.22475,0.27025,0.24796,0.28578,0.24813,0.2432,0.24182,0.26961,0.21726,0.27217,0.30477,0.25238
0.2692,0.30939,0.23584,0.25793,0.21685,0.26204,0.23972,0.27968,0.24286,0.23791,0.24028,0.26496,0.21364,0.26862,0.30128,0.24809
0.26561,0.30798,0.23553,0.25766,0.21989,0.26251,0.2398,0.27801,0.24152,0.2335,0.23105,0.26,0.20511,0.26136,0.29391,0.24232
0.26074,0.30029,0.22962,0.25027,0.21053,0.25575,0.23246,0.26963,0.23313,0.22659,0.22064,0.25222,0.19632,0.25179,0.28337,0.23298
0.25581,0.2929,0.22431,0.24707,0.20645,0.25336,0.23434,0.26495,0.23165,0.22401,0.21518,0.24688,0.19278,0.24379,0.27447,0.22455
0.25094,0.28898,0.21925,0.24007,0.19993,0.24945,0.22913,0.26009,0.22631,0.22042,0.21064,0.24027,0.18942,0.23985,0.26962,0.21949
0.24932,0.28812,0.21555,0.23802,0.19803,0.24856,0.2308,0.25767,0.22459,0.21757,0.20896,0.2352,0.18641,0.23545,0.26523,0.21551
0.24321,0.28189,0.21083,0.23235,0.19135,0.24336,0.22549,0.252,0.21872,0.21002,0.20496,0.22851,0.17904,0.22685,0.25909,0.20941
0.23888,0.27744,0.20681,0.2272,0.18723,0.2396,0.21905,0.24741,0.21375,0.20693,0.20314,0.22259,0.17749,0.22308,0.25527,0.20675
0.23343,0.26933,0.20314,0.22263,0.18368,0.23305,0.21409,0.24205,0.20854,0.19943,0.19522,0.21696,0.1718,0.21607,0.24994,0.20172
0.22796,0.26346,0.19904,0.21633,0.1786,0.22727,0.20771,0.23727,0.20302,0.19557,0.19164,0.21244,0.16795,0.21144,0.24531,0.19717
0.22256,0.25845,0.19451,0.21099,0.17576,0.22143,0.20504,0.23145,0.20032,0.19241,0.18759,0.20678,0.16638,0.20747,0.24092,0.1927
0.21803,0.25363,0.1905,0.20541,0.17028,0.21555,0.19641,0.22709,0.1928,0.18594,0.18329,0.20079,0.16063,0.20192,0.23572,0.18788
0.21244,0.24474,0.18548,0.20213,0.16496,0.21227,0.19665,0.22421,0.18943,0.17859,0.17558,0.19738,0.15615,0.19577,0.22941,0.18027
0.20817,0.24091,0.18193,0.19539,0.15847,0.20602,0.18785,0.21715,0.1828,0.17295,0.17002,0.19032,0.15198,0.18963,0.22235,0.17576
0.2052,0.23686,0.1801,0.19326,0.15761,0.20179,0.18767,0.21486,0.18286,0.17295,0.16635,0.18618,0.1491,0.18507,0.21599,0.17041
0.19865,0.22492,0.17616,0.18653,0.15302,0.19742,0.17976,0.20956,0.17573,0.16911,0.16482,0.18109,0.14702,0.18128,0.21139,0.16869
0.19661,0.22158,0.17431,0.18349,0.1528,0.19507,0.18224,0.20711,0.17499,0.16709,0.16225,0.17785,0.14472,0.17713,0.20743,0.16573
0.1947,0.22188,0.17126,0.18113,0.1481,0.19327,0.17882,0.20278,0.17098,0.16289,0.15885,0.17282,0.14199,0.17306,0.20397,0.16228
0.19078,0.21722,0.16785,0.17897,0.14733,0.19226,0.17734,0.20113,0.17094,0.16366,0.15726,0.17205,0.14084,0.17207,0.20166,0.16024
0.18684,0.2131,0.16507,0.17491,0.14322,0.18712,0.1685,0.19619,0.16416,0.15928,0.15327,0.16631,0.13821,0.16934,0.199,0.15798
0.18171,0.2087,0.16248,0.17148,0.13896,0.18153,0.1656,0.19236,0.16074,0.154,0.14974,0.1629,0.13441,0.16416,0.19498,0.1541
0.1777,0.20242,0.15877,0.16579,0.13578,0.17578,0.15693,0.18689,0.15494,0.14954,0.14545,0.15688,0.12993,0.15985,0.19076,0.14963
0.17409,0.196,0.15489,0.16203,0.13282,0.17039,0.15477,0.18358,0.15355,0.14625,0.14041,0.15336,0.12725,0.15714,0.18773,0.1463
0.16992,0.19093,0.1513,0.15925,0.12957,0.16908,0.16115,0.18374,0.15483,0.14414,0.13607,0.15521,0.12489,0.15258,0.18272,0.14314
0.1647,0.18901,0.14888,0.15535,0.12691,0.16523,0.1593,0.18029,0.15305,0.14415,0.13537,0.15204,0.12228,0.14954,0.17741,0.14048
0.16145,0.18352,0.14477,0.15235,0.12318,0.16194,0.15687,0.17783,0.1495,0.13812,0.13031,0.14822,0.11734,0.14333,0.17266,0.1324
0.15723,0.17691,0.14168,0.14666,0.11946,0.15685,0.15168,0.17251,0.14433,0.13403,0.12363,0.1461,0.113,0.13697,0.16602,0.12375
0.15165,0.1678,0.13721,0.14137,0.11642,0.15076,0.14376,0.1655,0.13812,0.13379,0.12278,0.13633,0.11125,0.13711,0.1644,0.12622
0.1441,0.1634,0.13064,0.13646,0.11116,0.14716,0.13718,0.15835,0.13097,0.12823,0.11912,0.12488,0.1083,0.13425,0.16122,0.12327
0.13871,0.15586,0.12341,0.13206,0.10489,0.14345,0.12664,0.1483,0.11969,0.1166,0.11079,0.11563,0.095202,0.1303,0.15656,0.12
0.13347,0.15037,0.11981,0.12645,0.10097,0.13768,0.12205,0.14275,0.11541,0.11183,0.10629,0.10947,0.090172,0.12459,0.15199,0.11685
0.12687,0.14581,0.11563,0.12209,0.097295,0.13345,0.11965,0.14057,0.11321,0.10974,0.1038,0.10499,0.087726,0.12069,0.14804,0.11296
0.12297,0.14023,0.11123,0.11849,0.094047,0.12714,0.1123,0.13508,0.10733,0.10446,0.10042,0.099906,0.081886,0.11718,0.14396,0.11053
0.11832,0.13406,0.10814,0.11436,0.090237,0.12358,0.10825,0.13008,0.10329,0.10059,0.096817,0.094743,0.079164,0.11458,0.14048,0.10898
0.11385,0.12945,0.1048,0.11098,0.087892,0.11956,0.10566,0.12673,0.10102,0.097443,0.093489,0.091313,0.077726,0.11147,0.13746,0.1058
0.10993,0.12545,0.10231,0.1064,0.084007,0.11616,0.098076,0.12106,0.094797,0.093243,0.089272,0.087196,0.073545,0.10798,0.13394,0.10354
0.10558,0.12107,0.09786,0.10268,0.081429,0.11149,0.097073,0.11872,0.093338,0.090854,0.08697,0.082941,0.071024,0.10516,0.1303,0.10138
