0.012947,0.848655,0.104237,0.974727,0.013438,0.856106,0.151931,0.973386,0.023812,0.638940,0.086991,0.784592,0.022828,0.846655,0.418856,0.860715,0.024717,0.786767,0.117090,0.837851,0.021870,0.805666,0.143213,0.796537,0.023297,0.792752,0.109340,0.806853,0.024887,0.779626,0.234043,0.904884,0.029657,0.587611,0.831738,0.031119,0.572738,0.224821,0.879736,0.022231,0.795184,0.166916,0.901741,0.020546,0.818001,0.127055,0.856225,0.024597,0.801597,0.084746,0.881653,0.018914,0.831672,0.100431,0.923467,0.018153,0.817332,0.105355,0.923572
0.056039,0.624410,0.158036,1.000000,0.046749,0.658970,0.224034,1.000000,0.143621,0.036101,0.169992,1.000000,0.123291,0.476571,0.443586,1.000000,0.129951,0.424957,0.190832,1.000000,0.145767,0.420491,0.222914,1.000000,0.108627,0.480212,0.175093,1.000000,0.098329,0.494153,0.309136,1.000000,0.127711,0.000000,1.000000,0.118607,0.000000,0.289737,1.000000,0.103681,0.486340,0.322372,1.000000,0.108172,0.485853,0.206776,1.000000,0.112737,0.464816,0.120638,1.000000,0.084690,0.544309,0.144794,1.000000,0.037522,0.681671,0.222914,0.898552
0.000000,0.778932,0.002017,0.851754,0.000000,0.787185,0.001717,0.869215,0.001500,0.586657,0.002394,0.606601,0.000000,0.817512,0.000000,0.728740,0.000281,0.762967,0.000000,0.706845,0.000469,0.769661,0.000000,0.690468,0.001965,0.761881,0.000249,0.737933,0.004977,0.741677,0.000000,0.790723,0.007322,0.544097,0.718155,0.008013,0.518680,0.000477,0.764760,0.000000,0.770721,0.002491,0.760859,0.000000,0.776725,0.006976,0.742208,0.006149,0.755333,0.003988,0.746467,0.000000,0.782726,0.000308,0.800410,0.000000,0.773079,0.000249,0.800661
0.048762,0.626403,0.365165,0.949702,0.054510,0.616227,0.347639,1.000000,0.092529,0.168274,0.625432,0.868385,0.063579,0.614590,0.493045,0.860715,0.084543,0.509941,0.238665,0.860367,0.086822,0.526106,0.290660,0.840311,0.068020,0.565972,0.290660,0.853841,0.058603,0.584636,0.173967,0.881653,0.064226,0.246129,0.831738,0.074723,0.169194,0.186635,0.903344,0.067159,0.563865,0.481814,0.877742,0.058918,0.599360,0.230693,0.856225,0.070624,0.556757,0.190429,0.881653,0.045921,0.638525,0.255699,0.898425,0.057079,0.591573,0.306600,0.898552
0.014459,0.856185,0.067922,0.827825,0.015331,0.861794,0.091845,0.843766,0.014250,0.738319,0.047619,0.587669,0.016508,0.901705,0.326121,0.728740,0.015261,0.849072,0.069258,0.664717,0.013892,0.856321,0.048568,0.669805,0.013380,0.858685,0.056538,0.715353,0.014181,0.857780,0.193992,0.746467,0.016404,0.735439,0.674184,0.019939,0.684539,0.171360,0.742362,0.011489,0.860852,0.056303,0.738090,0.014542,0.850674,0.073244,0.719996,0.017702,0.843842,0.057827,0.746467,0.016938,0.848868,0.067160,0.776465,0.015627,0.842365,0.034620,0.776735
0.035532,0.787877,0.784802,0.851754,0.027160,0.829448,0.739056,0.869215,0.069092,0.409021,0.829742,0.743798,0.049429,0.776761,0.950541,0.771944,0.074525,0.628016,0.649228,0.749740,0.067674,0.655757,0.872478,0.753537,0.067646,0.646308,0.713076,0.806853,0.056631,0.690658,0.639549,0.835785,0.074699,0.333334,0.762959,0.060468,0.424023,0.770883,0.810122,0.067719,0.645774,1.000000,0.806974,0.053570,0.712704,0.744893,0.810003,0.062611,0.666929,0.776670,0.813148,0.046109,0.749531,0.802834,0.848983,0.058389,0.673354,1.000000,0.849165
0.083727,0.651563,0.827841,0.974727,0.073720,0.694699,0.848927,0.973386,0.089435,0.382933,0.412610,0.784592,0.095180,0.652078,0.950541,0.860715,0.102051,0.583207,1.000000,0.815517,0.122865,0.543023,1.000000,0.862486,0.109843,0.565368,1.000000,0.901676,0.108659,0.559705,0.959950,0.928347,0.136237,0.102827,0.902470,0.116091,0.173593,0.954177,0.927186,0.128246,0.509698,,0.975088,0.107703,0.574412,1.000000,0.903279,0.117582,0.541374,1.000000,0.904884,0.093159,0.621670,0.842267,0.948757,0.116684,0.538943,1.000000,1.000000
0.083727,0.652882,0.784802,0.974727,0.074383,0.692063,0.793991,0.946991,0.089998,0.386955,0.446661,0.805265,0.094991,0.652770,0.950541,0.860715,0.103081,0.584458,0.968112,0.837851,0.123710,0.543023,1.000000,0.862486,0.107317,0.574446,1.000000,0.901676,0.109692,0.558454,1.000000,0.928347,0.134291,0.113024,0.902470,0.115625,0.177990,0.893079,0.927186,0.126752,0.514597,1.000000,0.950415,0.106765,0.575662,1.000000,0.903279,0.115811,0.546303,1.000000,0.928347,0.093253,0.621020,0.763401,0.948757,0.115374,0.543868,1.000000,1.000000
0.083727,0.656840,0.741762,0.974727,0.076938,0.687445,0.766524,0.973386,0.090654,0.384944,0.463687,0.805265,0.095463,0.654843,0.950541,0.883395,0.103549,0.585710,0.840558,0.837851,0.122677,0.548214,1.000000,0.840311,0.104510,0.586518,0.936239,0.901676,0.110162,0.559705,0.959950,0.952001,0.132252,0.127271,0.902470,0.116277,0.179089,0.801432,0.927186,0.124697,0.521935,1.000000,0.950415,0.107421,0.578788,1.000000,0.903279,0.116836,0.548149,0.936191,0.928347,0.094006,0.623618,0.723968,0.948757,0.115374,0.548787,1.000000,1.000000
0.012758,0.859945,0.104237,0.804083,0.012019,0.878177,0.138197,0.818516,0.005812,0.802365,0.041234,0.587669,0.005283,0.953419,0.043277,0.665330,0.004868,0.901106,0.026906,0.623321,0.005726,0.890288,0.038605,0.629036,0.005427,0.884805,0.036613,0.670804,0.010425,0.855472,0.038798,0.724637,0.016775,0.703240,0.630996,0.018727,0.677419,0.062530,0.698170,0.013170,0.844696,0.117090,0.693165,0.013510,0.850674,0.101146,0.697997,0.018914,0.830198,0.084746,0.702980,0.014680,0.855601,0.100431,0.752706,0.015533,0.832716,0.143213,0.752999
