0.39218,0.34106,0.37709,0.33778,0.34082,0.3512,0.40177,0.31901,0.39854,0.42241,0.36644
0.3839,0.33248,0.37033,0.32841,0.3232,0.33287,0.37979,0.30386,0.38113,0.40822,0.34696
0.37385,0.32625,0.35779,0.31548,0.30595,0.3139,0.36116,0.29254,0.3653,0.39134,0.33193
0.36328,0.31854,0.35128,0.30593,0.29229,0.30118,0.34219,0.27959,0.34989,0.37817,0.31874
0.35462,0.31184,0.3407,0.29503,0.28181,0.28936,0.32716,0.2685,0.33464,0.36614,0.30703
0.34692,0.30707,0.33196,0.28574,0.27158,0.28047,0.31262,0.25609,0.32222,0.35259,0.29712
0.34017,0.30007,0.32369,0.27704,0.26214,0.27057,0.30278,0.24688,0.31189,0.3433,0.28838
0.33584,0.29713,0.31583,0.26968,0.25596,0.26241,0.29536,0.23957,0.30492,0.33619,0.28197
0.33174,0.28948,0.30703,0.26658,0.25352,0.25886,0.28975,0.23372,0.29855,0.33061,0.27621
0.32628,0.28184,0.30189,0.25993,0.24671,0.25033,0.28339,0.22819,0.28997,0.32459,0.27014
0.32303,0.27749,0.29667,0.25793,0.24824,0.24816,0.28075,0.22567,0.28409,0.3204,0.26624
0.31943,0.27149,0.29352,0.25388,0.24639,0.24814,0.2772,0.22396,0.28283,0.3172,0.26252
0.315,0.27081,0.2906,0.25073,0.24352,0.24384,0.27372,0.22069,0.27664,0.31028,0.25716
0.31563,0.27025,0.28578,0.24813,0.2432,0.24182,0.26961,0.21726,0.27217,0.30477,0.25238
0.30939,0.26204,0.27968,0.24286,0.23791,0.24028,0.26496,0.21364,0.26862,0.30128,0.24809
0.30798,0.26251,0.27801,0.24152,0.2335,0.23105,0.26,0.20511,0.26136,0.29391,0.24232
0.30029,0.25575,0.26963,0.23313,0.22659,0.22064,0.25222,0.19632,0.25179,0.28337,0.23298
0.2929,0.25336,0.26495,0.23165,0.22401,0.21518,0.24688,0.19278,0.24379,0.27447,0.22455
0.28898,0.24945,0.26009,0.22631,0.22042,0.21064,0.24027,0.18942,0.23985,0.26962,0.21949
0.28812,0.24856,0.25767,0.22459,0.21757,0.20896,0.2352,0.18641,0.23545,0.26523,0.21551
0.28189,0.24336,0.252,0.21872,0.21002,0.20496,0.22851,0.17904,0.22685,0.25909,0.20941
0.27744,0.2396,0.24741,0.21375,0.20693,0.20314,0.22259,0.17749,0.22308,0.25527,0.20675
0.26933,0.23305,0.24205,0.20854,0.19943,0.19522,0.21696,0.1718,0.21607,0.24994,0.20172
0.26346,0.22727,0.23727,0.20302,0.19557,0.19164,0.21244,0.16795,0.21144,0.24531,0.19717
0.25845,0.22143,0.23145,0.20032,0.19241,0.18759,0.20678,0.16638,0.20747,0.24092,0.1927
0.25363,0.21555,0.22709,0.1928,0.18594,0.18329,0.20079,0.16063,0.20192,0.23572,0.18788
0.24474,0.21227,0.22421,0.18943,0.17859,0.17558,0.19738,0.15615,0.19577,0.22941,0.18027
0.24091,0.20602,0.21715,0.1828,0.17295,0.17002,0.19032,0.15198,0.18963,0.22235,0.17576
0.23686,0.20179,0.21486,0.18286,0.17295,0.16635,0.18618,0.1491,0.18507,0.21599,0.17041
0.22492,0.19742,0.20956,0.17573,0.16911,0.16482,0.18109,0.14702,0.18128,0.21139,0.16869
0.22158,0.19507,0.20711,0.17499,0.16709,0.16225,0.17785,0.14472,0.17713,0.20743,0.16573
0.22188,0.19327,0.20278,0.17098,0.16289,0.15885,0.17282,0.14199,0.17306,0.20397,0.16228
0.21722,0.19226,0.20113,0.17094,0.16366,0.15726,0.17205,0.14084,0.17207,0.20166,0.16024
0.2131,0.18712,0.19619,0.16416,0.15928,0.15327,0.16631,0.13821,0.16934,0.199,0.15798
0.2087,0.18153,0.19236,0.16074,0.154,0.14974,0.1629,0.13441,0.16416,0.19498,0.1541
0.20242,0.17578,0.18689,0.15494,0.14954,0.14545,0.15688,0.12993,0.15985,0.19076,0.14963
0.196,0.17039,0.18358,0.15355,0.14625,0.14041,0.15336,0.12725,0.15714,0.18773,0.1463
0.19093,0.16908,0.18374,0.15483,0.14414,0.13607,0.15521,0.12489,0.15258,0.18272,0.14314
0.18901,0.16523,0.18029,0.15305,0.14415,0.13537,0.15204,0.12228,0.14954,0.17741,0.14048
0.18352,0.16194,0.17783,0.1495,0.13812,0.13031,0.14822,0.11734,0.14333,0.17266,0.1324
0.17691,0.15685,0.17251,0.14433,0.13403,0.12363,0.1461,0.113,0.13697,0.16602,0.12375
0.1678,0.15076,0.1655,0.13812,0.13379,0.12278,0.13633,0.11125,0.13711,0.1644,0.12622
0.1634,0.14716,0.15835,0.13097,0.12823,0.11912,0.12488,0.1083,0.13425,0.16122,0.12327
0.15586,0.14345,0.1483,0.11969,0.1166,0.11079,0.11563,0.095202,0.1303,0.15656,0.12
0.15037,0.13768,0.14275,0.11541,0.11183,0.10629,0.10947,0.090172,0.12459,0.15199,0.11685
0.14581,0.13345,0.14057,0.11321,0.10974,0.1038,0.10499,0.087726,0.12069,0.14804,0.11296
0.14023,0.12714,0.13508,0.10733,0.10446,0.10042,0.099906,0.081886,0.11718,0.14396,0.11053
0.13406,0.12358,0.13008,0.10329,0.10059,0.096817,0.094743,0.079164,0.11458,0.14048,0.10898
0.12945,0.11956,0.12673,0.10102,0.097443,0.093489,0.091313,0.077726,0.11147,0.13746,0.1058
0.12545,0.11616,0.12106,0.094797,0.093243,0.089272,0.087196,0.073545,0.10798,0.13394,0.10354
0.12107,0.11149,0.11872,0.093338,0.090854,0.08697,0.082941,0.071024,0.10516,0.1303,0.10138
0.11373,0.10781,0.11222,0.085562,0.085432,0.079611,0.077457,0.066891,0.10233,0.12595,0.097507
0.10759,0.10078,0.10791,0.083061,0.082694,0.075751,0.072345,0.064231,0.098193,0.12224,0.094424
0.10139,0.0994,0.101,0.077003,0.076391,0.069074,0.067138,0.05966,0.09442,0.11801,0.091172
0.095025,0.092425,0.099296,0.073997,0.07367,0.067847,0.062363,0.057737,0.090487,0.11393,0.08864
0.090864,0.092665,0.09369,0.070538,0.069082,0.063839,0.058653,0.055803,0.086865,0.11049,0.08578
0.088234,0.090239,0.092895,0.071668,0.066797,0.065214,0.055194,0.054304,0.083094,0.10795,0.08346
0.086609,0.088022,0.090537,0.06881,0.063834,0.058962,0.053974,0.053063,0.079661,0.10487,0.080695
0.079689,0.083239,0.087804,0.066077,0.06282,0.058126,0.052497,0.051196,0.077839,0.10249,0.078406
0.07647,0.079565,0.084632,0.062828,0.059582,0.054607,0.050801,0.049657,0.07596,0.10057,0.07669
0.072242,0.076958,0.081209,0.059416,0.055933,0.052201,0.045797,0.045692,0.074353,0.098456,0.074099
0.068563,0.073758,0.07919,0.056846,0.054509,0.051062,0.045453,0.043296,0.072124,0.095219,0.070969
0.064128,0.071376,0.074952,0.053722,0.051114,0.047683,0.040617,0.039913,0.070867,0.091803,0.068079
0.059411,0.065509,0.071481,0.052463,0.050182,0.045933,0.038048,0.037882,0.068088,0.088679,0.065471
0.057854,0.064407,0.067787,0.048137,0.045384,0.042881,0.033239,0.036086,0.064146,0.085667,0.063503
0.053456,0.061195,0.066142,0.046485,0.04542,0.042671,0.031505,0.035071,0.062009,0.083043,0.06113
0.051379,0.058967,0.061796,0.043083,0.041111,0.039166,0.026842,0.032009,0.06025,0.080204,0.058638
0.047406,0.056793,0.060816,0.042526,0.041069,0.03878,0.025135,0.031595,0.057766,0.077922,0.056006
