0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,,,,,,,,,,,,,,,,
0.55097,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,0.5164300000000001,,,,,,,,,,0.59106,,,,,
,,,,,,,,,,,,,0.58812,,,
,,,,0.55195,,,,,,,,0.58699,,,,
,,,,,,,,,,,0.53041,,,,,
,,,,,,,,,,0.56116,,,,,,
,,,0.52556,,,,,,,,,,,,,
,,,,,,,,,0.51715,,,,,0.44686000000000003,,
,,0.55808,,,,,,,,,,,,0.4371,,
,0.46773000000000003,,,,,,,0.44865,,,,,,,,
,,,,,,,,,,,0.44077,,,,,
,,0.54398,,,,,0.41176,,,0.48517,0.42858999999999997,,,0.40281,,
,,,,,,,,,,,,,0.40594,,,
,,,,,,,,,,0.45721000000000006,,,,,0.34547,
0.38883,,,,,,0.45793999999999996,,0.40119,,,,,,,,
,,,,,,0.45437,,0.38541,,,,,,,,
,,,,,,,,,,,,,,,,
,,0.53522,,,,,,,,,,,,,0.32188,
,,,,,,,,,,,0.36623,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,0.34064,0.38166,,,,,,,,,,,0.37526
,,,,,,,,,,,,0.36458,,,,
,,,,,0.37185,,,,,,,,,,,
,,,,,,,,,0.38695999999999997,,,,,,,
,,,,,,,,,,,,,0.3229,,,
0.32747,,,,,,,,,0.37525,,,,,,0.27635,
,,,,,,,,,,,,,,0.30241,,
,,,0.37246999999999997,,0.34241,,,,,,,,,0.295,,
,,,,0.29729,,,,,,,,,,,0.26197,
,,,,0.29307,,,,,,0.35952,,,,,,
,,0.43104,0.35641999999999996,,0.32700999999999997,,,,,0.35428000000000004,,,,,,
,,,,,,,,,,,,,,,0.24519000000000002,
,,,,0.28041,,,,,,,,,,,,
,,,,0.27608,,,,0.26753000000000005,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,0.22848000000000002,
,,0.40312,,,,,,,,,,,0.25474,,,
,,,,,0.29539,,,,,,,,,,,
,,,,,,,,,,,,,,0.23958000000000002,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.27345,,,,
,,,,,,,,,,,,,,,,
,0.331,,,,,,,,,,0.24706999999999998,,0.22889,0.22511,,
,,,,,,,,,,,,,,,,
,,,,,0.26973,,,,,0.29663,,,0.2218,,,
,,,,,,,,,,,,,,,,
,,,,,,,,0.22288000000000002,,,,,,,,
,,,,,,0.30501999999999996,,,,,0.23515,,,,,
,,,,,,,,,0.27373000000000003,0.28699,,,0.2121,,,
,,0.33309,,0.22893000000000002,,0.29998,,,,,,,,,,
0.23325,,,,,,0.2971,0.25158,,,,,,,,,
,,,,,,,,,,,0.2233,,,,,
,,,,,,,0.24764,,,,,,,,,
,,,,,,,,,,,,,,,,
0.22298,,,,0.21336999999999998,,,,,,,,,,0.19053,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.19983,,,,,
,,,,,,,,,,,,,,,,
,0.24761,,,,,,,,,,,,0.16579000000000002,,0.14475,
,,,,,,,,,,,,,,,0.14052,
,0.23156,,,,0.20239000000000001,,,,,,0.17662,,,,,
,,,,,,,,,,,,,,,,0.16335999999999998
,,,,,,0.20976,,,,,,,,0.13479000000000002,0.12390999999999999,
,,,0.18289,,,,,,,,,,,0.13204000000000002,,
,,,,,,,0.16294,0.15428,,,,,,,,
,,,,,,,0.15872,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,0.15453,,,,,,,,,0.13228
,,,,0.13895,,,,,,,,,0.11838,,,0.12735
,,,,,,,,,,,,,,,,0.12080999999999999
,,,,,,,,,,,,,,,,
,0.16898,,,,,,,,,,,,0.10801,0.096528,,
,,,,,,,,,,,0.12852,,,,,
,,,,,,,0.13673,,,,,,,,,
0.10003,,,,,,,0.13427,,0.1607,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.081528,0.077599,
,,,,,,,,,,,,,,,,
,,,,0.11842000000000001,,,0.1261,,,,,,,0.08054700000000001,,
,,,,,,,,0.12707000000000002,,,,,,,,
,,,,,,,,,,,,,,,0.07526000000000001,
0.08659,,0.1615,0.13562000000000002,,,,,,,,,,0.084235,,,0.084132
,,,,,,0.15400999999999998,,,,,,,,,,
,,,,,,,,,,,,,,0.07502400000000001,,
,,,0.13502999999999998,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,0.17578,,,,,,,,,,,0.089431,,,
,,,0.49811000000000005,,,,,,,,,0.36289,,,,
,,,,,,0.5764,,0.55725,,,,,,,,
0.5795,,,0.7441,,,,,,,,,,,,,
0.61627,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.62665,,
,,,,,,0.81288,,,,,,,,,,
,,,,,,,,,,,,,,,,
0.72742,,,,,,,,,,,,,,,,
,,,,,,0.88276,,,,,,,,,,
,,,,,,,,,,,,,,0.76693,,
,0.51254,,,,,,,,,,,,,,,
,,,,,0.90507,,,,0.78175,,,,,,,
,,,,,,,0.8135100000000001,,,,0.75747,,,,0.72397,
,,,0.65369,,,,0.82027,,,,,,,,,0.8467399999999999
,,,,0.92927,,,,,0.81937,,,0.7903899999999999,,,,
,,,,,,,,,,,,,0.813,,0.78772,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.86239,,,
,0.56958,0.87203,,,,,,,,0.85219,,,,,0.8518700000000001,
,0.57484,,0.6926899999999999,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,0.9801200000000001,,,0.9482299999999999,,,,,,,,,
,,,,,0.99015,,,,,,,,,,,
,,,,,,,0.8983899999999999,,,0.84383,,,0.8617299999999999,,,
,0.6016100000000001,,,,0.96691,,,,,,,,,,0.81038,
0.54093,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.75802,,,
0.49728999999999995,,,,,,,,,,,,,,0.8035,,
,,,,,,,,,,,,,,0.7955800000000001,,
