"energy";"time";"date";"hour";"stMU62_IMI_tmed";"season";"month";"day";"dow";"holiday"
39.2213576371;2016-01-26;"2016-01-26 00:00:00";0;9.5;4;1;26;3;0
41.7705192428;2016-01-26;"2016-01-26 01:00:00";1;9.1;4;1;26;3;0
42.093622031;2016-01-26;"2016-01-26 02:00:00";2;8.6;4;1;26;3;0
41.2027806437;2016-01-26;"2016-01-26 03:00:00";3;8.8;4;1;26;3;0
41.7140497633;2016-01-26;"2016-01-26 04:00:00";4;9.4;4;1;26;3;0
43.6335248415;2016-01-26;"2016-01-26 05:00:00";5;10.2;4;1;26;3;0
46.2840210593;2016-01-26;"2016-01-26 06:00:00";6;10.2;4;1;26;3;0
70.7265565774;2016-01-26;"2016-01-26 07:00:00";7;10.9;4;1;26;3;0
132.764402529;2016-01-26;"2016-01-26 08:00:00";8;10.9;4;1;26;3;0
193.141888862;2016-01-26;"2016-01-26 09:00:00";9;11.5;4;1;26;3;0
229.553430464;2016-01-26;"2016-01-26 10:00:00";10;12.1;4;1;26;3;0
241.249095076;2016-01-26;"2016-01-26 11:00:00";11;13;4;1;26;3;0
237.387304607;2016-01-26;"2016-01-26 12:00:00";12;13.3;4;1;26;3;0
219.233091433;2016-01-26;"2016-01-26 13:00:00";13;13.8;4;1;26;3;0
162.307023299;2016-01-26;"2016-01-26 14:00:00";14;14.3;4;1;26;3;0
143.71580516;2016-01-26;"2016-01-26 15:00:00";15;14.6;4;1;26;3;0
151.950282734;2016-01-26;"2016-01-26 16:00:00";16;15.2;4;1;26;3;0
151.210521864;2016-01-26;"2016-01-26 17:00:00";17;14.9;4;1;26;3;0
134.113185425;2016-01-26;"2016-01-26 18:00:00";18;14.2;4;1;26;3;0
101.62483554;2016-01-26;"2016-01-26 19:00:00";19;13.6;4;1;26;3;0
66.554234002;2016-01-26;"2016-01-26 20:00:00";20;13.1;4;1;26;3;0
45.3131916604;2016-01-26;"2016-01-26 21:00:00";21;12;4;1;26;3;0
43.3927016104;2016-01-26;"2016-01-26 22:00:00";22;11.5;4;1;26;3;0
44.1334528926;2016-01-26;"2016-01-26 23:00:00";23;11.8;4;1;26;3;0
43.9123631727;2016-01-27;"2016-01-27 00:00:00";0;12.1;4;1;27;4;0
41.5001541827;2016-01-27;"2016-01-27 01:00:00";1;11.9;4;1;27;4;0
41.9015652893;2016-01-27;"2016-01-27 02:00:00";2;11.9;4;1;27;4;0
42.1264546952;2016-01-27;"2016-01-27 03:00:00";3;11.6;4;1;27;4;0
43.3945801306;2016-01-27;"2016-01-27 04:00:00";4;11.3;4;1;27;4;0
44.9701542289;2016-01-27;"2016-01-27 05:00:00";5;11.4;4;1;27;4;0
46.8573225732;2016-01-27;"2016-01-27 06:00:00";6;11.9;4;1;27;4;0
72.0687279728;2016-01-27;"2016-01-27 07:00:00";7;11.2;4;1;27;4;0
128.245652961;2016-01-27;"2016-01-27 08:00:00";8;11.5;4;1;27;4;0
214.698396475;2016-01-27;"2016-01-27 09:00:00";9;12.3;4;1;27;4;0
267.767471761;2016-01-27;"2016-01-27 10:00:00";10;13.2;4;1;27;4;0
273.036201407;2016-01-27;"2016-01-27 11:00:00";11;13.6;4;1;27;4;0
220.786696736;2016-01-27;"2016-01-27 12:00:00";12;14.2;4;1;27;4;0
191.90586755;2016-01-27;"2016-01-27 13:00:00";13;14.2;4;1;27;4;0
141.634545057;2016-01-27;"2016-01-27 14:00:00";14;14.8;4;1;27;4;0
139.213233088;2016-01-27;"2016-01-27 15:00:00";15;14.7;4;1;27;4;0
168.364434638;2016-01-27;"2016-01-27 16:00:00";16;13.8;4;1;27;4;0
178.105755743;2016-01-27;"2016-01-27 17:00:00";17;13.5;4;1;27;4;0
141.358698372;2016-01-27;"2016-01-27 18:00:00";18;13;4;1;27;4;0
105.581757107;2016-01-27;"2016-01-27 19:00:00";19;11.9;4;1;27;4;0
76.2317293729;2016-01-27;"2016-01-27 20:00:00";20;12.3;4;1;27;4;0
52.641770132;2016-01-27;"2016-01-27 21:00:00";21;11.5;4;1;27;4;0
49.9209762023;2016-01-27;"2016-01-27 22:00:00";22;10.2;4;1;27;4;0
46.9487678275;2016-01-27;"2016-01-27 23:00:00";23;9.3;4;1;27;4;0
47.8251735198;2016-01-28;"2016-01-28 00:00:00";0;8.8;4;1;28;5;0
46.9950288019;2016-01-28;"2016-01-28 01:00:00";1;8.4;4;1;28;5;0
47.7831482029;2016-01-28;"2016-01-28 02:00:00";2;8.7;4;1;28;5;0
47.3506110747;2016-01-28;"2016-01-28 03:00:00";3;7.9;4;1;28;5;0
46.517089404;2016-01-28;"2016-01-28 04:00:00";4;7.7;4;1;28;5;0
49.3430562914;2016-01-28;"2016-01-28 05:00:00";5;7.9;4;1;28;5;0
50.8061495906;2016-01-28;"2016-01-28 06:00:00";6;7;4;1;28;5;0
72.8063639609;2016-01-28;"2016-01-28 07:00:00";7;6.6;4;1;28;5;0
132.672615588;2016-01-28;"2016-01-28 08:00:00";8;7.2;4;1;28;5;0
193.713986065;2016-01-28;"2016-01-28 09:00:00";9;8.4;4;1;28;5;0
247.179809385;2016-01-28;"2016-01-28 10:00:00";10;10.1;4;1;28;5;0
264.351860037;2016-01-28;"2016-01-28 11:00:00";11;12.5;4;1;28;5;0
222.916327957;2016-01-28;"2016-01-28 12:00:00";12;14.8;4;1;28;5;0
199.39065882;2016-01-28;"2016-01-28 13:00:00";13;16.6;4;1;28;5;0
165.670061157;2016-01-28;"2016-01-28 14:00:00";14;18.2;4;1;28;5;0
158.921899338;2016-01-28;"2016-01-28 15:00:00";15;18.4;4;1;28;5;0
187.172328303;2016-01-28;"2016-01-28 16:00:00";16;18.2;4;1;28;5;0
185.664744435;2016-01-28;"2016-01-28 17:00:00";17;17;4;1;28;5;0
157.887983444;2016-01-28;"2016-01-28 18:00:00";18;15.7;4;1;28;5;0
107.384327815;2016-01-28;"2016-01-28 19:00:00";19;14.4;4;1;28;5;0
67.3282527649;2016-01-28;"2016-01-28 20:00:00";20;11.6;4;1;28;5;0
46.9125964791;2016-01-28;"2016-01-28 21:00:00";21;10.6;4;1;28;5;0
44.4066154011;2016-01-28;"2016-01-28 22:00:00";22;10.6;4;1;28;5;0
42.8863194566;2016-01-28;"2016-01-28 23:00:00";23;10;4;1;28;5;0
44.0648532253;2016-01-29;"2016-01-29 00:00:00";0;10;4;1;29;6;1
44.4300928055;2016-01-29;"2016-01-29 01:00:00";1;9.9;4;1;29;6;1
41.7134644911;2016-01-29;"2016-01-29 02:00:00";2;9.8;4;1;29;6;1
41.9713633235;2016-01-29;"2016-01-29 03:00:00";3;10;4;1;29;6;1
42.9442855605;2016-01-29;"2016-01-29 04:00:00";4;9.8;4;1;29;6;1
45.0189048368;2016-01-29;"2016-01-29 05:00:00";5;9.9;4;1;29;6;1
45.0751522407;2016-01-29;"2016-01-29 06:00:00";6;10.1;4;1;29;6;1
49.3970066997;2016-01-29;"2016-01-29 07:00:00";7;10;4;1;29;6;1
68.9777943086;2016-01-29;"2016-01-29 08:00:00";8;10.4;4;1;29;6;1
85.4157073471;2016-01-29;"2016-01-29 09:00:00";9;11.4;4;1;29;6;1
95.8012484679;2016-01-29;"2016-01-29 10:00:00";10;13;4;1;29;6;1
96.6416915423;2016-01-29;"2016-01-29 11:00:00";11;14.1;4;1;29;6;1
91.071284986;2016-01-29;"2016-01-29 12:00:00";12;14.4;4;1;29;6;1
86.4265962228;2016-01-29;"2016-01-29 13:00:00";13;15;4;1;29;6;1
72.0742498028;2016-01-29;"2016-01-29 14:00:00";14;15.6;4;1;29;6;1
67.678137761;2016-01-29;"2016-01-29 15:00:00";15;15.9;4;1;29;6;1
68.6089998264;2016-01-29;"2016-01-29 16:00:00";16;16.1;4;1;29;6;1
66.3508437676;2016-01-29;"2016-01-29 17:00:00";17;15.7;4;1;29;6;1
67.7362113145;2016-01-29;"2016-01-29 18:00:00";18;15;4;1;29;6;1
66.7346353153;2016-01-29;"2016-01-29 19:00:00";19;13.9;4;1;29;6;1
58.7427980132;2016-01-29;"2016-01-29 20:00:00";20;13;4;1;29;6;1
44.5884403369;2016-01-29;"2016-01-29 21:00:00";21;12.7;4;1;29;6;1
42.2968341625;2016-01-29;"2016-01-29 22:00:00";22;13.2;4;1;29;6;1
40.86413267;2016-01-29;"2016-01-29 23:00:00";23;12.9;4;1;29;6;1
41.9392487562;2016-01-30;"2016-01-30 00:00:00";0;12.5;4;1;30;7;0
41.7806119403;2016-01-30;"2016-01-30 01:00:00";1;12.7;4;1;30;7;0
41.3934800296;2016-01-30;"2016-01-30 02:00:00";2;12.7;4;1;30;7;0
41.4912954785;2016-01-30;"2016-01-30 03:00:00";3;11.9;4;1;30;7;0
41.3616188776;2016-01-30;"2016-01-30 04:00:00";4;11.4;4;1;30;7;0
42.8166365329;2016-01-30;"2016-01-30 05:00:00";5;11.4;4;1;30;7;0
42.5168750565;2016-01-30;"2016-01-30 06:00:00";6;10.9;4;1;30;7;0
42.5368843755;2016-01-30;"2016-01-30 07:00:00";7;10.6;4;1;30;7;0
41.6159820313;2016-01-30;"2016-01-30 08:00:00";8;10.7;4;1;30;7;0
40.7465648229;2016-01-30;"2016-01-30 09:00:00";9;11.5;4;1;30;7;0
40.3708070738;2016-01-30;"2016-01-30 10:00:00";10;13;4;1;30;7;0
40.0133548922;2016-01-30;"2016-01-30 11:00:00";11;14.4;4;1;30;7;0
39.4266881538;2016-01-30;"2016-01-30 12:00:00";12;15.6;4;1;30;7;0
41.1505921115;2016-01-30;"2016-01-30 13:00:00";13;16.9;4;1;30;7;0
41.6884643449;2016-01-30;"2016-01-30 14:00:00";14;18.1;4;1;30;7;0
39.7850876907;2016-01-30;"2016-01-30 15:00:00";15;18.6;4;1;30;7;0
40.0207730058;2016-01-30;"2016-01-30 16:00:00";16;19.3;4;1;30;7;0
40.591092869;2016-01-30;"2016-01-30 17:00:00";17;18.1;4;1;30;7;0
42.5318391376;2016-01-30;"2016-01-30 18:00:00";18;15.5;4;1;30;7;0
45.0549241266;2016-01-30;"2016-01-30 19:00:00";19;14.3;4;1;30;7;0
42.2332866139;2016-01-30;"2016-01-30 20:00:00";20;13.1;4;1;30;7;0
41.0734344577;2016-01-30;"2016-01-30 21:00:00";21;12;4;1;30;7;0
42.2494377205;2016-01-30;"2016-01-30 22:00:00";22;10.1;4;1;30;7;0
41.3096135987;2016-01-30;"2016-01-30 23:00:00";23;9.5;4;1;30;7;0
42.0424543947;2016-01-31;"2016-01-31 00:00:00";0;8.8;4;1;31;1;0
41.5918626185;2016-01-31;"2016-01-31 01:00:00";1;8.3;4;1;31;1;0
40.4207476634;2016-01-31;"2016-01-31 02:00:00";2;8.8;4;1;31;1;0
40.7655342005;2016-01-31;"2016-01-31 03:00:00";3;7.9;4;1;31;1;0
40.8082203107;2016-01-31;"2016-01-31 04:00:00";4;8.7;4;1;31;1;0
42.5649701985;2016-01-31;"2016-01-31 05:00:00";5;8.1;4;1;31;1;0
43.417593852;2016-01-31;"2016-01-31 06:00:00";6;8;4;1;31;1;0
42.9436265107;2016-01-31;"2016-01-31 07:00:00";7;9.5;4;1;31;1;0
40.3126681913;2016-01-31;"2016-01-31 08:00:00";8;10.6;4;1;31;1;0
40.5785327744;2016-01-31;"2016-01-31 09:00:00";9;12.5;4;1;31;1;0
39.9185403624;2016-01-31;"2016-01-31 10:00:00";10;14.1;4;1;31;1;0
40.2433248765;2016-01-31;"2016-01-31 11:00:00";11;15.8;4;1;31;1;0
40.0597907285;2016-01-31;"2016-01-31 12:00:00";12;17.4;4;1;31;1;0
38.9953539173;2016-01-31;"2016-01-31 13:00:00";13;18.5;4;1;31;1;0
40.1656173377;2016-01-31;"2016-01-31 14:00:00";14;19.8;4;1;31;1;0
40.6494608642;2016-01-31;"2016-01-31 15:00:00";15;20.9;4;1;31;1;0
39.6330305296;2016-01-31;"2016-01-31 16:00:00";16;21.3;4;1;31;1;0
40.2257873512;2016-01-31;"2016-01-31 17:00:00";17;20.5;4;1;31;1;0
43.1327274307;2016-01-31;"2016-01-31 18:00:00";18;17.5;4;1;31;1;0
45.4059690309;2016-01-31;"2016-01-31 19:00:00";19;16.3;4;1;31;1;0
44.5034906245;2016-01-31;"2016-01-31 20:00:00";20;16.4;4;1;31;1;0
43.6098388521;2016-01-31;"2016-01-31 21:00:00";21;17.1;4;1;31;1;0
41.9990609081;2016-01-31;"2016-01-31 22:00:00";22;16.2;4;1;31;1;0
43.1812475496;2016-01-31;"2016-01-31 23:00:00";23;15.2;4;1;31;1;0
43.1484818293;2016-02-01;"2016-02-01 00:00:00";0;13.7;4;2;1;2;0
41.3189668874;2016-02-01;"2016-02-01 01:00:00";1;13.2;4;2;1;2;0
42.0709480598;2016-02-01;"2016-02-01 02:00:00";2;12.3;4;2;1;2;0
40.3586117593;2016-02-01;"2016-02-01 03:00:00";3;11.5;4;2;1;2;0
41.4054321815;2016-02-01;"2016-02-01 04:00:00";4;10.9;4;2;1;2;0
43.9426740087;2016-02-01;"2016-02-01 05:00:00";5;10.6;4;2;1;2;0
60.2294167723;2016-02-01;"2016-02-01 06:00:00";6;11.7;4;2;1;2;0
81.7165499498;2016-02-01;"2016-02-01 07:00:00";7;11;4;2;1;2;0
149.32893178;2016-02-01;"2016-02-01 08:00:00";8;10.3;4;2;1;2;0
218.094359906;2016-02-01;"2016-02-01 09:00:00";9;12.8;4;2;1;2;0
237.015488951;2016-02-01;"2016-02-01 10:00:00";10;16.3;4;2;1;2;0
233.023743222;2016-02-01;"2016-02-01 11:00:00";11;17.8;4;2;1;2;0
204.562775642;2016-02-01;"2016-02-01 12:00:00";12;19.3;4;2;1;2;0
184.485627398;2016-02-01;"2016-02-01 13:00:00";13;20.6;4;2;1;2;0
138.606282645;2016-02-01;"2016-02-01 14:00:00";14;21.6;4;2;1;2;0
133.303112622;2016-02-01;"2016-02-01 15:00:00";15;22.1;4;2;1;2;0
150.468559801;2016-02-01;"2016-02-01 16:00:00";16;21.5;4;2;1;2;0
159.870762288;2016-02-01;"2016-02-01 17:00:00";17;19.6;4;2;1;2;0
140.443145708;2016-02-01;"2016-02-01 18:00:00";18;17.8;4;2;1;2;0
114.271479085;2016-02-01;"2016-02-01 19:00:00";19;16.1;4;2;1;2;0
79.4506149742;2016-02-01;"2016-02-01 20:00:00";20;13;4;2;1;2;0
48.1941194059;2016-02-01;"2016-02-01 21:00:00";21;11.5;4;2;1;2;0
44.9296254305;2016-02-01;"2016-02-01 22:00:00";22;10.8;4;2;1;2;0
45.942178808;2016-02-01;"2016-02-01 23:00:00";23;10.1;4;2;1;2;0
45.2407764901;2016-02-02;"2016-02-02 00:00:00";0;9.7;4;2;2;3;0
43.1050645695;2016-02-02;"2016-02-02 01:00:00";1;9;4;2;2;3;0
44.1991062722;2016-02-02;"2016-02-02 02:00:00";2;8.5;4;2;2;3;0
43.530550868;2016-02-02;"2016-02-02 03:00:00";3;8.3;4;2;2;3;0
43.5431226611;2016-02-02;"2016-02-02 04:00:00";4;7.9;4;2;2;3;0
46.4784551992;2016-02-02;"2016-02-02 05:00:00";5;7.7;4;2;2;3;0
47.6483113571;2016-02-02;"2016-02-02 06:00:00";6;7.2;4;2;2;3;0
69.8417879483;2016-02-02;"2016-02-02 07:00:00";7;6.8;4;2;2;3;0
141.649723641;2016-02-02;"2016-02-02 08:00:00";8;7.3;4;2;2;3;0
216.115500781;2016-02-02;"2016-02-02 09:00:00";9;8.5;4;2;2;3;0
235.13981903;2016-02-02;"2016-02-02 10:00:00";10;11.5;4;2;2;3;0
203.192514303;2016-02-02;"2016-02-02 11:00:00";11;14.5;4;2;2;3;0
185.01406377;2016-02-02;"2016-02-02 12:00:00";12;16.3;4;2;2;3;0
168.959576887;2016-02-02;"2016-02-02 13:00:00";13;18.4;4;2;2;3;0
136.239854699;2016-02-02;"2016-02-02 14:00:00";14;19.9;4;2;2;3;0
134.069971961;2016-02-02;"2016-02-02 15:00:00";15;21.2;4;2;2;3;0
150.165444757;2016-02-02;"2016-02-02 16:00:00";16;21.9;4;2;2;3;0
151.039854804;2016-02-02;"2016-02-02 17:00:00";17;20.1;4;2;2;3;0
137.388528094;2016-02-02;"2016-02-02 18:00:00";18;18.3;4;2;2;3;0
101.937925548;2016-02-02;"2016-02-02 19:00:00";19;15.5;4;2;2;3;0
65.5159084874;2016-02-02;"2016-02-02 20:00:00";20;12.9;4;2;2;3;0
46.7502570206;2016-02-02;"2016-02-02 21:00:00";21;11.6;4;2;2;3;0
44.3845166113;2016-02-02;"2016-02-02 22:00:00";22;11;4;2;2;3;0
44.6308953488;2016-02-02;"2016-02-02 23:00:00";23;10.6;4;2;2;3;0
44.5935864693;2016-02-03;"2016-02-03 00:00:00";0;9.8;4;2;3;4;0
43.2692719132;2016-02-03;"2016-02-03 01:00:00";1;9.8;4;2;3;4;0
42.8829913018;2016-02-03;"2016-02-03 02:00:00";2;8.9;4;2;3;4;0
43.1005430464;2016-02-03;"2016-02-03 03:00:00";3;8.6;4;2;3;4;0
42.7588089355;2016-02-03;"2016-02-03 04:00:00";4;8.1;4;2;3;4;0
45.3171380844;2016-02-03;"2016-02-03 05:00:00";5;7.6;4;2;3;4;0
47.5861870861;2016-02-03;"2016-02-03 06:00:00";6;8.4;4;2;3;4;0
73.7948253229;2016-02-03;"2016-02-03 07:00:00";7;8.2;4;2;3;4;0
128.216468439;2016-02-03;"2016-02-03 08:00:00";8;8.4;4;2;3;4;0
183.220320477;2016-02-03;"2016-02-03 09:00:00";9;11;4;2;3;4;0
197.490889533;2016-02-03;"2016-02-03 10:00:00";10;13.3;4;2;3;4;0
200.166051655;2016-02-03;"2016-02-03 11:00:00";11;15.8;4;2;3;4;0
185.390642388;2016-02-03;"2016-02-03 12:00:00";12;17.2;4;2;3;4;0
174.777417313;2016-02-03;"2016-02-03 13:00:00";13;18;4;2;3;4;0
152.973829023;2016-02-03;"2016-02-03 14:00:00";14;19;4;2;3;4;0
137.572620418;2016-02-03;"2016-02-03 15:00:00";15;19.2;4;2;3;4;0
156.757640533;2016-02-03;"2016-02-03 16:00:00";16;19.2;4;2;3;4;0
157.611986158;2016-02-03;"2016-02-03 17:00:00";17;18.1;4;2;3;4;0
133.957758455;2016-02-03;"2016-02-03 18:00:00";18;16.4;4;2;3;4;0
100.401135562;2016-02-03;"2016-02-03 19:00:00";19;14.6;4;2;3;4;0
68.5924068701;2016-02-03;"2016-02-03 20:00:00";20;12.5;4;2;3;4;0
49.5614705356;2016-02-03;"2016-02-03 21:00:00";21;11.3;4;2;3;4;0
47.4761118203;2016-02-03;"2016-02-03 22:00:00";22;10.4;4;2;3;4;0
46.4391760385;2016-02-03;"2016-02-03 23:00:00";23;9.8;4;2;3;4;0
46.8474710744;2016-02-04;"2016-02-04 00:00:00";0;9.7;4;2;4;5;0
45.9263338103;2016-02-04;"2016-02-04 01:00:00";1;10.4;4;2;4;5;0
45.411451078;2016-02-04;"2016-02-04 02:00:00";2;10.8;4;2;4;5;0
45.6440746214;2016-02-04;"2016-02-04 03:00:00";3;11.4;4;2;4;5;0
46.1835239615;2016-02-04;"2016-02-04 04:00:00";4;11;4;2;4;5;0
47.1414427772;2016-02-04;"2016-02-04 05:00:00";5;10.5;4;2;4;5;0
51.8441927408;2016-02-04;"2016-02-04 06:00:00";6;10.5;4;2;4;5;0
71.0149762822;2016-02-04;"2016-02-04 07:00:00";7;10.2;4;2;4;5;0
133.257391607;2016-02-04;"2016-02-04 08:00:00";8;9.7;4;2;4;5;0
191.762816496;2016-02-04;"2016-02-04 09:00:00";9;11;4;2;4;5;0
229.778446844;2016-02-04;"2016-02-04 10:00:00";10;13.4;4;2;4;5;0
244.701681228;2016-02-04;"2016-02-04 11:00:00";11;13.4;4;2;4;5;0
215.07680595;2016-02-04;"2016-02-04 12:00:00";12;13.8;4;2;4;5;0
206.974449699;2016-02-04;"2016-02-04 13:00:00";13;12.3;4;2;4;5;0
172.132242289;2016-02-04;"2016-02-04 14:00:00";14;12.1;4;2;4;5;0
169.810258219;2016-02-04;"2016-02-04 15:00:00";15;12.1;4;2;4;5;0
195.951013628;2016-02-04;"2016-02-04 16:00:00";16;12.1;4;2;4;5;0
198.582451484;2016-02-04;"2016-02-04 17:00:00";17;12.5;4;2;4;5;0
166.481029851;2016-02-04;"2016-02-04 18:00:00";18;12.1;4;2;4;5;0
112.95689946;2016-02-04;"2016-02-04 19:00:00";19;11.7;4;2;4;5;0
75.027352649;2016-02-04;"2016-02-04 20:00:00";20;11.4;4;2;4;5;0
53.8239918202;2016-02-04;"2016-02-04 21:00:00";21;10.5;4;2;4;5;0
52.2516489083;2016-02-04;"2016-02-04 22:00:00";22;9.2;4;2;4;5;0
52.1089887681;2016-02-04;"2016-02-04 23:00:00";23;8.4;4;2;4;5;0
50.2858795888;2016-02-05;"2016-02-05 00:00:00";0;7.5;4;2;5;6;0
51.1713662584;2016-02-05;"2016-02-05 01:00:00";1;7.2;4;2;5;6;0
49.9281461794;2016-02-05;"2016-02-05 02:00:00";2;6.6;4;2;5;6;0
50.927807947;2016-02-05;"2016-02-05 03:00:00";3;6.3;4;2;5;6;0
52.0719887472;2016-02-05;"2016-02-05 04:00:00";4;5.7;4;2;5;6;0
52.0805140496;2016-02-05;"2016-02-05 05:00:00";5;5.8;4;2;5;6;0
57.1216644628;2016-02-05;"2016-02-05 06:00:00";6;5.9;4;2;5;6;0
77.1686373762;2016-02-05;"2016-02-05 07:00:00";7;6.3;4;2;5;6;0
128.869188742;2016-02-05;"2016-02-05 08:00:00";8;6.7;4;2;5;6;0
211.563168825;2016-02-05;"2016-02-05 09:00:00";9;8.1;4;2;5;6;0
239.185334487;2016-02-05;"2016-02-05 10:00:00";10;10.4;4;2;5;6;0
266.18202759;2016-02-05;"2016-02-05 11:00:00";11;12.4;4;2;5;6;0
242.093038635;2016-02-05;"2016-02-05 12:00:00";12;14.1;4;2;5;6;0
200.418359789;2016-02-05;"2016-02-05 13:00:00";13;14.8;4;2;5;6;0
150.339577297;2016-02-05;"2016-02-05 14:00:00";14;15.8;4;2;5;6;0
135.8538894;2016-02-05;"2016-02-05 15:00:00";15;16.8;4;2;5;6;0
139.191128273;2016-02-05;"2016-02-05 16:00:00";16;16.1;4;2;5;6;0
139.299641322;2016-02-05;"2016-02-05 17:00:00";17;15;4;2;5;6;0
121.861841322;2016-02-05;"2016-02-05 18:00:00";18;13.8;4;2;5;6;0
99.1057996433;2016-02-05;"2016-02-05 19:00:00";19;13.2;4;2;5;6;0
67.7536106353;2016-02-05;"2016-02-05 20:00:00";20;12;4;2;5;6;0
52.3780849395;2016-02-05;"2016-02-05 21:00:00";21;10.5;4;2;5;6;0
46.3992757253;2016-02-05;"2016-02-05 22:00:00";22;9.1;4;2;5;6;0
45.9594307588;2016-02-05;"2016-02-05 23:00:00";23;8.5;4;2;5;6;0
45.0256993355;2016-02-06;"2016-02-06 00:00:00";0;7.9;4;2;6;7;0
44.5100427638;2016-02-06;"2016-02-06 01:00:00";1;7.6;4;2;6;7;0
42.420082371;2016-02-06;"2016-02-06 02:00:00";2;7.6;4;2;6;7;0
43.2222480712;2016-02-06;"2016-02-06 03:00:00";3;7.2;4;2;6;7;0
43.4535962397;2016-02-06;"2016-02-06 04:00:00";4;6.9;4;2;6;7;0
44.1455030702;2016-02-06;"2016-02-06 05:00:00";5;6.7;4;2;6;7;0
44.2516710744;2016-02-06;"2016-02-06 06:00:00";6;6.9;4;2;6;7;0
44.1396886357;2016-02-06;"2016-02-06 07:00:00";7;6.6;4;2;6;7;0
41.6807130172;2016-02-06;"2016-02-06 08:00:00";8;6.7;4;2;6;7;0
42.9021163155;2016-02-06;"2016-02-06 09:00:00";9;8.2;4;2;6;7;0
41.5454881772;2016-02-06;"2016-02-06 10:00:00";10;10.2;4;2;6;7;0
40.3303053914;2016-02-06;"2016-02-06 11:00:00";11;12.3;4;2;6;7;0
41.6409498089;2016-02-06;"2016-02-06 12:00:00";12;13.8;4;2;6;7;0
41.3678028429;2016-02-06;"2016-02-06 13:00:00";13;15.7;4;2;6;7;0
40.8557822543;2016-02-06;"2016-02-06 14:00:00";14;17.9;4;2;6;7;0
41.5722292359;2016-02-06;"2016-02-06 15:00:00";15;18.3;4;2;6;7;0
40.1740417256;2016-02-06;"2016-02-06 16:00:00";16;18.1;4;2;6;7;0
40.1037397524;2016-02-06;"2016-02-06 17:00:00";17;16.6;4;2;6;7;0
41.4542352242;2016-02-06;"2016-02-06 18:00:00";18;15.5;4;2;6;7;0
43.6720995025;2016-02-06;"2016-02-06 19:00:00";19;13.8;4;2;6;7;0
43.1830017355;2016-02-06;"2016-02-06 20:00:00";20;11.5;4;2;6;7;0
43.0110610325;2016-02-06;"2016-02-06 21:00:00";21;10.4;4;2;6;7;0
42.5889204624;2016-02-06;"2016-02-06 22:00:00";22;9.7;4;2;6;7;0
43.2119917954;2016-02-06;"2016-02-06 23:00:00";23;9.4;4;2;6;7;0
42.7533543702;2016-02-07;"2016-02-07 00:00:00";0;9.9;4;2;7;1;0
42.8462637016;2016-02-07;"2016-02-07 01:00:00";1;10.1;4;2;7;1;0
43.340458312;2016-02-07;"2016-02-07 02:00:00";2;10.4;4;2;7;1;0
41.5968839467;2016-02-07;"2016-02-07 03:00:00";3;16.5;4;2;7;1;0
43.0604351218;2016-02-07;"2016-02-07 04:00:00";4;18;4;2;7;1;0
45.843903754;2016-02-07;"2016-02-07 05:00:00";5;17.5;4;2;7;1;0
43.6930314901;2016-02-07;"2016-02-07 06:00:00";6;17.3;4;2;7;1;0
43.5854976865;2016-02-07;"2016-02-07 07:00:00";7;16.9;4;2;7;1;0
41.0681056106;2016-02-07;"2016-02-07 08:00:00";8;14;4;2;7;1;0
41.3434481816;2016-02-07;"2016-02-07 09:00:00";9;14.6;4;2;7;1;0
41.0407465379;2016-02-07;"2016-02-07 10:00:00";10;14.9;4;2;7;1;0
40.5903192537;2016-02-07;"2016-02-07 11:00:00";11;15.4;4;2;7;1;0
40.5203230057;2016-02-07;"2016-02-07 12:00:00";12;15.9;4;2;7;1;0
41.2168164864;2016-02-07;"2016-02-07 13:00:00";13;16.7;4;2;7;1;0
40.2482985244;2016-02-07;"2016-02-07 14:00:00";14;17.7;4;2;7;1;0
41.5122311786;2016-02-07;"2016-02-07 15:00:00";15;18.1;4;2;7;1;0
40.8992448545;2016-02-07;"2016-02-07 16:00:00";16;18.2;4;2;7;1;0
40.7173797712;2016-02-07;"2016-02-07 17:00:00";17;17.3;4;2;7;1;0
41.7517235591;2016-02-07;"2016-02-07 18:00:00";18;16;4;2;7;1;0
44.5440744541;2016-02-07;"2016-02-07 19:00:00";19;14.7;4;2;7;1;0
42.7541551569;2016-02-07;"2016-02-07 20:00:00";20;13.9;4;2;7;1;0
43.7209959842;2016-02-07;"2016-02-07 21:00:00";21;11.5;4;2;7;1;0
42.5964382628;2016-02-07;"2016-02-07 22:00:00";22;11.6;4;2;7;1;0
43.8735286793;2016-02-07;"2016-02-07 23:00:00";23;10.3;4;2;7;1;0
43.0149913918;2016-02-08;"2016-02-08 00:00:00";0;10.2;4;2;8;2;0
42.3407315845;2016-02-08;"2016-02-08 01:00:00";1;12.9;4;2;8;2;0
42.8355584519;2016-02-08;"2016-02-08 02:00:00";2;13.2;4;2;8;2;0
42.3459876413;2016-02-08;"2016-02-08 03:00:00";3;12.4;4;2;8;2;0
43.396776296;2016-02-08;"2016-02-08 04:00:00";4;10.4;4;2;8;2;0
45.19620552;2016-02-08;"2016-02-08 05:00:00";5;8.8;4;2;8;2;0
51.0449686093;2016-02-08;"2016-02-08 06:00:00";6;10.3;4;2;8;2;0
72.9117545605;2016-02-08;"2016-02-08 07:00:00";7;9;4;2;8;2;0
161.142592851;2016-02-08;"2016-02-08 08:00:00";8;8.5;4;2;8;2;0
