temp_x,hum_x,light_x,vol_x,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1
0.123393316195,0.582133029062,0.236533957845,0.434563288183,0.972356757745,0.150664697194,0.56465237167,0.0849194729136,0.42088530203,0.105721393035,0.584395672085,0.243619489559,0.420953279849
0.784061696658,0.184146587019,1.0,1.0,1.0,0.809453471196,0.26935022742,1.0,1.0,0.649253731343,0.289328851871,1.0,1.0
0.70822622108,0.242687428686,0.700234192037,0.88491359178,0.972356757745,0.794682422452,0.264827810266,0.613469985359,1.0,0.628109452736,0.298642170385,0.85150812065,1.0
0.571979434447,0.331210148332,0.466042154567,0.770761326483,0.944941972037,0.676514032496,0.325763482781,0.361639824305,0.707874786011,0.526119402985,0.345121722596,0.591647331787,0.707881075979
0.348329048843,0.541002751863,0.236533957845,0.434563288183,0.864159736818,0.41211225997,0.538070175439,0.095168374817,0.707874786011,0.333333333333,0.543272449717,0.271461716937,0.707881075979
0.161953727506,0.79718773072,0.236533957845,0.10723960766,0.683793292516,0.175775480059,0.808070175439,0.0893118594436,0.279408168256,0.136815920398,0.824098127963,0.252900232019,0.13909863143
0.106683804627,0.888945566817,0.236533957845,0.0,0.634241067349,0.115214180207,0.892527615335,0.0893118594436,0.139031548056,0.0970149253731,0.891172768419,0.243619489559,0.13909863143
0.0,1.0,0.245901639344,0.0,0.585511285753,0.0,1.0,0.106881405564,0.0,0.0,1.0,0.271461716937,0.0
1.0,0.245023155917,0.372365339578,1.0,0.708900667093,1.0,0.381955815465,0.279648609078,0.707874786011,1.0,0.212257960845,0.489559164733,1.0
0.632390745501,0.226317202497,0.297423887588,0.545632881831,0.398565292881,0.644017725258,0.319005847953,0.472913616398,0.42088530203,0.613184079602,0.219281448352,0.262180974478,0.420953279849
0.231362467866,0.0,0.0,0.215319943951,0.0,0.283604135894,0.0,0.0,0.0,0.208955223881,0.0,0.0,0.13909863143
