temp_x,hum_x,light_x,vol_x,temp_y,hum_y,light_y,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1
0.0184841867413,0.753318680047,0.0425902864259,0.884777691056,0.019990734792,0.815718016321,0.144670906083,0.899883865284,0.0202853675411,0.758705686481,0.100697906281,0.81959551562,0.021571444023,0.768069666692,0.161063723031,0.897041663807
0.0161620527286,0.740415112165,0.0425902864259,0.884777691056,0.0179356125237,0.807272557816,0.125521747264,0.899883865284,0.0185254498093,0.758705686481,0.100697906281,0.835285281108,0.0194328956931,0.770449933647,0.169091821375,0.897041663807
0.0149545430419,0.755463651175,0.0425902864259,0.884777691056,0.0177487832265,0.815115793473,0.125521747264,0.899883865284,0.0175991773188,0.7581091963,0.100697906281,0.851100230895,0.0181311706228,0.770449933647,0.169091821375,0.880431052234
0.0143972308789,0.745260979521,0.0425902864259,0.868903205323,0.0165343927953,0.812101094576,0.125521747264,0.899883865284,0.0175065500698,0.759302176663,0.0967098703888,0.835285281108,0.0182241509849,0.771640067125,0.169091821375,0.897041663807
0.0144901162394,0.746335875164,0.0425902864259,0.868903205323,0.0166278074438,0.812101094576,0.125521747264,0.899883865284,0.0173212955717,0.7581091963,0.0967098703888,0.835285281108,0.0182241509849,0.770449933647,0.169091821375,0.897041663807
0.0141185747974,0.756536940098,0.0425902864259,0.884777691056,0.0162541488496,0.813911347778,0.125521747264,0.899883865284,0.0164876503302,0.76407058935,0.0967098703888,0.835285281108,0.0173873277254,0.770449933647,0.169091821375,0.897041663807
0.0137470333553,0.755463651175,0.0425902864259,0.868903205323,0.0162541488496,0.816924254346,0.125521747264,0.899883865284,0.0161171413341,0.76407058935,0.0967098703888,0.81959551562,0.0170154062767,0.772233378505,0.169091821375,0.897041663807
0.0129110651107,0.75707197784,0.0425902864259,0.884777691056,0.0151331730668,0.819935368584,0.121266378637,0.899883865284,0.0152834960926,0.76407058935,0.0967098703888,0.835285281108,0.0161785830172,0.772828445243,0.169091821375,0.897041663807
0.0113320139821,0.758143660044,0.0425902864259,0.868903205323,0.0130780507985,0.821740244796,0.121266378637,0.899883865284,0.0136162056098,0.770616191901,0.0967098703888,0.867068183715,0.0143189757739,0.777581957717,0.169091821375,0.880431052234
0.0112391286216,0.757608622302,0.0425902864259,0.868903205323,0.0130780507985,0.820537591431,0.121266378637,0.88373179555,0.0134309511117,0.768831984505,0.0967098703888,0.851100230895,0.0141330150495,0.776393579599,0.169091821375,0.880431052234
0.0110533579006,0.758678697786,0.0425902864259,0.868903205323,0.0130780507985,0.820537591431,0.121266378637,0.899883865284,0.0134309511117,0.768831984505,0.0967098703888,0.867068183715,0.0140400346874,0.776393579599,0.169091821375,0.880431052234
0.010774701819,0.758143660044,0.0425902864259,0.85317423571,0.0130780507985,0.822342467644,0.121266378637,0.899883865284,0.0132456966136,0.768831984505,0.0967098703888,0.867068183715,0.0137610936009,0.777581957717,0.169091821375,0.897041663807
0.0106818164585,0.759215342247,0.0425902864259,0.868903205323,0.0127978068528,0.821740244796,0.121266378637,0.899883865284,0.0128751876174,0.768831984505,0.0967098703888,0.851100230895,0.0134821525144,0.778768580476,0.169091821375,0.880431052234
0.00956719213242,0.759215342247,0.0425902864259,0.85317423571,0.0117702457187,0.821138021949,0.117011010011,0.899883865284,0.0118562878779,0.770021456103,0.0967098703888,0.867068183715,0.0124593685305,0.779361891856,0.161063723031,0.880431052234
0.00910276532988,0.758143660044,0.0425902864259,0.85317423571,0.0105558552874,0.822942898162,0.117011010011,0.88373179555,0.0116710333798,0.766451286928,0.0967098703888,0.867068183715,0.0119014863575,0.779955203235,0.161063723031,0.880431052234
0.00863833852733,0.759215342247,0.0425902864259,0.85317423571,0.0106492699359,0.824145551527,0.117011010011,0.88373179555,0.0110226426365,0.767642512908,0.0967098703888,0.851100230895,0.0114365845467,0.779955203235,0.161063723031,0.880431052234
0.00678063131715,0.759215342247,0.040597758406,0.85317423571,0.00859414766759,0.819333145736,0.117011010011,0.88373179555,0.00898484315749,0.772398644915,0.0967098703888,0.851100230895,0.00948399694114,0.782328448754,0.161063723031,0.880431052234
0.00631620451461,0.759215342247,0.040597758406,0.85317423571,0.0078468304791,0.82594863541,0.117011010011,0.899883865284,0.00805857066703,0.776556532357,0.0967098703888,0.851100230895,0.00855419331946,0.782921760134,0.161063723031,0.863957718443
0.00492292410697,0.760285417731,0.040597758406,0.868903205323,0.00672585469637,0.824747774374,0.117011010011,0.88373179555,0.00713229817657,0.773586362129,0.0967098703888,0.851100230895,0.00706650752477,0.786476362334,0.161063723031,0.863957718443
0.0041798412229,0.761357099935,0.040597758406,0.85317423571,0.00541804961652,0.830153441363,0.117011010011,0.88373179555,0.0063912801842,0.777149513773,0.0967098703888,0.867068183715,0.00678756643826,0.787069673714,0.161063723031,0.880431052234
0.00780237028275,0.745797623983,0.322540473225,0.85317423571,0.0073797572363,0.821740244796,0.378716180538,0.88373179555,0.00861433416131,0.768831984505,0.274177467597,0.851100230895,0.00818227187078,0.781141825995,0.269443050677,0.863957718443
0.0294446592813,0.667421825041,0.713075965131,0.884777691056,0.0218590277632,0.780597311864,0.59148461186,0.899883865284,0.025935629733,0.710070684087,0.465603190429,0.883161320833,0.0194328956931,0.742978563555,0.365780230808,0.880431052234
0.0502509800353,0.613574212788,0.74495641345,0.916949982141,0.0397012256383,0.726045958923,0.625527560872,0.916196120834,0.0498334599869,0.625725218026,0.585244267198,0.915806604167,0.0406324182674,0.688021780496,0.397892624185,0.913817008717
0.0731007787205,0.568528212396,0.872478206725,0.949704337703,0.0601590336731,0.679459720074,0.693613458895,0.949247794108,0.0717861180109,0.578474423729,0.77666999003,0.949036080897,0.058112726355,0.648884293749,0.462117410938,0.930729631409
0.0738438616046,0.568528212396,0.904358655044,0.949704337703,0.0621207412929,0.679459720074,0.693613458895,0.949247794108,0.0738239174899,0.575972673732,0.77666999003,0.965866414443,0.059786372874,0.648268162701,0.462117410938,0.947806987439
0.0916778508223,0.537796479998,0.968119551681,0.96631963277,0.0772539143597,0.650606793289,0.693613458895,0.982926861826,0.0850318146245,0.564691991768,0.872382851446,0.982863660389,0.0727106432154,0.628544947725,0.462117410938,0.965049076807
0.0985513675,0.528639783029,1.0,0.983080443956,0.0829522079219,0.63610146738,0.727656407907,0.982926861826,0.0875327503488,0.563435853621,0.936191425723,0.965866414443,0.0794052292915,0.613687588207,0.478173607627,0.982442171735
