21.097,21.503,21.335,21.605,21.221,20.923,21.526,20.966,21.779,21.485,21.977
21.047,21.422,21.284,21.547,21.087,20.751,21.43,20.812,21.668,21.426,21.858
20.968,21.325,21.181,21.464,20.905,20.606,21.279,20.634,21.518,21.24,21.773
20.874,21.223,21.12,21.387,20.766,20.42,21.124,20.496,21.443,21.13,21.666
20.794,21.139,21.028,21.302,20.659,20.197,20.981,20.382,21.374,21.009,21.574
20.725,21.065,20.97,21.222,20.526,19.979,20.859,20.271,21.267,20.921,21.508
20.659,21,20.926,21.164,20.427,19.926,20.769,20.2,21.188,20.884,21.412
20.592,20.958,20.87,21.118,20.355,19.841,20.698,20.114,21.125,20.769,21.371
20.541,20.918,20.833,21.074,20.266,19.849,20.638,20.062,21.08,20.747,21.266
20.479,20.866,20.778,21.029,20.226,19.811,20.541,19.99,20.982,20.614,21.161
20.437,20.834,20.735,20.986,20.212,19.774,20.529,19.939,20.925,20.519,21.101
20.39,20.799,20.69,20.951,20.167,19.776,20.466,19.909,20.854,20.456,21.018
20.362,20.756,20.681,20.934,20.133,19.757,20.425,19.873,20.824,20.405,21.009
20.325,20.763,20.653,20.917,20.109,19.743,20.406,19.82,20.802,20.377,21.001
20.304,20.702,20.604,20.872,20.01,19.717,20.351,19.759,20.718,20.248,20.888
20.264,20.689,20.593,20.848,19.953,19.687,20.292,19.754,20.715,20.297,20.894
20.208,20.614,20.542,20.802,19.825,19.663,20.231,19.663,20.614,20.144,20.801
20.152,20.543,20.478,20.755,19.765,19.609,20.184,19.582,20.571,20.077,20.768
20.097,20.505,20.441,20.708,19.742,19.519,20.128,19.504,20.476,19.97,20.714
20.079,20.497,20.403,20.684,19.672,19.479,20.113,19.447,20.448,19.938,20.702
20.009,20.436,20.343,20.628,19.586,19.393,20.028,19.375,20.371,19.829,20.63
19.96,20.393,20.316,20.602,19.562,19.317,19.991,19.313,20.3,19.761,20.578
19.898,20.315,20.267,20.542,19.461,19.251,19.943,19.257,20.238,19.702,20.488
19.836,20.258,20.186,20.489,19.393,19.216,19.866,19.194,20.153,19.619,20.409
19.775,20.21,20.115,20.448,19.299,19.144,19.786,19.125,20.08,19.572,20.328
19.723,20.163,20.05,20.388,19.226,19.049,19.726,19.063,20.004,19.482,20.247
19.66,20.077,20.012,20.334,19.088,19.046,19.68,18.986,19.959,19.395,20.202
19.611,20.04,19.974,20.295,19.017,19.017,19.627,18.932,19.868,19.288,20.116
19.577,20.001,19.905,20.249,18.989,18.987,19.585,18.904,19.839,19.274,20.057
19.503,19.886,19.859,20.162,18.939,18.942,19.505,18.843,19.747,19.199,19.997
19.48,19.854,19.801,20.128,18.897,18.847,19.449,18.815,19.706,19.195,19.965
19.458,19.856,19.759,20.131,18.827,18.796,19.436,18.768,19.674,19.118,19.94
19.414,19.811,19.751,20.106,18.782,18.806,19.395,18.716,19.644,19.105,19.926
19.369,19.772,19.696,20.035,18.71,18.734,19.316,18.673,19.589,19.038,19.855
19.311,19.729,19.658,19.994,18.68,18.708,19.288,18.633,19.543,18.968,19.778
19.265,19.668,19.574,19.956,18.607,18.597,19.202,18.576,19.465,18.916,19.699
19.224,19.606,19.548,19.908,18.562,18.514,19.15,18.517,19.414,18.867,19.625
19.177,19.557,19.532,19.87,18.545,18.512,19.115,18.462,19.376,18.813,19.607
19.117,19.539,19.476,19.835,18.488,18.497,19.073,18.425,19.323,18.77,19.554
19.08,19.486,19.429,19.783,18.457,18.44,19.022,18.362,19.282,18.709,19.508
19.033,19.422,19.362,19.727,18.391,18.285,18.956,18.314,19.205,18.647,19.438
18.969,19.334,19.275,19.642,18.281,18.15,18.863,18.246,19.133,18.597,19.354
18.883,19.291,19.188,19.558,18.188,18.066,18.797,18.145,19.066,18.511,19.305
18.822,19.218,19.12,19.486,18.105,18.004,18.734,18.034,19.006,18.408,19.253
18.763,19.165,19.051,19.412,18.027,17.923,18.666,17.979,18.93,18.344,19.174
18.688,19.121,19.012,19.37,17.994,17.889,18.6,17.915,18.871,18.283,19.116
18.643,19.067,18.951,19.319,17.941,17.789,18.514,17.847,18.822,18.23,19.029
18.591,19.008,18.918,19.27,17.875,17.757,18.483,17.8,18.765,18.167,18.98
18.54,18.963,18.852,19.212,17.824,17.707,18.427,17.748,18.72,18.129,18.924
18.495,18.924,18.807,19.162,17.755,17.62,18.355,17.71,18.657,18.065,18.877
18.446,18.882,18.74,19.112,17.713,17.567,18.309,17.642,18.607,18.023,18.813
18.404,18.811,18.695,19.042,17.641,17.491,18.244,17.578,18.545,17.932,18.762
18.323,18.752,18.597,18.986,17.59,17.396,18.172,17.492,18.483,17.878,18.665
18.273,18.692,18.563,18.939,17.507,17.342,18.12,17.433,18.41,17.819,18.646
18.236,18.63,18.484,18.896,17.449,17.286,18.038,17.373,18.348,17.766,18.55
18.188,18.59,18.439,18.839,17.387,17.246,18.001,17.332,18.308,17.711,18.554
18.159,18.565,18.386,18.809,17.378,17.212,17.943,17.29,18.266,17.686,18.52
18.142,18.549,18.35,18.781,17.363,17.199,17.934,17.293,18.254,17.666,18.49
18.101,18.482,18.32,18.739,17.334,17.15,17.886,17.248,18.207,17.629,18.424
18.04,18.451,18.297,18.714,17.263,17.124,17.848,17.202,18.17,17.581,18.373
18.02,18.41,18.247,18.667,17.243,17.055,17.797,17.163,18.124,17.546,18.337
17.985,18.374,18.206,18.629,17.179,17.037,17.738,17.117,18.097,17.513,18.293
17.946,18.332,18.16,18.589,17.163,16.981,17.714,17.098,18.058,17.464,18.26
17.908,18.286,18.132,18.549,17.114,16.964,17.689,17.041,18.014,17.43,18.179
17.873,18.271,18.082,18.515,17.086,16.908,17.634,17.019,17.975,17.383,18.164
17.841,18.228,18.034,18.484,17.035,16.883,17.587,16.968,17.925,17.363,18.12
17.817,18.208,18.008,18.46,17.012,16.847,17.571,16.958,17.902,17.318,18.089
17.781,18.17,17.969,18.415,16.969,16.816,17.538,16.901,17.871,17.292,18.059
17.751,18.123,17.949,18.39,16.951,16.782,17.503,16.883,17.85,17.261,18.059
17.704,18.079,17.887,18.335,16.889,16.735,17.437,16.826,17.786,17.206,18.023
17.666,18.062,17.879,18.303,16.861,16.705,17.416,16.796,17.752,17.175,17.959
17.616,17.99,17.827,18.252,16.785,16.621,17.375,16.739,17.688,17.099,17.902
17.564,17.952,17.797,18.207,16.746,16.585,17.32,16.683,17.645,17.047,17.812
17.531,17.883,17.744,18.16,16.68,16.53,17.223,16.647,17.575,17.001,17.787
17.503,17.87,17.72,18.157,16.656,16.514,17.232,16.613,17.549,16.978,17.743
17.492,17.866,17.712,18.133,16.663,16.518,17.212,16.629,17.57,16.969,17.72
17.489,17.869,17.679,18.132,16.655,16.52,17.201,16.648,17.571,16.976,17.7
17.51,17.869,17.77,18.301,16.675,16.513,17.227,16.665,17.57,16.963,17.693
17.484,17.87,17.817,18.38,16.655,16.523,17.226,16.667,17.561,16.928,17.684
17.475,17.847,17.786,18.25,16.649,16.539,17.232,16.647,17.579,16.941,17.658
17.463,17.841,17.72,18.155,16.644,16.519,17.203,16.639,17.565,16.955,17.706
17.464,17.842,17.727,18.139,16.686,16.576,17.244,16.669,17.585,17.007,17.727
17.487,17.841,17.698,18.134,16.757,16.661,17.251,16.735,17.599,17.066,17.76
