1,2,2,3,3,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2.5329,2.3053,1.9151,1.8658,1.6012,1.071,1.8593,1.5574,1.1098,1.4649,1.5224,1.1851,1.5064,0.81266,1.523,0.73575,1.3486,1.1937,1.511,0.92418,1.5143,0.96696,0.59786,1.6088,3.2625,1.3479,0.95286,1.2832,5.6217,0.93204,1.1095,3.0618,1.2428,1.1296,1.1814,0.73717,0.81635,1.2803,2.536,1.3025,0.6122,1.1444,0.62875,1.0717,0.73182,0.61193,0.45187,1.059,1.2489,0.60218,1.0335,1.4146,4.7564,1.6058,1.2883,0.87981,1.0637,1.2175,0.74832,NaN,0.53194,3.1583,1.1971,1.324,2.5719,0.71144,0.59858,1.2658,0.88953,0.61703,2.1184,2.5503,1.1474,0.94079,NaN,1.004,NaN,1.3108,0.59999,0.97456,1.3092,1.1985,1.2559,1.0146,2.3442,NaN,0.86704,NaN,1.396,NaN,0.97787,1.2466,1.6909,3.7644,1.5455,NaN,1.8973,2.3557,2.0479,1.2864,1.2827,0.86707,3.7692,3.3461,0.49132,NaN,1.2599,NaN,1.2935,NaN,1.3113,1.3888,0.79379,0.90862,1.1681,1.5234,1.5707,2.627,1.0372,4.9076,NaN,3.6489,1.2764,1.199,NaN,0.45375,2.4975,0.80746,1.93,0.62851,NaN,1.8628,1.6627,0.75864,NaN,NaN,NaN,4.1865,NaN,2.6456,NaN,NaN,1.2398,0.73605,1.7264,1.5097,NaN,3.6177,3.1215,0.51295,NaN,NaN,NaN,NaN,NaN,NaN,1.3042,0.49832,2.4581,NaN,1.2503,NaN,1.7545,NaN,NaN,NaN,10.184,2.1091,NaN,NaN,4.3724,1.8201,NaN,NaN,1.0272,NaN,NaN,NaN,NaN,2.1074,0.97949,NaN,1.2013,NaN,1.3573,1.4725,1.0812,NaN,NaN,1.8734,0.91117,NaN,NaN,NaN,NaN,1.3443,1.4586,NaN,NaN,2.6505,0.75154,1.0006,NaN,1.6756,3.7182,NaN,NaN,NaN,NaN,2.0441
2.5065,2.2952,1.9265,1.8325,1.6379,1.1858,1.602,1.5643,1.1908,1.4514,1.3467,1.2821,1.4551,0.96759,1.4855,0.82962,1.3917,1.2965,1.7391,1.0176,1.347,0.90553,0.71247,1.8132,3.0283,1.4074,1.0527,1.3592,2.2388,1.0166,1.301,0.74004,1.3242,1.009,1.5129,0.81843,0.93312,1.3064,2.6882,1.3234,0.64188,1.4661,0.57983,1.0266,0.73076,0.64096,0.47797,0.98459,1.2807,0.65485,1.0449,1.4779,2.2041,1.2163,0.90159,1.1488,1.0571,1.4618,0.82925,NaN,0.5775,NaN,1.1321,1.2985,2.7448,1.2153,0.59403,1.318,1.0557,0.631,0.88523,2.7362,1.476,0.82133,NaN,1.0369,NaN,1.3628,0.65814,1.0118,1.4142,1.4608,1.281,1.2244,2.1925,NaN,0.85397,3.817,2.2867,NaN,0.83718,1.2955,1.1659,4.8699,1.6394,NaN,1.8545,1.4253,2.4467,1.3167,1.3043,1.1542,2.9927,1.8789,0.55198,NaN,1.7402,NaN,1.3334,NaN,NaN,1.1369,0.92904,1.1394,2.0568,2.1435,3.6298,1.9742,1.1407,NaN,NaN,3.1391,4.1122,1.2792,NaN,0.52898,2.4198,0.80019,5.2324,0.93712,3.0249,1.4481,1.8299,0.80719,NaN,NaN,NaN,5.3817,1.3086,1.5822,NaN,NaN,1.3239,0.85169,1.3663,1.9147,NaN,2.2416,2.2382,0.4674,NaN,NaN,NaN,NaN,2.9722,NaN,1.3174,0.57008,3.171,NaN,1.273,2.1155,2.2353,NaN,NaN,NaN,5.823,2.9852,NaN,NaN,NaN,1.9339,NaN,NaN,1.0494,NaN,4.5684,NaN,NaN,1.6682,0.79258,NaN,3.486,NaN,2.8475,1.6239,1.7605,NaN,NaN,NaN,1.8417,NaN,NaN,NaN,5.8381,1.9326,2.1659,NaN,NaN,2.5852,1.1261,1.1364,NaN,1.4198,NaN,NaN,NaN,NaN,NaN,1.8587
2.3413,2.1022,1.7355,1.775,1.5744,1.0224,1.6368,1.5653,1.0009,1.3489,1.4089,1.2115,1.2215,0.9847,1.4619,0.74914,1.0946,1.2879,1.7996,0.9788,1.4102,0.89172,0.64079,1.8259,2.9279,1.0974,1.1011,1.3543,2.0968,0.98312,1.3288,1.0528,1.3369,0.95623,1.5648,0.75163,0.91052,1.318,2.843,1.3563,0.58012,1.521,0.48201,1.0946,0.77079,0.59489,0.45967,0.92718,1.1276,0.64163,1.0654,1.5014,3.2864,1.303,1.0436,0.88436,1.0056,1.5588,0.75284,NaN,0.5237,NaN,1.1192,1.3509,2.85,0.9398,0.57515,1.3221,0.85906,0.59199,1.4561,2.8753,1.5505,0.90343,NaN,1.0891,NaN,1.348,0.57761,1.0895,1.1938,1.5503,1.0912,1.0308,5.7587,NaN,0.75122,2.0586,NaN,NaN,0.79546,1.0775,2.2197,2.778,0.92015,NaN,1.4972,1.5243,1.5423,1.3168,1.2449,0.86723,3.4176,1.7485,0.55291,NaN,1.4533,NaN,1.2644,NaN,NaN,1.2793,0.89609,0.85425,1.9395,1.5234,NaN,3.1519,0.96111,5.4203,NaN,4.2537,2.3947,1.2575,NaN,0.53704,2.744,0.87804,2.153,0.90613,NaN,1.0259,1.388,0.75372,NaN,NaN,NaN,NaN,1.2151,1.4375,NaN,NaN,1.0211,0.68525,1.2886,1.6345,NaN,0.89775,4.4861,0.50574,NaN,NaN,NaN,NaN,NaN,NaN,1.2466,0.55331,NaN,NaN,1.0832,1.4075,1.9781,NaN,NaN,NaN,NaN,2.509,NaN,NaN,NaN,1.8196,NaN,NaN,1.0814,NaN,NaN,NaN,NaN,1.4458,0.89658,NaN,0.85124,NaN,NaN,1.5729,1.2051,NaN,NaN,3.457,0.99462,NaN,NaN,NaN,NaN,1.8505,1.1281,NaN,NaN,2.3777,1.0174,0.97875,NaN,2.0035,2.3857,NaN,NaN,NaN,NaN,1.8232
2.3904,2.1393,1.8492,1.7602,1.5058,1.1554,1.5085,1.4788,1.1472,1.3989,1.3361,1.1407,1.382,1.0144,1.4453,0.76749,1.2924,1.1811,1.6912,1.0317,1.3349,0.90235,0.69927,1.708,2.7064,1.2865,1.0868,1.3163,3.447,1.0449,1.1846,1.1235,1.3415,0.96556,1.4642,0.7545,0.95727,1.2417,3.0469,1.274,0.61448,1.4489,0.51009,1.0633,0.76758,0.61163,0.4858,0.93863,1.0462,0.69618,1.0638,1.4328,2.5857,1.1432,0.74182,1.3398,1.0025,1.4553,0.76394,NaN,0.71995,NaN,1.1205,1.2648,3.0355,0.93828,0.62607,1.2497,1.355,0.63486,1.2221,3.03,1.4532,1.2058,NaN,1.0587,NaN,1.2566,0.62459,1.0683,1.2531,1.4483,1.0663,1.3109,2.4297,NaN,0.85719,2.6168,1.9284,NaN,0.99259,1.058,2.3574,5.2991,1.3739,NaN,3.697,1.9075,2.4762,1.2548,1.2212,1.3444,2.5263,2.6391,0.63386,NaN,1.552,NaN,1.2178,NaN,9.7442,1.0536,0.89779,1.3507,2.0629,3.2167,4.3728,2.5226,1.109,5.2539,NaN,2.8621,2.8936,1.1965,NaN,0.68674,2.3021,0.87156,2.1583,0.81873,3.578,2.8316,2.3853,0.75681,NaN,NaN,NaN,5.354,1.1431,2.4716,NaN,NaN,1.0981,0.82601,1.5374,1.9443,NaN,1.9669,1.5112,0.55964,NaN,NaN,NaN,NaN,2.9495,NaN,1.2013,0.64606,2.9869,NaN,1.0223,2.7944,2.3082,NaN,NaN,NaN,NaN,3.1692,NaN,NaN,NaN,2.1487,NaN,NaN,1.0713,NaN,4.7568,1.6666,NaN,1.9504,0.90406,NaN,0.89688,NaN,2.3162,1.4424,1.5447,NaN,NaN,1.9105,2.2172,NaN,NaN,NaN,4.2652,2.185,2.5413,NaN,NaN,2.8597,1.1758,1.127,NaN,2.4897,2.0387,NaN,NaN,NaN,NaN,1.2946
2.3021,2.0461,1.866,1.9612,1.4582,1.0943,1.7374,1.4562,1.0863,1.2565,1.3931,1.0768,1.334,0.92554,1.371,0.72842,1.2845,1.1526,1.7166,0.99347,1.392,0.77742,0.62544,1.7668,2.9871,1.2824,1.8907,1.3027,2.3107,1.0026,1.1925,0.89808,1.3233,1.0581,1.542,0.72586,0.94504,1.3092,3.6994,1.2899,0.61782,1.533,0.48133,1.6998,0.7429,0.60805,0.46884,0.99024,1.0664,0.63267,2.0654,1.5151,2.9479,1.2844,2.1761,1.1257,3.1281,1.5592,0.72052,NaN,0.58192,4.0793,1.215,1.2883,2.9839,2.9775,0.6036,1.3044,1.1306,0.61705,0.76048,3.0974,1.5323,0.97619,NaN,1.4441,NaN,1.3064,0.6227,1.5214,1.4108,1.5503,1.0799,3.9352,2.3008,NaN,0.84687,NaN,1.8506,NaN,1.012,1.054,1.0316,5.1994,0.85096,NaN,1.752,3.7287,1.9402,1.3129,1.2613,1.1263,2.659,2.1305,0.57655,NaN,NaN,NaN,1.294,NaN,3.211,1.0066,0.89583,1.1451,1.1383,1.8821,NaN,4.2129,1.0228,4.9703,NaN,2.75,3.3677,1.2918,NaN,0.6066,2.4586,0.81812,2.0452,0.99892,NaN,1.8616,1.9668,0.80695,NaN,NaN,NaN,5.3777,1.7801,1.727,NaN,NaN,1.0335,0.75363,1.4578,1.7422,NaN,2.7653,1.4101,0.55701,NaN,NaN,NaN,NaN,2.1648,NaN,1.2772,0.59853,2.2144,NaN,1.0905,2.8621,1.6966,NaN,NaN,NaN,5.8647,2.7801,NaN,NaN,5.2374,2.4652,NaN,NaN,2.3477,NaN,4.7358,NaN,NaN,1.5607,0.99653,NaN,1.1231,NaN,2.1582,2.3513,1.258,NaN,NaN,NaN,2.1058,NaN,NaN,NaN,5.0979,1.9695,1.4096,NaN,NaN,2.3033,1.098,1.0046,NaN,2.1356,2.9083,NaN,NaN,NaN,NaN,2.4338
2.4161,2.1754,1.8448,1.848,1.5488,1.1606,1.5894,1.5044,1.1095,1.3577,1.3421,1.184,1.3662,0.97792,1.4625,0.75766,1.3064,1.2443,1.6693,1.0045,1.3373,0.8985,0.64553,1.7161,2.9586,1.3029,5.2515,1.304,2.7242,0.99409,1.197,0.67482,1.3038,0.97825,1.4229,0.75055,0.96746,1.2384,2.9769,1.3279,0.6727,1.4271,0.50489,3.6827,0.73422,0.6696,0.46221,0.93008,1.1019,0.64319,4.0716,1.4844,2.5119,1.2132,3.7665,1.1656,1.0085,1.3672,0.75075,3.2123,0.65724,3.4333,2.638,1.3104,2.9791,1.4455,0.59499,1.247,1.1457,0.67794,0.95945,3.0106,1.4422,1.1481,NaN,3.3973,NaN,1.323,0.67613,3.6644,2.5072,1.4175,1.1179,1.1846,3.9764,NaN,0.82674,8.6878,1.9397,NaN,1.0991,1.0501,1.4786,2.7803,0.92336,NaN,2.3998,2.8542,2.8269,1.2431,1.2623,1.1813,4.6697,2.5182,1.0595,NaN,NaN,1.8776,1.2424,NaN,4.221,0.95245,0.85971,1.1626,1.2002,2.056,NaN,3.4886,1.0338,5.1469,NaN,3.6219,3.4868,1.2531,NaN,0.80498,2.2695,0.90159,2.213,0.87976,4.2465,2.5444,4.1805,0.70803,NaN,NaN,NaN,NaN,NaN,2.2743,NaN,NaN,1.049,0.7312,1.5667,1.8987,NaN,3.7892,1.62,0.57106,NaN,NaN,NaN,NaN,2.9507,2.7289,1.2418,0.5794,NaN,NaN,1.0988,4.3155,1.8522,NaN,NaN,NaN,4.0449,2.5705,NaN,NaN,NaN,2.9267,NaN,NaN,3.0891,NaN,4.9715,NaN,NaN,1.5915,1.4664,NaN,1.2045,NaN,2.571,2.8111,1.1199,NaN,NaN,NaN,1.3854,NaN,NaN,NaN,5.3057,2.0513,1.4623,NaN,NaN,3.5599,1.2012,1.051,NaN,1.8451,2.1342,NaN,NaN,NaN,NaN,2.5807
2.3851,2.1743,1.8017,1.8653,1.5432,1.1069,1.577,1.5285,1.0471,1.3524,1.3104,1.1941,1.2611,0.98024,1.4443,0.75773,1.1927,1.3011,1.7557,0.99793,1.3132,0.86549,1.3114,1.7717,3.0817,1.1993,1.214,1.2791,2.5,0.98485,1.2432,0.79045,1.2698,0.95814,1.548,0.74623,0.93111,1.2474,3.2429,1.3281,0.63475,1.5109,0.51635,1.2022,0.75873,0.63713,0.4631,0.8616,1.218,1.1655,1.2191,1.5331,2.5737,1.2339,1.7483,1.4958,0.96347,1.5159,0.75753,3.2061,0.57592,NaN,1.1388,1.3337,3.232,1.6403,0.60876,1.2513,1.4912,0.63418,0.98194,3.1414,1.4828,1.4859,NaN,1.2004,NaN,1.3251,0.63455,1.2265,1.795,1.4823,1.2499,1.1719,4.7631,NaN,0.81098,3.2587,1.4984,NaN,1.264,1.2137,0.90845,4.7465,0.96045,NaN,2.7768,4.5011,2.4496,1.2517,1.321,1.5227,2.2343,2.0102,0.56929,NaN,2.7059,NaN,1.274,NaN,NaN,1.1079,0.86581,1.4812,1.3974,2.6874,NaN,2.9001,1.1966,4.9215,NaN,4.0399,2.1507,1.2842,NaN,0.55704,2.2269,0.88991,2.4307,0.9169,4.9312,NaN,2.3312,0.78199,NaN,NaN,NaN,5.7315,1.5676,3.6488,NaN,NaN,1.2508,0.70572,1.4001,1.9643,NaN,3.2121,1.6191,0.53995,NaN,NaN,NaN,NaN,3.067,NaN,1.3015,0.57834,NaN,NaN,1.1974,2.3445,2.9682,NaN,NaN,NaN,4.8611,3.1174,NaN,NaN,NaN,1.7734,NaN,NaN,1.2125,NaN,5.2759,NaN,NaN,2.684,2.431,NaN,1.1864,NaN,2.1788,1.7172,1.7614,NaN,NaN,2.7442e+133,0.94951,NaN,NaN,NaN,NaN,1.9928,2.5082,NaN,NaN,2.6341,1.3589,1.179,NaN,3.3183,4.1496,NaN,NaN,NaN,NaN,1.5656
2.386,2.188,1.7938,1.8348,1.5505,1.053,1.5662,1.5223,1.058,1.3249,1.3403,1.1844,1.2949,0.97344,1.4354,0.6997,1.2159,1.2268,1.6827,1.0286,1.3447,0.93618,0.63649,1.7248,2.9221,1.2348,1.2298,1.2757,2.7739,1.032,1.204,1.2554,1.2647,0.95156,1.4967,0.69668,0.91777,1.2469,3.219,1.3103,0.62877,1.4721,0.49159,1.2352,0.74957,0.61343,0.47125,0.9099,1.039,0.63375,1.231,1.473,3.0454,1.2702,1.1161,1.2949,1.0483,1.4669,0.69742,3.4432,0.62083,8.03,1.1136,1.3155,3.2948,0.94822,0.61908,1.2597,1.2212,0.61854,1.2206,3.2509,1.475,1.0795,NaN,1.2417,NaN,1.3156,0.61685,1.2273,1.6439,1.4712,1.0691,1.2035,3.2313,NaN,0.83934,8.0802,1.5318,NaN,1.0929,1.0553,1.1296,6.289,0.87441,NaN,2.9962,3.3136,2.6741,1.4783,1.3518,1.2713,2.936,2.5596,0.63308,NaN,1.5094,1.5497,1.3696,NaN,9.569,1.0821,0.88973,1.211,1.6602,2.4897,NaN,2.5811,1.1541,6.7696,NaN,3.0212,2.2718,1.2878,NaN,0.59374,2.6815,0.79992,2.2469,0.99732,3.6246,1.4338,2.1215,0.84224,NaN,NaN,NaN,8.4591,2.3808,2.0125,NaN,NaN,1.0467,1.361,1.4962,2.0087,NaN,3.9584,4.2429,0.60313,NaN,NaN,NaN,NaN,4.4153,6.8262,1.3572,0.61307,2.7687,NaN,1.0459,4.3338,2.1997,NaN,NaN,NaN,NaN,3.2168,NaN,NaN,5.0575,2.3708,NaN,NaN,1.2106,NaN,5.4284,NaN,NaN,1.8887,1.1297,NaN,1.0497,NaN,2.4279,1.6144,1.3558,NaN,NaN,2.8704,1.1472,NaN,NaN,NaN,NaN,5.6695,2.0266,NaN,NaN,4.5015,1.2529,1.1562,NaN,2.0751,1.8304,NaN,NaN,NaN,NaN,1.4576
2.3893,2.1628,1.8513,1.9116,1.524,1.1068,1.6303,1.502,1.097,1.3127,1.3614,1.2007,1.3667,0.9949,1.4115,0.77652,1.2932,1.2815,1.7297,1.0202,1.3655,0.84999,0.65954,1.7458,2.913,1.2914,1.4237,1.293,2.5864,1.0238,1.2506,3.5372,1.3002,1.0382,1.5269,0.78167,1.052,2.6569,3.5972,1.3029,0.64854,1.4676,0.49086,1.9071,0.76205,0.65453,0.45268,0.96322,1.2733,0.66729,1.4449,1.4771,3.7779,1.2802,1.2462,1.2107,1.0319,1.475,0.7812,NaN,1.1152,NaN,1.7576,1.3091,3.2263,1.3348,0.86845,1.9204,1.177,0.65865,1.0222,3.2474,1.4944,1.0299,NaN,1.4419,NaN,1.3154,0.65088,1.3313,2.6237,1.51,1.2833,1.3046,2.583,NaN,0.86614,2.522,2.7824,NaN,1.3802,1.2626,0.85469,5.6299,1.0378,NaN,2.6091,NaN,3.9464,1.3844,1.353,1.2234,4.018,3.3584,1.1489,NaN,1.6672,3.8561,1.3582,NaN,3.0619,1.0676,0.9193,1.1684,1.6914,1.923,NaN,2.9762,0.9793,4.9852,NaN,2.1263,2.4007,1.2506,NaN,0.83349,2.2607,0.78355,2.5522,1.0383,6.4515,2.1145,2.1718,0.81926,NaN,NaN,NaN,5.3251,NaN,2.4219,NaN,NaN,1.2721,0.83861,1.4693,2.031,NaN,2.9591,2.7683,0.53696,NaN,NaN,NaN,NaN,3.1515,NaN,1.3597,1.0001,2.8676,NaN,1.3015,2.325,2.6623,NaN,NaN,NaN,5.903,3.1262,NaN,NaN,3.0196,1.9809,NaN,NaN,1.4123,NaN,6.175,NaN,NaN,1.9622,1.1773,NaN,1.0381,NaN,3.1996,1.9745,1.3749,NaN,NaN,2.7791,1.1895,NaN,NaN,NaN,6.764,1.9433,1.3825,NaN,NaN,2.2538,1.0993,0.99784,NaN,2.2881,2.4024,NaN,NaN,NaN,NaN,1.555
