0.028729,0.028567,0.028544,0.028459,0.028741,0.028217,0.028476,0.029023,0.029235,0.029741,0.029392,0.028399,0.030199,0.029768
0.028639,0.028507,0.028421,0.028349,0.028646,0.027961,0.028293,0.028872,0.029104,0.029518,0.029202,0.028253,0.029882,0.029477
0.028516,0.028388,0.028299,0.028214,0.028521,0.027813,0.028151,0.028727,0.02892,0.029341,0.029024,0.028075,0.029519,0.029191
0.028427,0.028305,0.028184,0.028091,0.028398,0.027682,0.028029,0.028663,0.028771,0.029146,0.028851,0.027893,0.029262,0.028971
0.028302,0.028179,0.02808,0.027988,0.028283,0.027547,0.027959,0.028561,0.028619,0.029003,0.028713,0.027746,0.028911,0.028722
0.028208,0.028049,0.027946,0.027862,0.028176,0.027413,0.027873,0.028478,0.028503,0.029025,0.028599,0.02765,0.028682,0.028491
0.028129,0.027982,0.027875,0.027804,0.028119,0.02732,0.027737,0.028358,0.028424,0.029218,0.028504,0.02753,0.02853,0.028284
0.028054,0.027894,0.027788,0.027717,0.028043,0.027243,0.027669,0.028269,0.028337,0.028791,0.028386,0.027458,0.028311,0.028106
0.027997,0.027856,0.027738,0.027672,0.027958,0.02716,0.02756,0.028176,0.028265,0.028587,0.02831,0.02736,0.028147,0.027947
0.027937,0.027786,0.027662,0.027589,0.027877,0.027055,0.027444,0.028065,0.028186,0.028505,0.02823,0.027308,0.027883,0.02774
0.027867,0.027748,0.027596,0.027526,0.027823,0.027251,0.027296,0.027942,0.02812,0.028323,0.028133,0.027204,0.027693,0.027559
0.027812,0.027727,0.02754,0.027481,0.027805,0.027801,0.027262,0.027881,0.028002,0.028188,0.028004,0.02705,0.027406,0.027269
0.027807,0.027717,0.027501,0.027486,0.027803,0.028055,0.027304,0.027838,0.027963,0.028013,0.027983,0.027019,0.027255,0.027098
0.027758,0.027685,0.027478,0.027453,0.027776,0.028168,0.027298,0.027901,0.027908,0.028242,0.027885,0.026958,0.027138,0.026934
0.027721,0.027614,0.027404,0.027378,0.027699,0.028193,0.027288,0.027861,0.027784,0.027968,0.027776,0.026892,0.027041,0.026814
0.027665,0.027567,0.027342,0.027313,0.027667,0.028208,0.027227,0.02782,0.027696,0.027676,0.027713,0.026841,0.026609,0.026514
0.027611,0.027516,0.027268,0.027214,0.027566,0.028171,0.027147,0.02774,0.027539,0.027574,0.027575,0.026712,0.026133,0.026145
0.027531,0.027456,0.027213,0.027186,0.027591,0.027972,0.02703,0.027588,0.027442,0.027396,0.027469,0.026609,0.02594,0.025867
0.027462,0.027418,0.027167,0.027122,0.027393,0.027799,0.026951,0.027349,0.027338,0.027323,0.027377,0.026525,0.02594,0.025826
0.02745,0.027395,0.027143,0.027107,0.027431,0.027874,0.026949,0.027418,0.027378,0.027311,0.027358,0.026444,0.025898,0.025771
0.027377,0.027311,0.027055,0.027025,0.027358,0.028012,0.02699,0.027444,0.027392,0.027345,0.027279,0.026389,0.025824,0.025704
0.02732,0.027258,0.02702,0.026986,0.027323,0.027743,0.026882,0.027416,0.027339,0.027302,0.027188,0.02635,0.02579,0.025679
0.027218,0.027137,0.026929,0.026905,0.027246,0.027049,0.026691,0.02731,0.027267,0.027254,0.027096,0.026277,0.025719,0.025612
