8.8955,4.3799,9.3468,0.033576
12.853,4.3554,9.4143,0.065021
8.7087,4.0919,9.0463,0.095212
8.7127,4.5808,10.153,0.12282
9.2877,4.4537,9.9966,0.1532
10.191,5.1747,11.65,0.18651
9.793,4.8181,10.552,0.21001
9.1211,4.5816,9.9254,0.25196
9.2195,4.8201,10.511,0.26536
8.9534,4.3838,9.7258,0.29583
9.9324,4.7438,10.452,0.32243
NaN,4.638,10.152,0.37683
10.017,4.4341,9.7131,0.38094
NaN,5.036,10.996,0.42333
10.012,4.8202,10.629,0.43803
9.5126,4.7984,10.467,0.46659
NaN,4.8657,10.604,0.50019
NaN,5.0537,10.915,0.51543
NaN,4.6572,10.105,0.55095
NaN,4.9021,10.66,0.58041
