temp_x,hum_x,light_x,vol_x,temp_y,hum_y,light_y,vol_y,temp_x.1,hum_x.1,light_x.1,vol_x.1,temp_y.1,hum_y.1,light_y.1,vol_y.1,temp_x.2,hum_x.2,light_x.2,vol_x.2,temp_y.2,hum_y.2,light_y.2,vol_y.2,temp,hum,light,vol
0.0857740585774,0.834636971962,0.105369398466,0.163025442478,0.122235157159,0.748946522438,0.0150637311703,0.563661873027,0.0125682019211,0.90062742524,0.000249190132071,0.968905435592,0.0880503144654,0.797084864765,0.000249128051819,0.42088530203,0.229122055675,0.60336288489,0.00523925951799,0.0,0.218592964824,0.583957167597,0.003861003861,0.421307506053,0.188619599579,0.649433241255,0.0687258687259,0.420788027593
0.241631799163,0.662762172645,1.0,0.163025442478,0.530849825378,0.390491085004,0.8516801854,0.85315094119,0.053969337661,0.758022355644,,0.938078927774,0.648697214735,0.250041215319,1.0,0.853264856933,0.749464668094,0.154044098208,0.731749912679,0.56391260673,0.655778894472,0.22769203171,0.851737451737,0.708232445521,0.63435194942,0.278073188361,0.592277992278,0.707704898866
0.280334728033,0.654111920266,1.0,0.163025442478,0.554132712456,0.405447673661,0.9258400927,0.85315094119,0.0547086436564,0.76403791579,,0.968905435592,0.657681940701,0.266954042495,1.0,0.853264856933,0.747323340471,0.17678645916,0.60880195599,0.708061275741,0.719849246231,0.203633302745,0.851737451737,0.853510895884,0.68177028451,0.258417333909,0.518146718147,0.707704898866
0.470711297071,0.514860195995,0.896649172386,0.660674778761,0.663562281723,0.390491085004,1.0,1.0,0.0645968613443,0.761366049538,,0.968905435592,0.661275831087,0.341054336336,1.0,1.0,0.78800856531,0.248891082245,0.631156129934,1.0,0.820351758794,0.222883045737,1.0,0.853510895884,0.762908324552,0.293778821209,0.71583011583,0.85315094119
0.495815899582,0.48420221169,0.599515542996,0.660674778761,0.734575087311,0.321889370892,0.7775202781,1.0,0.0627485963559,0.770711789803,1.0,0.968905435592,0.716981132075,0.290587391022,1.0,1.0,0.798715203426,0.224215826239,0.47467691233,0.853340030136,0.834170854271,0.203633302745,0.765250965251,0.853510895884,0.796628029505,0.248572597229,0.592277992278,1.0
0.496861924686,0.486392067712,0.651190956803,0.660674778761,0.732246798603,0.326190165888,0.8516801854,1.0,0.06210170361,0.769377787216,1.0,1.0,0.704402515723,0.29396219828,1.0,1.0,0.777301927195,0.240671871971,0.54173943416,0.853340030136,0.821608040201,0.206041245507,0.851737451737,1.0,0.743940990516,0.289851012209,0.641698841699,1.0
0.456066945607,0.543264105627,0.295922486879,0.493362831858,0.654249126892,0.394767055786,0.415990730012,0.85315094119,0.0552631231529,0.790005598564,0.481684525293,0.968905435592,0.598382749326,0.397955720201,0.322371699053,0.853264856933,0.665952890792,0.345083455241,0.178484107579,0.853340030136,0.732412060302,0.285282571048,0.419305019305,0.853510895884,0.644889357218,0.379792795468,0.338996138996,0.85315094119
0.378661087866,0.623775029219,0.00322971336294,0.493362831858,0.554132712456,0.484227315323,0.235225955968,0.85315094119,0.0493486751901,0.809206741443,0.0730127086967,0.938078927774,0.492362982929,0.4942928906,0.0323866467364,0.707874786011,0.553533190578,0.444589362615,0.062521830248,0.708061275741,0.619346733668,0.385519225595,0.289575289575,0.708232445521,0.533192834563,0.476800152406,0.227799227799,0.707704898866
0.371338912134,0.628109788207,0.00282599919257,0.493362831858,0.541327124563,0.492717196353,0.235225955968,0.85315094119,0.0449128392179,0.827660765652,0.0730127086967,0.938078927774,0.479784366577,0.505862272952,0.0323866467364,0.707874786011,0.539614561028,0.458742384452,0.062521830248,0.56391260673,0.606783919598,0.395033704299,0.289575289575,0.708232445521,0.518440463646,0.488387469113,0.227799227799,0.707704898866
0.262552301255,0.71672510564,0.00282599919257,0.163025442478,0.410942956927,0.592038874718,0.235225955968,0.707704898866,0.0325294637957,0.865617096855,0.0730127086967,0.938078927774,0.356693620845,0.645237933609,0.0323866467364,0.563707507948,0.400428265525,0.581378406801,0.062521830248,0.421145153189,0.45351758794,0.51104272891,0.289575289575,0.56416464891,0.384615384615,0.59408531358,0.227799227799,0.420788027593
0.173640167364,0.757581011829,0.000403714170367,0.163025442478,0.279394644936,0.667597574674,0.0,0.563661873027,0.0214398738653,0.891580918551,0.0,0.87714072971,0.22102425876,0.713378977278,0.000249128051819,0.42088530203,0.269807280514,0.65516917238,0.0,0.279507785033,0.307788944724,0.588648861229,0.0,0.421307506053,0.251844046365,0.66845593962,0.0,0.279317198644
0.163179916318,0.759725914795,0.000403714170367,0.163025442478,0.244470314319,0.698950556373,0.0,0.563661873027,0.0200536751241,0.89481457171,0.0,0.90749069248,0.209344115004,0.719842508995,0.000249128051819,0.42088530203,0.258029978587,0.661132359248,0.0,0.279507785033,0.287688442211,0.602717042577,0.0,0.279661016949,0.236037934668,0.679858352337,0.0,0.279317198644
0.0460251046025,0.894251146303,0.0,0.0,0.0628637951106,0.885405224256,0.0,0.139015550099,0.00480548896982,0.960184559547,0.0,0.847088607595,0.0503144654088,0.897509624989,0.0,0.139031548056,0.0620985010707,0.879684626728,0.0,0.0,0.0766331658291,0.853508765878,0.0,0.139225181598,0.0653319283456,0.870057320237,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.817244973939,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
