3_1,4_1,4_2,5_1,5--3,6--1,6--2,6--5,7--2,8--7,8--8,9--8,10--1,10--8,11--4,11--6,11--8,11--11,12--2,12--3,12--4,13--6,13--12,13--13,14--8,14--9,14--11,14--14,15--5,15--12,16--2,16--5,16--8,16--14,17--6,17--10,17--17,18--2,18--18,19--9,19--10,,16--2,16--5,16--8,16--14,17--6,17--10,17--17,18--2,18--18,19--9,19--10
,,,,,,-2955.467679,,,,,,,-2030.944239,,,,,-1151.451715,,,-4498.138271,,-2033.678427,,-4750.937323,,,-1153.461157,-152.7137594,-1207.286454,,-2043.573173,-1930.126464,,,,-3377.28941,,-1909.029214,-382.1245324,,-1207.286454,,-2043.573173,-1930.126464,,,,-3377.28941,,-1909.029214,-382.1245324
,,,,,,-2952.060752,,,,,,,-2029.681404,,,,,-1151.075012,,,-4494.921298,,-2032.218879,,-4748.011729,,,-1153.258424,-151.722484,-1205.791042,,-2042.41697,-1926.531852,,,,-3376.991336,,-1902.126374,-380.8011321,,-1205.791042,,-2042.41697,-1926.531852,,,,-3376.991336,,-1902.126374,-380.8011321
,,,,,,-2950.403053,,,,,,,-2029.076845,,,,,-1150.721857,,,-4494.558479,,-2030.910142,,-4742.03492,,,-1153.0238,-150.584866,-1202.200373,,-2039.688917,-1922.505512,,,,-3376.401546,,-1900.031634,-379.9235049,,-1202.200373,,-2039.688917,-1922.505512,,,,-3376.401546,,-1900.031634,-379.9235049
,,,,,,-2948.56627,,,,,,,-2027.249523,,,,,,,,-4492.854765,,-2029.445894,,-4738.181417,,,-1152.760813,-149.8710045,-1200.677099,,-2038.312043,-1919.123019,,,,-3376.064277,,-1897.65949,-378.8680849,,-1200.677099,,-2038.312043,-1919.123019,,,,-3376.064277,,-1897.65949,-378.8680849
,,,,,,-2946.48575,,,,,,,-2026.256695,,,,,,,,-4485.971339,,-2028.25375,,-4736.575581,,,-1152.520477,-149.1173312,-1199.026118,,-2036.862361,-1915.529074,,,,-3375.722418,,-1894.846724,-377.2052576,,-1199.026118,,-2036.862361,-1915.529074,,,,-3375.722418,,-1894.846724,-377.2052576
,,,,,,-2944.566464,,,,,,,-2024.725428,,,,,,,,-4483.781429,,-2027.43344,,-4730.213154,,,-1152.391167,-147.3537026,-1197.186468,,-2035.413528,-1913.05485,,,,-3375.436975,,-1891.615558,-376.3784452,,-1197.186468,,-2035.413528,-1913.05485,,,,-3375.436975,,-1891.615558,-376.3784452
,,,,,,-2943.031891,,,,,,,-2023.833568,,,,,,,,-4481.55728,,-2025.913214,,-4726.748653,,,-1152.193968,-146.5122069,-1195.749453,,-2034.107151,-1909.458694,,,,-3375.109783,,-1888.825075,-375.4236734,,-1195.749453,,-2034.107151,-1909.458694,,,,-3375.109783,,-1888.825075,-375.4236734
,,,,,,-2942.120652,,,,,,,-2022.836562,,,,,,,,-4479.209942,,-2024.906384,,-4725.410803,,,-1152.067957,-145.5594165,-1194.341957,,-2032.904595,-1907.770098,,,,-3374.867391,,-1887.317543,-374.2885063,,-1194.341957,,-2032.904595,-1907.770098,,,,-3374.867391,,-1887.317543,-374.2885063
,,,,,,-2939.94121,,,,,,,-2021.716098,,,,,,,,-4478.108056,,-2024.348977,,-4719.475048,,,-1151.934002,-144.4472805,-1194.014191,,-2031.846046,-1902.613474,,,,,,-1884.105759,-373.021956,,-1194.014191,,-2031.846046,-1902.613474,,,,,,-1884.105759,-373.021956
,,,,,,-2938.622906,,,,,,,-2020.75661,,,,,,,,-4476.22553,,-2022.873839,,-4716.321737,,,-1151.804063,-143.5104808,-1191.353264,,-2030.573132,-1899.877908,,,,,,-1882.2616,-372.4731305,,-1191.353264,,-2030.573132,-1899.877908,,,,,,-1882.2616,-372.4731305
,,,,,,-2937.51589,,,,,,,-2019.963509,,,,,,,,-4472.795997,,-2021.997361,,-4714.512014,,,-1151.69025,-142.5868826,-1190.084087,,-2029.553574,-1897.232996,,,,,,-1880.327278,-370.7561809,,-1190.084087,,-2029.553574,-1897.232996,,,,,,-1880.327278,-370.7561809
,,,,,,-2936.063215,,,,,,,-2019.708408,,,,,,,,-4471.376762,,-2021.474844,,-4709.863524,,,-1151.588999,-142.3276681,-1189.328374,,-2028.724415,-1895.738847,,,,,,-1878.570641,-370.1161447,,-1189.328374,,-2028.724415,-1895.738847,,,,,,-1878.570641,-370.1161447
,,,,,,-2934.963193,,,,,,,-2018.310108,,,,,,,,-4469.786426,,-2020.227798,,-4707.068223,,,,-140.506142,-1187.52839,,-2027.54387,-1892.444537,,,,,,-1876.655976,-369.3736339,,-1187.52839,,-2027.54387,-1892.444537,,,,,,-1876.655976,-369.3736339
,,,,,,-2933.82716,,,,,,,-2017.607256,,,,,,,,-4467.93948,,-2019.46745,,-4704.752557,,,,-139.5579498,-1186.440448,,-2026.664454,-1890.733112,,,,,,-1875.091279,-368.4812651,,-1186.440448,,-2026.664454,-1890.733112,,,,,,-1875.091279,-368.4812651
,,,,,,-2933.081083,,,,,,,-2017.220757,,,,,,,,-4465.968421,,-2018.879707,,-4701.553953,,,,-138.9531703,-1185.455398,,-2025.917596,-1886.986438,,,,,,-1874.317187,-367.4344051,,-1185.455398,,-2025.917596,-1886.986438,,,,,,-1874.317187,-367.4344051
,,,,,,-2931.912191,,,,,,,-2016.188026,,,,,,,,-4465.610206,,-2017.972162,,-4699.154373,,,,-137.5259164,,,-2024.934789,-1884.937806,,,,,,-1872.017973,-366.4323074,,,,-2024.934789,-1884.937806,,,,,,-1872.017973,-366.4323074
,,,,,,-2931.341436,,,,,,,-2015.585663,,,,,,,,-4462.414269,,-2017.329256,,-4696.678957,,,,-136.5990597,,,-2024.178562,-1882.752853,,,,,,-1870.732942,-365.8679211,,,,-2024.178562,-1882.752853,,,,,,-1870.732942,-365.8679211
,,,,,,-2929.799269,,,,,,,-2015.089211,,,,,,,,-4461.445367,,-2016.708766,,-4695.142189,,,,-135.7226101,,,-2023.454049,-1880.582298,,,,,,-1868.804535,-364.9495224,,,,-2023.454049,-1880.582298,,,,,,-1868.804535,-364.9495224
,,,,,,-2928.984685,,,,,,,-2014.417331,,,,,,,,-4460.352005,,-2016.528816,,-4692.487823,,,,,,,,-1878.5425,,,,,,-1867.645818,-364.3398766,,,,,-1878.5425,,,,,,-1867.645818,-364.3398766
,,,,,,-2928.179154,,,,,,,-2013.917275,,,,,,,,-4459.064031,,-2015.79207,,-4691.289166,,,,,,,,-1876.684468,,,,,,-1866.33282,-363.6718443,,,,,-1876.684468,,,,,,-1866.33282,-363.6718443
,,,,,,-2927.596974,,,,,,,-2013.401978,,,,,,,,-4457.595962,,,,-4687.618712,,,,,,,,-1875.163957,,,,,,-1864.832398,-363.0085404,,,,,-1875.163957,,,,,,-1864.832398,-363.0085404
,,,,,,-2926.703681,,,,,,,-2013.061384,,,,,,,,-4456.324427,,,,-4685.727533,,,,,,,,-1873.017715,,,,,,-1863.471732,-362.3819456,,,,,-1873.017715,,,,,,-1863.471732,-362.3819456
,,,,,,-2926.126309,,,,,,,-2012.52815,,,,,,,,-4455.641597,,,,-4683.87045,,,,,,,,-1871.399505,,,,,,-1862.379009,-361.8143163,,,,,-1871.399505,,,,,,-1862.379009,-361.8143163
,,,,,,-2925.255745,,,,,,,-2012.261342,,,,,,,,-4454.247703,,,,-4682.604676,,,,,,,,-1870.30594,,,,,,-1861.885728,-361.4195904,,,,,-1870.30594,,,,,,-1861.885728,-361.4195904
,,,,,,-2924.70336,,,,,,,-2011.571754,,,,,,,,-4453.442369,,,,-4680.431802,,,,,,,,-1868.115375,,,,,,-1860.097413,-360.6892387,,,,,-1868.115375,,,,,,-1860.097413,-360.6892387
,,,,,,-2924.093142,,,,,,,-2011.203854,,,,,,,,-4452.600139,,,,-4679.091248,,,,,,,,-1866.663756,,,,,,-1859.106261,-360.2009506,,,,,-1866.663756,,,,,,-1859.106261,-360.2009506
,,,,,,-2923.437207,,,,,,,-2010.836481,,,,,,,,-4451.834416,,,,-4676.886099,,,,,,,,-1865.687714,,,,,,-1858.444837,-360.0597617,,,,,-1865.687714,,,,,,-1858.444837,-360.0597617
,,,,,,-2923.112701,,,,,,,-2010.556863,,,,,,,,-4451.020264,,,,-4675.530374,,,,,,,,-1863.697506,,,,,,-1857.099435,-359.178985,,,,,-1863.697506,,,,,,-1857.099435,-359.178985
,,,,,,-2922.727855,,,,,,,-2010.160144,,,,,,,,-4450.353501,,,,-4674.032956,,,,,,,,-1862.387028,,,,,,-1856.227947,-358.7346581,,,,,-1862.387028,,,,,,-1856.227947,-358.7346581
,,,,,,-2921.744177,,,,,,,-2009.890974,,,,,,,,-4450.012367,,,,-4672.427556,,,,,,,,-1861.334281,,,,,,-1855.436832,,,,,,-1861.334281,,,,,,-1855.436832,
,,,,,,-2921.346123,,,,,,,-2009.515696,,,,,,,,-4449.057544,,,,-4671.781162,,,,,,,,-1859.756333,,,,,,-1854.523061,,,,,,-1859.756333,,,,,,-1854.523061,
,,,,,,-2920.921145,,,,,,,-2009.26739,,,,,,,,-4448.520881,,,,-4670.857931,,,,,,,,-1858.59619,,,,,,-1853.776022,,,,,,-1858.59619,,,,,,-1853.776022,
,,,,,,-2920.454916,,,,,,,-2008.990612,,,,,,,,-4447.735325,,,,-4668.123197,,,,,,,,-1857.465838,,,,,,-1852.969678,,,,,,-1857.465838,,,,,,-1852.969678,
,,,,,,-2920.118056,,,,,,,-2008.688674,,,,,,,,-4447.261818,,,,-4667.077941,,,,,,,,-1857.192414,,,,,,-1852.310495,,,,,,-1857.192414,,,,,,-1852.310495,
,,,,,,-2919.764228,,,,,,,-2008.505096,,,,,,,,-4446.727581,,,,-4665.969296,,,,,,,,-1855.824388,,,,,,-1851.534071,,,,,,-1855.824388,,,,,,-1851.534071,
,,,,,,,,,,,,,-2008.320523,,,,,,,,-4446.120592,,,,-4664.756548,,,,,,,,,,,,,,-1851.020643,,,,,,,,,,,,-1851.020643,
,,,,,,,,,,,,,-2007.925196,,,,,,,,-4445.56968,,,,-4663.966561,,,,,,,,,,,,,,-1850.109898,,,,,,,,,,,,-1850.109898,
,,,,,,,,,,,,,-2007.74855,,,,,,,,-4445.135761,,,,-4663.018237,,,,,,,,,,,,,,-1849.533164,,,,,,,,,,,,-1849.533164,
,,,,,,,,,,,,,-2007.556137,,,,,,,,-4444.931323,,,,-4661.534323,,,,,,,,,,,,,,-1848.919061,,,,,,,,,,,,-1848.919061,
,,,,,,,,,,,,,-2007.341446,,,,,,,,-4444.241693,,,,-4660.810576,,,,,,,,,,,,,,-1848.356094,,,,,,,,,,,,-1848.356094,
,,,,,,,,,,,,,-2007.163795,,,,,,,,-4443.856972,,,,-4659.98231,,,,,,,,,,,,,,-1847.76025,,,,,,,,,,,,-1847.76025,
,,,,,,,,,,,,,-2007.003599,,,,,,,,-4443.596424,,,,-4659.00813,,,,,,,,,,,,,,-1847.270689,,,,,,,,,,,,-1847.270689,
,,,,,,,,,,,,,,,,,,,,,-4443.087356,,,,-4657.936022,,,,,,,,,,,,,,-1847.058207,,,,,,,,,,,,-1847.058207,
,,,,,,,,,,,,,,,,,,,,,-4442.756684,,,,-4657.492433,,,,,,,,,,,,,,-1846.319064,,,,,,,,,,,,-1846.319064,
,,,,,,,,,,,,,,,,,,,,,-4442.455766,,,,-4656.054371,,,,,,,,,,,,,,-1845.931488,,,,,,,,,,,,-1845.931488,
,,,,,,,,,,,,,,,,,,,,,-4442.11691,,,,-4655.533396,,,,,,,,,,,,,,-1845.272898,,,,,,,,,,,,-1845.272898,
,,,,,,,,,,,,,,,,,,,,,-4441.839272,,,,-4654.934502,,,,,,,,,,,,,,-1844.900302,,,,,,,,,,,,-1844.900302,
,,,,,,,,,,,,,,,,,,,,,-4441.540543,,,,-4654.222219,,,,,,,,,,,,,,-1844.483881,,,,,,,,,,,,-1844.483881,
,,,,,,,,,,,,,,,,,,,,,-4441.294509,,,,-4653.397713,,,,,,,,,,,,,,-1844.016197,,,,,,,,,,,,-1844.016197,
,,,,,,,,,,,,,,,,,,,,,-4441.013475,,,,-4652.627146,,,,,,,,,,,,,,-1843.649878,,,,,,,,,,,,-1843.649878,
,,,,,,,,,,,,,,,,,,,,,-4440.825195,,,,-4652.20203,,,,,,,,,,,,,,-1843.313254,,,,,,,,,,,,-1843.313254,
,,,,,,,,,,,,,,,,,,,,,-4440.503089,,,,-4651.491354,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-4440.298066,,,,-4651.033825,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-4440.080327,,,,-4650.539927,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-4439.880149,,,,-4650.061553,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-4439.673781,,,,-4649.602757,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,-4439.503467,,,,-4649.198888,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-4648.938317,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-4648.410854,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,-4648.076612,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16--2,16--5,16--8,16--14,17--6,17--10,17--17,18--2,18--18,19--9,19--10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"90,948","17,238","161,406","107,538","105,516","78,756","15,360","203,796","10,023","107,538","18,762",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16--2,16--5,"K = 16 (161,406)",16--14,"K = 17 (105,516)","K = 17 (78,756)",17--17,"K = 18 (203,796)","K = 18 (10,023)",19--9,19--10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,-3613.593271,-936.0518104,-4987.007136,-4942.875198,-4837.433412,-3606.075828,-723.7982375,-8386.821361,-5841.730905,-4879.532518,-1037.313146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,-3537.089117,-934.6047989,-4861.504298,-4739.435363,-4358.259094,-3338.846088,-645.8446559,-8043.738801,-1491.936715,-4713.581486,-983.0109257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,-3468.803826,-607.858751,-4764.260645,-4655.057267,-3520.062254,-3293.50269,-625.8096657,-7801.233842,-1080.465573,-4624.199841,-974.0870932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,-3387.570562,-563.1698752,-4653.92708,-4636.919352,-3345.470658,-2948.499024,-510.013018,-7544.967251,-578.0535071,-4556.858131,-927.4623866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,-3291.519835,-524.4738035,-4537.270222,-4470.211452,-3149.707339,-2830.816131,-464.9924125,-7341.488184,-552.2245764,-4442.052132,-913.6103809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,-3193.483158,-488.5614675,-4526.316528,-4389.939501,-2923.827742,-2723.686692,-436.0076046,-7082.820151,-526.1680529,-4361.482765,-899.553538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,-3125.074691,-478.4323901,-4494.545547,-4337.820748,-2672.593565,-2642.325969,-399.294203,-6909.470024,-497.1152787,-4279.55191,-884.5120253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,-3083.721982,-455.7070797,-4216.392215,-4224.784324,-2429.143203,-2522.118418,-378.4935795,-6627.874223,-465.610204,-4236.942278,-878.4273677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,-2982.656185,-412.5254077,-4126.475113,-4152.144384,-2298.666633,-2437.552086,-359.6775933,-6447.880879,-435.8788633,-4139.358354,-865.17709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,-2919.073807,-400.6322788,-4041.523795,-4082.479473,-2268.383898,-2400.783548,-346.2488594,-6253.839338,-418.6528614,-4102.486704,-839.6395724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
