3_1,4_1,4_2,5_1,5--3,6--1,6--2,6--5,7--2,8--7,8--8,9--8,10--1,10--8,11--4,11--6,11--8,11--11,12--2,12--3,12--4,13--6,13--12,13--13,14--8,14--9,14--11,14--14,15--5,15--12,16--2,16--5,16--8,16--14,17--6,17--10,17--17,18--2,18--18,19--9,19--10,,16--2,16--5,16--8,16--14,17--6,17--10,17--17,18--2,18--18,19--9,19--10
,,-692.0436726,,,-2381.683634,-3931.369538,,,-2015.156763,-1412.672758,-1694.121747,-1846.178388,-2659.81644,-2392.287135,-2352.300312,-999.7730015,-581.4787269,-1583.195094,-2353.609225,,-5718.59479,-2268.06393,-2670.870701,,-6041.189193,-708.7063285,-1106.71164,-1482.711714,-230.7325963,-1817.004807,,-2695.101998,-2837.277425,-1107.298386,-1440.475911,,-3973.343403,,-2741.4843,-595.880668,,-1817.004807,,-2695.101998,-2837.277425,-1107.298386,-1440.475911,,-3973.343403,,-2741.4843,-595.880668
,,-688.2028488,,,-2373.512188,-3889.453267,,,-1998.415604,-1404.684477,-1673.146523,-1826.449341,-2630.38094,-2382.483835,-2346.938391,-990.5065252,-569.4952824,-1542.677216,-2346.038435,,-5695.699589,-2254.354572,-2640.468907,,-6008.230902,,-1103.340122,-1464.470752,-227.7962616,-1790.906443,,-2666.20081,-2802.505748,-1102.503206,-1430.632654,,-3923.120626,,-2728.780248,-589.5277975,,-1790.906443,,-2666.20081,-2802.505748,-1102.503206,-1430.632654,,-3923.120626,,-2728.780248,-589.5277975
,,-686.6702993,,,-2363.225505,-3822.370679,,,-1993.264637,-1396.506507,-1656.71713,-1814.693828,-2599.664948,-2362.234867,-2345.886761,-976.0247738,-565.8823527,-1517.372744,-2340.963815,,-5539.183844,-2239.57707,-2609.158711,,-5891.869883,,-1089.455485,-1444.246257,-225.533312,-1765.019881,,-2634.328831,-2771.610225,-1089.322875,-1414.623724,,-3903.010861,,-2654.407836,-578.8771398,,-1765.019881,,-2634.328831,-2771.610225,-1089.322875,-1414.623724,,-3903.010861,,-2654.407836,-578.8771398
,,-685.3724181,,,-2356.011869,-3785.821776,,,-1987.690552,-1391.582482,-1640.073621,-1802.794975,-2570.234025,-2349.997548,-2336.974048,-967.6610147,-562.3158238,-1495.884891,-2334.484633,,-5489.809152,-2227.983663,-2579.480667,,-5847.439347,,-1083.707349,-1420.966376,-224.7972812,-1739.776248,,-2601.589575,-2732.977494,-1083.04902,-1405.529575,,-3835.973365,,-2630.024324,-573.1827665,,-1739.776248,,-2601.589575,-2732.977494,-1083.04902,-1405.529575,,-3835.973365,,-2630.024324,-573.1827665
,,-684.5919547,,,-2349.19322,-3744.625201,,,-1981.524878,-1385.588287,-1627.96479,-1792.16224,-2541.232622,-2342.081136,-2333.316395,-958.8814537,-558.657611,-1469.351178,-2331.176292,,-5442.122679,-2222.390373,-2549.463538,,-5801.111295,,-1078.763555,-1395.275115,-221.1737153,-1714.477033,,-2574.083755,-2701.950872,-1077.40796,-1395.910843,,-3804.231672,,-2602.187157,-566.6631689,,-1714.477033,,-2574.083755,-2701.950872,-1077.40796,-1395.910843,,-3804.231672,,-2602.187157,-566.6631689
,,-683.4446601,,,-2346.104527,-3697.398906,,,-1975.006625,,-1613.835145,-1782.579692,-2515.94228,-2326.827812,-2331.614442,-950.066203,-557.1114741,-1449.169238,-2324.054514,,-5397.497646,-2209.421874,-2523.587814,,-5752.24863,,-1076.610445,-1374.545722,-219.4336573,-1691.965277,,-2547.954259,-2669.8397,-1074.425443,-1386.098541,,-3774.40737,,-2569.031447,-559.0125876,,-1691.965277,,-2547.954259,-2669.8397,-1074.425443,-1386.098541,,-3774.40737,,-2569.031447,-559.0125876
,,-682.8370906,,,-2339.400247,-3651.913602,,,-1969.700988,,-1605.904761,-1774.814956,-2496.996163,-2317.378268,-2326.838376,-947.4647923,-554.2231855,-1428.518301,-2320.453488,,-5349.360285,-2202.788877,-2504.005396,,-5735.835412,,-1070.731692,-1364.209507,-216.2775585,-1671.132217,,-2526.622532,-2652.680228,-1068.299953,-1382.574637,,-3755.67118,,-2530.815723,-551.2379877,,-1671.132217,,-2526.622532,-2652.680228,-1068.299953,-1382.574637,,-3755.67118,,-2530.815723,-551.2379877
,,-682.0091627,,,-2337.682667,-3617.409944,,,-1967.109823,,-1590.116688,-1770.398492,-2466.634732,-2309.965057,-2324.485527,-943.1608423,-549.011279,-1414.776468,-2317.065794,,-5308.435192,-2196.335919,-2473.016734,,-5699.379497,,-1068.202666,-1340.171989,-214.5964976,-1647.600989,,-2497.69157,-2618.136513,-1065.407444,-1377.398471,,-3721.70975,,-2497.85922,-545.3326308,,-1647.600989,,-2497.69157,-2618.136513,-1065.407444,-1377.398471,,-3721.70975,,-2497.85922,-545.3326308
,,-681.5830772,,,-2328.221906,-3594.299568,,,-1962.45163,,-1581.53214,-1761.100034,-2445.311084,-2299.845835,-2322.698949,-928.9959152,-546.9775655,-1394.458092,-2314.64261,,-5272.82936,-2191.306075,-2451.083288,,-5613.177481,,-1062.55002,-1327.462764,-212.7340966,-1627.820908,,-2476.055932,-2607.75019,-1059.461865,-1362.319773,,-3702.130331,,-2480.472009,-540.7295421,,-1627.820908,,-2476.055932,-2607.75019,-1059.461865,-1362.319773,,-3702.130331,,-2480.472009,-540.7295421
,,-681.1683399,,,-2324.482312,-3548.104438,,,-1959.91039,,-1573.221318,-1755.91667,-2433.272216,-2292.719515,-2320.488776,-924.4326536,-544.7463849,-1384.566457,-2311.511681,,-5227.885914,-2185.128226,-2437.617211,,-5580.712463,,-1059.956117,-1314.821001,-210.650285,-1609.025695,,-2464.313528,-2551.098011,-1056.575577,-1357.141886,,-3669.515175,,-2441.516454,-533.2790258,,-1609.025695,,-2464.313528,-2551.098011,-1056.575577,-1357.141886,,-3669.515175,,-2441.516454,-533.2790258
,,-680.7829523,,,-2321.418377,-3518.139277,,,-1957.39621,,-1566.991284,-1755.500475,-2402.243521,-2285.967437,-2318.999083,-919.9136978,-542.2140036,-1358.591364,-2309.549194,,-5192.295077,-2180.846423,-2406.93267,,-5545.037187,,-1057.398948,-1304.61674,-209.0278911,-1588.849733,,-2432.640771,-2524.705201,-1053.71506,-1351.884634,,-3650.728507,,-2419.267862,-527.8970035,,-1588.849733,,-2432.640771,-2524.705201,-1053.71506,-1351.884634,,-3650.728507,,-2419.267862,-527.8970035
,,-680.611869,,,-2320.713552,-3492.02612,,,-1955.244465,,-1559.222341,-1746.103185,-2383.650575,-2283.592232,-2317.568174,-915.3376969,-539.5891988,-1345.109646,-2306.948454,,-5160.562737,-2180.159399,-2387.813999,,-5503.984292,,-1055.054056,-1292.162887,-207.4999637,-1571.515081,,-2414.01096,-2501.26041,-1051.103309,-1346.404991,,-3630.634136,,-2396.159921,-522.644764,,-1571.515081,,-2414.01096,-2501.26041,-1051.103309,-1346.404991,,-3630.634136,,-2396.159921,-522.644764
,,-680.4291678,,,-2316.568461,-3459.735383,,,-1953.147395,,-1554.111009,-1742.36247,-2373.56778,-2276.317877,-2316.620378,-913.2109221,-539.2577025,-1331.984679,-2305.380319,,-5122.171302,-2172.987671,-2375.79822,,-5464.16306,,-1053.019247,-1283.189665,-207.3597511,-1553.702034,,-2407.044508,-2495.822693,-1048.830658,-1343.093103,,-3609.906742,,-2376.214684,-521.4541404,,-1553.702034,,-2407.044508,-2495.822693,-1048.830658,-1343.093103,,-3609.906742,,-2376.214684,-521.4541404
,,-680.0583334,,,-2315.246416,-3434.43748,,,-1951.540882,,-1547.433702,-1736.413945,-2345.770928,-2275.200297,-2315.39409,-909.9606359,-535.0213505,-1322.756489,-2303.747995,,-5091.288234,-2170.118304,-2349.253738,,-5432.065817,,-1051.310771,-1281.260036,-204.1561024,-1545.642228,,-2375.433796,-2460.63124,-1046.933268,-1339.181624,,-3602.62871,,-2352.419007,-514.8790066,,-1545.642228,,-2375.433796,-2460.63124,-1046.933268,-1339.181624,,-3602.62871,,-2352.419007,-514.8790066
,,-679.9380978,,,-2310.813415,-3408.077659,,,-1950.783327,,-1543.224303,-1733.631054,-2329.389992,-2263.543749,-2314.750419,-904.2001476,-533.8261679,-1308.583612,-2302.115754,,-5060.999722,-2164.397501,-2332.554164,,-5408.347038,,-1049.985631,-1266.267242,-202.7079113,-1527.359531,,-2358.778591,-2448.814864,-1045.519957,-1333.238553,,-3591.185466,,-2334.017868,-514.5368857,,-1527.359531,,-2358.778591,-2448.814864,-1045.519957,-1333.238553,,-3591.185466,,-2334.017868,-514.5368857
,,-679.8232655,,,-2309.063113,-3390.325876,,,-1948.715842,,-1538.757458,-1730.671381,-2318.184209,-2259.140878,-2313.501389,-901.9807293,-532.5041427,-1299.760949,-2301.325379,,-5054.47634,-2161.787124,-2319.599468,,-5367.91948,,-1048.305696,-1259.851472,-202.1180106,-1525.834243,,-2351.565158,-2403.13051,-1043.598496,-1330.581119,,-3557.6337,,-2328.357338,-501.9490053,,-1525.834243,,-2351.565158,-2403.13051,-1043.598496,-1330.581119,,-3557.6337,,-2328.357338,-501.9490053
,,-679.7126685,,,-2307.425009,-3363.609417,,,-1947.661393,,-1534.189008,-1727.492411,-2296.633224,-2255.685442,-2312.865795,-899.5935082,-530.9795357,-1286.251081,-2300.487765,,-5020.771582,-2159.054744,-2299.570863,,-5340.081055,,-1047.127501,-1247.490714,-199.6457647,-1490.394296,,-2324.303603,-2382.732459,-1042.297417,-1327.654181,,-3545.776147,,-2297.756626,-497.0249143,,-1490.394296,,-2324.303603,-2382.732459,-1042.297417,-1327.654181,,-3545.776147,,-2297.756626,-497.0249143
,,,,,-2306.091791,-3350.604983,,,-1946.162228,,-1531.827228,-1724.633567,-2282.550331,-2251.527411,-2312.259172,-896.9563219,-529.2861846,-1277.991232,-2298.571749,,-4968.537463,-2156.190844,-2285.338635,,-5312.662429,,-1046.331161,-1241.49672,-198.3137321,-1475.967437,,-2309.551865,-2362.394591,-1041.514896,-1324.368726,,-3533.630335,,-2283.134155,-493.1481386,,-1475.967437,,-2309.551865,-2362.394591,-1041.514896,-1324.368726,,-3533.630335,,-2283.134155,-493.1481386
,,,,,-2304.604034,-3314.725946,,,-1945.348381,,-1529.397277,-1722.613568,-2270.030537,-2248.558278,-2311.775768,-894.337583,-527.8818987,-1269.042095,-2297.871074,,-4949.221446,-2154.347575,-2271.718492,,-5301.6844,,-1045.000065,-1235.073803,-197.2905222,-1465.368227,,-2299.736296,-2345.135169,-1039.932536,-1320.956676,,-3520.832902,,-2256.072984,-487.7426164,,-1465.368227,,-2299.736296,-2345.135169,-1039.932536,-1320.956676,,-3520.832902,,-2256.072984,-487.7426164
,,,,,-2303.518285,-3295.729499,,,-1944.484429,,-1523.895463,-1721.285219,-2255.260332,-2245.404705,-2311.268911,,-527.1478504,-1259.661585,-2297.168136,,-4927.162289,-2152.472367,-2268.721273,,-5268.74104,,-1044.165519,-1228.15962,-195.6215676,-1448.539841,,-2280.062114,-2323.088884,-1039.009259,-1319.664654,,-3513.16793,,-2241.634803,-483.8135636,,-1448.539841,,-2280.062114,-2323.088884,-1039.009259,-1319.664654,,-3513.16793,,-2241.634803,-483.8135636
,,,,,-2302.940877,-3277.061732,,,-1943.572683,,-1521.770806,-1718.930194,-2243.444166,-2242.370683,-2310.910302,,-525.6154306,-1255.706482,-2296.452704,,-4901.120497,-2149.542381,-2252.226847,,-5259.948569,,-1043.584502,-1223.320623,-194.4314778,-1437.082526,,-2267.413227,-2306.072782,-1038.461271,-1315.482341,,-3503.651921,,-2225.586934,-479.4495082,,-1437.082526,,-2267.413227,-2306.072782,-1038.461271,-1315.482341,,-3503.651921,,-2225.586934,-479.4495082
,,,,,-2301.5668,-3264.32297,,,-1942.834917,,-1519.596311,-1717.493212,-2230.999846,-2239.887991,-2310.792592,,-524.7741822,-1250.574301,-2295.984341,,-4871.318131,-2148.198342,-2251.686628,,-5207.960459,,-1042.656592,-1218.61721,-193.2044749,-1424.976253,,-2255.942566,-2297.738043,-1037.318926,-1314.105152,,-3488.843228,,-2207.594758,-475.063102,,-1424.976253,,-2255.942566,-2297.738043,-1037.318926,-1314.105152,,-3488.843228,,-2207.594758,-475.063102
,,,,,-2300.814038,-3243.047694,,,-1942.27725,,-1517.334583,-1716.257809,-2221.998024,-2237.689263,-2310.292598,,-523.9140258,-1236.183409,-2295.518904,,-4844.960352,-2146.733966,-2220.968925,,-5185.101348,,-1042.064772,-1211.546707,-192.4828495,-1414.793504,,-2242.981469,-2271.704465,-1036.659277,-1312.576147,,-3482.149376,,-2193.803949,-471.0490319,,-1414.793504,,-2242.981469,-2271.704465,-1036.659277,-1312.576147,,-3482.149376,,-2193.803949,-471.0490319
,,,,,-2300.60462,-3230.099256,,,-1942.083603,,-1515.783597,-1714.950072,-2209.809409,-2236.203906,-2310.073662,,-523.1500213,-1230.842337,,,-4831.088527,-2145.110861,-2209.576878,,-5164.464002,,-1041.582233,-1208.039301,-191.050722,-1402.7377,,-2232.409114,-2256.949517,-1036.185329,-1310.836788,,-3474.707584,,-2180.72577,-467.3731205,,-1402.7377,,-2232.409114,-2256.949517,-1036.185329,-1310.836788,,-3474.707584,,-2180.72577,-467.3731205
,,,,,-2299.3904,-3208.485974,,,-1941.222021,,-1514.259991,-1713.944882,-2203.151575,-2233.741087,-2309.719777,,-522.3484866,-1225.291241,,,-4803.636592,-2143.496881,-2200.955032,,-5156.075245,,-1041.013132,-1204.133847,-190.4001071,-1393.905405,,-2221.038719,-2254.729784,-1035.473735,-1308.931156,,-3466.241591,,-2180.284573,-464.9294659,,-1393.905405,,-2221.038719,-2254.729784,-1035.473735,-1308.931156,,-3466.241591,,-2180.284573,-464.9294659
,,,,,-2298.84183,-3195.416316,,,-1940.816425,,-1514.115296,-1712.927151,-2187.552344,-2232.197495,-2309.550895,,-521.7084577,-1219.370876,,,-4787.384263,-2142.432894,-2188.73366,,-5127.093402,,-1040.600145,-1199.705452,-188.3752254,-1381.834589,,-2211.601601,-2225.523951,-1035.011972,-1307.253306,,-3457.321216,,-2152.12615,-460.1613235,,-1381.834589,,-2211.601601,-2225.523951,-1035.011972,-1307.253306,,-3457.321216,,-2152.12615,-460.1613235
,,,,,-2298.701801,-3181.150551,,,-1940.592473,,-1511.259035,-1712.158965,-2178.818648,-2231.91487,-2309.377122,,-521.3824934,-1215.59746,,,-4770.405323,-2141.500601,-2180.210229,,-5113.994443,,-1040.205701,-1195.136603,-187.3056988,-1373.453075,,-2200.947016,-2211.909416,-1034.601746,-1306.385502,,-3454.349481,,-2139.83749,-457.0820317,,-1373.453075,,-2200.947016,-2211.909416,-1034.601746,-1306.385502,,-3454.349481,,-2139.83749,-457.0820317
,,,,,-2297.792269,-3166.15973,,,-1940.073722,,-1510.116271,-1711.306206,-2170.046368,-2229.246578,-2309.199482,,-520.4993178,-1211.238901,,,-4755.313211,-2140.500899,-2170.997992,,-5081.314973,,-1040.014361,-1194.622567,-186.2149195,-1364.0957,,-2193.730414,-2210.725887,,-1305.004426,,-3442.481676,,-2135.83476,-456.7862454,,-1364.0957,,-2193.730414,-2210.725887,,-1305.004426,,-3442.481676,,-2135.83476,-456.7862454
,,,,,-2297.388996,-3161.679349,,,-1939.788419,,-1509.593729,-1710.791791,-2163.437936,-2228.09447,-2309.071853,,-520.0106228,-1204.593366,,,-4738.685898,-2139.716293,-2162.179897,,-5064.84255,,-1039.63768,-1187.307178,-185.3698789,-1354.070078,,-2181.681047,-2182.199483,,-1304.163954,,-3438.617184,,-2113.958216,-450.626136,,-1354.070078,,-2181.681047,-2182.199483,,-1304.163954,,-3438.617184,,-2113.958216,-450.626136
,,,,,-2297.206124,-3153.796993,,,-1939.560914,,-1507.990012,-1709.89802,-2154.017478,-2226.242072,-2308.966388,,-519.3220116,-1201.46964,,,-4725.478372,-2138.91362,-2153.927562,,-5047.485985,,-1039.532636,-1185.242965,-184.0787632,-1350.141511,,-2173.955975,-2169.413349,,-1303.294012,,-3434.30177,,-2102.945976,-447.9012766,,-1350.141511,,-2173.955975,-2169.413349,,-1303.294012,,-3434.30177,,-2102.945976,-447.9012766
,,,,,-2296.641078,-3126.24147,,,-1939.284868,,-1507.175951,-1709.388774,-2147.729254,-2225.320988,,,-518.9137161,-1197.970683,,,-4720.313179,-2138.320851,-2146.779597,,-5030.294114,,-1039.00322,-1182.989223,-183.1689276,-1345.021285,,-2165.732122,-2165.058708,,-1302.489872,,-3429.330077,,-2095.298743,-443.0456645,,-1345.021285,,-2165.732122,-2165.058708,,-1302.489872,,-3429.330077,,-2095.298743,-443.0456645
,,,,,-2296.355792,-3116.584921,,,-1939.08895,,-1506.536543,-1708.883658,-2138.535101,-2224.32519,,,-518.459822,-1193.964626,,,-4700.005428,-2137.617956,-2142.807336,,-5014.05848,,-1038.788248,-1180.411966,-181.8706472,-1327.651084,,-2158.08654,-2142.371075,,-1301.758607,,-3423.803627,,-2080.964961,-440.5070214,,-1327.651084,,-2158.08654,-2142.371075,,-1301.758607,,-3423.803627,,-2080.964961,-440.5070214
,,,,,-2296.148954,-3106.625633,,,-1938.896332,,-1505.728256,-1708.463853,-2132.570561,-2223.237373,,,-517.9532244,-1189.701613,,,-4689.732027,-2137.215463,-2133.19373,,-4999.298405,,-1038.610609,-1177.620468,-180.9677859,-1321.116642,,-2150.400058,-2130.727025,,-1301.144056,,-3419.014968,,-2071.511548,-437.6314253,,-1321.116642,,-2150.400058,-2130.727025,,-1301.144056,,-3419.014968,,-2071.511548,-437.6314253
,,,,,-2295.848696,-3096.063694,,,-1938.767918,,-1505.161093,-1708.027502,-2125.972853,-2222.264453,,,-517.4943091,-1188.03499,,,-4672.076362,-2136.420056,-2127.704538,,-4986.780159,,,-1175.844395,-179.9198273,-1314.34413,,-2143.978766,-2122.792768,,-1300.762208,,-3416.521316,,-2062.324762,-434.2988872,,-1314.34413,,-2143.978766,-2122.792768,,-1300.762208,,-3416.521316,,-2062.324762,-434.2988872
,,,,,-2295.652962,-3090.849355,,,-1938.595441,,-1504.594049,-1707.705466,-2118.895592,-2221.540255,,,-517.1474475,-1182.59712,,,-4662.369318,-2135.977941,-2119.350532,,-4970.211604,,,-1175.138249,-178.7131492,-1307.214749,,-2140.791372,-2107.305627,,-1300.022259,,-3411.983877,,-2058.925875,-431.1283185,,-1307.214749,,-2140.791372,-2107.305627,,-1300.022259,,-3411.983877,,-2058.925875,-431.1283185
,,,,,-2295.468652,-3082.697812,,,,,-1504.179963,-1707.604864,-2115.506011,-2221.114623,,,-516.9658178,-1180.734303,,,-4651.613925,-2135.54212,-2114.354068,,-4957.366449,,,-1171.640935,-177.8410975,-1304.436387,,-2131.679843,-2097.196205,,-1299.578503,,-3409.331597,,-2047.563467,-428.5675071,,-1304.436387,,-2131.679843,-2097.196205,,-1299.578503,,-3409.331597,,-2047.563467,-428.5675071
,,,,,,-3067.635874,,,,,-1503.673859,-1707.134859,-2111.459052,-2220.162715,,,-516.4572608,-1178.636626,,,-4639.637663,-2135.201315,-2108.7781,,-4947.643317,,,-1170.162237,-176.9962269,-1299.012898,,-2126.682152,-2087.490865,,,,-3406.592331,,-2044.514976,-426.9947402,,-1299.012898,,-2126.682152,-2087.490865,,,,-3406.592331,,-2044.514976,-426.9947402
,,,,,,-3061.33513,,,,,-1503.372837,-1706.928042,-2100.645452,-2219.608577,,,-516.1688595,-1176.205473,,,-4630.285753,-2134.790339,-2102.556493,,-4931.580108,,,-1168.837861,-175.3788531,-1287.377587,,-2118.797758,-2084.690118,,,,-3404.115666,,-2026.921368,-423.2505542,,-1287.377587,,-2118.797758,-2084.690118,,,,-3404.115666,,-2026.921368,-423.2505542
,,,,,,-3054.300461,,,,,-1502.852726,-1706.559336,-2096.330509,-2219.162386,,,-515.9603054,-1173.480891,,,-4621.759207,-2134.507523,-2097.581695,,-4920.169856,,,-1168.171885,-174.5366296,-1282.846865,,-2114.206856,-2072.223604,,,,-3401.649773,,-2019.244739,-420.899878,,-1282.846865,,-2114.206856,-2072.223604,,,,-3401.649773,,-2019.244739,-420.899878
,,,,,,-3046.168151,,,,,-1502.557414,-1706.381994,-2091.757206,-2218.589365,,,-515.6117574,-1171.035451,,,-4621.036801,,-2093.285284,,-4911.204207,,,-1166.505823,-173.5658666,-1277.852091,,-2109.085879,-2069.789338,,,,-3399.642832,,-2012.244043,-418.8946378,,-1277.852091,,-2109.085879,-2069.789338,,,,-3399.642832,,-2012.244043,-418.8946378
,,,,,,-3037.635457,,,,,-1502.259499,-1706.197052,-2086.787672,-2218.176183,,,-515.3784471,-1169.740026,,,-4603.445582,,-2092.870876,,-4897.246662,,,-1165.670427,-172.412577,-1272.105255,,-2103.359401,-2049.387464,,,,-3398.583026,,-2008.944804,-416.1879641,,-1272.105255,,-2103.359401,-2049.387464,,,,-3398.583026,,-2008.944804,-416.1879641
,,,,,,-3037.473714,,,,,-1501.995251,-1706.005219,-2083.490673,-2217.767887,,,-515.1604909,-1167.586207,,,-4595.712974,,-2084.131401,,-4887.131383,,,-1164.023502,-171.2845952,-1266.355121,,-2098.718739,-2040.954339,,,,-3395.896885,,-1999.405331,-414.0978373,,-1266.355121,,-2098.718739,-2040.954339,,,,-3395.896885,,-1999.405331,-414.0978373
,,,,,,-3021.959091,,,,,-1501.745565,-1705.879891,-2079.723125,-2217.527472,,,,-1166.258163,,,-4592.930452,,-2080.259314,,-4877.9409,,,-1163.16118,-170.334058,-1261.956196,,-2094.688717,-2033.525836,,,,-3394.400965,,-1994.689575,-411.9073608,,-1261.956196,,-2094.688717,-2033.525836,,,,-3394.400965,,-1994.689575,-411.9073608
,,,,,,-3017.676325,,,,,-1501.545798,-1705.759545,-2073.948711,-2217.127316,,,,-1164.863509,,,-4579.694314,,-2079.077842,,-4867.18432,,,-1162.254256,-169.7298193,-1258.369503,,-2094.076722,-2031.067097,,,,-3392.284872,,-1984.420379,-410.4910712,,-1258.369503,,-2094.076722,-2031.067097,,,,-3392.284872,,-1984.420379,-410.4910712
,,,,,,-3012.915268,,,,,-1501.436212,-1705.575828,-2071.123306,-2216.959134,,,,-1163.559836,,,-4572.933211,,-2072.208648,,-4858.373415,,,-1161.336849,-168.279299,-1253.31601,,-2086.11127,-2020.020263,,,,-3391.033951,,-1978.972095,-408.1269192,,-1253.31601,,-2086.11127,-2020.020263,,,,-3391.033951,,-1978.972095,-408.1269192
,,,,,,-3007.341272,,,,,-1501.188028,,-2067.916068,-2216.445132,,,,-1162.326403,,,-4568.191001,,-2068.832024,,-4849.172771,,,-1161.153022,-167.3311443,-1249.58065,,-2082.479521,-2015.390871,,,,-3389.651787,,-1973.127867,-407.0148413,,-1249.58065,,-2082.479521,-2015.390871,,,,-3389.651787,,-1973.127867,-407.0148413
,,,,,,-3001.085994,,,,,-1501.050479,,-2064.184902,-2216.200982,,,,-1161.280528,,,-4559.61894,,-2066.669857,,-4843.563079,,,-1160.653195,-166.4840368,-1245.735241,,-2081.068109,-2002.828107,,,,-3388.122983,,-1967.113178,-403.6972017,,-1245.735241,,-2081.068109,-2002.828107,,,,-3388.122983,,-1967.113178,-403.6972017
,,,,,,-2996.406993,,,,,,,-2060.14168,-2215.974121,,,,-1160.645186,,,-4553.967849,,-2062.151694,,-4834.110216,,,-1158.945504,-165.3533757,-1243.305523,,-2074.982174,-1996.724869,,,,-3386.788257,,-1966.580854,-401.9364051,,-1243.305523,,-2074.982174,-1996.724869,,,,-3386.788257,,-1966.580854,-401.9364051
,,,,,,-2994.125818,,,,,,,-2058.664496,-2215.834799,,,,-1159.315088,,,-4548.489465,,-2059.332132,,-4830.514878,,,-1158.397024,-164.4353466,-1239.193921,,-2071.811877,-1990.322595,,,,-3385.760639,,-1963.348367,-400.1820259,,-1239.193921,,-2071.811877,-1990.322595,,,,-3385.760639,,-1963.348367,-400.1820259
,,,,,,-2986.876418,,,,,,,-2053.155655,-2215.584232,,,,-1158.516808,,,-4546.348378,,-2056.731496,,-4816.073012,,,-1157.843772,-163.4337805,-1237.257908,,-2069.567754,-1984.002205,,,,-3385.323703,,-1949.990874,-398.9577901,,-1237.257908,,-2069.567754,-1984.002205,,,,-3385.323703,,-1949.990874,-398.9577901
,,,,,,-2983.326511,,,,,,,-2051.253102,-2215.444824,,,,-1158.406167,,,-4539.724563,,-2056.358891,,-4808.979313,,,-1157.265119,-162.7043599,-1231.732382,,-2065.570594,-1977.925642,,,,-3383.709869,,-1945.709151,-396.8807501,,-1231.732382,,-2065.570594,-1977.925642,,,,-3383.709869,,-1945.709151,-396.8807501
,,,,,,-2979.846922,,,,,,,-2049.092874,-2215.20808,,,,-1156.915384,,,-4537.883082,,-2052.911496,,-4802.442098,,,-1156.947269,-161.5946487,-1228.846093,,-2062.919102,-1972.43096,,,,-3382.863314,,-1941.346668,-395.5716292,,-1228.846093,,-2062.919102,-1972.43096,,,,-3382.863314,,-1941.346668,-395.5716292
,,,,,,-2977.26872,,,,,,,-2046.552648,-2215.07648,,,,-1156.263272,,,-4527.883806,,-2052.585882,,-4799.858781,,,-1156.50478,-160.9795901,-1225.981121,,-2060.355393,-1967.775481,,,,-3382.334995,,-1936.72163,-393.4184945,,-1225.981121,,-2060.355393,-1967.775481,,,,-3382.334995,,-1936.72163,-393.4184945
,,,,,,-2973.40079,,,,,,,-2043.659308,-2214.938314,,,,-1155.236796,,,-4523.538314,,-2046.691046,,-4790.933055,,,-1155.791339,-159.4154488,-1223.892841,,-2059.40555,-1961.56033,,,,-3381.22308,,-1934.602843,-392.0676765,,-1223.892841,,-2059.40555,-1961.56033,,,,-3381.22308,,-1934.602843,-392.0676765
,,,,,,-2970.809355,,,,,,,-2041.103602,-2214.799283,,,,-1154.706831,,,-4519.578141,,-2044.486798,,-4787.220168,,,-1155.482546,-158.4937429,-1220.661647,,-2056.302424,-1956.733754,,,,-3380.546413,,-1930.815036,-390.5599819,,-1220.661647,,-2056.302424,-1956.733754,,,,-3380.546413,,-1930.815036,-390.5599819
,,,,,,-2967.233058,,,,,,,-2039.746711,,,,,-1154.119064,,,-4517.650671,,-2042.693816,,-4776.387213,,,-1155.139374,-157.5219822,-1218.548864,,-2055.515786,-1953.032762,,,,-3379.964473,,-1923.809747,-388.9239668,,-1218.548864,,-2055.515786,-1953.032762,,,,-3379.964473,,-1923.809747,-388.9239668
,,,,,,-2964.873904,,,,,,,-2037.136363,,,,,-1153.456474,,,-4512.381692,,-2042.542821,,-4771.136206,,,-1154.747927,-156.7339661,-1215.389516,,-2050.729812,-1947.000566,,,,-3379.279809,,-1920.900683,-388.2476824,,-1215.389516,,-2050.729812,-1947.000566,,,,-3379.279809,,-1920.900683,-388.2476824
,,,,,,-2962.23492,,,,,,,-2035.587506,,,,,-1152.813195,,,-4509.763822,,-2039.578199,,-4765.750459,,,-1154.333482,-155.5932445,-1213.356496,,-2048.69,-1942.678143,,,,-3378.75211,,-1917.626097,-387.2928982,,-1213.356496,,-2048.69,-1942.678143,,,,-3378.75211,,-1917.626097,-387.2928982
,,,,,,-2959.328462,,,,,,,-2033.965532,,,,,-1152.34848,,,-4504.215082,,-2038.65117,,-4760.818446,,,-1154.182703,-154.7647187,-1211.091054,,-2046.862879,-1939.190534,,,,-3378.2056,,-1913.797331,-384.4368229,,-1211.091054,,-2046.862879,-1939.190534,,,,-3378.2056,,-1913.797331,-384.4368229
,,,,,,-2957.329678,,,,,,,-2032.49521,,,,,-1152.000949,,,-4501.27641,,-2035.14753,,-4755.421993,,,-1153.641463,-153.5642142,-1208.624019,,-2046.092186,-1933.984284,,,,-3377.799221,,-1909.681617,-383.3206541,,-1208.624019,,-2046.092186,-1933.984284,,,,-3377.799221,,-1909.681617,-383.3206541
