3_1,4_1,4_2,5_1,5--3,6--1,6--2,6--5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unnamed: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19755,386622,322575,23070,198702,217551,231855,40512,70848,149841,106920,175869,155328,161406,143922,124590,78495,23136,112581,217551,83895,238854,107892,161406,23136,index,Data,46980,105516,112581,10023,90948,17238,161406,107538,105516,78756,15360,203796,10023,107538,18762
,-1730.108855,-2240.891673,,-1494.301283,-3863.145964,-6010.856669,-417.4596684,-1050.022877,-3342.087328,-2298.951972,-3817.517608,-3682.060063,-4119.747118,-3837.370924,-3540.569351,-2080.647858,-871.3580279,-3216.165084,-3736.22478,-1428.651115,-8113.643485,-3485.258121,-4167.268648,-891.1488882,9,-7930.376241,-827.9533504,-2458.14592,-3172.946573,-182.1170422,-2982.656185,-412.5254077,-4126.475113,-4152.144384,-2298.666633,-2437.552086,-359.6775933,-6447.880879,-180.6609057,-4139.358354,-865.17709
,-1451.403097,-1995.650452,,-1439.839839,-3542.076032,-5957.600554,,-1038.021828,-3082.391471,-2212.979555,-3609.439865,-3514.723119,-4029.624309,-3736.888882,-3524.262759,-2003.571024,-825.1755368,-3104.774621,-3390.935025,-1387.554912,-8025.194438,-3427.553125,-4090.851771,-845.9335577,10,-7836.534332,-797.3741437,-2212.649899,-3045.373817,-180.9192218,-2919.073807,-400.6322788,-4041.523795,-4082.479473,-2268.383898,-2400.783548,-346.2488594,-6253.839338,-179.9534264,-4102.486704,-839.6395724
,-1255.789855,-1760.085733,,-1371.772476,-3413.887134,-5741.276116,,-1032.640839,-2967.430352,-2179.784389,-3423.093882,-3336.515189,-3928.020954,-3626.592189,-3208.267544,-1883.417711,-806.0097418,-2984.161871,-3269.958995,-1343.967613,-7824.896438,-3287.440424,-3947.584589,-823.1929696,11,-7710.964502,-772.2785185,-2097.472645,-2932.001601,-180.3946706,-2880.232515,-388.8386673,-3967.97339,-4065.813078,-2073.632465,-2270.551411,-333.662299,-6063.3579,-179.8284645,-3958.146482,-829.0766986
,-1202.834965,-1547.058054,,-1338.869859,-3308.438071,-5623.936111,,-1024.870883,-2862.796224,-2093.394099,-3333.106838,-3150.960494,-3849.493928,-3500.383831,-3095.916671,-1802.169912,-800.7432287,-2878.765659,-3162.994706,-1328.590043,-7696.210328,-3215.721376,-3875.584207,-804.7135134,12,-7611.073922,-763.5327361,-1990.373515,-2878.67268,-179.6449488,-2786.6395,-377.0909536,-3873.604427,-3972.537964,-2003.394517,-2202.372416,-326.4132448,-5891.850891,-179.5407741,-3887.606868,-817.0182987
,-985.0550014,-1523.066546,,-1310.820884,-3284.373162,-5542.361319,,-1021.953308,-2797.467487,-2083.693156,-3103.112995,-3056.353318,-3776.822286,-3366.54585,-3018.699536,-1754.653952,-766.5702342,-2768.316255,-3088.485219,-1290.413653,-7614.166608,-3083.421033,-3794.857254,-780.5237012,13,-7521.117836,-752.3977093,-1919.40178,-2724.695487,-179.3637361,-2727.481375,-366.9631446,-3798.84506,-3955.901762,-1818.098579,-2187.657085,-317.2301756,-5737.894041,,-3818.979347,-802.6388108
,-917.506384,-1443.992892,,-1290.86627,-3139.600277,-5386.162567,,-1020.683502,-2685.594508,-1932.199182,-2998.227793,-2954.728699,-3665.928938,-3310.617392,-2904.895129,-1647.014419,-750.4680437,-2687.838572,-2978.254983,-1277.105401,-7429.936484,-3012.673182,-3702.35107,-762.8262044,14,-7408.496381,-733.507734,-1808.437349,-2649.507044,-179.1546248,-2682.607379,-361.1617,-3744.609196,-3797.742175,-1739.832058,-2064.721985,-312.4011561,-5627.343229,,-3775.363332,-786.7759837
,-772.125957,-1121.554226,,-1275.314001,-3090.949971,-5282.301014,,-1018.736909,-2621.312017,-1874.264067,-2767.716532,-2720.394209,-3605.467704,-3143.201938,-2834.073687,-1582.649655,-739.5936813,-2570.782517,-2908.166314,-1267.298502,-7311.264651,-2937.79163,-3618.159181,-744.2320131,15,-7316.491046,-728.6333082,-1741.847009,-2495.916467,-179.0396864,-2606.849796,-356.6508733,-3647.29203,-3732.002557,-1662.289816,-2007.246242,-307.9522964,-5444.008949,,-3689.231439,-783.7375882
,-723.6002575,-1047.613383,,-1265.665199,-2931.403569,-5184.457198,,-1018.054285,-2522.708088,-1832.955421,-2655.425925,-2630.930715,-3536.303697,-3086.501709,-2765.789426,-1547.133097,-719.3118442,-2491.524693,-2893.310078,-1263.99726,-7219.449915,-2861.104364,-3548.459614,-728.8418834,16,-7224.852616,-724.4532111,-1643.991679,-2415.616704,-178.9248678,-2553.389177,-352.2638741,-3580.107467,-3674.210044,-1589.497639,-1994.60986,-304.2528609,-5321.634865,,-3638.465939,-756.6711817
,-681.7550196,-982.219326,,-1263.231005,-2866.512781,-5171.749023,,-1017.690309,-2467.047494,-1773.236002,-2541.62296,-2538.070032,-3455.504334,-3022.364465,-2718.255615,-1458.231338,-706.3428009,-2405.929123,-2779.189279,-1255.417653,-7070.556358,-2837.367234,-3512.486992,-711.6138232,17,-7206.724559,-720.8775057,-1586.835318,-2330.208398,,-2502.633264,-349.2460368,-3532.922343,-3656.801422,-1527.219874,-1890.29078,-301.6921011,-5278.390695,,-3547.917396,-748.0172841
,-648.2669002,-923.8895514,,-1252.755933,-2805.684642,-5043.326072,,-1017.31676,-2409.060242,-1734.398165,-2434.169708,-2439.875359,-3370.615657,-2948.45546,-2658.948397,-1407.914093,-694.0195576,-2322.142621,-2731.898467,-1252.92664,-6964.165359,-2797.694219,-3404.12241,-699.6825426,18,-7102.43671,-718.7782927,-1526.893261,-2242.407945,,-2498.563755,-346.4836502,-3443.3568,-3568.360817,-1473.86062,-1843.394799,-299.7239011,-5078.896307,,-3493.606154,-738.0593424
,-624.3860905,-911.1078185,,-1249.244637,-2756.975944,-5038.766725,,-1017.156213,-2351.078823,-1694.693314,-2340.508071,-2366.789127,-3310.417462,-2865.943463,-2624.241568,-1373.514665,-689.6141411,-2247.538277,-2656.313429,-1246.480185,-6862.725352,-2670.766036,-3341.396733,-682.0666997,19,-6933.052682,-717.1628561,-1466.568138,-2223.243665,,-2432.453321,-344.7031126,-3382.711172,-3531.710774,-1430.174872,-1820.622354,-298.4584444,-4977.329193,,-3433.406133,-726.0417447
,-606.8778453,-875.4615535,,-1243.222711,-2700.592092,-4798.993491,,-1017.051371,-2327.640134,-1660.875192,-2259.908273,-2302.073174,-3257.082712,-2785.736321,-2568.509858,-1313.36431,-674.9440038,-2181.194935,-2620.168017,-1244.514345,-6851.753478,-2628.746156,-3293.325058,-670.6140172,20,-6869.729074,-716.7829604,-1440.562186,-2177.343268,,-2335.128173,-342.7691696,-3333.892067,-3427.900906,-1379.930767,-1752.137363,-296.8630481,-4968.802747,,-3368.646877,-711.9123752
,-594.5584956,-803.7585975,,-1241.187343,-2659.988265,-4709.306565,,,-2296.421122,-1626.622786,-2197.581687,-2286.392941,-3191.550952,-2742.564526,-2537.73787,-1274.892878,-671.0182359,-2137.438049,-2582.169783,-1242.973789,-6722.381976,-2586.195254,-3216.501887,-658.3830671,21,-6796.451426,-714.862835,-1408.129428,-2011.135004,,-2300.147562,-341.7915364,-3260.977908,-3377.399562,-1342.724225,-1715.078582,-295.9468944,-4764.930978,,-3346.754938,-699.1131012
,-582.2489275,-784.8721795,,-1239.43016,-2641.475465,-4639.629608,,,-2218.181846,-1601.217279,-2115.418672,-2176.797026,-3139.334654,-2735.295778,-2507.330025,-1241.903477,-649.2601588,-2056.762612,-2542.186797,-1241.988824,-6532.767451,-2541.958703,-3162.372323,-646.4203465,22,-6708.518543,-714.2466468,-1328.421342,-1957.431279,,-2259.598886,-340.0315993,-3207.376339,-3324.337197,-1314.852894,-1686.925848,-295.5909391,-4677.615189,,-3310.297007,-691.9471668
,-574.6315386,-766.6023173,,-1237.982721,-2586.262609,-4544.68341,,,-2190.821513,-1597.300859,-2057.444405,-2128.122909,-3085.076242,-2668.826434,-2480.499577,-1204.582863,-640.114672,-2005.619263,-2509.768484,-1240.978833,-6464.102419,-2517.048035,-3108.911819,-636.1628486,23,-6606.037721,-713.9261883,-1299.835227,-1902.806253,,-2211.036755,-339.2049976,-3155.868396,-3272.226841,-1275.836429,-1646.159401,-294.5155432,-4664.006254,,-3189.0924,-677.6948707
,-569.713341,-748.5519752,,-1237.532595,-2558.322988,-4476.567904,,,-2163.55009,-1557.482059,-2021.442451,-2102.122424,-3051.795793,-2646.638261,-2457.483996,-1176.089016,-632.0167669,-1998.367313,-2485.561271,-1240.422607,-6384.708393,-2485.714303,-3087.028541,-626.9837241,24,-6513.247976,-713.4104559,-1271.198245,-1845.409686,,-2154.066021,-338.4737828,-3147.994524,-3220.42097,-1249.564637,-1618.273128,-294.0587548,-4496.177426,,-3144.259361,-669.0300797
,-563.6347111,-733.6213238,,-1236.871356,-2556.044645,-4401.494252,,,-2135.821002,-1542.689901,-1949.833017,-2038.790155,-2995.36596,-2576.690248,-2438.940589,-1147.369948,-628.3563846,-1902.580646,-2476.059324,-1240.26907,-6289.950395,-2434.697634,-3024.051178,-620.4244946,25,-6463.623968,-713.177539,-1241.976366,-1815.062302,,-2096.927103,-337.9605133,-3084.827929,-3173.852981,-1229.12369,-1590.988103,-293.9396144,-4420.895325,,-3096.781345,-659.6974001
,-560.2430489,-724.0556015,,-1235.684075,-2504.88711,-4325.842797,,,-2118.943753,-1505.667677,-1907.069752,-2004.724675,-2972.941524,-2547.708272,-2427.266895,-1127.870437,-617.757875,-1861.135321,-2440.736539,-1239.641634,-6179.317964,-2412.998438,-3008.376882,-610.0278926,26,-6364.26397,-713.0032975,-1223.99102,-1772.193582,,-2063.924321,-337.4085328,-2992.273767,-3135.349919,-1202.691796,-1575.804169,-293.3191419,-4388.547116,,-3044.846378,-650.8052992
,-557.9573508,-717.4940152,,-1235.391887,-2484.263964,-4259.661511,,,-2100.028418,-1489.960774,-1881.49557,-1976.493306,-2889.468466,-2519.186771,-2407.280656,-1101.701111,-612.6900584,-1792.422743,-2423.648844,-1239.418766,-6069.779719,-2389.255781,-2907.883518,-603.1147306,27,-6303.986352,,-1204.041398,-1698.329716,,-2021.057955,-337.0688817,-2958.360478,-3080.435297,-1184.229,-1547.655684,-293.079585,-4270.988669,,-3013.879187,-641.5239154
,-555.3586262,-709.0551071,,-1235.13421,-2454.43627,-4198.632219,,,-2072.987973,-1474.280599,-1827.469449,-1944.682379,-2848.260527,-2493.290004,-2395.646015,-1088.839408,-601.846396,-1757.27415,-2413.687557,-1239.132552,-6007.215856,-2362.723062,-2864.495944,-600.920212,28,-6240.320942,,-1175.514787,-1667.239554,,-1989.694843,,-2919.268425,-3038.674194,-1167.999837,-1536.463698,,-4209.934538,,-2972.754512,-633.5380587
,-553.8472964,-703.9788286,,-1234.906638,-2440.01907,-4155.198731,,,-2061.026221,-1459.163074,-1795.665377,-1921.125049,-2809.655558,-2467.773765,-2392.188021,-1057.19989,-596.3418558,-1718.360738,-2392.98498,-1239.022253,-5923.392388,-2335.672782,-2825.993933,-589.587457,29,-6183.736856,,-1162.778932,-1632.803428,,-1954.522233,,-2872.79614,-3008.310091,-1151.743098,-1500.223251,,-4163.77971,,-2902.788104,-628.8700362
,-552.6895995,-699.5008525,,-1234.755618,-2424.562753,-4081.503487,,,-2048.129679,-1457.798457,-1773.272001,-1897.291641,-2791.058597,-2446.805484,-2374.772657,-1041.110521,-590.5968922,-1674.586172,-2381.413045,-1238.921818,-5863.381016,-2329.639071,-2813.039823,-584.1414073,30,-6119.235538,,-1149.018384,-1593.596557,,-1917.184526,,-2818.836539,-2953.472634,-1138.974261,-1483.410614,,-4094.218558,,-2870.292446,-617.5687208
,,-697.2225576,,-1234.654254,-2407.867706,-4032.097341,,,-2034.052315,-1448.903029,-1737.325789,-1878.892641,-2740.833229,-2431.357949,-2366.980883,-1025.821626,-584.8750948,-1633.69767,-2372.009229,,-5796.646853,-2291.301707,-2757.471893,,31,-6067.957286,,-1133.960616,-1552.801083,,-1908.588197,,-2766.168527,-2915.286185,-1126.328244,-1467.722609,,-4046.304785,,-2833.152867,-610.6676573
,,-693.4647412,,,-2392.046812,-4020.614377,,,-2019.905673,-1420.821053,-1714.26957,-1858.934173,-2717.463778,-2408.118848,-2366.310542,-1015.499514,-584.515582,-1602.935754,-2361.333328,,-5726.941193,-2280.202529,-2735.023319,,32,-6050.503916,,-1118.787151,-1544.796069,,-1894.297638,,-2736.433006,-2886.409883,-1118.048922,-1457.768578,,-3999.013436,,-2789.33055,-610.1596745
,,-692.0436726,,,-2381.683634,-3931.369538,,,-2015.156763,-1412.672758,-1694.121747,-1846.178388,-2659.81644,-2392.287135,-2352.300312,-999.7730015,-581.4787269,-1583.195094,-2353.609225,,-5718.59479,-2268.06393,-2670.870701,,33,-5967.051588,,-1113.751803,-1482.711714,,-1817.004807,,-2695.101998,-2837.277425,-1107.298386,-1440.475911,,-3973.343403,,-2741.4843,-595.880668
,,-688.2028488,,,-2373.512188,-3889.453267,,,-1998.415604,-1404.684477,-1673.146523,-1826.449341,-2630.38094,-2382.483835,-2346.938391,-990.5065252,-569.4952824,-1542.677216,-2346.038435,,-5695.699589,-2254.354572,-2640.468907,,34,-5926.324059,,-1095.598794,-1464.470752,,-1790.906443,,-2666.20081,-2802.505748,-1102.503206,-1430.632654,,-3923.120626,,-2728.780248,-589.5277975
,,-686.6702993,,,-2363.225505,-3822.370679,,,-1993.264637,-1396.506507,-1656.71713,-1814.693828,-2599.664948,-2362.234867,-2345.886761,-976.0247738,-565.8823527,-1517.372744,-2340.963815,,-5539.183844,-2239.57707,-2609.158711,,35,-5850.761806,,-1090.007229,-1444.246257,,-1765.019881,,-2634.328831,-2771.610225,-1089.322875,-1414.623724,,-3903.010861,,-2654.407836,-578.8771398
,,-685.3724181,,,-2356.011869,-3785.821776,,,-1987.690552,-1391.582482,-1640.073621,-1802.794975,-2570.234025,-2349.997548,-2336.974048,-967.6610147,-562.3158238,-1495.884891,-2334.484633,,-5489.809152,-2227.983663,-2579.480667,,36,-5809.942675,,-1083.947416,-1420.966376,,-1739.776248,,-2601.589575,-2732.977494,-1083.04902,-1405.529575,,-3835.973365,,-2630.024324,-573.1827665
,,-684.5919547,,,-2349.19322,-3744.625201,,,-1981.524878,-1385.588287,-1627.96479,-1792.16224,-2541.232622,-2342.081136,-2333.316395,-958.8814537,-558.657611,-1469.351178,-2331.176292,,-5442.122679,-2222.390373,-2549.463538,,37,-5764.514411,,-1077.227472,-1395.275115,,-1714.477033,,-2574.083755,-2701.950872,-1077.40796,-1395.910843,,-3804.231672,,-2602.187157,-566.6631689
,,-683.4446601,,,-2346.104527,-3697.398906,,,-1975.006625,,-1613.835145,-1782.579692,-2515.94228,-2326.827812,-2331.614442,-950.066203,-557.1114741,-1449.169238,-2324.054514,,-5397.497646,-2209.421874,-2523.587814,,38,-5713.634898,,-1070.101744,-1374.545722,,-1691.965277,,-2547.954259,-2669.8397,-1074.425443,-1386.098541,,-3774.40737,,-2569.031447,-559.0125876
,,-682.8370906,,,-2339.400247,-3651.913602,,,-1969.700988,,-1605.904761,-1774.814956,-2496.996163,-2317.378268,-2326.838376,-947.4647923,-554.2231855,-1428.518301,-2320.453488,,-5349.360285,-2202.788877,-2504.005396,,39,-5676.018087,,-1064.300948,-1364.209507,,-1671.132217,,-2526.622532,-2652.680228,-1068.299953,-1382.574637,,-3755.67118,,-2530.815723,-551.2379877
,,-682.0091627,,,-2337.682667,-3617.409944,,,-1967.109823,,-1590.116688,-1770.398492,-2466.634732,-2309.965057,-2324.485527,-943.1608423,-549.011279,-1414.776468,-2317.065794,,-5308.435192,-2196.335919,-2473.016734,,40,-5639.255602,,-1061.458355,-1340.171989,,-1647.600989,,-2497.69157,-2618.136513,-1065.407444,-1377.398471,,-3721.70975,,-2497.85922,-545.3326308
,,-681.5830772,,,-2328.221906,-3594.299568,,,-1962.45163,,-1581.53214,-1761.100034,-2445.311084,-2299.845835,-2322.698949,-928.9959152,-546.9775655,-1394.458092,-2314.64261,,-5272.82936,-2191.306075,-2451.083288,,41,-5581.702173,,-1056.274148,-1327.462764,,-1627.820908,,-2476.055932,-2607.75019,-1059.461865,-1362.319773,,-3702.130331,,-2480.472009,-540.7295421
,,-681.1683399,,,-2324.482312,-3548.104438,,,-1959.91039,,-1573.221318,-1755.91667,-2433.272216,-2292.719515,-2320.488776,-924.4326536,-544.7463849,-1384.566457,-2311.511681,,-5227.885914,-2185.128226,-2437.617211,,42,-5551.407574,,-1053.45097,-1314.821001,,-1609.025695,,-2464.313528,-2551.098011,-1056.575577,-1357.141886,,-3669.515175,,-2441.516454,-533.2790258
,,-680.7829523,,,-2321.418377,-3518.139277,,,-1957.39621,,-1566.991284,-1755.500475,-2402.243521,-2285.967437,-2318.999083,-919.9136978,-542.2140036,-1358.591364,-2309.549194,,-5192.295077,-2180.846423,-2406.93267,,43,-5516.741975,,-1050.653413,-1304.61674,,-1588.849733,,-2432.640771,-2524.705201,-1053.71506,-1351.884634,,-3650.728507,,-2419.267862,-527.8970035
,,-680.611869,,,-2320.713552,-3492.02612,,,-1955.244465,,-1559.222341,-1746.103185,-2383.650575,-2283.592232,-2317.568174,-915.3376969,-539.5891988,-1345.109646,-2306.948454,,-5160.562737,-2180.159399,-2387.813999,,44,-5476.105417,,-1048.25702,-1292.162887,,-1571.515081,,-2414.01096,-2501.26041,-1051.103309,-1346.404991,,-3630.634136,,-2396.159921,-522.644764
,,-680.4291678,,,-2316.568461,-3459.735383,,,-1953.147395,,-1554.111009,-1742.36247,-2373.56778,-2276.317877,-2316.620378,-913.2109221,-539.2577025,-1331.984679,-2305.380319,,-5122.171302,-2172.987671,-2375.79822,,45,-5432.880046,,-1045.901528,-1283.189665,,-1553.702034,,-2407.044508,-2495.822693,-1048.830658,-1343.093103,,-3609.906742,,-2376.214684,-521.4541404
,,-680.0583334,,,-2315.246416,-3434.43748,,,-1951.540882,,-1547.433702,-1736.413945,-2345.770928,-2275.200297,-2315.39409,-909.9606359,-535.0213505,-1322.756489,-2303.747995,,-5091.288234,-2170.118304,-2349.253738,,46,-5402.473174,,-1044.095553,-1281.260036,,-1545.642228,,-2375.433796,-2460.63124,-1046.933268,-1339.181624,,-3602.62871,,-2352.419007,-514.8790066
,,-679.9380978,,,-2310.813415,-3408.077659,,,-1950.783327,,-1543.224303,-1733.631054,-2329.389992,-2263.543749,-2314.750419,-904.2001476,-533.8261679,-1308.583612,-2302.115754,,-5060.999722,-2164.397501,-2332.554164,,47,-5374.369908,,-1043.246502,-1266.267242,,-1527.359531,,-2358.778591,-2448.814864,-1045.519957,-1333.238553,,-3591.185466,,-2334.017868,-514.5368857
,,-679.8232655,,,-2309.063113,-3390.325876,,,-1948.715842,,-1538.757458,-1730.671381,-2318.184209,-2259.140878,-2313.501389,-901.9807293,-532.5041427,-1299.760949,-2301.325379,,-5054.47634,-2161.787124,-2319.599468,,48,-5342.619203,,-1040.902922,-1259.851472,,-1525.834243,,-2351.565158,-2403.13051,-1043.598496,-1330.581119,,-3557.6337,,-2328.357338,-501.9490053
,,-679.7126685,,,-2307.425009,-3363.609417,,,-1947.661393,,-1534.189008,-1727.492411,-2296.633224,-2255.685442,-2312.865795,-899.5935082,-530.9795357,-1286.251081,-2300.487765,,-5020.771582,-2159.054744,-2299.570863,,49,-5316.16202,,-1039.704533,-1247.490714,,-1490.394296,,-2324.303603,-2382.732459,-1042.297417,-1327.654181,,-3545.776147,,-2297.756626,-497.0249143
,,,,,-2306.091791,-3350.604983,,,-1946.162228,,-1531.827228,-1724.633567,-2282.550331,-2251.527411,-2312.259172,-896.9563219,-529.2861846,-1277.991232,-2298.571749,,-4968.537463,-2156.190844,-2285.338635,,50,-5287.802397,,-1037.995505,-1241.49672,,-1475.967437,,-2309.551865,-2362.394591,-1041.514896,-1324.368726,,-3533.630335,,-2283.134155,-493.1481386
,,,,,-2304.604034,-3314.725946,,,-1945.348381,,-1529.397277,-1722.613568,-2270.030537,-2248.558278,-2311.775768,-894.337583,-527.8818987,-1269.042095,-2297.871074,,-4949.221446,-2154.347575,-2271.718492,,51,-5266.474366,,-1037.06423,-1235.073803,,-1465.368227,,-2299.736296,-2345.135169,-1039.932536,-1320.956676,,-3520.832902,,-2256.072984,-487.7426164
,,,,,-2303.518285,-3295.729499,,,-1944.484429,,-1523.895463,-1721.285219,-2255.260332,-2245.404705,-2311.268911,,-527.1478504,-1259.661585,-2297.168136,,-4927.162289,-2152.472367,-2268.721273,,52,-5238.673251,,-1036.072499,-1228.15962,,-1448.539841,,-2280.062114,-2323.088884,-1039.009259,-1319.664654,,-3513.16793,,-2241.634803,-483.8135636
,,,,,-2302.940877,-3277.061732,,,-1943.572683,,-1521.770806,-1718.930194,-2243.444166,-2242.370683,-2310.910302,,-525.6154306,-1255.706482,-2296.452704,,-4901.120497,-2149.542381,-2252.226847,,53,-5222.943529,,-1035.021609,-1223.320623,,-1437.082526,,-2267.413227,-2306.072782,-1038.461271,-1315.482341,,-3503.651921,,-2225.586934,-479.4495082
,,,,,-2301.5668,-3264.32297,,,-1942.834917,,-1519.596311,-1717.493212,-2230.999846,-2239.887991,-2310.792592,,-524.7741822,-1250.574301,-2295.984341,,-4871.318131,-2148.198342,-2251.686628,,54,-5186.6471,,-1034.164607,-1218.61721,,-1424.976253,,-2255.942566,-2297.738043,-1037.318926,-1314.105152,,-3488.843228,,-2207.594758,-475.063102
,,,,,-2300.814038,-3243.047694,,,-1942.27725,,-1517.334583,-1716.257809,-2221.998024,-2237.689263,-2310.292598,,-523.9140258,-1236.183409,-2295.518904,,-4844.960352,-2146.733966,-2220.968925,,55,-5165.724189,,-1033.515711,-1211.546707,,-1414.793504,,-2242.981469,-2271.704465,-1036.659277,-1312.576147,,-3482.149376,,-2193.803949,-471.0490319
,,,,,-2300.60462,-3230.099256,,,-1942.083603,,-1515.783597,-1714.950072,-2209.809409,-2236.203906,-2310.073662,,-523.1500213,-1230.842337,,,-4831.088527,-2145.110861,-2209.576878,,56,-5144.489398,,-1033.282571,-1208.039301,,-1402.7377,,-2232.409114,-2256.949517,-1036.185329,-1310.836788,,-3474.707584,,-2180.72577,-467.3731205
,,,,,-2299.3904,-3208.485974,,,-1941.222021,,-1514.259991,-1713.944882,-2203.151575,-2233.741087,-2309.719777,,-522.3484866,-1225.291241,,,-4803.636592,-2143.496881,-2200.955032,,57,-5128.520134,,-1032.282664,-1204.133847,,-1393.905405,,-2221.038719,-2254.729784,-1035.473735,-1308.931156,,-3466.241591,,-2180.284573,-464.9294659
