0.39854,0.42241,0.36644,0.42562
0.38113,0.40822,0.34696,0.40994
0.3653,0.39134,0.33193,0.39463
0.34989,0.37817,0.31874,0.38051
0.33464,0.36614,0.30703,0.36861
0.32222,0.35259,0.29712,0.35616
0.31189,0.3433,0.28838,0.34509
0.30492,0.33619,0.28197,0.33737
0.29855,0.33061,0.27621,0.33063
0.28997,0.32459,0.27014,0.32335
0.28409,0.3204,0.26624,0.31973
0.28283,0.3172,0.26252,0.31548
0.27664,0.31028,0.25716,0.30906
0.27217,0.30477,0.25238,0.30387
0.26862,0.30128,0.24809,0.29931
0.26136,0.29391,0.24232,0.29028
0.25179,0.28337,0.23298,0.27747
0.24379,0.27447,0.22455,0.26845
0.23985,0.26962,0.21949,0.26298
0.23545,0.26523,0.21551,0.25818
0.22685,0.25909,0.20941,0.25132
0.22308,0.25527,0.20675,0.24835
0.21607,0.24994,0.20172,0.24281
0.21144,0.24531,0.19717,0.23845
0.20747,0.24092,0.1927,0.23376
0.20192,0.23572,0.18788,0.229
0.19577,0.22941,0.18027,0.22199
0.18963,0.22235,0.17576,0.21488
0.18507,0.21599,0.17041,0.2093
0.18128,0.21139,0.16869,0.20398
0.17713,0.20743,0.16573,0.2002
0.17306,0.20397,0.16228,0.19593
0.17207,0.20166,0.16024,0.19312
0.16934,0.199,0.15798,0.19165
0.16416,0.19498,0.1541,0.18656
0.15985,0.19076,0.14963,0.18274
0.15714,0.18773,0.1463,0.1822
0.15258,0.18272,0.14314,0.17483
0.14954,0.17741,0.14048,0.17115
0.14333,0.17266,0.1324,0.16559
0.13697,0.16602,0.12375,0.15932
0.13711,0.1644,0.12622,0.16027
0.13425,0.16122,0.12327,0.15812
0.1303,0.15656,0.12,0.15434
0.12459,0.15199,0.11685,0.15085
0.12069,0.14804,0.11296,0.14798
0.11718,0.14396,0.11053,0.14364
0.11458,0.14048,0.10898,0.14176
0.11147,0.13746,0.1058,0.13982
0.10798,0.13394,0.10354,0.1363
0.10516,0.1303,0.10138,0.1331
0.10233,0.12595,0.097507,0.12938
0.098193,0.12224,0.094424,0.12625
0.09442,0.11801,0.091172,0.12251
0.090487,0.11393,0.08864,0.11954
0.086865,0.11049,0.08578,0.11757
0.083094,0.10795,0.08346,0.11373
0.079661,0.10487,0.080695,0.11132
0.077839,0.10249,0.078406,0.1091
0.07596,0.10057,0.07669,0.10709
0.074353,0.098456,0.074099,0.10449
0.072124,0.095219,0.070969,0.10215
0.070867,0.091803,0.068079,0.09896
0.068088,0.088679,0.065471,0.095846
0.064146,0.085667,0.063503,0.093649
0.062009,0.083043,0.06113,0.090577
0.06025,0.080204,0.058638,0.088474
0.057766,0.077922,0.056006,0.086118
0.055384,0.07443,0.053879,0.083634
0.051844,0.071623,0.05164,0.08063
0.049032,0.068653,0.049072,0.077516
0.045446,0.063813,0.046148,0.07269
0.040884,0.060509,0.042481,0.069567
0.038082,0.057377,0.039728,0.067213
0.035832,0.05446,0.037408,0.065292
0.033913,0.051893,0.036676,0.062701
0.033534,0.050854,0.035923,0.061816
0.033346,0.049651,0.0341,0.061234
0.030378,0.047145,0.032641,0.05908
0.029354,0.046143,0.031161,0.05819
0.029381,0.045966,0.030925,0.058614
0.028355,0.045401,0.027707,0.05986
0.029716,0.046845,0.027041,0.060976
0.031306,0.047263,0.027101,0.061494
0.035068,0.04718,0.029209,0.062078
0.042713,0.050598,0.03779,0.064449
0.052922,0.057601,0.055283,0.067842
0.069978,0.06672,0.079281,0.075411
0.10464,0.080764,0.10754,0.08488
0.13693,0.09937,0.13255,0.095608
0.15947,0.12358,0.15176,0.11019
0.17751,0.144,0.16743,0.12767
0.1898,0.15526,0.17957,0.14056
0.20184,0.16882,0.18996,0.1548
0.198,0.17385,0.19279,0.16238
0.18304,0.17263,0.18742,0.16377
0.17605,0.17155,0.18249,0.16566
0.18474,0.18001,0.19101,0.17217
0.19827,0.19151,0.2058,0.18402
0.2162,0.20609,0.21907,0.19884
0.22659,0.21868,0.23068,0.2104
0.23895,0.22826,0.23774,0.21799
0.247,0.23752,0.24671,0.22869
0.25241,0.24265,0.24957,0.23281
0.2514,0.24193,0.24976,0.23194
0.25482,0.24811,0.25724,0.23826
