"V1" "V2" "V3" "V4"
62.088 68.312 62.538 65.376
62.013 67.128 61.246 64.141
61.776 65.789 59.837 62.783
61.388 64.324 58.334 61.323
60.864 62.762 56.763 59.783
60.22 61.131 55.151 58.184
59.473 59.464 53.523 56.55
58.644 57.79 51.905 54.902
57.752 56.14 50.323 53.264
56.817 54.541 48.801 51.657
55.861 53.022 47.361 50.1
54.902 51.608 46.023 48.614
53.959 50.321 44.805 47.217
53.051 49.181 43.725 45.924
52.194 48.206 42.794 44.75
51.401 47.408 42.023 43.707
50.686 46.797 41.418 42.803
50.058 46.381 40.985 42.048
49.525 46.161 40.725 41.446
49.092 46.136 40.634 40.999
48.763 46.302 40.71 40.709
48.536 46.651 40.943 40.574
48.411 47.171 41.324 40.589
48.381 47.848 41.841 40.75
48.439 48.664 42.478 41.048
48.577 49.601 43.22 41.474
48.783 50.637 44.049 42.016
49.044 51.749 44.945 42.663
49.346 52.914 45.89 43.401
49.671 54.105 46.862 44.216
50.004 55.3 47.842 45.092
50.327 56.472 48.81 46.014
50.623 57.597 49.746 46.966
50.872 58.653 50.631 47.933
51.058 59.618 51.449 48.899
51.164 60.472 52.184 49.848
51.173 61.198 52.821 50.765
51.071 61.779 53.348 51.637
50.845 62.204 53.756 52.451
50.482 62.462 54.036 53.194
49.975 62.546 54.183 53.855
49.316 62.454 54.193 54.425
48.5 62.183 54.067 54.895
47.527 61.737 53.805 55.259
46.397 61.121 53.412 55.512
45.114 60.344 52.893 55.65
43.686 59.416 52.258 55.672
42.123 58.352 51.516 55.577
40.436 57.167 50.679 55.367
38.643 55.88 49.761 55.045
36.76 54.511 48.778 54.617
34.808 53.08 47.744 54.088
32.809 51.61 46.676 53.467
30.785 50.123 45.591 52.762
28.763 48.643 44.508 51.985
26.767 47.191 43.441 51.146
24.823 45.791 42.409 50.259
22.956 44.462 41.427 49.336
21.19 43.226 40.51 48.391
19.549 42.099 39.671 47.437
18.055 41.098 38.924 46.489
16.727 40.238 38.278 45.559
15.582 39.529 37.743 44.663
14.634 38.981 37.325 43.811
13.895 38.599 37.03 43.016
13.373 38.389 36.861 42.288
13.071 38.349 36.818 41.637
12.991 38.48 36.9 41.071
13.13 38.776 37.104 40.597
13.483 39.229 37.426 40.218
14.038 39.832 37.857 39.94
14.785 40.572 38.39 39.761
15.707 41.436 39.014 39.684
16.788 42.409 39.718 39.704
18.007 43.473 40.489 39.819
19.343 44.613 41.315 40.023
20.772 45.808 42.181 40.308
22.272 47.041 43.072 40.668
23.818 48.29 43.975 41.092
25.387 49.538 44.873 41.569
26.954 50.765 45.753 42.089
28.497 51.953 46.6 42.64
29.996 53.085 47.402 43.21
31.429 54.143 48.146 43.786
32.778 55.113 48.82 44.356
34.029 55.982 49.415 44.91
35.166 56.737 49.922 45.434
36.178 57.369 50.333 45.921
37.056 57.869 50.642 46.359
37.794 58.232 50.847 46.742
38.388 58.455 50.944 47.061
38.836 58.535 50.932 47.311
39.138 58.474 50.814 47.489
39.298 58.275 50.592 47.593
39.322 57.943 50.271 47.62
39.216 57.485 49.858 47.571
38.99 56.912 49.359 47.45
38.655 56.233 48.785 47.259
38.223 55.463 48.147 47.004
37.707 54.615 47.455 46.691
37.123 53.706 46.723 46.327
36.486 52.753 45.965 45.921
35.812 51.773 45.193 45.483
35.117 50.784 44.423 45.021
34.419 49.806 43.669 44.547
33.734 48.857 42.944 44.07
33.079 47.955 42.263 43.602
32.469 47.118 41.639 43.152
31.92 46.361 41.084 42.731
31.446 45.7 40.609 42.347
31.061 45.149 40.225 42.01
30.776 44.719 39.938 41.727
30.602 44.421 39.756 41.505
30.547 44.261 39.685 41.349
30.618 44.245 39.726 41.263
30.819 44.375 39.88 41.251
31.154 44.65 40.148 41.315
31.622 45.069 40.526 41.454
32.222 45.625 41.008 41.668
32.949 46.311 41.588 41.954
33.796 47.115 42.257 42.31
34.755 48.024 43.005 42.731
35.813 49.025 43.821 43.212
36.959 50.099 44.69 43.746
38.176 51.229 45.598 44.327
39.448 52.394 46.531 44.946
40.756 53.574 47.472 45.597
42.081 54.747 48.407 46.27
43.402 55.893 49.318 46.957
44.699 56.989 50.19 47.65
45.95 58.015 51.008 48.341
47.134 58.951 51.758 49.021
48.232 59.779 52.425 49.684
49.224 60.481 52.998 50.321
50.092 61.043 53.466 50.927
50.819 61.452 53.819 51.495
51.393 61.697 54.052 52.021
51.799 61.771 54.158 52.499
52.03 61.668 54.135 52.926
52.079 61.387 53.98 53.299
51.941 60.928 53.696 53.616
51.617 60.295 53.286 53.875
51.108 59.495 52.754 54.075
50.421 58.538 52.107 54.217
49.563 57.435 51.356 54.3
48.547 56.201 50.51 54.326
47.386 54.853 49.582 54.297
46.097 53.41 48.586 54.215
44.7 51.892 47.536 54.082
43.215 50.321 46.447 53.902
41.664 48.72 45.338 53.678
40.071 47.112 44.223 53.413
38.46 45.521 43.119 53.113
36.855 43.969 42.044 52.781
35.281 42.48 41.012 52.421
33.761 41.074 40.04 52.039
32.318 39.773 39.141 51.639
30.973 38.594 38.328 51.227
29.746 37.554 37.612 50.806
28.652 36.667 37.005 50.381
27.707 35.945 36.512 49.958
26.923 35.396 36.141 49.54
26.309 35.026 35.896 49.132
25.87 34.839 35.778 48.739
25.609 34.833 35.787 48.363
25.526 35.006 35.92 48.007
25.617 35.352 36.174 47.676
25.875 35.861 36.54 47.37
26.292 36.522 37.012 47.091
26.854 37.321 37.579 46.841
27.549 38.242 38.229 46.62
28.358 39.266 38.948 46.428
29.264 40.373 39.724 46.262
30.247 41.542 40.54 46.123
31.286 42.752 41.382 46.007
32.361 43.979 42.232 45.911
33.45 45.203 43.076 45.832
34.531 46.399 43.897 45.765
35.583 47.548 44.681 45.707
36.588 48.628 45.412 45.651
37.526 49.621 46.078 45.592
38.38 50.51 46.666 45.527
39.136 51.279 47.166 45.448
39.779 51.916 47.568 45.351
40.3 52.41 47.866 45.231
40.689 52.753 48.054 45.084
40.941 52.94 48.129 44.905
41.053 52.97 48.089 44.691
41.024 52.843 47.936 44.441
40.854 52.561 47.671 44.151
40.55 52.132 47.3 43.821
40.116 51.563 46.83 43.451
39.562 50.866 46.267 43.042
38.899 50.053 45.623 42.597
38.138 49.139 44.908 42.117
37.294 48.141 44.134 41.608
36.383 47.077 43.314 41.072
35.419 45.963 42.462 40.517
34.42 44.821 41.592 39.947
33.404 43.669 40.719 39.37
32.387 42.526 39.856 38.793
31.387 41.412 39.018 38.223
30.422 40.344 38.217 37.668
29.506 39.34 37.467 37.136
28.656 38.415 36.779 36.634
27.886 37.583 36.163 36.169
27.208 36.858 35.629 35.748
26.634 36.249 35.183 35.378
26.173 35.765 34.833 35.065
25.833 35.412 34.583 34.814
25.62 35.195 34.435 34.628
25.539 35.116 34.391 34.512
25.591 35.174 34.451 34.467
25.775 35.367 34.612 34.496
26.092 35.691 34.871 34.598
26.535 36.139 35.223 34.773
27.101 36.704 35.662 35.018
27.781 37.376 36.18 35.332
28.566 38.145 36.77 35.711
29.447 38.998 37.421 36.15
30.412 39.923 38.125 36.644
31.447 40.906 38.87 37.187
32.541 41.934 39.647 37.772
33.679 42.992 40.444 38.393
34.847 44.067 41.251 39.041
36.031 45.146 42.058 39.71
37.216 46.216 42.855 40.391
38.39 47.265 43.633 41.078
39.54 48.28 44.384 41.762
40.653 49.253 45.099 42.436
41.718 50.175 45.772 43.095
42.725 51.038 46.398 43.731
43.667 51.836 46.972 44.339
44.536 52.565 47.492 44.914
45.327 53.221 47.955 45.453
46.037 53.804 48.36 45.952
46.662 54.312 48.707 46.41
47.204 54.749 48.999 46.824
47.663 55.116 49.238 47.195
48.041 55.417 49.428 47.523
48.345 55.659 49.573 47.81
48.579 55.848 49.678 48.057
48.749 55.99 49.75 48.269
48.865 56.094 49.795 48.448
48.936 56.168 49.821 48.599
48.97 56.222 49.834 48.727
48.977 56.264 49.841 48.836
48.969 56.303 49.851 48.934
48.956 56.349 49.87 49.025
48.947 56.41 49.906 49.114
48.954 56.494 49.963 49.209
48.984 56.609 50.05 49.313
49.047 56.76 50.169 49.433
49.151 56.954 50.326 49.572
49.302 57.194 50.523 49.735
49.505 57.485 50.764 49.925
49.765 57.828 51.048 50.145
50.085 58.223 51.377 50.397
50.467 58.67 51.749 50.682
50.909 59.168 52.162 51.001
51.41 59.712 52.614 51.353
51.968 60.298 53.099 51.736
52.579 60.921 53.612 52.148
53.236 61.573 54.149 52.586
53.932 62.246 54.701 53.047
54.66 62.932 55.262 53.525
55.41 63.62 55.823 54.015
56.173 64.301 56.376 54.513
56.939 64.964 56.912 55.01
57.695 65.599 57.423 55.502
58.431 66.193 57.9 55.98
59.135 66.738 58.334 56.44
59.796 67.221 58.718 56.873
60.403 67.634 59.043 57.273
60.944 67.966 59.303 57.634
61.411 68.211 59.491 57.949
61.792 68.361 59.604 58.215
62.08 68.411 59.635 58.425
62.268 68.354 59.583 58.577
62.35 68.19 59.447 58.666
62.321 67.916 59.224 58.691
62.178 67.534 58.917 58.651
61.919 67.044 58.527 58.544
61.545 66.451 58.059 58.373
61.057 65.761 57.517 58.138
60.459 64.982 56.907 57.844
59.758 64.121 56.237 57.493
58.959 63.191 55.516 57.091
58.072 62.203 54.753 56.644
57.107 61.171 53.958 56.158
56.077 60.109 53.144 55.64
54.994 59.032 52.321 55.1
53.874 57.958 51.502 54.544
52.731 56.901 50.699 53.983
51.583 55.879 49.925 53.425
50.447 54.908 49.192 52.88
49.34 54.005 48.511 52.356
48.279 53.183 47.894 51.863
47.281 52.457 47.35 51.409
46.363 51.841 46.89 51.001
45.541 51.344 46.521 50.648
44.83 50.978 46.25 50.355
44.242 50.748 46.083 50.127
43.789 50.661 46.022 49.969
43.48 50.72 46.07 49.885
43.323 50.923 46.227 49.875
43.322 51.271 46.492 49.941
43.479 51.758 46.861 50.082
43.793 52.378 47.329 50.296
44.261 53.12 47.889 50.579
44.876 53.975 48.534 50.927
45.628 54.927 49.253 51.334
46.506 55.963 50.035 51.793
47.494 57.063 50.868 52.296
48.574 58.212 51.739 52.835
49.726 59.388 52.633 53.4
50.929 60.572 53.537 53.981
52.158 61.743 54.436 54.567
53.388 62.881 55.314 55.149
54.593 63.965 56.157 55.715
55.746 64.975 56.951 56.255
56.82 65.894 57.681 56.759
57.788 66.704 58.335 57.218
58.624 67.388 58.902 57.622
59.305 67.933 59.37 57.963
59.807 68.328 59.73 58.236
60.111 68.562 59.975 58.433
60.199 68.628 60.098 58.549
60.056 68.523 60.095 58.583
59.671 68.245 59.963 58.531
59.037 67.794 59.703 58.392
58.152 67.175 59.315 58.168
57.016 66.394 58.803 57.86
55.634 65.462 58.172 57.472
54.017 64.388 57.428 57.007
52.178 63.189 56.581 56.473
50.137 61.879 55.641 55.875
47.914 60.479 54.619 55.222
45.535 59.006 53.529 54.521
43.031 57.484 52.385 53.782
40.434 55.934 51.202 53.015
37.776 54.379 49.997 52.229
35.095 52.842 48.785 51.436
32.429 51.347 47.584 50.645
29.814 49.916 46.41 49.866
27.288 48.571 45.28 49.11
24.889 47.332 44.209 48.386
22.651 46.219 43.213 47.704
20.607 45.248 42.305 47.07
18.788 44.436 41.5 46.494
17.22 43.793 40.807 45.981
15.925 43.33 40.238 45.539
14.922 43.053 39.799 45.17
14.225 42.968 39.498 44.88
13.841 43.074 39.337 44.671
13.774 43.369 39.318 44.545
14.021 43.849 39.442 44.502
14.575 44.504 39.704 44.543
15.423 45.323 40.1 44.665
16.548 46.293 40.624 44.866
17.928 47.398 41.265 45.144
19.535 48.617 42.013 45.493
21.341 49.932 42.854 45.91
23.312 51.319 43.774 46.389
25.413 52.756 44.758 46.924
27.607 54.218 45.789 47.508
29.855 55.681 46.849 48.135
32.119 57.119 47.92 48.798
34.361 58.509 48.983 49.489
36.544 59.828 50.021 50.201
38.631 61.052 51.017 50.928
40.591 62.162 51.952 51.661
42.391 63.139 52.812 52.394
44.007 63.967 53.582 53.121
45.414 64.631 54.249 53.835
46.593 65.12 54.802 54.531
47.531 65.427 55.232 55.202
48.217 65.547 55.533 55.844
48.647 65.478 55.7 56.453
48.821 65.222 55.731 57.025
48.742 64.784 55.627 57.556
48.421 64.172 55.391 58.044
47.871 63.397 55.028 58.486
47.11 62.472 54.545 58.881
46.159 61.416 53.954 59.228
45.042 60.246 53.265 59.526
43.788 58.984 52.492 59.775
42.427 57.651 51.649 59.974
40.988 56.273 50.754 60.126
39.505 54.872 49.824 60.23
38.011 53.474 48.875 60.288
36.537 52.103 47.925 60.301
35.117 50.784 46.992 60.272
33.78 49.538 46.093 60.202
32.554 48.387 45.245 60.093
31.466 47.351 44.461 59.948
30.538 46.447 43.756 59.769
29.791 45.688 43.141 59.559
29.24 45.088 42.626 59.32
28.896 44.655 42.22 59.054
28.769 44.393 41.927 58.765
28.86 44.306 41.751 58.454
29.169 44.393 41.694 58.125
29.692 44.648 41.752 57.78
30.419 45.065 41.924 57.421
31.336 45.634 42.203 57.051
32.427 46.34 42.581 56.671
33.673 47.168 43.048 56.284
35.049 48.102 43.595 55.891
36.53 49.12 44.207 55.495
38.09 50.202 44.871 55.096
39.699 51.326 45.574 54.697
41.329 52.47 46.3 54.298
42.948 53.61 47.033 53.9
44.528 54.723 47.76 53.504
46.039 55.789 48.466 53.11
47.453 56.786 49.135 52.717
48.746 57.694 49.757 52.327
49.893 58.496 50.317 51.939
50.873 59.176 50.807 51.551
51.668 59.72 51.215 51.164
52.263 60.117 51.536 50.776
52.646 60.359 51.763 50.387
52.81 60.439 51.891 49.995
52.75 60.356 51.918 49.6
52.466 60.108 51.844 49.2
51.962 59.699 51.669 48.795
51.244 59.135 51.396 48.383
50.322 58.422 51.029 47.965
49.211 57.573 50.574 47.54
47.928 56.599 50.037 47.108
46.491 55.517 49.427 46.669
44.923 54.342 48.753 46.225
43.248 53.093 48.025 45.778
41.491 51.79 47.253 45.327
39.679 50.454 46.447 44.877
37.84 49.105 45.62 44.43
36.001 47.766 44.783 43.99
34.191 46.458 43.946 43.559
32.435 45.201 43.121 43.144
30.761 44.016 42.319 42.747
29.193 42.923 41.548 42.375
27.754 41.939 40.818 42.032
26.464 41.081 40.139 41.724
25.341 40.363 39.516 41.457
24.403 39.796 38.957 41.236
23.66 39.392 38.468 41.067
23.123 39.158 38.053 40.954
22.798 39.097 37.714 40.903
22.688 39.213 37.455 40.917
22.793 39.504 37.275 41
23.111 39.968 37.176 41.154
23.633 40.597 37.156 41.382
24.353 41.383 37.213 41.684
25.256 42.315 37.343 42.059
26.329 43.379 37.543 42.507
27.554 44.559 37.808 43.023
28.913 45.837 38.131 43.605
30.384 47.194 38.508 44.246
31.946 48.609 38.93 44.94
33.575 50.06 39.391 45.679
35.248 51.526 39.883 46.453
36.939 52.983 40.398 47.253
38.624 54.409 40.928 48.066
40.28 55.781 41.465 48.88
41.883 57.077 41.999 49.683
43.41 58.279 42.525 50.462
44.841 59.366 43.033 51.201
46.155 60.321 43.515 51.889
47.336 61.129 43.966 52.511
48.368 61.778 44.378 53.054
49.238 62.257 44.745 53.505
49.934 62.559 45.062 53.854
50.448 62.678 45.323 54.089
50.776 62.612 45.526 54.201
50.915 62.363 45.666 54.184
50.864 61.934 45.743 54.031
50.627 61.333 45.754 53.739
50.209 60.568 45.699 53.306
49.619 59.651 45.579 52.732
48.867 58.598 45.397 52.02
47.966 57.424 45.154 51.175
46.931 56.148 44.855 50.204
45.779 54.791 44.505 49.115
44.529 53.373 44.109 47.921
43.2 51.917 43.674 46.635
41.813 50.446 43.208 45.271
40.39 48.982 42.718 43.845
38.952 47.548 42.214 42.376
37.521 46.166 41.705 40.883
36.119 44.857 41.199 39.385
34.766 43.642 40.707 37.902
33.482 42.539 40.239 36.454
32.287 41.563 39.803 35.062
31.198 40.73 39.41 33.745
30.231 40.052 39.067 32.522
29.399 39.537 38.783 31.412
28.715 39.194 38.565 30.43
28.188 39.026 38.419 29.592
27.827 39.035 38.352 28.911
27.637 39.22 38.367 28.398
27.621 39.576 38.466 28.062
27.779 40.097 38.653 27.909
28.11 40.775 38.926 27.943
28.61 41.598 39.284 28.165
29.273 42.552 39.726 28.573
30.09 43.621 40.246 29.164
31.052 44.789 40.838 29.929
32.146 46.037 41.497 30.86
33.358 47.345 42.213 31.944
34.673 48.692 42.977 33.166
36.076 50.058 43.779 34.51
37.547 51.42 44.607 35.957
39.069 52.758 45.449 37.486
40.623 54.05 46.293 39.076
42.189 55.277 47.125 40.703
43.75 56.419 47.933 42.344
45.284 57.459 48.703 43.975
46.775 58.38 49.424 45.572
48.204 59.17 50.083 47.112
49.554 59.814 50.669 48.571
50.811 60.304 51.172 49.928
51.96 60.633 51.583 51.163
52.989 60.796 51.896 52.259
53.888 60.792 52.104 53.2
54.649 60.62 52.203 53.972
55.264 60.285 52.191 54.565
55.73 59.793 52.069 54.973
56.044 59.153 51.836 55.19
56.208 58.376 51.498 55.216
56.224 57.477 51.06 55.054
56.095 56.471 50.529 54.709
55.83 55.374 49.914 54.19
55.436 54.207 49.226 53.508
54.924 52.99 48.477 52.678
54.306 51.743 47.68 51.717
53.594 50.487 46.848 50.645
52.804 49.244 45.997 49.482
51.95 48.034 45.141 48.25
51.048 46.879 44.295 46.973
50.114 45.796 43.474 45.675
49.164 44.803 42.692 44.379
48.215 43.917 41.963 43.109
47.281 43.15 41.298 41.888
46.377 42.514 40.708 40.735
45.518 42.018 40.203 39.672
44.716 41.668 39.791 38.715
43.983 41.467 39.478 37.879
43.327 41.416 39.266 37.176
42.759 41.513 39.158 36.616
42.284 41.752 39.154 36.204
41.907 42.127 39.252 35.944
41.63 42.625 39.446 35.835
41.455 43.237 39.732 35.875
41.381 43.945 40.1 36.057
41.404 44.735 40.541 36.372
41.52 45.589 41.045 36.808
41.722 46.487 41.598 37.351
42.001 47.41 42.188 37.986
42.348 48.338 42.801 38.694
42.751 49.251 43.423 39.456
43.197 50.128 44.039 40.253
43.674 50.951 44.634 41.062
44.166 51.701 45.195 41.865
44.659 52.362 45.709 42.641
45.136 52.919 46.163 43.369
45.584 53.358 46.546 44.032
45.986 53.67 46.849 44.612
46.328 53.845 47.063 45.094
46.596 53.878 47.182 45.466
46.777 53.766 47.201 45.716
46.859 53.509 47.119 45.836
46.832 53.111 46.935 45.822
46.688 52.576 46.651 45.67
46.422 51.914 46.27 45.382
46.028 51.136 45.8 44.961
45.506 50.257 45.248 44.413
44.855 49.291 44.624 43.747
44.081 48.258 43.94 42.977
43.188 47.178 43.21 42.116
42.184 46.072 42.448 41.18
41.082 44.964 41.669 40.189
39.894 43.876 40.89 39.163
38.635 42.832 40.128 38.122
37.324 41.855 39.4 37.089
35.978 40.968 38.722 36.087
34.619 40.191 38.111 35.137
33.268 39.546 37.582 34.261
31.947 39.049 37.149 33.48
30.678 38.716 36.824 32.813
29.484 38.559 36.618 32.278
28.386 38.589 36.54 31.89
27.404 38.811 36.596 31.661
26.558 39.228 36.789 31.602
25.864 39.839 37.122 31.719
25.339 40.639 37.593 32.016
24.994 41.621 38.198 32.492
24.839 42.772 38.929 33.144
24.881 44.076 39.778 33.965
25.123 45.515 40.733 34.945
25.567 47.067 41.779 36.069
26.207 48.707 42.901 37.322
27.038 50.409 44.079 38.683
28.05 52.144 45.295 40.131
29.23 53.881 46.528 41.641
30.561 55.591 47.756 43.187
32.026 57.241 48.958 44.743
33.604 58.802 50.111 46.28
35.27 60.242 51.193 47.771
37.002 61.535 52.186 49.188
38.774 62.652 53.068 50.504
40.559 63.571 53.823 51.694
42.332 64.271 54.435 52.734
44.067 64.735 54.892 53.603
45.738 64.948 55.181 54.285
47.323 64.903 55.297 54.762
48.8 64.595 55.234 55.025
50.148 64.023 54.993 55.066
51.351 63.194 54.574 54.882
52.395 62.117 53.983 54.472
53.267 60.806 53.231 53.844
53.959 59.28 52.328 53.005
54.467 57.564 51.29 51.97
54.788 55.683 50.135 50.756
54.925 53.67 48.884 49.383
54.882 51.556 47.559 47.876
54.667 49.379 46.183 46.262
54.291 47.175 44.783 44.569
53.767 44.983 43.384 42.83
53.111 42.841 42.013 41.075
52.34 40.787 40.695 39.337
51.473 38.859 39.455 37.649
50.532 37.089 38.317 36.043
49.537 35.511 37.303 34.548
48.511 34.153 36.433 33.193
47.474 33.039 35.722 32.003
46.449 32.188 35.185 31
45.456 31.616 34.831 30.204
44.514 31.333 34.668 29.629
43.641 31.343 34.699 29.285
42.853 31.645 34.922 29.178
42.165 32.231 35.333 29.309
41.587 33.091 35.924 29.676
41.129 34.206 36.683 30.269
40.796 35.556 37.595 31.076
40.593 37.114 38.643 32.081
40.519 38.851 39.805 33.263
40.573 40.734 41.059 34.599
40.749 42.728 42.382 36.062
41.038 44.796 43.748 37.623
41.431 46.901 45.131 39.252
41.913 49.005 46.505 40.918
42.471 51.071 47.846 42.588
43.087 53.064 49.128 44.231
43.741 54.95 50.329 45.818
44.415 56.698 51.428 47.318
45.088 58.28 52.405 48.706
45.739 59.673 53.245 49.958
46.346 60.855 53.934 51.052
46.889 61.812 54.462 51.971
47.35 62.532 54.821 52.701
47.708 63.008 55.009 53.232
47.948 63.239 55.023 53.559
48.056 63.228 54.867 53.679
48.019 62.981 54.547 53.595
47.828 62.509 54.07 53.312
47.477 61.828 53.449 52.839
46.962 60.956 52.697 52.191
46.285 59.914 51.83 51.381
45.447 58.726 50.864 50.43
44.458 57.42 49.82 49.357
43.326 56.021 48.716 48.184
42.065 54.558 47.574 46.935
40.693 53.061 46.415 45.634
39.229 51.558 45.258 44.306
37.695 50.079 44.125 42.976
36.115 48.649 43.034 41.666
34.515 47.295 42.005 40.401
32.922 46.041 41.055 39.202
31.365 44.91 40.198 38.089
29.871 43.92 39.45 37.081
28.47 43.088 38.822 36.192
27.187 42.428 38.323 35.437
26.05 41.952 37.961 34.828
25.082 41.665 37.742 34.372
24.306 41.574 37.668 34.077
23.739 41.679 37.741 33.945
23.4 41.978 37.959 33.978
23.298 42.468 38.319 34.175
23.444 43.14 38.814 34.532
23.842 43.984 39.439 35.043
24.491 44.987 40.183 35.7
25.388 46.136 41.035 36.495
26.525 47.412 41.985 37.417
27.889 48.797 43.018 38.452
29.464 50.273 44.12 39.589
31.229 51.816 45.276 40.813
33.16 53.407 46.471 42.109
35.23 55.022 47.687 43.462
37.411 56.64 48.91 44.857
39.668 58.237 50.123 46.278
41.97 59.791 51.31 47.71
44.28 61.281 52.455 49.138
46.563 62.686 53.544 50.547
48.784 63.987 54.562 51.924
50.906 65.165 55.496 53.255
52.896 66.203 56.334 54.526
54.722 67.086 57.064 55.726
56.351 67.801 57.678 56.843
57.757 68.336 58.167 57.868
58.914 68.682 58.524 58.789
59.801 68.833 58.744 59.599
60.4 68.783 58.823 60.29
60.697 68.531 58.759 60.854
60.683 68.078 58.553 61.287
60.353 67.424 58.205 61.583
59.707 66.578 57.72 61.74
58.749 65.545 57.102 61.754
57.488 64.337 56.358 61.625
55.937 62.967 55.497 61.353
54.115 61.448 54.527 60.939
52.042 59.798 53.461 60.387
49.746 58.036 52.31 59.701
47.254 56.183 51.089 58.886
44.599 54.259 49.812 57.951
41.816 52.289 48.495 56.903
38.941 50.295 47.153 55.754
36.013 48.303 45.803 54.514
33.07 46.336 44.461 53.196
30.154 44.42 43.144 51.815
27.302 42.577 41.868 50.385
24.554 40.83 40.648 48.922
21.946 39.202 39.499 47.442
19.514 37.711 38.435 45.963
17.29 36.377 37.469 44.501
15.303 35.214 36.61 43.074
13.579 34.236 35.87 41.698
12.14 33.453 35.255 40.39
11.002 32.874 34.771 39.164
10.178 32.502 34.423 38.036
9.6754 32.339 34.211 37.018
9.4957 32.383 34.137 36.122
9.636 32.629 34.196 35.357
10.088 33.069 34.385 34.732
10.838 33.692 34.698 34.251
11.867 34.484 35.126 33.92
13.153 35.427 35.659 33.739
14.667 36.504 36.286 33.707
16.378 37.692 36.992 33.822
18.251 38.969 37.765 34.079
20.249 40.31 38.588 34.471
22.331 41.69 39.445 34.989
24.456 43.083 40.321 35.621
26.582 44.464 41.198 36.357
28.665 45.806 42.059 37.182
30.664 47.085 42.889 38.082
32.539 48.276 43.671 39.042
34.25 49.358 44.391 40.045
35.761 50.31 45.035 41.076
37.04 51.115 45.592 42.117
38.058 51.756 46.05 43.153
38.789 52.222 46.4 44.169
39.215 52.503 46.636 45.15
39.319 52.593 46.752 46.08
39.094 52.49 46.747 46.949
38.535 52.192 46.618 47.745
37.644 51.706 46.369 48.457
36.429 51.038 46.003 49.077
34.902 50.198 45.525 49.599
33.081 49.201 44.945 50.018
30.992 48.062 44.27 50.331
28.66 46.8 43.514 50.536
26.119 45.438 42.689 50.635
23.404 43.996 41.81 50.629
20.554 42.501 40.892 50.523
17.61 40.977 39.951 50.322
14.616 39.45 39.004 50.034
11.616 37.946 38.069 49.667
8.6532 36.492 37.161 49.23
5.7726 35.112 36.298 48.735
4.9188 42.514 41.766 43.653
7.6985 44.341 43.011 44.149
10.571 46.175 44.262 44.71
13.5 47.989 45.499 45.326
16.448 49.758 46.707 45.988
19.382 51.459 47.869 46.686
22.267 53.071 48.97 47.41
25.074 54.572 49.996 48.149
27.774 55.945 50.935 48.893
30.342 57.176 51.775 49.631
32.758 58.251 52.507 50.354
35.003 59.161 53.125 51.053
37.064 59.901 53.624 51.72
38.931 60.468 54.002 52.35
40.597 60.861 54.258 52.935
42.061 61.086 54.394 53.472
43.323 61.148 54.415 53.957
44.389 61.059 54.327 54.39
45.264 60.83 54.139 54.77
45.96 60.477 53.86 55.098
46.488 60.018 53.502 55.375
46.864 59.471 53.079 55.606
47.101 58.857 52.604 55.795
47.218 58.196 52.091 55.946
47.232 57.512 51.557 56.064
47.159 56.824 51.015 56.157
47.018 56.155 50.482 56.228
46.825 55.525 49.971 56.286
46.596 54.951 49.496 56.335
46.346 54.452 49.069 56.38
46.088 54.041 48.702 56.427
45.835 53.732 48.404 56.48
45.595 53.533 48.183 56.542
45.377 53.451 48.045 56.616
45.188 53.49 47.992 56.702
45.031 53.651 48.027 56.801
44.909 53.931 48.148 56.913
44.823 54.324 48.354 57.035
44.77 54.821 48.639 57.165
44.748 55.412 48.996 57.3
44.752 56.082 49.418 57.435
44.776 56.816 49.892 57.565
44.813 57.596 50.409 57.685
44.853 58.402 50.954 57.789
44.889 59.215 51.515 57.871
44.91 60.014 52.077 57.924
44.905 60.777 52.627 57.945
44.865 61.484 53.148 57.925
44.778 62.115 53.628 57.862
44.634 62.651 54.054 57.751
44.424 63.075 54.412 57.588
44.137 63.372 54.691 57.37
43.765 63.529 54.883 57.096
43.299 63.535 54.978 56.765
42.733 63.383 54.972 56.378
42.06 63.067 54.859 55.935
41.276 62.586 54.637 55.44
40.378 61.942 54.306 54.895
39.364 61.138 53.87 54.305
38.233 60.182 53.33 53.673
36.987 59.086 52.695 53.007
35.629 57.861 51.972 52.312
34.165 56.523 51.171 51.593
32.6 55.092 50.303 50.859
30.944 53.585 49.381 50.116
29.207 52.025 48.42 49.371
27.4 50.434 47.433 48.629
25.539 48.835 46.436 47.899
23.637 47.253 45.445 47.185
21.712 45.71 44.475 46.493
19.782 44.231 43.541 45.828
17.866 42.836 42.658 45.195
15.983 41.546 41.84 44.597
14.154 40.382 41.099 44.037
12.398 39.359 40.447 43.517
10.738 38.493 39.893 43.04
9.1913 37.796 39.446 42.605
7.7779 37.277 39.111 42.214
6.5154 36.942 38.893 41.865
5.4203 36.795 38.793 41.559
4.7061 42.987 42.653 40.459
5.6797 44.269 43.453 40.489
6.8417 45.599 44.283 40.543
8.1785 46.958 45.128 40.621
9.6747 48.321 45.975 40.723
11.313 49.669 46.81 40.848
13.075 50.98 47.619 40.995
14.94 52.233 48.389 41.166
16.888 53.41 49.11 41.359
18.898 54.493 49.769 41.575
20.948 55.467 50.356 41.814
23.017 56.316 50.864 42.077
25.084 57.03 51.284 42.363
