"V1" "V2" "V3" "V4"
40.015 50.174 45.309 46.361
39.354 49.271 44.587 45.402
38.743 48.474 43.951 44.526
38.195 47.795 43.408 43.747
37.717 47.245 42.966 43.076
37.32 46.831 42.631 42.52
37.011 46.557 42.407 42.087
36.796 46.428 42.296 41.78
36.68 46.444 42.299 41.603
36.666 46.604 42.415 41.555
36.757 46.903 42.641 41.635
36.955 47.337 42.972 41.839
37.259 47.897 43.402 42.162
37.666 48.574 43.925 42.597
38.175 49.356 44.53 43.134
38.78 50.232 45.208 43.764
39.475 51.186 45.947 44.474
40.253 52.203 46.737 45.253
41.106 53.268 47.564 46.086
42.022 54.362 48.414 46.961
42.991 55.47 49.275 47.862
43.999 56.574 50.132 48.774
45.034 57.656 50.972 49.684
46.079 58.699 51.782 50.576
47.121 59.687 52.548 51.435
48.142 60.604 53.258 52.25
49.126 61.436 53.902 53.006
50.057 62.169 54.467 53.691
50.918 62.791 54.946 54.296
51.693 63.293 55.329 54.811
52.366 63.665 55.611 55.227
52.924 63.902 55.787 55.539
53.352 63.999 55.853 55.74
53.64 63.954 55.808 55.829
53.777 63.767 55.652 55.804
53.757 63.44 55.387 55.664
53.572 62.979 55.017 55.412
53.222 62.388 54.547 55.052
52.704 61.678 53.985 54.59
52.022 60.859 53.338 54.031
51.181 59.944 52.617 53.386
50.188 58.946 51.833 52.663
49.055 57.881 50.999 51.874
47.794 56.766 50.127 51.031
46.42 55.619 49.232 50.148
44.953 54.458 48.328 49.238
43.41 53.301 47.429 48.315
41.814 52.167 46.55 47.394
40.187 51.074 45.705 46.49
38.553 50.041 44.908 45.616
36.935 49.083 44.171 44.788
35.358 48.216 43.507 44.016
33.845 47.455 42.925 43.315
32.419 46.812 42.437 42.696
31.101 46.297 42.048 42.167
29.913 45.919 41.765 41.738
28.871 45.684 41.593 41.415
27.992 45.594 41.534 41.203
27.288 45.652 41.588 41.107
26.769 45.855 41.754 41.125
26.443 46.201 42.029 41.259
26.313 46.681 42.406 41.506
26.379 47.288 42.879 41.86
26.638 48.01 43.439 42.316
27.083 48.833 44.076 42.864
27.705 49.744 44.778 43.496
28.492 50.724 45.532 44.199
29.426 51.756 46.324 44.961
30.49 52.821 47.14 45.767
31.664 53.898 47.964 46.602
32.924 54.967 48.781 47.452
34.248 56.007 49.575 48.298
35.61 56.998 50.332 49.126
36.985 57.92 51.036 49.917
38.346 58.754 51.674 50.658
39.67 59.482 52.233 51.331
40.932 60.089 52.701 51.922
42.108 60.56 53.068 52.418
43.178 60.882 53.325 52.806
44.122 61.045 53.464 53.075
44.923 61.043 53.481 53.218
45.568 60.87 53.371 53.226
46.045 60.523 53.135 53.095
46.346 60.004 52.771 52.821
46.467 59.315 52.284 52.405
46.406 58.463 51.677 51.848
46.165 57.457 50.958 51.154
45.748 56.308 50.134 50.329
45.164 55.03 49.216 49.382
44.424 53.639 48.214 48.323
43.54 52.153 47.144 47.164
42.529 50.592 46.017 45.919
41.409 48.975 44.85 44.604
40.197 47.327 43.658 43.236
38.916 45.669 42.458 41.832
37.585 44.023 41.265 40.411
36.227 42.414 40.096 38.991
34.864 40.863 38.968 37.592
33.515 39.392 37.894 36.232
32.202 38.022 36.891 34.929
30.944 36.77 35.971 33.701
29.759 35.655 35.147 32.564
28.662 34.692 34.43 31.533
27.667 33.892 33.828 30.621
26.788 33.267 33.35 29.841
26.033 32.824 33 29.201
25.409 32.568 32.784 28.71
24.923 32.501 32.702 28.373
24.575 32.622 32.754 28.193
24.367 32.929 32.939 28.171
24.296 33.414 33.253 28.307
24.358 34.071 33.69 28.596
24.546 34.886 34.243 29.033
24.854 35.848 34.902 29.61
25.27 36.941 35.657 30.319
25.784 38.149 36.497 31.147
26.383 39.452 37.409 32.083
27.055 40.832 38.379 33.111
27.785 42.268 39.393 34.218
28.559 43.739 40.436 35.387
29.362 45.223 41.493 36.601
30.179 46.7 42.549 37.844
30.995 48.149 43.589 39.097
31.798 49.548 44.598 40.343
32.571 50.879 45.563 41.567
33.304 52.123 46.469 42.749
33.983 53.264 47.305 43.876
34.597 54.286 48.06 44.932
35.136 55.177 48.723 45.904
35.591 55.924 49.287 46.778
35.955 56.519 49.744 47.544
36.221 56.955 50.089 48.193
36.384 57.228 50.319 48.716
36.442 57.337 50.432 49.108
36.393 57.281 50.428 49.364
36.236 57.066 50.31 49.484
35.973 56.696 50.08 49.466
35.607 56.179 49.745 49.312
35.142 55.527 49.312 49.026
34.586 54.752 48.788 48.614
33.947 53.869 48.185 48.084
33.232 52.894 47.514 47.444
32.454 51.845 46.787 46.704
31.624 50.741 46.018 45.878
30.756 49.602 45.22 44.978
29.863 48.447 44.407 44.019
28.962 47.299 43.595 43.015
28.068 46.176 42.797 41.981
27.196 45.1 42.029 40.935
26.365 44.088 41.302 39.89
25.589 43.16 40.631 38.864
24.886 42.331 40.027 37.87
24.27 41.616 39.5 36.924
23.757 41.027 39.059 36.039
23.359 40.576 38.712 35.228
23.088 40.269 38.465 34.501
22.955 40.112 38.322 33.868
22.969 40.107 38.284 33.337
23.134 40.255 38.351 32.915
23.455 40.552 38.522 32.606
23.933 40.992 38.794 32.412
24.566 41.567 39.159 32.334
25.351 42.267 39.612 32.371
26.279 43.078 40.143 32.52
27.343 43.986 40.742 32.776
28.529 44.973 41.398 33.133
29.823 46.022 42.098 33.582
31.209 47.113 42.829 34.114
32.668 48.227 43.576 34.718
34.181 49.343 44.328 35.383
35.725 50.441 45.068 36.095
37.279 51.502 45.784 36.843
38.821 52.506 46.462 37.612
40.327 53.436 47.09 38.389
41.775 54.275 47.657 39.161
43.145 55.009 48.152 39.914
44.415 55.624 48.566 40.635
45.568 56.11 48.893 41.313
46.586 56.461 49.126 41.937
47.457 56.669 49.262 42.497
48.167 56.732 49.298 42.985
48.708 56.65 49.235 43.394
49.075 56.427 49.075 43.719
49.265 56.066 48.82 43.957
49.277 55.576 48.476 44.105
49.117 54.966 48.05 44.164
48.791 54.25 47.551 44.135
48.309 53.441 46.989 44.021
47.684 52.556 46.374 43.828
46.93 51.611 45.718 43.562
46.067 50.625 45.035 43.231
45.113 49.617 44.338 42.845
44.09 48.606 43.64 42.414
43.02 47.612 42.955 41.948
41.928 46.655 42.296 41.461
40.838 45.752 41.676 40.963
39.772 44.921 41.109 40.469
38.755 44.179 40.604 39.989
37.809 43.539 40.172 39.537
36.955 43.015 39.823 39.124
36.213 42.617 39.563 38.761
35.601 42.354 39.398 38.458
35.132 42.231 39.333 38.224
34.82 42.251 39.37 38.066
34.672 42.415 39.509 37.99
34.696 42.722 39.748 38.001
34.894 43.166 40.085 38.101
35.264 43.74 40.514 38.291
35.802 44.436 41.028 38.571
36.5 45.24 41.62 38.937
37.346 46.139 42.278 39.384
38.327 47.117 42.992 39.908
39.424 48.156 43.748 40.499
40.616 49.239 44.535 41.149
41.881 50.344 45.338 41.846
43.194 51.452 46.141 42.578
44.527 52.543 46.932 43.333
45.853 53.594 47.694 44.097
47.142 54.587 48.414 44.855
48.366 55.502 49.078 45.594
49.495 56.319 49.672 46.298
50.502 57.024 50.186 46.953
51.358 57.6 50.608 47.546
52.039 58.033 50.929 48.064
52.523 58.315 51.142 48.494
52.788 58.435 51.24 48.826
52.819 58.388 51.22 49.051
52.602 58.172 51.081 49.161
52.127 57.786 50.821 49.152
51.39 57.234 50.443 49.018
50.391 56.52 49.953 48.759
49.132 55.654 49.354 48.376
47.623 54.647 48.657 47.871
45.878 53.513 47.871 47.249
43.913 52.268 47.007 46.517
41.75 50.93 46.079 45.685
39.417 49.521 45.101 44.764
36.942 48.06 44.088 43.766
34.358 46.572 43.056 42.707
31.7 45.08 42.022 41.601
29.007 43.607 41.003 40.466
26.318 42.178 40.015 39.32
23.671 40.815 39.075 38.179
21.107 39.541 38.198 37.063
18.665 38.377 37.399 35.99
16.382 37.343 36.692 34.977
14.295 36.456 36.089 34.04
12.436 35.732 35.6 33.196
10.834 35.182 35.234 32.459
9.514 34.817 34.998 31.841
8.4979 34.642 34.895 31.352
7.801 34.663 34.929 31.002
7.434 34.878 35.099 30.797
7.4019 35.285 35.403 30.739
7.7044 35.878 35.836 30.831
8.3353 36.647 36.391 31.072
9.2832 37.579 37.06 31.456
10.531 38.66 37.831 31.979
12.058 39.872 38.693 32.631
13.838 41.195 39.63 33.401
15.84 42.607 40.628 34.277
18.032 44.084 41.669 35.243
20.377 45.602 42.736 36.283
22.838 47.135 43.812 37.379
25.376 48.658 44.879 38.512
27.95 50.146 45.917 39.663
30.522 51.573 46.911 40.812
33.053 52.916 47.843 41.939
35.507 54.153 48.698 43.025
37.849 55.263 49.461 44.052
40.048 56.227 50.12 45.003
42.075 57.031 50.664 45.86
43.907 57.662 51.083 46.61
45.523 58.109 51.372 47.242
46.907 58.366 51.526 47.744
48.048 58.431 51.542 48.109
48.94 58.303 51.422 48.332
49.58 57.987 51.167 48.411
49.971 57.489 50.784 48.346
50.119 56.82 50.28 48.139
50.035 55.993 49.664 47.797
49.733 55.025 48.947 47.327
49.23 53.935 48.145 46.739
48.547 52.742 47.27 46.047
47.705 51.47 46.34 45.265
46.73 50.143 45.371 44.409
45.646 48.786 44.382 43.496
44.48 47.425 43.391 42.545
43.259 46.084 42.415 41.574
42.009 44.789 41.474 40.605
40.756 43.564 40.583 39.656
39.524 42.432 39.759 38.745
38.337 41.413 39.019 37.892
37.216 40.528 38.374 37.114
36.18 39.791 37.838 36.427
35.247 39.218 37.42 35.844
34.431 38.819 37.128 35.378
33.743 38.602 36.968 35.04
33.193 38.572 36.944 34.836
32.788 38.729 37.055 34.774
32.53 39.072 37.302 34.854
32.42 39.595 37.681 35.079
32.456 40.29 38.184 35.444
32.635 41.146 38.805 35.946
32.95 42.148 39.533 36.578
33.392 43.28 40.356 37.328
33.95 44.522 41.261 38.187
34.612 45.855 42.232 39.139
35.366 47.255 43.254 40.169
36.195 48.7 44.309 41.26
37.086 50.165 45.38 42.394
38.021 51.627 46.449 43.552
38.984 53.061 47.499 44.714
39.959 54.443 48.511 45.86
40.931 55.751 49.469 46.971
41.883 56.963 50.358 48.027
42.8 58.059 51.162 49.01
43.669 59.023 51.868 49.903
44.476 59.837 52.465 50.69
45.21 60.49 52.942 51.356
45.859 60.971 53.292 51.89
46.416 61.273 53.509 52.282
46.873 61.391 53.589 52.523
47.223 61.325 53.532 52.61
47.463 61.075 53.338 52.539
47.59 60.647 53.011 52.31
47.603 60.048 52.556 51.927
47.502 59.29 51.981 51.396
47.289 58.384 51.295 50.724
46.967 57.347 50.509 49.921
46.542 56.197 49.638 49.002
46.018 54.952 48.695 47.98
45.403 53.634 47.696 46.872
44.704 52.264 46.657 45.698
43.93 50.866 45.597 44.475
43.09 49.462 44.531 43.226
42.193 48.075 43.478 41.97
41.25 46.729 42.456 40.729
40.27 45.445 41.48 39.524
39.264 44.243 40.567 38.375
38.242 43.144 39.733 37.302
37.214 42.164 38.99 36.324
36.189 41.319 38.351 35.457
35.178 40.622 37.825 34.716
34.189 40.083 37.423 34.113
33.231 39.711 37.149 33.661
32.311 39.509 37.008 33.366
31.438 39.481 37.003 33.234
30.617 39.626 37.133 33.268
29.856 39.94 37.396 33.468
29.159 40.417 37.788 33.83
28.532 41.048 38.301 34.349
27.978 41.823 38.927 35.017
27.5 42.726 39.657 35.823
27.102 43.743 40.477 36.753
26.785 44.857 41.375 37.794
26.55 46.049 42.336 38.927
26.398 47.299 43.344 40.135
26.327 48.587 44.384 41.398
26.338 49.893 45.438 42.695
26.428 51.196 46.49 44.005
26.594 52.475 47.523 45.308
26.833 53.712 48.522 46.583
27.141 54.887 49.471 47.809
27.512 55.983 50.355 48.968
27.941 56.986 51.162 50.041
28.423 57.881 51.88 51.013
28.949 58.657 52.499 51.87
29.512 59.306 53.01 52.599
30.104 59.82 53.408 53.191
30.717 60.196 53.688 53.639
31.341 60.432 53.848 53.938
31.967 60.529 53.889 54.087
32.587 60.492 53.813 54.087
33.191 60.325 53.623 53.943
33.769 60.038 53.327 53.66
34.314 59.641 52.934 53.248
34.816 59.147 52.452 52.719
35.269 58.569 51.894 52.087
35.665 57.924 51.273 51.368
35.998 57.228 50.602 50.578
36.264 56.499 49.898 49.737
36.46 55.753 49.176 48.864
36.583 55.009 48.452 47.98
36.633 54.285 47.742 47.105
36.612 53.598 47.061 46.259
36.522 52.963 46.425 45.463
36.367 52.396 45.849 44.735
36.154 51.909 45.345 44.092
35.889 51.516 44.926 43.552
35.583 51.224 44.602 43.127
35.246 51.043 44.382 42.83
34.89 50.977 44.273 42.671
34.526 51.03 44.28 42.656
34.169 51.203 44.405 42.79
33.833 51.495 44.649 43.075
33.532 51.901 45.012 43.51
33.28 52.418 45.49 44.091
33.091 53.038 46.077 44.813
32.979 53.751 46.767 45.666
32.956 54.547 47.551 46.639
33.034 55.414 48.418 47.721
33.222 56.34 49.358 48.897
33.529 57.311 50.357 50.15
33.962 58.314 51.404 51.464
34.524 59.335 52.483 52.821
35.218 60.359 53.582 54.203
36.044 61.373 54.686 55.593
37.001 62.366 55.782 56.971
38.083 63.324 56.857 58.322
39.284 64.238 57.898 59.629
40.596 65.097 58.894 60.877
42.007 65.894 59.835 62.053
43.505 66.621 60.713 63.145
45.076 67.275 61.519 64.142
46.706 67.85 62.247 65.037
48.377 68.345 62.894 65.824
50.073 68.759 63.455 66.499
51.778 69.092 63.93 67.059
53.473 69.348 64.318 67.505
55.141 69.529 64.622 67.838
56.768 69.639 64.843 68.063
58.336 69.684 64.985 68.183
59.832 69.669 65.053 68.207
61.244 69.602 65.054 68.142
62.559 69.489 64.994 67.996
63.768 69.337 64.879 67.78
64.865 69.154 64.717 67.503
65.843 68.947 64.517 67.177
66.699 68.722 64.285 66.811
67.431 68.488 64.029 66.416
68.04 68.25 63.758 66.003
68.528 68.014 63.478 65.581
68.898 67.786 63.196 65.16
69.157 67.569 62.918 64.747
69.312 67.368 62.649 64.351
69.37 67.187 62.395 63.978
69.341 67.027 62.16 63.634
69.235 66.89 61.946 63.322
69.063 66.778 61.758 63.048
68.835 66.691 61.595 62.813
68.563 66.63 61.461 62.618
68.258 66.593 61.355 62.465
67.929 66.579 61.277 62.353
67.589 66.588 61.226 62.28
67.245 66.617 61.203 62.246
66.907 66.665 61.203 62.247
66.584 66.729 61.227 62.281
66.281 66.807 61.272 62.343
66.005 66.896 61.335 62.432
65.762 66.994 61.413 62.542
65.554 67.098 61.504 62.669
65.384 67.207 61.605 62.81
65.255 67.318 61.714 62.961
65.167 67.429 61.828 63.118
65.118 67.537 61.944 63.276
65.109 67.641 62.059 63.434
65.137 67.74 62.173 63.587
65.2 67.832 62.282 63.732
65.293 67.915 62.384 63.868
65.413 67.989 62.479 63.991
65.555 68.052 62.565 64.101
65.715 68.104 62.64 64.195
65.888 68.145 62.704 64.273
66.069 68.173 62.756 64.334
66.253 68.189 62.795 64.377
66.436 68.191 62.82 64.402
66.611 68.182 62.833 64.409
66.776 68.159 62.832 64.399
66.927 68.125 62.818 64.372
67.059 68.078 62.791 64.329
67.169 68.02 62.751 64.271
67.256 67.952 62.7 64.2
67.316 67.874 62.638 64.115
67.35 67.787 62.565 64.02
67.355 67.693 62.484 63.916
67.332 67.592 62.395 63.804
67.282 67.487 62.299 63.686
67.205 67.379 62.199 63.565
67.104 67.269 62.095 63.443
66.981 67.161 61.99 63.322
66.838 67.056 61.885 63.203
66.68 66.956 61.782 63.09
66.509 66.864 61.685 62.985
66.33 66.782 61.593 62.89
66.148 66.712 61.511 62.806
65.968 66.657 61.44 62.738
65.793 66.618 61.382 62.685
65.63 66.599 61.339 62.652
65.482 66.6 61.313 62.638
65.355 66.624 61.306 62.646
65.253 66.671 61.319 62.676
65.18 66.743 61.354 62.73
65.139 66.839 61.411 62.807
65.134 66.959 61.49 62.909
65.166 67.103 61.592 63.033
65.238 67.269 61.716 63.179
65.349 67.455 61.86 63.346
65.5 67.658 62.023 63.53
65.689 67.875 62.203 63.729
65.913 68.101 62.397 63.94
66.171 68.332 62.601 64.158
66.456 68.562 62.811 64.378
66.764 68.785 63.022 64.596
67.088 68.995 63.23 64.806
67.42 69.185 63.427 65
67.753 69.347 63.609 65.174
68.077 69.475 63.769 65.32
68.383 69.561 63.901 65.432
68.661 69.598 63.997 65.502
68.9 69.579 64.052 65.524
69.09 69.497 64.059 65.492
69.22 69.347 64.012 65.399
69.28 69.123 63.905 65.241
69.262 68.822 63.734 65.012
69.155 68.44 63.495 64.709
68.953 67.975 63.184 64.329
68.649 67.427 62.799 63.869
68.237 66.796 62.339 63.329
67.714 66.084 61.804 62.71
67.078 65.295 61.196 62.014
66.329 64.433 60.515 61.242
65.469 63.506 59.768 60.401
64.501 62.521 58.958 59.496
63.432 61.486 58.093 58.533
62.269 60.413 57.178 57.521
61.022 59.313 56.224 56.468
59.702 58.197 55.24 55.386
58.322 57.078 54.235 54.284
56.897 55.97 53.222 53.175
55.442 54.885 52.21 52.069
53.974 53.838 51.213 50.98
52.509 52.84 50.24 49.919
51.066 51.904 49.305 48.899
49.661 51.042 48.417 47.929
48.312 50.265 47.588 47.022
47.033 49.581 46.826 46.187
45.842 48.999 46.14 45.433
44.75 48.526 45.538 44.768
43.77 48.165 45.026 44.199
42.913 47.92 44.608 43.73
42.185 47.791 44.287 43.364
41.593 47.779 44.066 43.105
41.139 47.881 43.943 42.952
40.825 48.091 43.918 42.903
40.647 48.404 43.987 42.957
40.603 48.812 44.145 43.107
40.684 49.305 44.386 43.35
40.882 49.873 44.703 43.676
41.186 50.503 45.087 44.077
41.582 51.184 45.528 44.544
42.055 51.9 46.016 45.066
42.589 52.639 46.539 45.631
43.168 53.384 47.086 46.226
43.773 54.123 47.645 46.84
44.385 54.84 48.204 47.459
44.988 55.522 48.75 48.07
45.563 56.155 49.272 48.66
46.093 56.727 49.76 49.217
46.563 57.226 50.202 49.729
46.957 57.643 50.591 50.185
47.263 57.969 50.916 50.576
47.47 58.197 51.171 50.891
47.568 58.322 51.35 51.123
47.552 58.34 51.45 51.266
47.417 58.251 51.466 51.316
47.162 58.055 51.399 51.27
46.787 57.754 51.248 51.127
46.296 57.354 51.015 50.887
45.694 56.86 50.705 50.554
44.991 56.282 50.322 50.131
44.196 55.629 49.873 49.626
43.321 54.914 49.367 49.047
42.38 54.15 48.814 48.404
41.39 53.351 48.222 47.707
40.366 52.533 47.605 46.97
39.324 51.711 46.974 46.206
38.284 50.903 46.342 45.43
37.262 50.124 45.723 44.657
36.276 49.391 45.128 43.903
35.342 48.721 44.571 43.183
34.476 48.127 44.063 42.511
33.691 47.623 43.617 41.904
33.002 47.222 43.243 41.374
32.418 46.934 42.95 40.933
31.948 46.768 42.745 40.592
31.599 46.729 42.635 40.36
31.376 46.823 42.624 40.244
31.28 47.049 42.714 40.249
31.313 47.408 42.907 40.377
31.471 47.896 43.199 40.629
31.75 48.506 43.589 41.002
32.144 49.23 44.069 41.491
32.645 50.056 44.633 42.089
33.243 50.972 45.272 42.787
33.928 51.964 45.975 43.574
34.687 53.013 46.729 44.436
35.508 54.102 47.522 45.358
36.377 55.213 48.338 46.324
37.28 56.325 49.163 47.317
38.205 57.42 49.983 48.32
39.138 58.476 50.78 49.312
40.065 59.476 51.541 50.278
40.974 60.399 52.25 51.197
41.854 61.231 52.894 52.055
42.695 61.954 53.461 52.833
43.486 62.555 53.938 53.518
44.219 63.023 54.317 54.096
44.888 63.348 54.59 54.557
45.484 63.524 54.751 54.892
46.004 63.547 54.795 55.093
46.444 63.415 54.722 55.157
46.801 63.131 54.531 55.082
47.072 62.699 54.227 54.869
47.257 62.127 53.813 54.522
47.356 61.423 53.297 54.046
47.369 60.602 52.689 53.451
47.297 59.676 51.998 52.748
47.144 58.664 51.238 51.948
46.91 57.583 50.423 51.068
46.599 56.453 49.568 50.123
46.214 55.295 48.688 49.13
45.759 54.13 47.801 48.11
45.237 52.98 46.923 47.08
44.653 51.866 46.072 46.061
44.011 50.809 45.263 45.072
43.316 49.83 44.513 44.131
42.573 48.947 43.836 43.258
41.786 48.177 43.247 42.469
40.961 47.536 42.758 41.781
40.103 47.037 42.378 41.207
39.219 46.691 42.117 40.759
38.313 46.506 41.982 40.449
37.391 46.487 41.977 40.282
36.46 46.638 42.104 40.265
35.526 46.957 42.363 40.401
34.595 47.443 42.751 40.689
33.672 48.088 43.264 41.128
32.764 48.884 43.895 41.712
31.877 49.819 44.634 42.433
31.015 50.881 45.472 43.283
30.185 52.052 46.394 44.248
29.392 53.314 47.387 45.316
28.638 54.649 48.434 46.469
27.93 56.035 49.52 47.692
27.27 57.448 50.626 48.966
26.661 58.868 51.735 50.27
26.105 60.269 52.827 51.586
25.604 61.629 53.885 52.892
25.159 62.925 54.891 54.168
24.77 64.134 55.828 55.394
24.437 65.235 56.679 56.55
24.158 66.207 57.429 57.618
23.932 67.032 58.064 58.579
23.757 67.694 58.574 59.417
23.629 68.179 58.946 60.118
23.547 68.474 59.174 60.668
23.505 68.569 59.252 61.058
23.501 68.46 59.175 61.278
23.53 68.14 58.941 61.322
23.587 67.611 58.553 61.186
23.668 66.873 58.013 60.868
23.769 65.933 57.326 60.37
23.885 64.798 56.501 59.695
24.012 63.478 55.546 58.848
24.145 61.988 54.473 57.838
24.281 60.342 53.296 56.675
24.417 58.56 52.029 55.371
24.548 56.661 50.687 53.94
24.671 54.666 49.289 52.4
24.785 52.599 47.85 50.765
24.887 50.484 46.39 49.056
24.975 48.344 44.926 47.291
25.048 46.206 43.477 45.491
25.105 44.092 42.06 43.675
25.145 42.027 40.691 41.864
25.169 40.035 39.386 40.077
25.176 38.136 38.16 38.335
25.168 36.351 37.025 36.654
25.144 34.698 35.994 35.054
25.107 33.192 35.074 33.548
25.058 31.848 34.275 32.152
24.998 30.674 33.601 30.878
24.929 29.68 33.055 29.735
24.854 28.869 32.638 28.733
24.774 28.243 32.35 27.877
24.691 27.802 32.188 27.17
24.608 27.54 32.145 26.613
24.527 27.451 32.216 26.205
24.45 27.524 32.39 25.943
24.379 27.747 32.659 25.821
24.315 28.106 33.011 25.831
24.261 28.584 33.432 25.963
24.218 29.162 33.909 26.206
24.187 29.821 34.429 26.546
24.169 30.542 34.976 26.971
24.165 31.303 35.537 27.464
24.175 32.082 36.098 28.011
24.2 32.861 36.643 28.593
24.239 33.618 37.162 29.197
24.292 34.335 37.641 29.804
24.358 34.994 38.07 30.4
24.436 35.58 38.44 30.969
24.524 36.079 38.742 31.499
24.621 36.479 38.971 31.975
24.725 36.771 39.121 32.387
24.832 36.949 39.189 32.725
24.941 37.007 39.175 32.982
25.048 36.945 39.079 33.151
25.151 36.763 38.902 33.229
25.246 36.464 38.65 33.213
25.331 36.056 38.326 33.104
25.401 35.545 37.937 32.903
25.454 34.943 37.492 32.616
25.486 34.26 36.999 32.246
25.494 33.51 36.467 31.803
25.476 32.708 35.907 31.295
25.428 31.87 35.33 30.732
25.35 31.011 34.745 30.126
25.237 30.148 34.165 29.489
25.09 29.299 33.599 28.834
24.907 28.478 33.059 28.175
24.687 27.701 32.554 27.525
24.43 26.984 32.093 26.897
24.137 26.341 31.685 26.305
23.809 25.783 31.338 25.762
18.667 27.285 32.582 25.551
18.164 28.14 33.157 26.163
17.675 29.095 33.793 26.875
17.205 30.142 34.487 27.682
16.757 31.27 35.23 28.576
16.335 32.47 36.016 29.549
15.942 33.731 36.838 30.591
15.581 35.041 37.689 31.694
15.255 36.39 38.561 32.846
14.965 37.765 39.446 34.037
14.712 39.156 40.338 35.256
14.498 40.55 41.228 36.491
14.321 41.938 42.109 37.73
14.182 43.308 42.975 38.964
14.079 44.649 43.817 40.18
14.011 45.952 44.63 41.369
13.977 47.207 45.408 42.519
13.973 48.405 46.144 43.622
13.997 49.539 46.833 44.669
14.046 50.602 47.47 45.652
14.117 51.586 48.052 46.563
14.205 52.486 48.575 47.397
14.308 53.298 49.036 48.149
14.422 54.02 49.432 48.814
14.544 54.647 49.764 49.39
14.668 55.181 50.03 49.876
14.793 55.62 50.232 50.27
14.915 55.967 50.37 50.574
15.03 56.225 50.447 50.789
15.137 56.396 50.466 50.92
15.231 56.487 50.431 50.97
15.312 56.504 50.347 50.944
15.377 56.454 50.22 50.85
15.425 56.346 50.055 50.693
15.454 56.188 49.86 50.483
15.465 55.99 49.641 50.228
15.457 55.762 49.406 49.936
15.43 55.515 49.162 49.617
15.386 55.258 48.916 49.281
15.324 55.002 48.676 48.935
15.247 54.757 48.449 48.59
15.157 54.531 48.24 48.253
15.055 54.333 48.057 47.933
14.945 54.171 47.902 47.636
14.828 54.05 47.781 47.37
14.709 53.976 47.698 47.138
14.589 53.951 47.653 46.946
14.472 53.979 47.648 46.796
14.362 54.059 47.683 46.691
14.261 54.191 47.757 46.63
14.173 54.372 47.868 46.614
14.101 54.598 48.013 46.641
14.047 54.863 48.187 46.707
14.013 55.162 48.385 46.809
14.001 55.485 48.601 46.942
14.014 55.824 48.83 47.1
14.052 56.169 49.063 47.278
14.115 56.511 49.295 47.467
14.203 56.838 49.517 47.661
14.316 57.139 49.721 47.853
14.453 57.404 49.901 48.035
14.61 57.622 50.049 48.199
14.786 57.783 50.159 48.338
14.977 57.878 50.224 48.445
15.178 57.899 50.239 48.515
15.387 57.839 50.199 48.542
15.598 57.693 50.102 48.521
15.804 57.456 49.944 48.448
16.002 57.127 49.725 48.322
16.185 56.704 49.443 48.14
16.348 56.19 49.101 47.902
16.484 55.588 48.7 47.61
16.59 54.903 48.244 47.264
16.659 54.142 47.738 46.87
16.688 53.315 47.188 46.431
16.673 52.432 46.6 45.953
16.611 51.506 45.983 45.443
16.503 50.551 45.346 44.909
16.347 49.582 44.698 44.359
16.144 48.615 44.048 43.804
15.897 47.666 43.409 43.252
15.611 46.753 42.79 42.715
15.292 45.893 42.202 42.203
14.946 45.103 41.657 41.727
14.583 44.399 41.164 41.299
14.213 43.796 40.733 40.928
13.849 43.309 40.373 40.624
13.503 42.95 40.093 40.398
13.19 42.73 39.901 40.257
12.925 42.659 39.801 40.21
12.723 42.742 39.798 40.263
12.602 42.984 39.897 40.421
12.576 43.386 40.098 40.687
12.663 43.946 40.403 41.065
12.876 44.661 40.808 41.555
13.23 45.524 41.311 42.155
13.737 46.525 41.908 42.864
14.408 47.652 42.592 43.677
15.252 48.891 43.354 44.587
16.275 50.225 44.186 45.587
17.479 51.635 45.076 46.667
18.866 53.1 46.013 47.817
20.432 54.6 46.985 49.024
22.171 56.112 47.977 50.275
24.074 57.612 48.975 51.556
26.127 59.077 49.965 52.851
28.313 60.485 50.933 54.144
30.615 61.813 51.863 55.42
33.008 63.04 52.742 56.661
35.468 64.147 53.557 57.852
37.967 65.116 54.295 58.976
40.477 65.931 54.945 60.019
42.967 66.579 55.496 60.967
45.405 67.051 55.94 61.806
47.762 67.339 56.271 62.525
50.005 67.439 56.484 63.115
52.104 67.351 56.574 63.566
54.033 67.077 56.542 63.874
55.764 66.622 56.387 64.035
57.275 65.996 56.114 64.046
58.546 65.211 55.727 63.909
59.561 64.281 55.232 63.627
60.308 63.224 54.639 63.206
60.781 62.059 53.958 62.653
60.975 60.809 53.201 61.979
60.894 59.495 52.38 61.196
60.544 58.143 51.51 60.318
59.938 56.778 50.606 59.36
59.092 55.423 49.682 58.341
58.026 54.105 48.756 57.277
56.766 52.847 47.841 56.188
55.338 51.671 46.954 55.093
53.776 50.6 46.109 54.012
52.111 49.653 45.319 52.963
50.38 48.847 44.598 51.966
48.618 48.195 43.957 51.038
46.862 47.711 43.405 50.194
45.148 47.401 42.952 49.45
43.51 47.272 42.602 48.818
41.982 47.325 42.361 48.309
40.593 47.559 42.232 47.93
39.37 47.968 42.215 47.688
38.338 48.546 42.308 47.585
37.514 49.281 42.509 47.621
36.915 50.16 42.813 47.795
36.549 51.167 43.214 48.102
36.422 52.283 43.702 48.535
