0.33899,0.38626,0.32036,0.29335,0.35781,0.38366,0.31243,0.34942,0.30602
0.3324,0.3784,0.31326,0.29045,0.35258,0.37426,0.30538,0.34244,0.29409
0.32384,0.37091,0.3063,0.28539,0.34448,0.36481,0.29682,0.33015,0.28356
0.31523,0.36178,0.29902,0.27817,0.33207,0.35684,0.28595,0.31946,0.27459
0.30797,0.35727,0.29151,0.27074,0.32516,0.35065,0.27819,0.31344,0.26622
0.30318,0.35287,0.28582,0.26632,0.3189,0.33812,0.26983,0.30499,0.25843
0.29914,0.34622,0.28346,0.26481,0.31482,0.33283,0.26456,0.29686,0.25249
0.29522,0.34326,0.28058,0.25939,0.31184,0.33178,0.26111,0.29359,0.2472
0.29036,0.33758,0.27626,0.25455,0.30815,0.32766,0.25721,0.28696,0.24281
0.29005,0.33649,0.27519,0.25461,0.30451,0.32298,0.25609,0.28566,0.24262
0.28712,0.33311,0.2736,0.25165,0.30254,0.31659,0.25289,0.28272,0.23757
0.28535,0.33105,0.27172,0.25116,0.30116,0.31649,0.24969,0.28206,0.23543
0.28536,0.32968,0.27185,0.25139,0.29886,0.31441,0.24935,0.27948,0.23564
0.28511,0.32522,0.26928,0.24615,0.29544,0.31797,0.25028,0.28254,0.23627
0.28054,0.31817,0.26458,0.23933,0.29074,0.31094,0.24689,0.27281,0.23266
0.27626,0.31723,0.26235,0.23785,0.28791,0.30803,0.24409,0.26935,0.22488
0.27163,0.31224,0.26095,0.23807,0.28197,0.30264,0.23781,0.2646,0.22078
0.26712,0.30915,0.25944,0.23601,0.27975,0.30279,0.23579,0.26136,0.21868
0.26382,0.30346,0.25592,0.23282,0.27654,0.29652,0.23228,0.2589,0.21546
0.2606,0.30047,0.25194,0.22743,0.27146,0.29084,0.22741,0.25296,0.20892
0.2578,0.29839,0.24913,0.22449,0.26756,0.28775,0.22269,0.24811,0.202
0.25277,0.29427,0.24617,0.22127,0.26407,0.28183,0.21862,0.2444,0.19722
0.2512,0.29137,0.24376,0.21712,0.26051,0.27499,0.21314,0.24066,0.19287
0.24617,0.28689,0.24017,0.21331,0.25624,0.27136,0.20816,0.23734,0.18854
0.23941,0.28158,0.23403,0.20917,0.24942,0.26564,0.20126,0.22972,0.184
0.23385,0.27671,0.22899,0.20493,0.24385,0.25937,0.19519,0.22425,0.17756
0.22719,0.26232,0.219,0.20011,0.23679,0.25379,0.18933,0.21648,0.17257
