0,1,2,3,4,5
8,1,0.527624035248,100.0,-inf,-inf
8,2,0.529217532092,88.1037037037,-inf,-inf
8,3,0.604272134567,,,
8,4,0.365903494429,,,
8,7,0.544927663328,,,
8,8,0.48067784372,,,
8,1,0.527624035248,100.0,-inf,-inf
8,2,0.529217532092,88.1037037037,-inf,-inf
8,3,0.604272134567,,,
8,4,0.365903494429,,,
8,7,0.544927663328,,,
8,8,0.48067784372,,,
8,1,0.527624035248,100.0,-inf,-inf
8,2,0.529217532092,88.1037037037,-inf,-inf
8,3,0.604272134567,,,
8,4,0.365903494429,,,
8,7,0.544927663328,,,
8,8,0.48067784372,,,
8,1,0.527624035248,100.0,-inf,-inf
8,2,0.529217532092,88.1037037037,-inf,-inf
8,3,0.604272134567,,,
8,4,0.365903494429,,,
8,7,0.544927663328,,,
8,8,0.48067784372,,,
8,1,0.527624035248,100.0,-inf,-inf
8,2,0.529217532092,88.1037037037,-inf,-inf
8,3,0.604272134567,,,
8,4,0.365903494429,,,
8,7,0.544927663328,,,
8,8,0.48067784372,,,
8,1,0.527624035248,100.0,-inf,-inf
8,2,0.529217532092,88.1037037037,-inf,-inf
8,3,0.604272134567,,,
8,4,0.365903494429,,,
8,7,0.544927663328,,,
8,8,0.48067784372,,,
